순번_정류장ID,1-2803524,2-2803769,3-2804876,4-2803770,5-2803520,6-2806051,7-2806052,8-2803665,9-2803663,10-2802587,11-2802565,12-2802511,13-2802454,14-2802253,15-2802263,16-2803792,17-2801816,18-2803533,19-2801904,20-2802219,21-2802209,22-2802202,23-2802186,24-2804814,25-2802120,26-2802066,27-2802044,28-2801932,29-2801690,30-2800164
1-2803524,0,0.9847208640645285,0.9879129508296431,1.066613115631984,1.6192898806273548,1.7732591184286408,1.661406423231722,1.797632312831159,1.7503554056920096,1.5254507586734256,1.4476378453313232,1.3731187079687828,1.3464285354038195,1.306628594535661,1.2832856973481968,1.3162792314307692,1.362279978967021,1.3467365098970239,1.326594626863927,1.2936092577762033,1.2851590797122754,1.2801825255268078,1.2613921672348207,1.342758993702673,1.3724266457734597,1.354854368635299,1.34832729333862,1.3260562359050139,1.2880742281314745,1.3023562476981732
2-2803769,,0,0.9948689417528871,1.0099842799483172,1.2424463046697325,1.474210939215569,1.401812670844413,1.5690529667271256,1.5522877708948453,1.3875611879700647,1.3289940228953498,1.273674083270842,1.253758761154078,1.2242534583174032,1.2073899950580758,1.2412525932895613,1.287078919484731,1.2747976016266491,1.2586778716719025,1.2323918148449815,1.2255603136394433,1.2224535171900213,1.2513285571751438,1.3360701750332604,1.3671763750934147,1.3492182213148984,1.3424568679131919,1.31241413305715,1.2751460204164466,1.296462355088126
3-2804876,,,0,1.0270638080384216,0.9931414717896838,1.0135854761703833,1.0100590308682837,1.3120669687238593,1.5369076401475683,1.3658559508010175,1.3074842654436294,1.2536566166235548,1.2343936293938764,1.2061230524638975,1.190091843307843,1.225251023865424,1.2726285412358445,1.2603711813025313,1.2448437461629707,1.219323904842797,1.2126043737476324,1.2099185236263772,1.2622941542465247,1.3512593373236843,1.3831981414438825,1.3637713313599,1.3562934370156308,1.3238622352147045,1.2838908569484482,1.3056527473739068
4-2803770,,,,0,0.9800982647689609,1.01068550991269,1.006942012466104,1.3655423120338595,1.6316659234483917,1.4043665039657764,1.3340058222835358,1.270780818587821,1.2488020649149243,1.2171179239951444,1.199214862256428,1.2359458045257916,1.2860483924264876,1.2726147808518744,1.2555674721467853,1.2276168869881008,1.2204566144357443,1.2174061882708296,1.2716293201976787,1.3647663263849181,1.3973940209392517,1.3763644066156766,1.3684011260304056,1.3337183829290953,1.2913199222964276,1.31329935405347
5-2803520,,,,,0,1.0212135058485112,1.0112788763475162,1.4996702888396576,1.3752869212272234,1.2003554242920935,1.1632234665848602,1.1320792795298191,1.1204284951389356,1.1044783208818483,1.0966529886483531,1.1359042236569192,1.1867172411231612,1.1779401863298515,1.1661326424116494,1.1477483442441314,1.1431766556495226,1.1424235393038902,1.1299947534070218,1.1997733269030266,1.2365382875110773,1.2247229263015458,1.2206958961268721,1.2233073890640405,1.1965284978496755,1.1850403584425255
6-2806051,,,,,,0,0.9854009833118224,0.990175010236734,1.0188551438537516,1.0015909250684107,1.0018596797909116,1.0031367046150341,1.0026417193085138,1.0024087564636286,1.012314652225233,1.0838892589743685,1.1376173891758548,1.1310927270342372,1.1218594293661275,1.1077801570306922,1.1042207245827989,1.099778239096533,1.0906762502702851,1.1386971899171103,1.1782961845886355,1.1693171323364469,1.1665542091869223,1.1733480151085398,1.1530963723993697,1.144104873031333
7-2806052,,,,,,,0,0.9922403735223251,1.027303977177251,1.0038011915404723,1.0033850059085179,1.0042268355578021,1.003762055842119,1.0034927589449842,1.0136704913112269,1.0889484011591348,1.1453835945745936,1.1380936570584164,1.127945605844321,1.112646371028898,1.108778964208761,1.1038842741296322,1.0941807300417097,1.143743351271039,1.1846352409397927,1.1749465258931502,1.1719609564210922,1.178508394311757,1.1570538493214058,1.1476159420491128
8-2803665,,,,,,,,0,1.0764687961735897,1.0077340378867479,1.0064229282665411,1.0068226841741978,1.0057985457073022,1.004988652921393,1.0065520122407425,1.055479295548182,1.1165933228785168,1.110492012697824,1.1015352305762707,1.0887987498314415,1.0856905253533764,1.086935960366031,1.078363346911182,1.1565829936090064,1.2000871496512873,1.1888572918296743,1.1852784134862684,1.1911309955425664,1.1664898351822768,1.155921785593502
9-2803663,,,,,,,,,0,0.9814901828044866,0.9887908990020069,0.9948375362981807,0.9951679363378962,0.9962485062339452,0.9989095426578166,1.0530265391223124,1.1201939905588882,1.1132653896666531,1.1034428985615885,1.0894755097717015,1.085997519508206,1.087544844629683,1.0783787945822936,1.1614661691924488,1.2074262908851152,1.195101026613712,1.1911468181979248,1.1967685523120237,1.1702760323599808,1.1590267220603288
10-2802587,,,,,,,,,,0,1.002952713385922,1.0058008539625298,1.0040778934220576,1.0032191493367637,1.0057043282923783,1.0658989859409516,1.1583324342366286,1.145580874617711,1.1293092887433227,1.1072009089859813,1.1020270297756019,1.1121327819919378,1.0979408110125024,1.1994975007976183,1.2528506745192598,1.2349046563740347,1.228911773442121,1.2316117943366018,1.1953870459773648,1.1807432367779742
11-2802565,,,,,,,,,,,0,1.0070937273887937,1.004098499327104,1.0029562812289345,1.0063968863937658,1.0808702725940431,1.1969357829181972,1.1770703829336326,1.1536199836387033,1.1228840072837831,1.1162520379438239,1.1268825424513451,1.1089120792308333,1.2233625384534965,1.2815838866546285,1.2594073770970546,1.251901888989769,1.2522331352221205,1.2094566776294584,1.1927547692623799
12-2802511,,,,,,,,,,,,0,0.9974744066783627,0.9997252682656385,1.006032677659068,1.0171126155264243,1.0022013332407602,1.0042908801400083,1.0028945180554818,1.0039172232719782,1.0848974936465423,1.154281758466692,1.1282180282916003,1.2665856770303308,1.3329145142165084,1.3021249932074015,1.291580001590189,1.2868112840991068,1.2320188792512203,1.2115815024230427
13-2802454,,,,,,,,,,,,,0,1.0009545105885638,1.0081312342891044,1.0221114809097642,1.0032336693573083,1.0055538092448533,1.0037310052812194,1.004657239752754,1.0948670877605915,1.1726074439929077,1.140666402877331,1.293321476592572,1.3638986275502738,1.3273808607048176,1.3148387731680407,1.3065227306919867,1.2444710486497472,1.2218705526297016
14-2802253,,,,,,,,,,,,,,0,1.016222827542313,1.0397393929975653,1.0041136515832776,1.00742280139129,1.004446727265259,1.0053877660023123,1.1051605745299709,1.2019870363822067,1.1572588049866692,1.143270330068831,1.1959337519787105,1.176610552908546,1.171006357881195,1.2630859722523242,1.207841997625579,1.1878031207188287
15-2802263,,,,,,,,,,,,,,,0,1.084907953095571,0.9901118567648606,1.0008758662357622,0.9987984378071408,1.0022796712763982,1.086144186058071,1.2034876912657901,1.1514442035315227,1.1360867781164323,1.1702661059930024,1.152091205364455,1.147238992379053,1.122948677626841,1.1008156429015066,1.1143675437516518
16-2803792,,,,,,,,,,,,,,,,0,0.8891937270416894,0.9612671812746035,0.9754486044180843,0.9903122575497808,0.9917961633525322,1.0499893882259899,1.0377633757104219,1.0338288328723584,1.0803577262979909,1.0723184760894928,1.0714642153996123,1.060764795947207,1.0527888230499896,1.0699059409027627
17-2801816,,,,,,,,,,,,,,,,,0,1.0013789589807072,0.9975770032925325,1.0028304217040729,1.0028351523729566,1.0009799733885725,1.0012161966319817,1.0008728967031282,1.0007497234230978,1.0014942595528844,1.0040971642059988,1.0052776753583323,1.0097511326302593,1.0082442246911947
18-2803533,,,,,,,,,,,,,,,,,,0,0.9946580764872933,1.003195867285233,1.0031418845808633,1.0009097711495862,1.0011960509991977,1.0008173489654886,1.0006935893785607,1.0015033421792543,1.004300103801029,1.0055150187529351,1.010141993611177,1.009746664249049
19-2801904,,,,,,,,,,,,,,,,,,,0,1.0073530800614503,1.0063495943654226,1.0027685282588357,1.0024526722788696,1.0018448443314851,1.0014871057645005,1.0022859964514386,1.0053387484001426,1.0064500493539579,1.0111445177926337,1.0106206060315561
20-2802219,,,,,,,,,,,,,,,,,,,,0,1.002862994632227,0.9955792240810105,0.9992567933094973,0.9989741970148762,0.9993173536844415,1.0007310564719991,1.0047665284179663,1.0062560066914732,1.0117259882177654,1.011061767298575
21-2802209,,,,,,,,,,,,,,,,,,,,,0,0.9895875509487948,0.9984234932987408,0.9982879662071166,0.9988949196275567,1.000524519706841,1.004936018987348,1.0064796802016622,1.0121352667497128,1.0113932409346094
22-2802202,,,,,,,,,,,,,,,,,,,,,,0,1.0018751389439293,1.0006640762981278,1.0004712567659824,1.0019844951743346,1.006799010099951,1.0079513111285825,1.013476301752393,1.0125203484001892
23-2802186,,,,,,,,,,,,,,,,,,,,,,,0,0.9978480002123414,0.999396709950654,1.002041264096696,1.0090182623079653,1.0096951134005432,1.0155596688056863,1.0141437137784328
24-2804814,,,,,,,,,,,,,,,,,,,,,,,,0,0.9991543687773717,1.0026580678640886,1.0112100255088132,1.01107388236323,1.0168693995101852,1.0151425858484702
