순번_정류장ID,1-2800900,2-2805288,3-2800898,4-2805292,5-2805297,6-2800888,7-2800823,8-2800868,9-2805867,10-2805868,11-2805870,12-2805864,13-2800847,14-2800877,15-2800822,16-2805940,17-2800875,18-2800924,19-2800926,20-2800933,21-2800939,22-2800842,23-2800989,24-2800979,25-2800990,26-2801012,27-2801023,28-2801040,29-2801058,30-2801268,31-2801277,32-2801161,33-2801158,34-2801391,35-2801386,36-2801380,37-2800209,38-2800204,39-2800201,40-2800197,41-2800199,42-2800207,43-2800212,44-2800218,45-2800219,46-2800223,47-2800231,48-2806090
1-2800900,0,1.0122725338216898,1.872289366182948,3.1749398802085147,1.6932629461283017,1.6368437203353132,1.3611819416262259,1.3366563273985814,1.323789901356481,1.2715231603710113,1.2589339961336647,1.246672613655077,1.2474003803530227,1.347257107776545,1.5236112034430662,1.722032556030628,1.8657313060093554,1.89385549509062,1.7759344114099407,1.7206666815440266,1.6859003275382667,1.6141543401327398,1.5734487377169248,1.6626975063625364,1.6729900676977816,1.6435007446134857,1.6373543104603525,1.6040214070548613,1.6819222585714213,1.5921807863711956,1.5815251420886942,1.5492893507629744,1.5248320557339103,1.4960938345857222,1.48318885729996,1.4973472347527095,1.4887220848250424,1.4609071873980863,1.451342330830139,1.4450852018453546,1.4305129244498498,1.4223483506614734,1.408472214572849,1.401960531424968,1.398366482023324,1.4431431014461782,1.4620396535632163,1.480629524378338
2-2805288,,0,1.0006636094410823,1.1198907144025885,1.081878914088119,1.1554611433990252,1.0981546743989479,1.0924018274001122,1.0904140870722314,1.0830595509863081,1.0799626293394287,1.0761648862404714,1.0829288835870956,1.168235783135501,1.318485602626506,1.4844125807569488,1.6036469540637965,1.6346461997028974,1.5577365329195079,1.5219595532170502,1.4977875113947623,1.4492716062257345,1.421531124986399,1.5036973257387436,1.5167016580433006,1.495470368046614,1.4936203710176275,1.4686791439761717,1.541959666311711,1.4731894519057374,1.4652597065725204,1.4405069666509267,1.4219352621589727,1.3998108222785477,1.3897012697154887,1.4038674048034838,1.398993417575554,1.3771644435561192,1.3695820310720463,1.3669908325901967,1.3553304642366883,1.3488402801403854,1.337505298828201,1.3323829961275364,1.3295139760408203,1.372034703853043,1.3903896457177496,1.4103849669620372
3-2800898,,,0,1.0127740584446487,1.0370485941630894,1.133740276946512,1.0804275607602059,1.075335607845896,1.0739014180138828,1.0688516457852102,1.066206150687783,1.0630174617401984,1.0704758463235486,1.1608560181751282,1.3208886188419149,1.499951273498476,1.629537133887896,1.6623902352984077,1.5766136656102097,1.5372155046550007,1.510895571186741,1.4583867290441384,1.4286245866718954,1.5148311395518674,1.528700248261218,1.5059243301670426,1.503067054071658,1.4769605201262093,1.553513684132764,1.480652357383254,1.4722755678697266,1.4464074957779398,1.4266238361006027,1.4036713259690623,1.3930085240623393,1.407736992087156,1.402558188626724,1.3797814847064314,1.3720566999727608,1.369292532826693,1.3572581211201646,1.35067752406945,1.3389033559883565,1.3337351619976001,1.3306848591814875,1.374147283780893,1.3930469596464583,1.413543778558782
4-2805292,,,,0,1.0494629471384225,1.176361862556801,1.0918312599123106,1.0853994809055165,1.083249417332361,1.0759076844829025,1.0723305221997443,1.0684819886430037,1.0767345716870638,1.1767836024067622,1.3570494124508412,1.5622337760045164,1.713096489650625,1.7486992215845187,1.6409962672034955,1.5912860175086982,1.5606597375328084,1.4978411341048732,1.46220808829008,1.5560206587558953,1.570239103289433,1.543734181752014,1.540126101517925,1.5094587570995475,1.5915760617182235,1.5090457975539944,1.4999582653632206,1.4706357770892577,1.4489656509653537,1.423550047416694,1.4119881736791546,1.4271793154009638,1.4212055838866342,1.3962890362153588,1.3877503471901433,1.3841844070710496,1.371049740899909,1.3638410147917046,1.3513009450051137,1.3456116045254172,1.3425450492802031,1.3878384583658088,1.4073149999999996,1.4280422707693994
5-2805297,,,,,0,1.0015232932117113,1.006659566368886,1.0064739504881988,1.0087570375868102,1.018893779612569,1.0181722904051322,1.0168754535184732,1.029205606245647,1.1472795688046111,1.365619460492679,1.6230918112134032,1.8184055467128355,1.8599766834387255,1.7090393553734617,1.6440647490549654,1.6039811466397285,1.5255097865052283,1.48294354534456,1.5909399428989515,1.6055755817823227,1.5735769919131237,1.5683136305300978,1.5326470446411353,1.6247667868845288,1.5289251656839042,1.5182351941446979,1.48528786901936,1.460872355512472,1.432355882423707,1.4195820118654303,1.4356565809480344,1.4288217550011793,1.4015756890924949,1.3925753085366679,1.388408176156474,1.374375748440404,1.3666322871157761,1.3530932426900109,1.347132804644615,1.3437526087189593,1.3917541768658372,1.4126640366305985,1.4344735838592555
6-2800888,,,,,,0,1.001617972701971,1.0020842945421577,1.0055218588251198,1.019032667994861,1.018146577874977,1.0165945113318908,1.0309205279303562,1.1730376608881674,1.4430915215495204,1.7766239156034407,2.041889028309048,2.084813201484889,1.853954553150662,1.7604613442736283,1.7054126220521482,1.5999913015264091,1.5445609269669318,1.6684150897706442,1.6824443541274314,1.6418226644986595,1.6336078987933156,1.5894993109664495,1.6928522533035766,1.5769193362430902,1.5640550158191888,1.5246444943333042,1.4962732421547522,1.4632214671240191,1.4485875900185143,1.4657821773418986,1.4569950822861297,1.4262154563642928,1.4157640811791432,1.410198950980688,1.394541606518653,1.3859438097742267,1.3710983458439716,1.364342923173426,1.3606043563959525,1.4115823352066417,1.4334390723645063,1.4557045567208178
7-2800823,,,,,,,0,1.0048793215916503,1.0195935361206785,1.0055135729888969,1.0058170930611223,1.0046617518222076,1.0056799117553306,1.00531869153668,1.0043680434107516,1.0033758511348887,1.023142706157886,1.0848228947686842,1.072113192723088,1.0680853995945185,1.0620175980424043,1.0554689494220182,1.0530818802057953,1.1501202735026215,1.176523821138242,1.1680593459615507,1.1751176996123032,1.164108259579161,1.251844610790471,1.2110500484019238,1.207694046212741,1.1948552798778065,1.1856841896946135,1.1749002151779961,1.1693612987600075,1.1871988607423933,1.1913458558866419,1.1798452287995715,1.1759394455040237,1.1818281014273258,1.175316114710477,1.1715889181126447,1.1649917464876405,1.1625473178118226,1.1610497171186498,1.2053088675578103,1.2260995796004555,1.2531521020589416
8-2800868,,,,,,,,0,1.0350017272733198,1.004663021733065,1.00517288608726,1.0039338560070672,1.0051904289253213,1.0048396120257606,1.0038622952888832,1.002845170114267,1.0052451253034598,1.001345974130615,1.0023585281903942,1.0046648828976308,1.0021627311070462,1.0032233315984074,1.0051293219769244,1.1350703869511003,1.1625909422519594,1.154666500278955,1.1620896561827863,1.1516343876937876,1.2099556418906163,1.1751968823077898,1.1726452683288155,1.1622092756783389,1.1547083212073517,1.1457237570069154,1.1411307038464327,1.1589829550244741,1.1646466008018392,1.1546356721030704,1.1514086827437668,1.1751566938497469,1.1688040187703976,1.1651614428151833,1.1587090163498444,1.1563565254843835,1.1549043429965586,1.1995595478879217,1.2205955227934515,1.2481112802852894
9-2805867,,,,,,,,,0,0.9992336378174658,1.000908525886465,1.0002547202361334,1.0021913992497309,1.0021711212615916,1.0015487065297979,1.0007798953608995,1.0034797931531467,0.9995498925342339,1.0009203631715744,1.0034541182126304,1.000927915022003,1.0021844680360177,1.0042354170193744,1.1382130529887462,1.1664799468032163,1.158112435017164,1.1656356214570893,1.1546839298925156,1.2144358771280475,1.1782688708248028,1.1755930569945003,1.1647579282066043,1.1569833303954544,1.1476960366166222,1.1429682224124171,1.1611152675731466,1.1666491284017018,1.1563560766464538,1.153042373944504,1.1771906951366928,1.170675484497838,1.1669453401024952,1.160345607822266,1.1579310659774844,1.1564442298501958,1.201709978146153,1.2230166534658264,1.2508064608533562
10-2805868,,,,,,,,,,0,1.0075601056191228,1.0022521803022073,1.0059872079214445,1.0050431668624478,1.0031921447569332,1.0016454617577057,1.0055847540493514,0.999684273968909,1.0014712246440411,1.0046655127041895,1.0013786071692536,1.0028438116406795,1.0052397038016894,1.1677931760962024,1.2008134403233646,1.1885802726656358,1.1966315999092243,1.1815176399099618,1.25037252976245,1.2032490831366476,1.1995670510362537,1.1854511348284804,1.1757262917473965,1.1641068891702047,1.1583638303398978,1.1783268390271526,1.183546952824363,1.1712213914776484,1.1668662021650988,1.1928955308937226,1.1852107991058665,1.1808555378755328,1.1732065607608961,1.1703361516093735,1.168598532460161,1.2176597732365544,1.2406120779014242,1.2699368996807996
