순번_정류장ID,1-2805404,2-2801355,3-2801359,4-2801339,5-2803548,6-2801332,7-2801379,8-2801433,9-2801465,10-2805642,11-2801563,12-2801598,13-2801623,14-2801653,15-2801676,16-2801186,17-2801710,18-2801727,19-2801745,20-2806034,21-2801174,22-2801722,23-2801714,24-2801712,25-2801701,26-2805300,27-2801168,28-2801686,29-2801182,30-2801679,31-2801662,32-2801649,33-2801642,34-2800166,35-2803661,36-2801697,37-2801724,38-2801925,39-2801906,40-2802017,41-2801823,42-2802110,43-2801894,44-2801891,45-2801853,46-2801893,47-2805678,48-2805882,49-2806908,50-2806077,51-2805649,52-2805906,53-2806422,54-2806424
1-2805404,0,0.9984143564263263,1.0262523140158766,1.0187780865150424,1.013988588417139,1.0086006090727513,1.0064277797858565,1.0036084448051772,1.0035284703651441,1.0036130228636495,1.0045067753399717,1.0047281780914363,1.00513738200253,1.0040801111489486,1.0034150334238594,1.0036079949423469,1.0041353627870448,1.003674612387148,1.0049320034820532,1.004244679831321,1.014397250667972,1.1358950120607054,1.1680039228986105,1.164095984752252,1.1566138440272618,1.1539594119402212,1.1660505438517024,1.215006884062891,1.2087215993318052,1.2034787379089513,1.1950486168806231,1.2319805302695446,1.2639130225019592,1.2623806601148626,1.347811580341596,1.326812969540479,1.3075532384272646,1.2659819443275178,1.354804479506273,1.3514999720552114,1.329152668803563,1.3204639226551664,1.3164538320598522,1.3163209043238495,1.311667485719518,1.3475342284060077,1.3361380001544567,1.3263551129570141,1.3204888248153397,1.316818946441045,1.3254682919935028,1.3683371598485679,1.359880523365195,1.4081367141703887
2-2801355,,0,1.000289353712408,1.004626785923085,1.0029217669533002,0.9981467697041058,0.9982637402946752,0.9972690814054631,0.9980889706180852,0.9989620955981318,1.000369068459196,1.0008219303666919,1.0015422819857305,1.0005986683185117,1.0002217002536646,1.0007173995117913,1.001414699261896,1.0010733934033402,1.0024310846910753,1.0018781425119554,1.0127455368062004,1.1382044022592332,1.1713658356846308,1.1672660187294175,1.1594092567890988,1.1566204252652534,1.1690556894383108,1.2195385627017974,1.2129318283686092,1.2074258553233226,1.1985852905672032,1.2364281123630017,1.2691598310730676,1.267014599475122,1.354607361480483,1.3326705623297217,1.3126600728476128,1.2696132298846297,1.3598978914680646,1.3563416368173737,1.3333356918979604,1.3245048651329008,1.3203703982745505,1.320143884337789,1.3153618443539214,1.3518639178093232,1.339954705885706,1.3300247525016449,1.324104909039562,1.32024074285391,1.328847299350948,1.3722776690331213,1.3635336535822145,1.412687938386012
3-2801359,,,0,0.9973819432763419,0.9979566829219746,0.9923324310461663,0.9951498678798585,0.9943306885688463,0.9957604502536261,0.9971227774832522,0.9988902095663563,0.9994783364323884,1.000378131573053,0.9994071826048349,0.9991180610074576,0.9997606798472405,1.00055988253454,1.0002418514413152,1.0017649551509336,1.0012247857368606,1.0127161449281101,1.1450039163168995,1.1799132572530313,1.1754235604708305,1.166787015248796,1.163712687319,1.1766960543320284,1.2297576977859914,1.222515522171381,1.2164865353829126,1.2068260775081494,1.2461069740734338,1.2801257822124967,1.2766484770611477,1.3678446591148823,1.3441790141199994,1.3227959989412854,1.2770366487869316,1.369752156751873,1.3659467505089702,1.3417425788943957,1.3324610942033042,1.3280999610676754,1.3274732366032695,1.3224628990690008,1.3598174392468096,1.3474524027256025,1.3370925441083998,1.330821417041416,1.3268664216538442,1.3355177688475817,1.379940378387313,1.370657020133133,1.420984795558938
4-2801339,,,,0,0.9987284955442696,0.9880287679337377,0.9941156357401276,0.9942310133503405,0.9960033535219913,0.9975673827099248,0.9995603643458932,1.0001906175929582,1.0011469104642796,1.0000072173331473,0.9996185850758356,1.000271277975031,1.0011156347769972,1.0007364263077765,1.0025434537150149,1.0017074221459021,1.0137180959208407,1.1553274236078621,1.1925866707455413,1.1875188340482363,1.1777206596149725,1.1742192846122168,1.187917617106819,1.2444564533004896,1.2362852968877875,1.2294935300537155,1.2186413456208278,1.2597719310143862,1.2954641353160703,1.2899875259077798,1.3859369882354438,1.359860392936226,1.3365844327501328,1.287111152377299,1.3827399548158923,1.378598435002655,1.3529191522198019,1.3430358040737331,1.3383706080885662,1.3374702368978342,1.3322573891056326,1.3705879653443673,1.357476814074813,1.3465446834153254,1.3399291429858358,1.3358253568439586,1.3444177105768969,1.3902667704799634,1.3802178863654722,1.4321505216543367
5-2803548,,,,,0,0.9694738505293096,0.9897858319604614,0.992076031421267,0.9947260721431734,0.9968171073639164,0.9991835338667319,0.9999204762388875,1.0010100182119797,0.9997610181990331,0.9993669137813207,1.000101713280844,1.0010204668395049,1.0006205600193383,1.0023245563223337,1.00188011053411,1.0144847465187992,1.163930862833519,1.2031566244717355,1.1975783899715813,1.186757632222261,1.1828818573368223,1.197165405596388,1.256603135445926,1.2476212514173395,1.2401666313367612,1.2282845972507392,1.2709075949854969,1.3079558712492734,1.3007295445032896,1.4005500940610245,1.3724442590376098,1.347592055008898,1.2950606480920284,1.3928444764661787,1.3884309083133646,1.3613546735926563,1.3509971208103002,1.3460928550521831,1.3450878795856365,1.339524160536749,1.3788041304540453,1.3651035930216702,1.3537212271378658,1.346835242657094,1.3424422027624554,1.3511567648163216,1.3977891366281345,1.3876583965236224,1.4404637910375475
6-2801332,,,,,,0,1.0013726760291626,0.9972970779870145,0.9988633452470671,1.0001548440807873,1.002203560453534,1.00275274471141,1.0036094098007622,1.0020997530034825,1.0013828552688897,1.0019047066856563,1.0027447310888633,1.0022138370999647,1.0037947932865616,1.003000478739362,1.0044489669227328,1.128963136810747,1.1683054788691978,1.1635364741253322,1.154533592992145,1.1513877973483406,1.16592917801623,1.2248146260923973,1.2169595842830059,1.2104688520685531,1.200159533580895,1.2434204909061695,1.280722045665553,1.2768799615074808,1.3758883251515537,1.34973630438081,1.326412111325256,1.2772341937021097,1.3995913438864185,1.3949984230879335,1.3672156248443716,1.356542638580321,1.3514782732303599,1.3502077636183605,1.3444853820091083,1.3842720851301835,1.3701906975675138,1.3586233327749864,1.3514579044807418,1.3469395008777707,1.3556565816238817,1.40281665652944,1.3922523705980459,1.4459658739459644
7-2801379,,,,,,,0,0.9944102119550787,0.9977839065849633,0.9997955141318399,1.0024012777079967,1.0030482108096475,1.00402668599778,1.0022240469518922,1.0013843448825828,1.0019717338513505,1.002904654032605,1.0023047059475112,1.0040227807961968,1.003140627195164,1.0044717187283416,1.1249127678930646,1.1668136009010657,1.1620206978317627,1.1525667690072963,1.1490671383585203,1.1635906884964837,1.2258100136168313,1.2174868380977246,1.2106335618922404,1.199796132370419,1.2451833712695266,1.2842597637767887,1.2798007623987562,1.3831410982077035,1.3553761761759655,1.3308109737196456,1.2794066713198118,1.4143750287161456,1.4095038252597412,1.3795125253740914,1.3681216366850644,1.362816361741336,1.3613233338898107,1.3551161440939676,1.396110487523209,1.3811485720444154,1.3688073706301125,1.3613456826934829,1.3566447224059315,1.3653806245159992,1.4136893417119334,1.4025742985042038,1.4579636982947957
8-2801433,,,,,,,,0,1.0030012802241601,1.0036255076891034,1.0064439595780805,1.0068008400538775,1.0074707644457623,1.0047222811770435,1.0032003587248794,1.0036075800998094,1.0045777449453104,1.0037253677057034,1.0054959209961358,1.0043486318437531,1.0056446561493977,1.1411066888541972,1.1879398494252147,1.181475199730209,1.1697827602696345,1.1656996917760978,1.1815639601728476,1.2507168752163238,1.240532739517969,1.2321781036018287,1.219044269731671,1.2679555332003727,1.3101869243589523,1.301787831159859,1.4138726794463243,1.3814791053441258,1.3533918087881984,1.2953371240161378,1.4376034063220933,1.4318997977936734,1.398907194631411,1.3863529729108814,1.3803379183526105,1.3784158091113345,1.3716158092871489,1.4144447059374974,1.3981999880318352,1.384680337576604,1.376584663302074,1.3713253507406433,1.3800650649933772,1.4302475633531293,1.418273064618703,1.476323904715639
9-2801465,,,,,,,,,0,1.0041569940074502,1.0081176814257762,1.0082851683219705,1.0088177804308973,1.0051708074045393,1.0032406657394812,1.0037061900297743,1.0048078300205137,1.0038207215195412,1.0057703235851598,1.0044810279513132,1.0058601634918165,1.1529389183340195,1.2036298152047502,1.196469861134773,1.1828819807463566,1.178125904293524,1.1947352983034747,1.269247648739968,1.2575363475985926,1.2479608628732533,1.2329810176485072,1.2844842589837,1.3290456738428984,1.317453017839868,1.4360079199133575,1.4000449672787514,1.369290485498824,1.3062997003668906,1.4538863738926555,1.4476706405298876,1.4122341387855,1.3989774469813736,1.3925349845373385,1.3899452305966384,1.3829784649096648,1.4270879678771418,1.4097151033545219,1.3955575661730535,1.3870095497257877,1.3814256866081414,1.3900434996612079,1.44174979216302,1.4290486853790627,1.488764941124371
10-2805642,,,,,,,,,,0,1.0133894048164902,1.0117851686039796,1.011371495620009,1.0056180221250728,1.002953978727824,1.003599133391326,1.0049424751839136,1.0037587230031402,1.0060092885385292,1.0045233039371126,1.0060405171177025,1.1692480570203325,1.225356867873771,1.2167320015315914,1.2003235742938372,1.1945749815945093,1.187992220962128,1.2595376800269025,1.2475279249095985,1.237772547185628,1.2226233205963961,1.277564457466677,1.324394907793427,1.312982406537264,1.4369810471120192,1.3993946191491653,1.367482112727195,1.3027835561719523,1.4742005227623642,1.4673119247210926,1.4290318617426383,1.4145397453063162,1.4075462596396708,1.4045493242793474,1.3969112395864838,1.442617429469568,1.4240857184032174,1.4088359604910126,1.399714412940941,1.3937188916624368,1.4024219577376258,1.4555064943542348,1.4423795781271078,1.5042018024769992
