순번_정류장ID,24-2801636,25-2801601,26-2801501,27-2801450,28-2801438,29-2805321,30-2801461,31-2801462,32-2801469,33-2801446,34-2801417,35-2801384,36-2801345,37-2801322,38-2801148,39-2801137,40-2801143,41-2801152,42-2805018,43-2805405
24-2801636,0,0.9987536155310344,1.0022211221832424,0.9984632866492036,1.0018403773935716,1.0014673739030433,0.999218134665258,1.0030859855020573,1.001575249434985,1.001391306577931,1.0008832702050734,1.0014648528570151,1.0020025025022747,1.0555437001057486,1.0520688283059147,1.049298278041153,1.0460997433414674,1.0439241954373737,1.2804462873385472,1.2916554649625385
25-2801601,,0,1.0022535184651509,0.9974990172169362,1.0017822367617661,1.0013739713202054,0.9988447023516611,1.003197088170653,1.0015183162740997,1.0013203474726122,1.0007753747475465,1.0014114314840743,1.0019920736591617,1.0593529204549066,1.055395519374469,1.0522438331449842,1.048610279368953,1.0461545943019144,1.2969608736021243,1.3081924009390165
26-2801501,,,0,0.9913273063152903,1.0014561778426414,1.0010057044768987,0.9975506277300731,1.0035204662239054,1.0013170162718843,1.0010831131469553,1.0004414196653526,1.0012411172216777,1.0019438676819228,1.0697427380089641,1.064321888519872,1.060033151625129,1.0551276797039828,1.0518716220013051,1.3402446439751787,1.3512077586701268
27-2801450,,,,0,1.0082689043067496,1.0036551060533092,0.9984352592739977,1.006426140851025,1.0028881106203533,1.002458932989857,1.0014985188907521,1.0023128424073275,1.0030153916633726,1.081811002614944,1.0745228537338565,1.0688128089581994,1.0623526827652023,1.05814314352861,1.384053596257584,1.3942472913179957
28-2801438,,,,,0,0.9969804922813522,0.9901402888471296,1.0034065602335929,0.9998007527277308,0.9996014257713929,0.9988921992141422,1.0002528463174933,1.001333156312381,1.0933718478283279,1.0838103998342077,1.0764522253985744,1.0682798193125238,1.0630726682492937,1.431093331688541,1.4399890811152496
29-2805321,,,,,,0,0.9634920017125287,1.0120178744384063,1.0006601634773242,1.0001839963810655,0.9990064208220842,1.0008456139919615,1.0021609013517192,1.1221754529065455,1.1063797147811079,1.0946930305375724,1.082202307812381,1.0745747467392162,1.5234989164985595,1.528232746543705
30-2801461,,,,,,,0,1.0542182607959834,1.0094521584218579,1.0070025326770793,1.0038040273090778,1.0047540397118113,1.0054869516117153,1.1356362269641391,1.1168294331834947,1.103110842897127,1.0886365610211226,1.0799198263924872,1.5560620119950208,1.558845382546413
31-2801462,,,,,,,,0,0.992726130706225,0.9941713220459549,0.9945325938329318,0.9979873406194485,1.0001380816068488,1.0245169939838845,1.0210542483287532,1.0191021991231968,1.0176706256937158,1.0169219822014517,1.477384582142943,1.4854588508901212
32-2801469,,,,,,,,,0,0.9980264711504943,0.9962836291719785,1.00102634654719,1.0032212557286009,1.0009405361839434,1.0006465611324729,1.0012999856282994,1.002847443182753,1.003534221992983,1.5490607787626591,1.5522332522527411
33-2801446,,,,,,,,,,0,0.9952888620740561,1.0018554605551464,1.0041809711279273,1.0013630464414054,1.0009536878125684,1.0010688474537384,1.0032279393818369,1.0042931644234518,1.5958483524234033,1.595957758837135
34-2801417,,,,,,,,,,,0,1.0080203914384882,1.0084365827923198,1.0023360864220978,1.0015870174513908,1.002268298562967,1.003984871693514,1.0050755975640955,1.7027865510894367,1.6923032575415968
35-2801384,,,,,,,,,,,,0,1.0088661925498916,0.9991046958105584,0.9991449112502473,1.0006352257017619,1.003152807823979,1.0045790733859565,1.86540266579786,1.8333002232447722
36-2801345,,,,,,,,,,,,,0,0.9873456894957522,0.9935598022222103,0.9975460714214326,1.0017410422254993,1.0037503875743659,2.114206982409744,2.037039359739362
37-2801322,,,,,,,,,,,,,,0,0.9992257505058431,1.002160528091135,1.0054558593514131,1.0068858213105567,2.0296116753367968,1.9606321560878412
38-2801148,,,,,,,,,,,,,,,0,1.0050525430568222,1.0079151622832396,1.0089173997442784,1.355832884245594,1.3868580077553043
39-2801137,,,,,,,,,,,,,,,,0,1.009825916307486,1.010339363379923,1.0054924226929234,1.0059397582338956
40-2801143,,,,,,,,,,,,,,,,,0,1.0053769835233073,1.001673046433608,1.0031436537209155
41-2801152,,,,,,,,,,,,,,,,,,0,0.9981632145095557,1.0012814935261949
42-2805018,,,,,,,,,,,,,,,,,,,0,0.9982813300559702
43-2805405,,,,,,,,,,,,,,,,,,,,0
