순번_정류장ID,1-2807327,2-2802586,3-2802584,4-2802577,5-2802581,6-2804851,7-2807104,8-2804421,9-2802601,10-2803628,11-2803794,12-2805538,13-2802587,14-2802570,15-2802561,16-2802550,17-2802540,18-2802363,19-2802480,20-2802472,21-2802448,22-2802421,23-2802407,24-2802398,25-2802396,26-2804816,27-2802864,28-2802179,29-2802170,30-2802160,31-2802149,32-2804879,33-2802144,34-2802740,35-2802747,36-2802724,37-2802732,38-2802739,39-2802733,40-2802625
1-2807327,0,0.9448464638213042,0.9932319041032733,0.9974069042614645,0.9971329184129061,3.8165299313348098,1.6514394702073787,1.441488406438337,1.6212041784526188,1.8666245005115794,3.3223437718780398,4.130685721970987,20.905872264175088,7.069148226072767,6.902560326733696,6.1961899078403855,5.352958404989984,4.722405780171245,4.055486459332895,3.8365458952977876,3.557669701074117,3.318720892999151,3.104050339823286,2.87194307352663,2.699282920978311,2.547069434094718,2.4171990416493876,2.3299823639275457,2.2800245443645304,2.2282651220460745,2.1846085239880035,2.141573845746466,2.10129625068895,2.0819614708820278,2.167156282029357,2.129506333989876,2.2633352621307954,2.3787941793492524,2.4064992305488753,2.3007857200632356
2-2802586,,0,1.0300544673427916,1.0117619813299492,1.007979176296008,2.5243105587761376,1.5201978146205195,1.3680602814358425,1.5483894607359796,1.7851362644295217,3.1661989491880544,3.925978738265203,15.035841029327035,7.911933873953001,7.704455264719348,6.807601977529375,5.77485523292348,5.027363374062323,4.258165339210124,4.010841185614138,3.6987980410848884,3.4341705065472596,3.198830276740196,2.858873646657757,2.6862230156212856,2.5342219756035624,2.4044979849349337,2.3179824384087873,2.2678841229793316,2.216713492595491,2.1729179629230226,2.1304191819016394,2.0903533146617432,2.071284358599916,2.156561248273425,2.1368518571041686,2.2912186376388504,2.4099104187488973,2.438161446712956,2.3284401940805926
3-2802584,,,0,0.9992680051714958,0.9981335755684627,1.5102227481627382,1.2398654095259989,1.2091573813479992,1.3846892714443717,1.5954396546900051,2.7573946631689226,3.365215159147531,10.408772105639398,9.543143881118304,9.15097855071531,7.8601142859074695,6.463248474225568,5.505790515282563,4.563074997611708,4.269502304050992,3.904520720640172,3.5998036137750367,3.332827110606226,2.9535269201400394,2.763529060428948,2.597782743439863,2.456899117029243,2.3631627182390735,2.3102855434648495,2.255254518580846,2.2091016228686184,2.1636147610609213,2.121185098684024,2.1005671708431732,2.189147147208406,2.1670641018300594,2.3283752756503415,2.451715345103644,2.4807362442023715,2.3642732288724733
4-2802577,,,,0,0.9959988312532424,1.0048796400093967,0.9972697352192881,1.0594193265007321,1.2329340391497594,1.4246579662960563,2.4363566915889896,2.9487491213395596,10.816518554214078,14.084092332980779,12.939879668019236,10.355648993714825,7.93693074646408,6.463274086043224,5.135012383097962,4.74545244914242,4.2741276225545235,3.8915492011420034,3.5649157297527965,3.113756325078645,2.8929447164695348,2.703201433075763,2.5418669519129704,2.4376624974880556,2.3788938872050642,2.317961098617197,2.2670236424346135,2.217094387495526,2.171073304146758,2.147860988582187,2.2417688183736297,2.197627842701843,2.2113277526346313,2.3269626136987998,2.3552600516009456,2.2517757593813656
5-2802581,,,,,0,1.0056193844330836,0.996869496065842,1.0623674113743837,1.2442899956907854,1.4467176264623598,2.5446555470909167,3.119521186971351,13.936856439372987,11.913295839589962,11.147657309009634,9.16800187986928,7.213594782615574,5.972167281218027,4.819271150297832,4.474104987354596,4.05292573447764,3.7080328503246336,3.411037166925963,3.033866005966735,2.8237305543149955,2.6427267050547747,2.489901880621423,2.390011707633078,2.333280397620164,2.2745156602682663,2.2258109288549375,2.1778768366554235,2.1333194945416323,2.1118261981494286,2.2040609064964505,2.1620266024520243,2.1620065865084963,2.2749976290879457,2.3027284317300394,2.2047505797838753
6-2804851,,,,,,0,0.990211400462212,1.0754526225300642,1.299526598146472,1.5586342479596047,3.1874849775257355,4.217461524301915,50.931013879952204,7.383378134269582,5.574224984121182,5.046840244358065,4.408876297410624,3.927013607549049,3.4220568988845663,3.250725606400862,3.0328223410060255,2.965472028868436,2.7791579447312444,2.6863547818350066,2.52220020086201,2.3790164784648393,2.260890918896343,2.1796757718318873,2.1336969313799963,2.086330522719286,2.0458161440352134,2.0066031388139134,1.9697960993219166,1.9543864870800913,2.038910929411196,2.0060441095129384,1.971810119850855,2.0719112251284098,2.0988535375762774,2.0201699862697966
7-2807104,,,,,,,0,1.0133485581077006,1.0141484301305592,1.1858895132335865,2.9036954531220895,4.164687604504861,3.7235371548475786,2.680903213222541,2.437289303648559,2.348035352735204,2.221512294954883,2.1121631733461164,1.98566540188092,1.9361719731436577,1.871723292452343,1.8696155696790686,1.8089033460286075,1.8059954940676286,1.745567754245399,1.6902884742997144,1.6531602392741667,1.6186779306217667,1.5991932582240955,1.579207007279839,1.559556548547419,1.5423576930293559,1.525340749120493,1.5918021402337852,1.6575309718369202,1.6721889973245367,1.7934672188604084,1.8867813490267091,1.9137730353396298,1.8489583751936642
8-2804421,,,,,,,,0,1.0157099577980924,1.0321987355852396,1.7394195573368303,1.837883012076259,1.4163246689002564,1.3131469962105988,1.3848961370574917,1.3690000528048158,1.3592387024872417,1.3338348791841599,1.3045424189900683,1.2907600993729507,1.274256939819925,1.2606669392527985,1.2986029048492977,1.2676105395604704,1.2515326933949715,1.2813239586688188,1.407482135621256,1.3870866113763232,1.3753529919020522,1.3637940036260456,1.3505066819580702,1.3403509090215537,1.3607675758527078,1.467693436142985,1.5325529233618242,1.5506888136926178,1.6711231802043989,1.7635260660042442,1.7920105034077431,1.734192485745321
9-2802601,,,,,,,,,0,0.9586117682373374,1.008268505264887,1.1473352464759428,1.0777246002468177,1.0590092255172294,1.0567731234284696,1.0566773693539189,1.053158986806898,1.0493748994995051,1.0491890937699704,1.045333559022297,1.0431893581781233,1.0669203552659436,1.0641043802434569,1.1031435520853825,1.0975485574254638,1.0923685029909362,1.176073567894446,1.1681413690641103,1.1641029009622188,1.1604712326562026,1.1534761208608673,1.1499713776720188,1.1700726641578338,1.2601554782506792,1.3146369363044221,1.3367835001631225,1.4371796011872786,1.5139112813392817,1.5400566271162521,1.5044303808661843
10-2803628,,,,,,,,,,0,1.0111307698157208,1.0103641480398242,1.0058551218650122,1.0037831124130847,1.0076248714484481,1.0097554789900962,1.009029274488733,1.007793493267742,1.0113638571548849,1.0091554201914508,1.008717055354967,1.0345023421554211,1.0332791041686233,1.075046367888564,1.0713877275139458,1.067730844253027,1.0814525688877765,1.0779981077900922,1.0766836048756627,1.076067792261094,1.0712762708924948,1.070349957450081,1.0838914259078587,1.1669325479435306,1.2170253009248704,1.2404544753450413,1.333127344493976,1.4034407987705064,1.4284894191179252,1.401434796923671
