순번_정류장ID,1-2800630,2-2806418,3-2806633,4-2806834,5-2805743,6-2804896,7-2806010,8-2805037,9-2805221,10-2805910,11-2805253,12-2805251,13-2805249,14-2805945,15-2800569,16-2807222,17-2800563,18-2807520,19-2807504,20-2804850,21-2803359,22-2803215,23-2804433,24-2803214,25-2806618
1-2800630,0,0.9993685118130795,0.9985893305140919,0.9872860302750368,0.9967380400288879,1.0071361116045965,0.9999085811626091,0.9930443811358863,0.9984057329014276,0.9967966199021485,0.9961566792953204,0.9959601379864539,1.0020336385199518,1.0091610093083958,1.0077757287192262,1.0074207383040747,1.0063432521466948,1.0060482073453754,1.009045479091943,1.006017648056496,1.00601595469084,1.0061568383351982,1.006060679105638,1.0060717303625526,1.0058058809548052
2-2806418,,0,0.9977513023072552,0.9772152539370577,0.9952486385389734,1.0105930294983443,1.000119174084135,0.9908765237294307,0.9975251916139659,0.9955818632997325,0.9948947687256952,0.9952892280134756,1.0021403949351926,1.0106972281192628,1.008679279102123,1.0074103346065748,1.006233744631948,1.005953051453129,1.0090884466684924,1.006129123056336,1.0061273643883206,1.006134091935446,1.006036451051453,1.0060477095588884,1.0059128724017
3-2806633,,,0,0.9064840429120842,0.9948740341811919,1.0212253842791803,1.002707403334916,0.9886682059674058,0.9990838571674778,0.9955804381588454,0.9946941276132274,0.9947371911659718,1.003358305764399,1.0132846814677523,1.0101366304557244,1.009530952934135,1.0080836139035756,1.007184558490655,1.0096961466293919,1.0064352112962063,1.0064333214786203,1.0064401180078422,1.006339399724866,1.006350524292131,1.006212874576749
4-2806834,,,,0,1.0371556556574506,1.0508637700692682,1.0217692551044202,1.0015943208216884,1.0095926702113478,1.0049172767761394,1.0027911681823343,1.0008773087380889,1.0088684382789361,1.0188586147784768,1.0125782585228145,1.0127020353619274,1.010971286834392,1.0091005105940345,1.010277132955122,1.0068969864605988,1.0068949318037517,1.006901613711164,1.0067982128219248,1.0068089122037378,1.006531305502856
5-2805743,,,,,0,1.066952334450188,1.0108933179875377,0.9841738070181296,1.0000037430893214,0.9968772406125886,0.9954795249069314,0.9953108586783926,1.0055376980879545,1.0166178998621762,1.0107403279117644,1.0100245378733368,1.0093172401793582,1.00793842148759,1.010067335084449,1.0064611213900883,1.006459195761648,1.0066067634433422,1.0065038141686293,1.0063750635771134,1.0063748849836498
6-2804896,,,,,,0,0.926011383844629,0.9248725912970055,0.9735248398930548,0.9748404945331322,0.9773338348885823,0.9831522158436607,0.9975546429773274,1.0063127059685097,1.0054748409035261,1.005171072099206,1.003875619863836,1.0043874494126974,1.0086747666970328,1.0057770538245323,1.005775347809178,1.005782423613928,1.005682748047798,1.0056948159859564,1.0055556149511033
7-2806010,,,,,,,0,0.9238500237521534,0.9894475892839594,0.9859916506969151,0.986405374249712,0.9895686203262379,1.0036724062845466,1.012974261906776,1.0092087633142086,1.0085550944869683,1.0069080199955023,1.006325267173203,1.0094815508050998,1.0062207035217494,1.006218834506494,1.006225840328654,1.0061233965690886,1.006135063089581,1.0059940732380053
8-2805037,,,,,,,,0,1.0432780648090103,1.0139341748259998,1.0061293131130558,1.0012441280712363,1.0136663691938486,1.022640530647455,1.014242356516651,1.0130791790870506,1.0109359852678,1.0088236195023965,1.0104860747229685,1.006770007770756,1.006767935778696,1.0067748492962716,1.0066690050379272,1.0066801610036482,1.0065369786196172
9-2805221,,,,,,,,,0,0.9786866090207993,0.9830817589821161,0.9896274806642904,0.9956529581670428,0.9959410140553987,1.0000144923286713,1.0002095233359267,0.999213180067994,1.0015791864762444,1.0077507403574897,1.0052007625021169,1.0051991900591735,1.0052065802333274,1.0051079028035312,1.0051208531184503,1.004980427525674
10-2805910,,,,,,,,,,0,0.9877757256083018,0.9928969160479725,0.9986554371621359,0.9984451194235713,1.001494666487898,1.0015440810173997,1.0003542213251053,1.0023416445166375,1.0081115607325493,1.0053854530654243,1.0053838044538925,1.0053911996474898,1.0052908970033612,1.0053037385872323,1.0051618958908344
