순번_정류장ID,1-2801795,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801665,12-2801604,13-2801520,14-2801485,15-2801450,16-2804871,17-2801387,18-2801368,19-2801353,20-2801350,21-2801330,22-2801287,23-2801270,24-2801057,25-2801035,26-2801027,27-2800998,28-2800971,29-2800841,30-2800840,31-2800839,32-2800981,33-2800992,34-2800526,35-2800528,36-2800532,37-2800535,38-2800544,39-2804975,40-2800560,41-2800569,42-2807222,43-2800563,44-2806626,45-2807223
1-2801795,0,1.0185415530997572,1.0109883908669386,1.0081365911567106,1.0023051873960873,1.0027204604874285,1.0048096874817698,1.0051558239373497,1.0087483945098012,1.006840116348786,1.0055810043369529,1.0045316530056316,1.0049198846516816,1.003883036953638,1.0153772579316425,1.014426767338755,1.0139169784177575,1.0137044962596835,1.0614905689917509,1.0630896067679363,1.1147728836822193,1.1084093211752786,1.1018618445590385,1.0910953691923924,1.087663854458415,1.0858855206369167,1.0824387538427407,1.0792626125095304,1.090447572077428,1.1556436445510159,1.2068838141100642,1.235221145080348,1.2338679543042275,1.3173282538818318,1.387826171971563,1.4752235023568605,1.5786677253784427,1.7206404837547253,1.6994661231639896,1.6447768592802612,1.669527109216192,1.650614712515106,1.6309404155147595,1.6037501754287924,1.5754744975366146
2-2801793,,0,0.9979817891673707,1.0011439970958793,0.9955967792298203,0.9988154434833071,1.0015590604109517,1.003196816457213,1.0076266439032195,1.00531624476604,1.0040283988168248,1.0031233509456592,1.0034895103510628,1.0026655269827505,1.0151275731557723,1.0141220763060803,1.0135922140885518,1.0135501560038414,1.0642974778349055,1.066103023239767,1.1211423283731718,1.1138218965187379,1.106753172233054,1.0948429677663274,1.0909586535254439,1.0891589796425116,1.0852842224414694,1.0819777435193332,1.0935028340311024,1.161222105692928,1.2148582550559195,1.244362332319325,1.2426770722703766,1.2354380458770147,1.3009935373577914,1.3820941858501459,1.477789455043809,1.6105786960154393,1.5933657831109944,1.551135090002299,1.577213850140527,1.5615901837639048,1.5451182683402802,1.5222330938164403,1.498750164375027
3-2801779,,,0,1.0031680139829582,0.99484388195884,0.9989861991996217,1.0021291976168762,1.0038051822294856,1.0085725380838957,1.0059163046066049,1.0044807205896893,1.0034423007347948,1.0037888978982932,1.002903062614313,1.015950968266497,1.014847040420967,1.0142558938940345,1.014174298610675,1.066913610836367,1.0687272210292582,1.1259231103658156,1.1180203139884446,1.1104662213839689,1.0977275239744695,1.0936055787200516,1.0917028587047437,1.0876020649858393,1.0840021471685328,1.0957158568400642,1.1653820973002726,1.22032538155305,1.2505500186081009,1.2485022439216846,1.2282706695879464,1.2942273439660403,1.3761456838047488,1.4727486556848874,1.606849603070697,1.589693808157944,1.5514722548756188,1.5269884354764869,1.5127605085107947,1.4979755976702631,1.4774989518532369,1.4566523904040667
4-2801766,,,,0,0.9867431742496525,0.9970181826594469,1.0017847651145881,1.0039464402986888,1.0095504762883705,1.0063190773858839,1.004653941007226,1.0034714159423934,1.0041010205902876,1.0028800500363793,1.016987852306591,1.0157280051794095,1.015044787905721,1.0149097416991544,1.0712927299593595,1.07292511567601,1.1338478513381134,1.1249141028667347,1.1165110968774083,1.1023417874186898,1.0978152785578317,1.095737980552003,1.091255578751317,1.087479825997207,1.0994958882487091,1.1719020653117462,1.2292282580606442,1.2606530127773359,1.2581976090655413,1.2120890662773551,1.2456205599061188,1.324803326620366,1.4180819920173673,1.5486362977437973,1.5330597810197055,1.5010425396487468,1.4774599906461745,1.4647249319659377,1.4519117054340152,1.4334901675479412,1.4147390655883234
5-2801756,,,,,0,1.0066402847258518,1.0095565239963795,1.0090501876191098,1.0147598653558387,1.0097893326196112,1.0074703526257194,1.005542695837203,1.0056492822052234,1.004443681010919,1.0197380329731704,1.018164074192214,1.0172771769528068,1.0169861360258567,1.0772062522302255,1.0789954148989482,1.1443001047879342,1.1339964755791385,1.1244851124790998,1.1084442864316368,1.1033949634492999,1.1010934253055007,1.0961190451690526,1.091838063451318,1.1042742330151651,1.1797437790867407,1.2398931467801015,1.2726514511024922,1.2698305475286438,1.2200078266354215,1.2136459498558045,1.2470130679671823,1.334024403636504,1.4570682781225754,1.4448301279553728,1.4220856432639697,1.4037087798786536,1.3935750703458742,1.3826139411040768,1.3673298935075087,1.3523942611188033
6-2801749,,,,,,0,1.0131474506510898,1.0101676801647141,1.0173791564132106,1.0105247678180536,1.0076378627444875,1.0053754592367645,1.0058411362533857,1.0044786986689471,1.021146341332848,1.0193003017903743,1.0182553059884134,1.0178702497487626,1.0833427862933191,1.0848802559150394,1.1556025369114817,1.1436106610109364,1.1327608735776187,1.1145260787070814,1.1088794262365274,1.1063235523140513,1.1007979701567436,1.0960927805221459,1.1089019171025898,1.1882329995943282,1.2513879650779218,1.2857050210014986,1.2821403012430477,1.2282047214717207,1.2213569146940901,1.2145820344691678,1.2598458310703229,1.376907647522354,1.3669001379458965,1.348410991046437,1.3289185260960896,1.32074901340578,1.3120314522628886,1.300363624603495,1.2886415764320889
7-2801743,,,,,,,0,0.993649814930688,1.0100893318392565,1.0041487206150117,1.0017432851239667,1.0008125291652255,1.0021786936054555,1.0007262200861031,1.0195197967324223,1.0176638319212843,1.0166554733063047,1.01636414074288,1.0862801412208036,1.0880665215710226,1.1637413646290307,1.1502895798998112,1.1383070514782823,1.1182971421918324,1.1121830261189238,1.1094302042308344,1.1034853689124364,1.0986025598380587,1.1116443073578504,1.1941759724546925,1.2600321002702672,1.295699318249687,1.2916289838693962,1.2341559813740512,1.2267965135033494,1.2196340282614295,1.2663801129147485,1.3872312414151275,1.376770589750736,1.356722009953414,1.336047438254993,1.327598220556812,1.318388289605209,1.3061019561078386,1.2940412775613404
8-2801185,,,,,,,,0,1.017751171940942,1.003833957208991,1.000351162418368,0.9996425582025013,1.0011639172643392,0.9999149108605413,1.0223237743641391,1.0198594325849741,1.0185113494085263,1.0180178139742908,1.097803036944708,1.0991529574179466,1.1851278737755366,1.167987097586826,1.1532149662142281,1.1288030144156584,1.12154475767882,1.1183131238156558,1.1113389098343536,1.1055392703064035,1.119114107264176,1.2079293421879116,1.2790187986482828,1.317235267994472,1.312029731627353,1.247120312478837,1.238929752409543,1.2310654141023167,1.224952870560332,1.3454839512917554,1.3359731163562523,1.3197338871693478,1.3011895042212764,1.2934815433831568,1.2852419460873032,1.274236453048089,1.2633930260800161
9-2801687,,,,,,,,,0,0.9925479518975455,0.9913626931120194,0.9946308541548536,0.997840069392519,0.9968426518861568,1.0230303005968575,1.0201459693041064,1.0186047539326837,1.0180472251396762,1.1061737573074715,1.1076363043846604,1.2027933594872144,1.182176421111192,1.1648684715866857,1.1366055693083308,1.1283849492922966,1.1247554644686006,1.1169358477507254,1.1106735011478805,1.1246661137794354,1.2180908365544505,1.2935822357030107,1.3338458965580675,1.3278595292183202,1.2567063053847773,1.2479860344652296,1.2393468093891111,1.2299714805506416,1.2973335811781843,1.289462124604874,1.2779084350941743,1.2618028249043807,1.2551508001523894,1.2479954366819672,1.238655156141777,1.2294971713224472
10-2801184,,,,,,,,,,0,0.9892787848550365,0.9957100743427098,1.0002683416348646,0.9985680467589556,0.9994691096926227,0.9993962584576573,0.9998664157841929,1.0012861009421659,1.1240799958897756,1.1246116049520758,1.234258326403002,1.207178858443457,1.1853220777435498,1.1502737950341286,1.1404025857893365,1.1360976986244353,1.1268417568176698,1.1193667945634818,1.1339528506142778,1.234475928246818,1.3032452893171762,1.3460039014716823,1.338927703223439,1.26210778620302,1.2527990536089597,1.243593416349796,1.2336497420890842,1.2486860621634854,1.2420480099975502,1.2348555801429812,1.221281240062523,1.2157742273858054,1.2096958146775267,1.2018383030144402,1.194379557490346
