순번_정류장ID,74-2804915,75-2804429,76-2804431,77-2801643,78-2801646,79-2801640,80-2801579,81-2801190,82-2801548,83-2801570,84-2806782,85-2801633,86-2801192,87-2801604,88-2801564,89-2801520,90-2801485,91-2801450,92-2804871,93-2801387,94-2801347,95-2801317,96-2801300,97-2801306,98-2801320,99-2801303,100-2801139,101-2801146,102-2801150,103-2801154,104-2801156,105-2806243,106-2806241,107-2806215,108-2800622,109-2800627,110-2800336,111-2800658,112-2800670,113-2800682,114-2800695,115-2800723,116-2800745,117-2800759,118-2800776,119-2800796,120-2800813,121-2803049,122-2802654,123-2807098,124-2802671,125-2802630,126-2803042,127-2803043,128-2803115,129-2803134,130-2803133,131-2803125,132-2803232,133-2803181,134-2803254,135-2803258,136-2803273,137-2803279,138-2803294,139-2803308,140-2805810,141-2803318,142-2803315,143-2803309,144-2803313,145-2803324,146-2803330,147-2803333,148-2803341,149-2807624,150-2803344
74-2804915,0,1.0129187009011327,1.0113841836513286,1.0075179786003396,1.0086063034502095,1.0066415204416315,1.0018738939023855,1.0027054877409047,1.0033455170332648,1.0029538723750555,1.2216165944432338,1.3417721104809317,1.3114179772502566,1.2545982358492223,1.2716608823703,1.3137169116966554,1.2875831077517748,1.2661465680375683,1.246181743793047,1.231458097853083,1.2183647684046468,1.20274783445447,1.1848871246750965,1.176767342451176,1.166627445033577,1.1608140056338256,1.1506604588405662,1.1735968022179792,1.1797234428399834,1.1727933548851934,1.1796624431402245,1.164703615120705,1.158813562277693,1.1493160313461812,1.246385095885182,1.3175958884311807,1.424617574687234,1.4911700285717664,1.5627279811487216,1.6575505111804858,1.6518136907067695,1.729796753409439,1.6987187823959815,1.684470313794804,1.7240120837462223,1.8408713861028274,2.0239890147614146,1.9846141086451274,1.954298381257074,1.8837292481755885,1.8651287983551186,1.8303469309596652,1.8100969885665468,1.7881055837691253,1.7790016488257459,1.749078134257197,1.7264427520713237,1.710548611864223,1.7647271506880662,1.7450491522361744,1.803693929240631,1.8860914035292042,1.9442069481767004,1.9193624773108886,1.8802296328460806,1.8537636094289318,1.8467297044306674,1.8673214516874357,1.8257237716859964,1.7938856994487975,1.7754333253302208,1.770664936436612,1.7998560412369038,1.7923885968700566,1.7859648628434353,1.7711088377021982,1.759457136674823
75-2804429,,0,1.0092033373285805,1.0028759775852614,1.0055733051394191,1.0036768939173408,0.9988728248868362,1.0003147155477814,1.0015383128285265,1.0013291080466176,1.2576839154406112,1.3995185058390904,1.3582415666102279,1.28458778707137,1.3020622035938239,1.3480410276086798,1.3161255351205545,1.290279061489974,1.2666051649458414,1.2493355860875481,1.2338889501558725,1.2161527997857589,1.1958896878855796,1.186774286065473,1.1754340221807327,1.168968919548352,1.1577638367536103,1.1816750116084886,1.1878033362477667,1.180228580888346,1.1871051963867634,1.1708835414345462,1.1645267838837772,1.15432911320048,1.255011176719399,1.3290316613078192,1.4408127935448043,1.5105173759851975,1.585636254796949,1.685274389486352,1.6785296297231118,1.7605028157462745,1.7269075492609214,1.711489762494781,1.7523971039213753,1.8751886670724147,2.0680849168351787,2.0255147500594277,1.992216332557477,1.91616865697815,1.895919220295577,1.8590216958856827,1.837563027488749,1.8135062469261074,1.8036734622611528,1.7718666643724197,1.7478383829360418,1.7307404104355688,1.7867536498480374,1.7658696258026416,1.8266208778646313,1.9121818241469974,1.972293698064516,1.9456269629579441,1.9043701414303473,1.876261274770996,1.8687287896962128,1.8894699072776042,1.8454722682437308,1.8123524339423978,1.793017387388872,1.7879913619488272,1.8176320444369838,1.8101662368618041,1.8029746287934776,1.787558947206986,1.7754192191019695
76-2804431,,,0,0.9931934709725059,1.0020168592659242,1.0009225449837587,0.9964308579923027,0.9985619648134124,1.000364207520796,1.0003086425979235,1.2920820668856758,1.4545436591098113,1.4015461463663343,1.3109325411229065,1.32845545164216,1.3776219998797357,1.3403380525034672,1.310481196879307,1.2835039733686584,1.2640013404666444,1.2465060733301214,1.2269730550642923,1.204690010933453,1.1947478682862398,1.182416945779502,1.1754177411356603,1.1633575661579558,1.1880000724978022,1.1941054437779473,1.1860144805806558,1.192873791915754,1.175652041774563,1.1689278652618063,1.1581818493624068,1.2613461087843845,1.3377075349494352,1.4530994930740804,1.5252054007338103,1.603045919271633,1.706371469665463,1.698474416813806,1.7834775188836336,1.74793362084224,1.7318073206637332,1.7738746204632005,1.9015912431740247,2.1018672048089773,2.056356196109988,2.0212884008977503,1.9407311152107438,1.9197322530692869,1.8807137871958688,1.8575302899637334,1.8326114758015577,1.8222582121238344,1.78884863987356,1.7637586489964174,1.7457404096063833,1.8031203103010558,1.7813197374207945,1.8436438462383784,1.931574300226276,1.9931744642837403,1.9653495805940993,1.9219531720897913,1.893285583163106,1.8845147696227043,1.9058243762452718,1.8603294218097894,1.8258212001654377,1.8061773732461557,1.8004163215126296,1.8308572872047992,1.823146686080736,1.8156796437798888,1.7996558724378213,1.787152154398564
77-2801643,,,,0,1.01770821190509,1.0046518042621904,0.9970212256709857,0.99935520299214,1.0011618294641011,1.000966969319799,1.32181079952497,1.50135780401939,1.4375751003395705,1.3321208405275458,1.3494362890966949,1.4008805366806218,1.3592068091365066,1.3261185382930318,1.2965172179812499,1.275258982221592,1.2561557614533552,1.2352433841735035,1.2114124060021583,1.2008410359587067,1.1877579684040602,1.180354562696543,1.1676499912345786,1.192783114591319,1.198847607360032,1.1903735402001807,1.1971963968628156,1.1792377589765166,1.1722432263581017,1.1610946665468151,1.266034175590506,1.3439248903506416,1.4618172209088736,1.5355903757561697,1.6153249238127751,1.7212176507668122,1.7124169376687943,1.799964156686764,1.762806863216689,1.745840053688645,1.7891064284824207,1.9201308766688945,2.125559243649154,2.077365425458106,2.0416255749827856,1.9578024377494978,1.9360071363524056,1.8956400165648224,1.871610154036463,1.845846788834306,1.8350142942300642,1.8005970950857173,1.7747671724910055,1.7561045981637262,1.8144162290339307,1.7919781290961236,1.8553771495115716,1.9446014419703666,2.007202256077687,1.9789163537707855,1.9340832961785221,1.9044985370821448,1.8955308772382269,1.9169005775669037,1.8702975941136455,1.8351296219082784,1.8148010712484004,1.8094241747095512,1.8399089534472635,1.8317967778828304,1.8241079374533449,1.8077468959011245,1.795104919673415
78-2801646,,,,,0,0.9997950124963536,0.9946545070543775,0.997691372091638,1.0000579371819636,1.0000482393508727,1.3398138714340206,1.5306036789136923,1.4594767610597457,1.3443606205953633,1.3615269276049282,1.4143654115405764,1.369965417240097,1.3349030363052046,1.3037211355416478,1.2814191929433238,1.2613713546039682,1.2396555037169474,1.2149350436607589,1.2040055643724863,1.1904983936833586,1.182868738935596,1.1698060305287215,1.1952324895252953,1.2012822377396062,1.1925952803960003,1.1994067330448785,1.181041332936832,1.1738989041984063,1.162531286524838,1.2684980297290789,1.3472667927077415,1.46659846102609,1.5413338228904219,1.622163591398296,1.7295444505236892,1.7205436820012412,1.808894090372387,1.771360178208927,1.7540131611383896,1.7975423002039683,1.9304697574581768,2.138599549858586,2.089802870914611,2.0530004456005333,1.9678436436715543,1.9451616007812627,1.9040158420278215,1.879682564983963,1.8536010406044572,1.841972025993198,1.8071471523445861,1.7810466841758166,1.7618636713035285,1.8207095371967685,1.7979069966353607,1.8622305545044966,1.9524073188275397,2.0156047645432995,1.9868465718215982,1.9412514215144685,1.9112046682067712,1.9018108421052475,1.923153222443371,1.8761749516127615,1.8406670491949046,1.8199491471485016,1.8142273222476786,1.8450514700107525,1.837075560821081,1.8290684763582157,1.812397239763441,1.7995052461199303
79-2801640,,,,,,0,0.9923713040570236,0.9970134806225578,1.0001162139058977,1.000092029997689,1.2489105080314156,1.448909979110365,1.3859726761865603,1.2859108296827,1.3075320948376477,1.3640633715486434,1.323764123164552,1.2923067623303377,1.2644139048074825,1.2445966246983007,1.227347864547464,1.207741373898595,1.1859544832395859,1.1763126752034145,1.1644959658998613,1.15783208079406,1.1463662814715156,1.1727671892195624,1.1797852930189223,1.1719234243595722,1.179711225437253,1.1630101502765107,1.1565330288593534,1.1461958068819815,1.2533031027326815,1.3323240567940824,1.4520847550951217,1.5271509885511927,1.6083870477479167,1.7164756496954825,1.7078655389460193,1.7970670394038144,1.7594387725734284,1.7419816785012638,1.7859616050722817,1.9199703969924795,2.130190104275656,2.0809736100170495,2.043848674950188,1.9590502028773324,1.9359685855948074,1.8950534069335367,1.8706118278804367,1.8442585724343203,1.83345369673733,1.7987032350938654,1.772528752617311,1.7535184820261471,1.812688871429936,1.7899711412625023,1.8545978141928812,1.9448711578258424,2.0088109621642314,1.9800401751856154,1.934644692613062,1.9044727026997619,1.8953831847783262,1.9167601178731215,1.869833492086881,1.8342495278841526,1.813460683017405,1.8080410673837006,1.8391158240259242,1.8310333495075133,1.823050842199879,1.8066399132002275,1.7937664714764172
80-2801579,,,,,,,0,1.009283985356665,1.0076068807386058,1.0050146241264597,1.038744377618677,1.1373923992607573,1.118349130179864,1.206970687489821,1.317905242594687,1.3858469229298505,1.3353927284694023,1.2975083335314508,1.2650219624543635,1.2425377589966884,1.2234357472308486,1.202008568720453,1.178776383724812,1.168649783382115,1.1564022659533684,1.1495620710274612,1.1378696705710187,1.1664328022508976,1.1742070040514119,1.1660818758191438,1.1746310053203495,1.1574865872961115,1.1508951403557055,1.1404220397167486,1.2529573267286351,1.33606361671336,1.4625733969350974,1.5422120427057977,1.6287002997351585,1.7440735373721954,1.734100501611353,1.8291474231451583,1.7878991915336016,1.7690032051393076,1.738902364147319,1.8721880974202738,2.082343160416094,2.034916184061351,1.999207203548263,1.9164702745899038,1.8948859401268598,1.855170223114054,1.8317846922205987,1.8068208230571134,1.7736637987998911,1.7413242766606734,1.7172805969223985,1.691325560577193,1.7299936180467517,1.7103469688575303,1.73812400744594,1.8215742680354263,1.8711702266927113,1.847658618932939,1.810891656236077,1.7860022684146477,1.7807899338733273,1.8023707126142179,1.763006596207074,1.7326136439735222,1.715182033829854,1.7111820751426774,1.740523684907602,1.7336331962364158,1.728968689354656,1.715096523517625,1.703870268356171
81-2801190,,,,,,,,0,1.0066364354997224,1.0036574475253381,1.044806366027537,1.1612007875200943,1.1350500727473998,1.2306484300339027,1.3542220932075406,1.428040179636371,1.3668176158297713,1.321834657975214,1.2840827480201917,1.2583254446136698,1.236429889682302,1.2126871604135405,1.1870321226909337,1.175964445396102,1.1626326014301473,1.1552262726035274,1.142652038919044,1.1720996298028252,1.1798926467953197,1.1712302153233543,1.1798014610312315,1.1616465708241233,1.1546942934723563,1.1436922897588613,1.2589692344248968,1.34441176484498,1.4747982130841373,1.5570596221284707,1.6465616424992213,1.766064593016459,1.754683936379136,1.853379555509837,1.8095885596741383,1.7896412608886123,1.758053344042861,1.8957329503424452,2.113157590522505,2.063031521394662,2.025375814610269,1.9386755326090497,1.9161996619544321,1.8742265326490246,1.8500772452678862,1.8234278847459997,1.7893055305767527,1.7558401552291432,1.7307018346543197,1.7035641732908915,1.7429527263326605,1.7225640485168918,1.751123365020866,1.8365060084329232,1.8865930327961675,1.8622304948470905,1.8240960476304446,1.7983643095034023,1.7926684974707754,1.8147809942113171,1.7739456859478777,1.7429198941036441,1.7250973341962972,1.7207839235264994,1.75059702169106,1.7435174422735344,1.7384996900185985,1.7239416713750444,1.71264491665786
82-2801548,,,,,,,,,0,0.9967380763466455,1.064384069805077,1.2330642810983414,1.1802979763858679,1.2875239252832613,1.4412925952267246,1.527621454445424,1.437485560014718,1.3745771652794643,1.3241849622215098,1.2908540272175184,1.2626402679596305,1.2338738737717065,1.2030707178092037,1.190047675639566,1.1744911499372899,1.1659376287984755,1.151598695713987,1.182707698823471,1.1904976860510466,1.180780172848423,1.1893589584738724,1.1692531323517146,1.1616110147681387,1.1496055205535605,1.269936803662029,1.3597220827394665,1.4973593940318182,1.5845537986020672,1.679750544229218,1.8070790548544453,1.79335788611202,1.898270654153889,1.8502699151530888,1.8285224762030055,1.7936336248445148,1.9403310398005171,2.1713546097628673,2.1165169355612146,2.0747700001165374,1.9799624750385658,1.9549315661223834,1.9098505843687803,1.8833300854476362,1.8546859637755069,1.8182598409624346,1.7820339865301642,1.7551371363377686,1.7261999742208707,1.767063049052809,1.7451208881454394,1.7744516580408354,1.863198625226782,1.9153504223196987,1.8892130729939463,1.8483492549976221,1.8214645193369654,1.8148358696635107,1.837307032915645,1.7941925198649007,1.7615606181150736,1.7425886192779576,1.7382380219630986,1.7685608889054911,1.7612511850033317,1.7554704721456023,1.7406480592833073,1.728632851703806
83-2801570,,,,,,,,,,0,0.987474773436905,0.996913101109373,1.0011716818861902,1.3678811042454764,1.560271698243733,1.659058600979793,1.5247925342405704,1.4368483610807534,1.3699687605466386,1.3272173919272916,1.2913421435411148,1.2568127390805952,1.2202139135379542,1.2050415269421757,1.187066456555603,1.1772799734215118,1.1610687872583596,1.193652085667176,1.2013307943962028,1.1905323073293936,1.199019015522784,1.176948201378572,1.1686159381454928,1.1556127976058528,1.280610431997686,1.374189188789595,1.5184745564835316,1.6102201536960425,1.7106985393403544,1.8453033503896696,1.8292644299702627,1.9404830111213176,1.8881772417100615,1.864219460262055,1.8203742535818497,1.9639645566913149,2.2055612737191006,2.1462616979730047,2.101997855185288,2.002422926574064,1.9755501048867117,1.9282356024848126,1.9005693807996034,1.8705666923771047,1.8322315226156511,1.7947099087218525,1.7669161673452263,1.7368212297954917,1.7782820760024705,1.7556669102957319,1.7860859846819375,1.8770070782480561,1.9307103422242722,1.9035485106844408,1.861069755274638,1.8329231375903827,1.825639691196262,1.8483286350275483,1.804116291838933,1.7706422737559593,1.7512332784807791,1.7464462513811487,1.7775611502232718,1.7700437282806496,1.7639012026798375,1.7484512334820166,1.7361329780271566
