순번_정류장ID,1-2807273,2-2800328,3-2800640,4-2800636,5-2800628,6-2804911,7-2807266,8-2806214,9-2806242,10-2806244,11-2801157,12-2801153,13-2801147,14-2801135,15-2801131,16-2801122,17-2801119,18-2800848,19-2801098,20-2801070,21-2801041,22-2800837,23-2801007,24-2800983,25-2800836,26-2800835,27-2800965,28-2800843,29-2800832,30-2800962,31-2800990,32-2801012,33-2801023,34-2801040,35-2801074,36-2800834,37-2801081,38-2801066,39-2801056,40-2801045,41-2804917,42-2800131,43-2805738,44-2800126,45-2800125,46-2800130,47-2800132,48-2800134,49-2800138,50-2800139,51-2800144,52-2800172,53-2800179,54-2800182,55-2800186,56-2800192,57-2800199,58-2800207,59-2800212,60-2800218,61-2800219,62-2800223,63-2800231,64-2806090
1-2807273,0,0.9947283548151327,0.9990466489577715,1.0011030487171986,0.9946931018147729,0.99950142792259,0.9976449371567792,0.997815623917987,1.0010723730943485,1.0000183794103172,0.999800712638176,1.0008085648267993,1.0002666273379277,1.0003092731064651,0.9996262502205852,1.0001515880039291,1.0003771228735325,1.0005164793703274,0.999913826176269,1.026884833780751,1.0259789938187835,1.0251597200199367,1.024851761260301,1.0238771943926028,1.0234125640642666,1.0228379044226406,1.0284848266973872,1.0283124170273492,1.0682833614295815,1.0888279424417442,1.1964611124816718,1.2689006243936825,1.33119591521599,1.4340328978975434,1.609996034928846,1.6451837186415355,1.6287226741613856,1.599442407772964,1.5830299318724521,1.5539190696844636,1.5326576763279096,1.4986896982456983,1.4880518714117579,1.4643399167444056,1.437570533580769,1.4220799490322908,1.468302583197178,1.513823130510353,1.5266750902023074,1.5202571063929295,1.5093949743413282,1.5045923033269615,1.5482191064231616,1.6072884112084076,1.6798944668985687,1.7480260440516773,1.8412758295847638,1.8244171885301452,1.7953330224069342,1.7810953075926939,1.7732665835007302,1.8283351750337522,1.8483488303421587,1.9320018494252316
2-2800328,,0,1.0017318174739138,1.0038742088833705,0.9936582981614291,1.0003721046634924,0.9978274723364812,0.9979782982105758,1.0017312186159604,1.0004528843945482,1.000117918442685,1.0011972501403272,1.0005812265196403,1.0005916113370736,0.9998403135325321,1.000388814844418,1.0006229231250776,1.0007561196983545,1.0001015335826884,1.0288189394133507,1.0277605954700564,1.0267976747510235,1.0264240270595417,1.0253435666726696,1.024815848735741,1.024036859049741,1.030044924185533,1.0298327465117216,1.0715669534115726,1.0930793993727952,1.2061874122904328,1.2826146789959525,1.3485401149260312,1.457773540364603,1.6455596179940475,1.6821829985528987,1.6637484504404663,1.6312181379849442,1.613034894370646,1.5809680162559816,1.557803683254675,1.5203580338506126,1.5087922686960922,1.4831689852324728,1.4541691165933148,1.4374946977320486,1.485854000412768,1.5335541196608746,1.5469511263791167,1.5396321616195296,1.5280941510425061,1.5227679720299518,1.568443698071337,1.629643640935354,1.705802320317559,1.7779261746917172,1.8750338853534458,1.8564864114585362,1.8256507386107177,1.809980339927604,1.8017175331107251,1.859348596480207,1.88005552283279,1.9673295946485332
3-2800640,,,0,1.006101905711954,0.9897002615782345,0.9998836249051654,0.996682054768484,0.9972769930647417,1.0017311353658658,1.0002963040926574,0.9999663626926575,1.001152626404739,1.0004907640123044,1.000512975839869,0.9997156275299652,1.0003076372162711,1.0005583058430627,1.0007031117135365,1.0000178969372906,1.030196338685817,1.0290147891046482,1.0279375862735696,1.027512390838365,1.026347983277019,1.0257710652135665,1.0249235266695516,1.031134176126702,1.0308913512500593,1.0740560030809252,1.0963516482339355,1.2139143856523227,1.2936084261939975,1.3625225274552084,1.4770544582618697,1.6749497632578092,1.7124771710868432,1.692340412880858,1.657027017155724,1.6371325401469956,1.602577938338473,1.577865988689035,1.5379276833388682,1.5254263543237578,1.498102549109669,1.4673691733068313,1.449720889601691,1.4993340259510597,1.5490838990697908,1.562669106699974,1.554927417856293,1.5424692073112887,1.5369508037935906,1.584058793810281,1.647819020577313,1.7267662596461681,1.8008090628703837,1.9019098800713679,1.8827624839498172,1.8497347720797734,1.8332915292455105,1.8243867182905293,1.8842590187354455,1.905009822045034,1.9950451104588565
4-2800636,,,,0,0.975066162789354,0.9965994594012383,0.9929798522395736,0.9953439536310849,1.0010566243700365,0.999521514555553,0.9993572485737446,1.0007203348143356,1.000031790833272,1.0001157270268626,0.9992831490931507,0.9999500269354819,1.0002291968745392,1.0004054858250477,0.999702149732624,1.0314352260782331,1.0301279972074826,1.0289362513996265,1.0284601421666617,1.0272115779275242,1.0265862478185743,1.0256716723812243,1.0320957857614732,1.0318232072988243,1.076591698228785,1.0995718276433786,1.2217523541384534,1.3048538002213368,1.3768994863806072,1.4970147059449321,1.7054077775822734,1.7440740984345657,1.7220787565491156,1.6837464685744674,1.662212209293719,1.6249727916088956,1.598417600460822,1.5556706331145886,1.5423441167915064,1.5132306641892013,1.4808235890253583,1.462022818695983,1.51345232118501,1.5646293266214495,1.5785398270953839,1.570357835108792,1.557487608309054,1.5513556302316576,1.600073673258653,1.6655895969420669,1.7471930964482654,1.824873033891941,1.9290408830578512,1.9085533545781301,1.873790358548046,1.8563870779347404,1.8471471125733956,1.9089730029802705,1.9302583659934223,2.0233030938452
5-2800628,,,,,0,1.0278109308977308,1.0070879220897424,1.0019427335558795,1.0064928236258277,1.0038232521023567,1.0023987391966285,1.0035028366145138,1.0025518016612232,1.002283067925333,1.0012714974396881,1.0017996043876847,1.0020230072009253,1.0020743831945274,1.001223768704324,1.0348828681595044,1.0333000610685041,1.0318472381781523,1.0312478409060395,1.0298300376011196,1.029096329047031,1.0280317667395678,1.0346625298186598,1.034320002257393,1.0806695996509919,1.1047593195039227,1.2326426157194026,1.3199768407496815,1.3959303192719401,1.52305029673165,1.7444248797564221,1.7846703187841948,1.7602204669861574,1.7179293539874867,1.6944823073693378,1.653737831924556,1.6245889765472052,1.5780511235574828,1.5640165966378499,1.5322846891555877,1.497739424103481,1.4777830320871226,1.5300827601101392,1.5832679310773041,1.5975526882298683,1.588983413225099,1.5752814425578054,1.5688668607913152,1.5626672085158864,1.6275158369997136,1.7075877944198266,1.783440714417547,1.8863672014288284,1.8665408007334672,1.8335101611999982,1.8171854826594787,1.8084147105437924,1.869223775312737,1.8908355205240281,1.982871585901014
6-2804911,,,,,,0,0.9824256315710798,0.9944522523855315,1.0028972916468017,1.0005096480246947,0.9999956438421154,1.001536748684178,1.0006608633169758,1.0006624967300524,0.9996778745048358,1.000393635910098,1.0006889285925513,1.0008491196688531,1.0000402655137806,1.0351944439011806,1.0335272591631168,1.032003552382313,1.0313762735035672,1.0299025017746144,1.0291410406205577,1.0281821127443245,1.0348820980201958,1.0345237472588678,1.0823585936730598,1.1070366754978442,1.239077286090987,1.329522024367385,1.408364699743217,1.5407009285116202,1.7720416405219135,1.813277947216564,1.786962850106064,1.741685700298291,1.7166459433108667,1.673088342719796,1.6421859464698798,1.5932046950646093,1.5782387309352301,1.5451854002822807,1.5086901610876735,1.4878285605190649,1.5417409853914275,1.596264600391865,1.6106701810123474,1.6017120300148369,1.5872558606902916,1.5806860782755399,1.5612711990450998,1.5919368578400914,1.6705643380188704,1.7454045025072595,1.8464621843735867,1.8274879921593903,1.7968266926393979,1.7812136502795786,1.7722670065794037,1.8322437581235487,1.853418172700208,1.9356622736913036
7-2807266,,,,,,,0,0.9983204293803059,1.0062775899584895,1.0028849036031189,1.0015121713662287,1.0029302439846959,1.0018851973368368,1.0016900511368247,1.000594541027568,1.001248488593699,1.001519079773318,1.0016169988824721,1.000724673746728,1.0372233140182199,1.0353687788530073,1.033671320570887,1.0329634732093622,1.0313790753784327,1.0305478514931874,1.0293500723933697,1.0363338714382158,1.0359313360350924,1.0848933139930572,1.1102151265396027,1.2460369911900706,1.3393217186765818,1.420809584332429,1.5579395628531834,1.7984721419084682,1.840537174146573,1.812433262698997,1.7643060469956526,1.7377502264027336,1.6919509300224511,1.659362374700004,1.607866400788189,1.5921780266094137,1.5573872739942842,1.5195012658991778,1.4977747135714443,1.52318116790869,1.5774842379903198,1.5924420734231268,1.5837465384552492,1.5695587529755326,1.5632217454904744,1.5442059583590444,1.5746768893243812,1.6534204202562046,1.7265126160914008,1.8271567270738291,1.809982622706267,1.7791233506519302,1.763235197151078,1.755583466235919,1.8144529667282858,1.8356642780988401,1.9183362410949607
8-2806214,,,,,,,,0,1.014676552532619,1.0060354983766322,1.0026833236989292,1.0042821309041448,1.002825663775185,1.0024059628107476,1.0010447159359313,1.0017569639840471,1.0020455243241988,1.0021077877915328,1.0010551278995643,1.0425057559311117,1.0400440241574678,1.0378009658615948,1.0368474426681005,1.0349179210204054,1.033876996104806,1.0325576873706943,1.0399131645416044,1.0393804732252876,1.0923049650936658,1.1198536499033784,1.268845793900179,1.3721355195194045,1.4630243271898706,1.6173721497683866,1.8917702892071557,1.9362087264902335,1.9013149376440444,1.8425025023780361,1.8103166092539578,1.7552194730791095,1.7168069973668236,1.6563475653414126,1.638110122375273,1.597800294049466,1.5545263343370526,1.5296681163782513,1.549850997871979,1.6080292580030806,1.6234201905187633,1.6137288474500409,1.5979730400724543,1.591031865140458,1.5699010100061568,1.5894617629550045,1.6706870504020241,1.749388556418614,1.8548739358218733,1.8355152024914767,1.802052908575592,1.7862852259245297,1.776705782246169,1.840253733674337,1.8627536713629427,1.948564346091421
9-2806242,,,,,,,,,0,0.9897039691342833,0.9962924435438217,1.0002824540703,0.9988759623937831,0.9993132184349054,0.9978976198667113,0.9992125207862533,0.999711880222171,1.0000436113776252,0.9990158504801844,1.0466143188266668,1.0434886575147626,1.0406787253920784,1.0394820058612777,1.0372022195781703,1.0359597644976672,1.0343907727496142,1.042384907380975,1.0417308477895781,1.099156873542678,1.129199498540416,1.2931366543524054,1.4079923368591816,1.5099038753218086,1.6847962384224873,1.999834535028788,2.047343997072086,2.003602384493998,1.931139229409537,1.8915467156919177,1.8258615798664544,1.7797984718829654,1.7084038314980035,1.6874053158234763,1.6406707844494315,1.591234615786323,1.5631715368618937,1.584073962253211,1.6468738922026904,1.6628993432108665,1.6519331040871021,1.6345234148594783,1.6262736535284124,1.6031339668530447,1.6233881278584403,1.7115667400911512,1.7948315073215935,1.910008702518369,1.8879104061023855,1.8495020955170856,1.8317472163717088,1.821403252912782,1.888363784150102,1.9130470112054399,2.004278920762105
10-2806244,,,,,,,,,,0,0.9988801243413512,1.0029868578255674,1.000839765030049,1.0007919779033247,0.9990378404923694,1.0003186886538287,1.0007962679658178,1.0010276413622912,0.99981709403402,1.0514375253638717,1.0476526472854222,1.0442725053348174,1.0428226689975315,1.0402193906775612,1.0387770991412264,1.0367643135665148,1.0452645479023297,1.0444894761007837,1.1043471669722869,1.136083004021773,1.3093006045629656,1.4314421108806579,1.540374995599874,1.7285374709810883,2.0710309721268545,2.119445780990136,2.0695282552392125,1.987688068814562,1.9432658371391178,1.8701299844170332,1.8191802324803275,1.741042241565359,1.7178755246686213,1.6670230810559559,1.6136885526499636,1.58351321926309,1.6048927810553364,1.6704589152295355,1.6871300436042562,1.6753615868218996,1.656534284802409,1.6478414880412822,1.6230041879656993,1.6428041036799148,1.734907629556367,1.822538381194438,1.942051689551383,1.9179843421993703,1.8778255290036832,1.8580825338638018,1.8480197052221636,1.9177256956746043,1.9419579472744721,2.0371428767919193
11-2801157,,,,,,,,,,,0,1.0106442996696918,1.0031883552059415,1.0020244797863418,0.9991250731976162,1.0009241118698444,1.0015262816030213,1.0017144311742205,1.0000799512262297,1.0658991411023446,1.0596281505708134,1.0542031211461524,1.0518785837775348,1.0481952312714187,1.0460997630745648,1.0434672057814824,1.0527645285502274,1.051607808712793,1.1195785148518396,1.1557979616194476,1.358009753445275,1.5034651402894235,1.635288908723531,1.8677501174305222,2.3037177067075882,2.3547962821697035,2.2819423376299897,2.1662145716272003,2.104736317433986,2.005868949803218,1.9380614030910457,1.8369494664522898,1.8078250754616045,1.743802495866984,1.678035636315313,1.6413508241129289,1.6642294393053556,1.7379965145642506,1.7557478137421707,1.7415322945737677,1.7191318671102156,1.7083660225457775,1.6789150514990703,1.7005467100605223,1.8029837208603539,1.9014075372281651,2.035656300287903,2.006715240986662,1.9594208545539606,1.9349539462069467,1.9234144640904265,2.0013985279760464,2.0278472776669223,2.1313568312386755
12-2801153,,,,,,,,,,,,0,0.9897696163079643,0.997472784546541,0.9943204337478305,0.9980906901697838,0.9991842628248673,0.9998657584767221,0.9972196531959492,1.0503502559387567,1.0451649739088467,1.040883182090687,1.0391679957355406,1.0360143917149505,1.0343729266778883,1.0321398721716255,1.0430847718142644,1.0422004352789678,1.115838643841015,1.1546026538502936,1.372509095728762,1.5310530001277287,1.6760809585681442,1.9349845388299847,2.473285685440677,2.282593625839354,2.219080776262301,2.1233073035134096,2.0804704776224154,1.9803708347218518,1.9127485020521353,1.8121624319189023,1.7829110390581233,1.7192631227097228,1.6547538802702528,1.6184424575747476,1.6420784111155562,1.7164676289647165,1.7349084889497626,1.7210363560426436,1.6986338905240255,1.6882282499988037,1.658682097128005,1.6436455893719637,1.7431970949190039,1.838761542280483,1.969489065443283,1.9427566883328624,1.8982379815955208,1.8767480935561576,1.8649940991810312,1.9400801739954894,1.966500298180153,2.0701024428684
13-2801147,,,,,,,,,,,,,0,1.0006698591371934,0.9956922021234013,0.9996987024662425,1.000751702550179,1.001177974344146,0.9980321697074485,1.056633660252207,1.0501499176220577,1.044881518274032,1.0427661088918752,1.0391309161204614,1.0372086758025107,1.0348777906034092,1.0460145481830743,1.0449680786069309,1.1218462567344019,1.162528571469077,1.3928363160766162,1.5618116774684117,1.7174529843222255,1.9978614279262268,2.59130309505288,2.3713321286803546,2.29741922781297,2.189595665303885,2.141648484280341,2.030600439272978,1.9561844088050897,1.8457763787901034,1.8141180631492162,1.7457394195732563,1.6764686178278703,1.6379966607081684,1.6620772821787733,1.739378691267214,1.7582670311225292,1.7432830138231876,1.7197308180401953,1.708226264274524,1.677426603852238,1.6601180587538888,1.7634537277757145,1.8627110957000057,1.9974817728684133,1.9706658785619817,1.9226788262444874,1.8995491599165713,1.8873863420341133,1.9661408045509032,1.9932226521696992,2.0996367317113656
14-2801135,,,,,,,,,,,,,,0,0.9824660870050144,0.9988525889129308,1.0008053047106815,1.0014096028396164,0.9970920526071855,1.0325762277802941,1.02850462742926,1.025583996685704,1.024652924036601,1.021994170801859,1.0208944533205666,1.0194032700355997,1.0333593723003331,1.0327429729535673,1.1339557174021333,1.1796728767163311,1.4451582861121022,1.6439375593171852,1.8315611568734802,2.1779034761419944,2.964992209533953,2.6403585919960455,2.535431941952235,2.384469182264451,2.317566638926375,2.172493067690377,2.077121930583998,1.9393748939879314,1.9001606897932197,1.8170964844118374,1.7350727763877831,1.689599641327389,1.7145622257289266,1.8000719641662133,1.8203874439923042,1.8026231365806198,1.77524497393291,1.7620294775886651,1.7266190010007558,1.7011453079247538,1.7805251761505416,1.8858472977840612,2.0274745847538966,1.9971217371271273,1.946678702642998,1.922709559580913,1.9091839248672287,1.9918227098302435,2.020878418634289,2.131934593197512
15-2801131,,,,,,,,,,,,,,,0,1.0068468770758847,1.006979560417553,1.0053316805765142,0.9993561489216752,1.039430284762272,1.033657649785046,1.0295844593953671,1.02822206975999,1.0250241730397749,1.0236338600469415,1.022092246079501,1.0363974252739383,1.0356035727317436,1.1414285408912883,1.19014554083838,1.4716867575748154,1.6857248377829148,1.889277149232647,2.2690855583984177,3.1558591991839826,2.7725923012798583,2.649374655134383,2.47663996543984,2.400786665310347,2.237569788070951,2.1318721905682354,1.9808301209721497,1.9382073702238207,1.8483047625402529,1.7603502620519056,1.7118248834060477,1.737451484948997,1.826159944257253,1.8469574586945319,1.828315999783258,1.7989687524510796,1.7851402632907163,1.7476834183103425,1.7207785904576767,1.7910552969602396,1.8990904905665178,2.045420962579586,2.0138538273224347,1.9614904729755658,1.9351985139673897,1.9216845000633291,2.007315301341935,2.036190302867548,2.129285197395661
16-2801122,,,,,,,,,,,,,,,,0,1.0072801074345952,1.0042157613621543,0.9958756368579392,1.05212475599092,1.0416402282122386,1.0349246677961086,1.0327066084843781,1.0284136060678817,1.0265073527414563,1.0240620209237368,1.0405173634554454,1.039400437366915,1.1574847302395395,1.2118581070556527,1.534627177417969,1.78731283489662,2.032130458256243,2.5064402666120924,3.6909052345900166,3.1176972340026743,2.9439411426559783,2.7055520794786547,2.603107082497513,2.3929406666702926,2.2603888820256866,2.0752920354686055,2.024706760274287,1.918151415073834,1.8160615039254615,1.7606451756958923,1.7869051128562397,1.8834970526399633,1.9053585266782134,1.8840758336286778,1.8507328549861253,1.8349380275613907,1.7923046789917023,1.762640936194006,1.8378444513762096,1.9547906486180642,2.1123242318983033,2.076676890740211,2.017323188563341,1.988648349836584,1.9732945727355677,2.0652773448368924,2.0951170221656286,2.1781134669900775
17-2801119,,,,,,,,,,,,,,,,,0,1.0026980396079215,0.9928674254681918,1.0616355567926943,1.0469442156600717,1.038183722785006,1.0353513446523732,1.0303446888721377,1.0281081603658588,1.0252946062399417,1.042737662535604,1.0414247932117189,1.1658181514655652,1.2233518894506967,1.5692819212850417,1.8431694303179909,2.1124760888124734,2.644098951002917,4.027458987849894,3.3207446356361343,3.1129002705247792,2.8332622748607523,2.714373565132175,2.476217436935588,2.3281480124604945,2.1246514731649073,2.069442026921535,1.9538013837432942,1.8438371355542709,1.7846889728578845,1.8113460663398344,1.912240228648759,1.934297499485516,1.9116426002378097,1.87623306585489,1.8591448886778348,1.814628286334401,1.782825291223613,1.8604519913769808,1.9816974902991606,2.1444506671759256,2.107051899764783,2.0446974148020907,2.0141778736108806,1.9985428389290432,2.0928453327933347,2.123953440909501,2.2085672521713002
18-2800848,,,,,,,,,,,,,,,,,,0,0.9816667188982366,0.9808880068423192,0.9907161092793713,0.9963470353503137,0.9988806663088191,0.9982018483756713,0.9989214220815379,0.9996346568565265,1.0218946174165922,1.0217410174932797,1.1863954693622372,1.2515844947629289,1.6545124698470923,1.9852225138800432,2.3211748989122163,3.0176668631927828,5.053039873165521,3.8796006763905346,3.5640738590374035,3.1609521852805273,2.99481264139055,2.679710153435384,2.4905890792929712,2.2388822738845997,2.172235405012587,2.0344768563894173,1.9065064309047082,1.8385497298728164,1.8659891641272288,1.9760128616799608,1.9991251110359032,1.9732528733119066,1.9330218823090313,1.913844592324682,1.8637679366575708,1.8281398548559398,1.9109299051282986,2.0419076993486884,2.2178459525618837,2.174609964221808,2.1053212333084423,2.0711514393868256,2.0531409945425225,2.154973714915578,2.1876667743789864,2.2627699601535185
19-2801098,,,,,,,,,,,,,,,,,,,0,0.9797957273976149,0.9960045500497141,1.0015142110208488,1.0038276908666792,1.0021107603653892,1.0024921306567445,1.0032644459558078,1.0280799470442608,1.0274591681718048,1.1817052700971937,1.2536504590770106,1.7044161254016656,2.086507976834058,2.486539702894375,3.3564078210815556,4.828906827095808,3.7090182901431987,3.4101419029243107,3.029239866296993,2.8732014065770883,2.5754966192796225,2.3971982105411005,2.1602950914394845,2.09760587848363,1.9683283710943114,1.8480319338299942,1.7843106673368185,1.8128563382458194,1.9211969919587226,1.9447899503106765,1.920258201630876,1.8820913094595997,1.863734481354058,1.8164530655024622,1.7823958947898033,1.8650591353470258,1.9933970071056153,2.169058235882816,2.1280640718873967,2.060392762945468,2.0272961538801866,2.01082117489094,2.1110785249748805,2.1436712976296026,2.2199502874789725
20-2801070,,,,,,,,,,,,,,,,,,,,0,1.0076582173387765,1.0088233914366325,1.0100471125888835,1.0066526755396026,1.0064359638893983,1.006038241058791,1.0039043701706118,1.0051194546767452,1.091493178617326,1.1616580865418011,1.5919126576727414,1.955877814460407,2.336178098231211,3.160890795210078,4.184972895874172,3.31656046256944,3.0779556111221438,2.768297294730547,2.640841530557184,2.39030446735716,2.2385723476565498,2.0348850938517624,1.9805189202760785,1.8681839294586742,1.7624798513086437,1.7064040729194447,1.7358288095147156,1.8390826013510604,1.86279813487302,1.8408476050528364,1.8066073758932821,1.7905850142831243,1.747653667288206,1.7171686859278368,1.7966481472060138,1.91992087894527,2.0886933708116624,2.051192765566726,1.9894244437413116,1.959398717416658,1.9437683248409388,2.0406671824693774,2.073203907574792,2.1116581500020075
21-2801041,,,,,,,,,,,,,,,,,,,,,0,1.0098491130001739,1.0113909597040573,1.0062555055120141,1.0060463244279723,1.00634988286452,1.0031527717544695,1.004657701870631,1.0020445782768446,1.001612034908196,1.260680750445856,1.5331904172740598,1.807539467014266,2.369555399397069,3.0756881113556997,2.602496034355652,2.464763902775948,2.2782666712337543,2.2012011378764273,2.0364760880604593,1.9339523553162856,1.7926985530263975,1.7541433480768753,1.6741178884290961,1.5965134100077722,1.5551919237629197,1.5856656255572887,1.677843448911786,1.7013514468356816,1.6844948342982948,1.6580169574763772,1.6459927575688504,1.612282087395434,1.5881512504344515,1.6621998648269478,1.7734508439485868,1.9286677948262598,1.898203699543238,1.8477334727106307,1.8233352934060116,1.8105518943785863,1.8993127597940291,1.9307299131540558,1.971423945371041
22-2800837,,,,,,,,,,,,,,,,,,,,,,0,1.0096160679387414,1.0012772385447668,1.002453137501429,1.0030078217121297,0.999693720604965,1.0019905773657525,0.9999350707893822,0.9995606643191329,0.9991575799653157,1.17861413596357,1.3786040126205432,1.7700807135914824,2.275252575033266,2.030049254210328,1.9570077041511835,1.8544342116911954,1.8133308656562561,1.7132127277440823,1.649474674958854,1.5595649568429337,1.5344405638463285,1.4824272015127689,1.4299185946789632,1.4020461995727433,1.4332623858307918,1.5148557804184872,1.5380148181835411,1.525855510547681,1.5065821140979765,1.4980695456145154,1.4730427348466029,1.4553597646169991,1.523069172721058,1.6230195999394006,1.7648743682932215,1.7408214026249733,1.701345450664489,1.6823384598431745,1.6722938999000787,1.7529852302732827,1.7832006528724433,1.8263476470408901
23-2801007,,,,,,,,,,,,,,,,,,,,,,,0,0.9941498044873013,0.9990563971220112,1.0023953427260415,0.9985939563288894,1.0014405052849307,0.9998530266916308,0.9994476329106629,0.9990316927219396,1.0392052919383556,1.1891187371262413,1.5164947066995917,1.9489034047820755,1.780344724487193,1.7308164155319072,1.6600553537607152,1.6334791250674507,1.5596075825643654,1.5121617479613954,1.4442287841336923,1.425362238093214,1.3859947739192202,1.3448727518183858,1.32352317376724,1.3550005800265743,1.4312182673335185,1.4541465925616306,1.4444259121874097,1.4283855957948293,1.4220561645157443,1.4010071872540415,1.386161626503757,1.450609432059997,1.5454186154266547,1.6801777975995418,1.6593562412210845,1.6255019868957108,1.6091142585772757,1.5998287669383378,1.6766561104622104,1.7062305834023543,1.7504771149853369
24-2800983,,,,,,,,,,,,,,,,,,,,,,,,0,1.0051711249680648,1.0046057082812034,0.9987940289898221,1.0023266038911076,0.9995952243731938,0.9996380216658214,0.9991434032510963,1.0435281943240915,1.1809426151539824,1.2737473989217982,1.6400891819058163,1.5364070856540908,1.50704379473296,1.464283824177978,1.4498477805498957,1.4003261485064755,1.3683246524551114,1.3222381404504338,1.3089584492057742,1.2821699093560541,1.252980608927464,1.2378758712637206,1.2695278554701288,1.3404822005732484,1.3631119428235794,1.3554707411129414,1.3431756756756756,1.3383105842844432,1.3217995636943052,1.3104350721670521,1.3717651055213291,1.4597075020980161,1.5877047824580197,1.5704414052807047,1.5416095289360507,1.527808481365538,1.5205167289069708,1.5927954788111884,1.6216465034831566,1.6669458889221516
