순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2804990,6-2807301,7-2803514,8-2803093,9-2803107,10-2803121,11-2803125,12-2803232,13-2803181,14-2803254,15-2803258,16-2803263,17-2806495,18-2802802,19-2802790,20-2802606,21-2802764,22-2802635,23-2802730,24-2802727,25-2802734,26-2802756,27-2802782,28-2802819,29-2802852,30-2802888,31-2802912,32-2802949,33-2802975,34-2802981,35-2802624,36-2802989,37-2802993,38-2802969,39-2802615,40-2802952,41-2802918,42-2802864,43-2802824,44-2802618,45-2802828,46-2802193,47-2802196,48-2802200,49-2802204,50-2805533,51-2802218,52-2805976,53-2802233,54-2802254,55-2802261,56-2802258,57-2802252,58-2802249,59-2802368,60-2802440,61-2802421,62-2802409,63-2802413,64-2802417,65-2802424,66-2802416,67-2802411,68-2802427,69-2802444,70-2802457,71-2802486,72-2802503,73-2802521,74-2802531,75-2802534,76-2802546,77-2802562,78-2802571,79-2802576,80-2802585,81-2802374,82-2802588
11-2803125,,,,,,,,,,,0,0.9862576229733631,1.0272674741746792,1.001562584237068,0.9952041980793426,1.0941194519457396,1.0809670160021958,1.0719147885889146,1.0615592036902486,1.2737264098295737,1.406440015368321,1.3698156362487564,1.3187593554112584,1.281903617093828,1.2553921472179626,1.2432452425024885,1.2170938456880485,1.3874432410615183,1.4351721938842537,1.4096809267197121,1.3903069613138135,1.3700107361658254,1.4070271971677575,1.3865585490130117,1.3865675522467518,1.3642671403771236,1.3475261045692153,1.3312771878499061,1.3185668009224958,1.3121537242885797,1.368214243757007,1.389595662081178,1.464313382794854,1.4722970775578053,1.4563442815711258,1.4110286429046917,1.3858904343165195,1.3709744955040228,1.3667388807878662,1.3537777641591522,1.3435392637081254,1.329452218687431,1.3350718027777333,1.333751357828196,1.3707418463980494,1.4579390497528861,1.5509090563718295,1.6826307947145784,1.7495218046558874,1.775227251236701,1.8530645628868567,1.9123791329201771,1.9674169035708262,2.070314286332818,2.2998198556398677,2.257149386220978,2.209050039403567,2.339072435777122,2.300158402574567,2.4349738683997635,2.584541343793552,2.5488813095997034,2.5066218176621597,2.4595498081231666,2.4213092943216488,2.3848802356995873,2.3427183545002426,2.342871367897145,2.3102524645955747,2.3912290692729594,2.366160179332086,2.3796185715816827
12-2803232,,,,,,,,,,,,0,1.0582894991146097,1.0025468776586695,0.9933641314268881,0.9978394026583821,1.0016649854356279,1.0024399716239254,1.0014544726067427,1.172501206176469,1.310588748891109,1.2896670925291451,1.2482263716175772,1.2184100137284297,1.1972772530845908,1.1886566491127961,1.1672202208747642,1.3395129608597762,1.3885391165322867,1.3653897852866068,1.347640576651654,1.3407961201828797,1.3975099144666647,1.376562835021998,1.3599920364226048,1.338409641824586,1.3225475768427906,1.3070793026007823,1.294933623436661,1.2887081914001122,1.3465126904235614,1.3618198599699707,1.4372998792579428,1.446462370363704,1.4307125809156105,1.3945142391155403,1.3700999488790575,1.355500707967899,1.3513742917693872,1.338675372211505,1.3287446144157433,1.3148539802299646,1.3209659140615098,1.3199773893468052,1.3573659818943653,1.4455323757518959,1.5397939109306054,1.6733772247775627,1.7413075277419836,1.7674795360545905,1.8466501228983438,1.9084416431927933,1.9779747533322698,2.0842299891020235,2.321315563604938,2.2768995852145473,2.2264064975580817,2.361305680802133,2.320250781358784,2.4599110432979563,2.6150263923463046,2.57758830206065,2.5332820086563315,2.4840520329686315,2.4443146531105326,2.4058709268312235,2.3619717363684454,2.361904047522525,2.327784838217147,2.4113548025154685,2.385069847346531,2.3988322344149995
13-2803181,,,,,,,,,,,,,0,0.9418694899400983,0.9590136524430687,0.9754420631840934,0.9859737800879788,0.9896102072798746,0.9907511334829233,0.9901526759696353,0.99536909866463,1.0094526100868295,1.0098533445564457,1.0089858420111188,1.0088141381822022,1.0126520887055181,1.1028465352095644,1.2725302984719222,1.3224026376229592,1.3039367871161713,1.288755846007827,1.3622172241862076,1.4234683384767952,1.3995451852838128,1.3807527199806473,1.3564242137381293,1.3387224019519837,1.321505358594279,1.3081088430230359,1.301230119562943,1.3619879482676631,1.3252302972133823,1.3989259552595952,1.4092971995229617,1.3946407427402128,1.4089907191988356,1.3824914715691117,1.3668447336332439,1.362418941814085,1.3488860651621444,1.33826367056058,1.323537258021745,1.3297187530333627,1.3284723250221524,1.3670943835304894,1.4586200571532173,1.5567160417132493,1.6961726616810948,1.767286214628214,1.7945359323949048,1.8774909801588013,1.9424949372442948,2.015504625328957,2.127425776812393,2.3787452702043126,2.3300947370471237,2.2755395645517646,2.41788848422491,2.3730324927493487,2.521378948323757,2.6859667581512894,2.644849234944567,2.596950715345291,2.5436202695188475,2.500268972583775,2.458535055485889,2.4112847409146707,2.4106178194066348,2.3739873462028203,2.4613168871122513,2.433107960960168,2.4461859338012824
14-2803254,,,,,,,,,,,,,,0,0.9752269873661401,0.9927646258862675,1.0010349956697182,1.0023794857755572,1.0009765834092634,0.9984795039485826,1.0037277780319624,0.9980973086744908,1.0001897780396312,1.0004008612252886,1.0015306550167333,1.005663086657946,1.1153059904199754,1.3006973725218791,1.3544480569228703,1.3321985400734175,1.3143646361297316,1.3936903603306738,1.4598849537888972,1.432062783031759,1.4103691334460502,1.3824539199401633,1.3623671920152258,1.3428660962973342,1.3278507388989682,1.3201135924964051,1.3837853752624325,1.3428059898275762,1.4207796042195049,1.4310753348756833,1.4149993154482303,1.42822813990582,1.3991873354550355,1.382287592091027,1.3775002036488366,1.3629737566296258,1.351508945643682,1.3357847247095178,1.3418025819805577,1.3401967894837763,1.380313538651521,1.4751783348322107,1.5772293186202675,1.7227591543334275,1.7971718588696346,1.8255059510932612,1.9123694607076684,1.980491048280804,2.0573212691789258,2.1753922013275417,2.4416851805669246,2.3886728718936507,2.329144704801218,2.478924871572486,2.430496385489604,2.5873707868958813,2.761824181873623,2.7170466946114216,2.66466378086609,2.606957050633875,2.5602912938587647,2.5147422178265764,2.463926569421661,2.462328885595758,2.423281560802885,2.5146695147756297,2.484416034118475,2.496402426356406
15-2803258,,,,,,,,,,,,,,,0,1.013825658510755,1.0156226491940203,1.0130883418005137,1.0082905986169606,1.0036659032616524,1.00936853139783,1.001482336911104,1.0032787779723344,1.0031071043435007,1.0035376260346989,1.008371411120237,1.1277928579337464,1.3325333219722253,1.3918831065554873,1.3643128961809168,1.3427747248745456,1.4296698066210667,1.5020046689544901,1.4691724725358724,1.4438047281755615,1.4114143064681859,1.3883974887281467,1.366123129523488,1.3491648492373296,1.3404046148139417,1.4075013437562622,1.3617289763865843,1.4447126933020598,1.4546970629798532,1.4369526353228552,1.4488534676299856,1.4168833311262883,1.3985537001845343,1.3933554980631824,1.3777042431663424,1.3652909854707418,1.3484488759949764,1.3542908477625901,1.3521679505590185,1.3938271474185153,1.4927122788354015,1.5992438028051026,1.7516982130498988,1.8298933066919378,1.8594666165534641,1.9508262250718031,2.022316102843139,2.1035583817282304,2.229032251862441,2.5122317823792124,2.4540500631504782,2.389242455470481,2.548018706995555,2.4947063170918913,2.66188496985959,2.8479523894266183,2.79914812247339,2.7417481074582346,2.6788136351530913,2.6275865501276803,2.5775325974414187,2.522541596424044,2.519849639532873,2.4777249529348926,2.573764807230002,2.5411379091280852,2.552077405004575
16-2803263,,,,,,,,,,,,,,,,0,1.0172176189901985,1.012726181829665,1.0065748278021291,1.0013484900373024,1.0084890249216976,0.9997471870588822,1.002067152600224,1.0020529506999776,1.0026443152129145,1.0079349227295265,1.1366360362388888,1.3607939685054653,1.425392146481485,1.3926947731059214,1.3680560402986193,1.4617381937808036,1.5400884523756149,1.5022074323487047,1.4731966819994964,1.4364407752802937,1.4106129353851198,1.3857129365869634,1.3669375753272732,1.357228363262693,1.4274966671854417,1.3775097578694628,1.4644892500987285,1.4743637525135145,1.4551002403112747,1.465996824639858,1.4313968161917028,1.4117959479837774,1.4062343833903752,1.3895912406357007,1.3763475570129846,1.3585307298226479,1.3642311818737918,1.3618906533767334,1.4049187809694124,1.5071182873528453,1.617630102850785,1.7762766719230587,1.8578731362656689,1.8885589695438074,1.983977119276521,2.058709479716118,2.144233324721824,2.276006366820046,2.5750535862080737,2.5123436163118247,2.4420317531288176,2.60905541684506,2.551190234135477,2.7278543614296016,2.9242637730829535,2.8717672883650485,2.8093351951761347,2.741575527358432,2.686729078571433,2.6325068865520085,2.573683399454859,2.570480147333022,2.5252580976557053,2.625510013808863,2.5909797674382045,2.6006532235131505
17-2806495,,,,,,,,,,,,,,,,,0,1.0072377330423739,1.000884227590357,0.9958722548563161,1.0059987668382664,0.996466126297573,0.9998189697547444,1.0001673926893293,1.0010669261590162,1.0070165784447849,1.1393924086355298,1.3860679996521112,1.4571509563218028,1.4184818470549871,1.3899828728450896,1.4166609311117044,1.4969612039895615,1.4610723612450536,1.4336993840983412,1.399213085342808,1.3749679636824346,1.3517844092804814,1.3342323618453722,1.32525659632354,1.3974213913628777,1.389451048570657,1.482318673750662,1.492374281197264,1.4717011395196462,1.443377574218094,1.4102576047834838,1.3913319168870992,1.3859876667426276,1.3698925733102154,1.3572204808278168,1.3400073169036426,1.3463543395215871,1.3444986298024657,1.3877272049785878,1.4904102446951524,1.6015648833289027,1.7613396906419332,1.8436125234054945,1.8746718413068306,1.971041800525371,2.0468342765948018,2.1330442278618196,2.266382141019793,2.569635929466462,2.5058015857284706,2.4353385103165066,2.604461288974582,2.5459037227426253,2.725139970728767,2.925125112535721,2.871357311525221,2.808316659562985,2.7395565834308764,2.6836429914486812,2.6287851571065888,2.5692983465246244,2.5641486799409248,2.5188263349734945,2.6202022005214283,2.585086912666381,2.595305015403922
18-2802802,,,,,,,,,,,,,,,,,,0,0.9959413945008213,0.991400681320016,1.0056215599588556,0.9945103769672793,0.9987937788465265,0.9993666462568354,1.0011499004965958,1.0076197118309564,1.1509526261744023,1.4234519251874918,1.501526528163173,1.454882129265759,1.4217540421080295,1.4489983667728328,1.5361414789372236,1.4945705808946284,1.463178513588824,1.423969935374794,1.3967381201570954,1.3708080293677416,1.3513771338626246,1.3414296628474143,1.4169659594412232,1.406480694496519,1.5048734552508576,1.5144515998012618,1.491729169404436,1.4600597939298114,1.4242772620834243,1.404075919308089,1.3983687940252953,1.3812851661812156,1.3677905353614834,1.349615103641838,1.3558301941506012,1.353516970580078,1.3980915890130354,1.5043381376873282,1.6194838943206034,1.7855164592234876,1.8712499859433347,1.903437698984677,2.0039555123176203,2.082830637603912,2.1731754138763524,2.313575740027086,2.633439362780312,2.5644134031373964,2.4881462991395127,2.6661712838836134,2.6027679576506975,2.7919426746508953,3.003239828933375,2.945084375211604,2.8770484395770826,2.803143860921552,2.742708004692892,2.683793963524644,2.6203034994957255,2.614224894021548,2.5659811796138494,2.6716547196398333,2.634286161241236,2.6431462107894816
19-2802790,,,,,,,,,,,,,,,,,,,0,0.9867548744184488,1.0118455342335937,0.9940747277291275,0.9994098775068414,0.9999502413295518,1.0018938271681945,1.008408276796222,1.0719933351994437,1.3438231255819562,1.424750018730895,1.3842912406520849,1.3551642594379671,1.3860562303101596,1.474862162805974,1.4370622484062128,1.4086365082205123,1.373358214213777,1.3487907890648776,1.3256449662325844,1.3081703109175755,1.2993651664371941,1.3768881538951065,1.3704874881945124,1.468804285869104,1.4796721232754706,1.4580745083509843,1.4301665613743269,1.3966845081645702,1.3775364436946067,1.3721602532847639,1.3559206709720095,1.3432720631856965,1.3260020632595122,1.3329139550611269,1.3315165246687515,1.3761405784228986,1.4823341777055492,1.5976817254064024,1.7641942791427532,1.8502650409274983,1.8827536851967706,1.98385924528549,2.063278283058491,2.154189374760393,2.2955931570176893,2.618443442570534,2.54910531137251,2.4729210654314024,2.6524416198892076,2.588815058406176,2.7794670838375466,2.9931772202404496,2.9345122455255517,2.8659444273122285,2.7915202951095806,2.7310884008858762,2.67164801726045,2.607894227661022,2.602529047049949,2.55382282402733,2.6604075244156453,2.6228842220842954,2.632164858695478
20-2802606,,,,,,,,,,,,,,,,,,,,0,1.0542785761850564,0.9971741053896636,1.0027956193742922,1.0025866421913925,1.003440341535379,1.0114946829429061,1.0455532605284845,1.3412466332900908,1.4304260660539658,1.3861469171906105,1.3544471594536591,1.324301710911752,1.354330412599159,1.3264582223742365,1.356247508921951,1.3248443182846812,1.3028920185390087,1.282474939606767,1.26690930859665,1.2592197414692958,1.3388542302389188,1.3707783958227315,1.4735682854094623,1.4847561910113252,1.4622647709987675,1.4021499420968835,1.3708288753052194,1.3526646795983508,1.347598368354706,1.3321461475432113,1.320291733449956,1.3038671084359283,1.311712135117458,1.3108062275889796,1.3555245968106346,1.461931924558526,1.5776321485455649,1.7448593270766495,1.831396148302536,1.864222888089964,1.9660678615748461,2.0442648944531006,2.0962250877229445,2.23412963391496,2.549920439016095,2.483598131344863,2.4111037252217877,2.587070467141727,2.5266970108443805,2.7128520384695918,2.9219258144600038,2.866126460331439,2.800405711072291,2.7285904677483734,2.671041636269581,2.614510546563114,2.5529567785812746,2.548145758575908,2.501625986191666,2.606458391072385,2.570351950363681,2.5813558941531514
