순번_정류장ID,1-2806577,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2804136,21-2804665,22-2804138,23-2804663,24-2804142,25-2804145,26-2804661,27-2804660,28-2804658,29-2804164,30-2804166,31-2804656,32-2804168,33-2806206,34-2804654,35-2804651,36-2804649,37-2804648,38-2807374,39-2804646,40-2804327,41-2804329,42-2804645,43-2804643,44-2804197,45-2804195,46-2804717,47-2804193,48-2804191,49-2806153,50-2804189,51-2804641,52-2804740,53-2804794,54-2803702,55-2807371,56-2803737,57-2803735,58-2803734,59-2803732,60-2803730,61-2803728,62-2803751,63-2804639,64-2803750,65-2803752,66-2803723,67-2803721,68-2803718,69-2803720,70-2803719,71-2803711,72-2806217,73-2803708,74-2803706,75-2804634,76-2803705,77-2803703,78-2804580,79-2804213,80-2804211,81-2804209,82-2804207,83-2804205,84-2804204,85-2806290,86-2804202,87-2806292,88-2803609,89-2806232,90-2803608,91-2803607,92-2803606,93-2806297,94-2803616,95-2803853,96-2803850,97-2803617,98-2806299,99-2803618,100-2806300,101-2803600,102-2800273,103-2803601,104-2804331,105-2803581,106-2800271,107-2805489,108-2807150,109-2804581,110-2804582,111-2800267,112-2804032
1-2806577,0,0.9962851093171265,0.9991117210565283,1.0002815134276188,1.0022222829937075,1.0035451171239866,1.0035558510856468,1.001425215936787,1.0017664162654925,1.0021138587146456,0.9996153870648773,1.0012481352028646,1.0013827665722177,1.0013042706680382,1.0013199794503198,1.002832366372139,1.0027566611665644,1.0017734913554102,1.0016177259023138,1.0817481462941523,1.0769245143693167,1.0723218501932503,1.068866418832218,1.0897452926653042,1.1895194003056118,1.3233616562681456,1.46918913270039,1.5267688635917258,1.5721500084012527,1.5285558911665607,1.5004196863868318,1.4846195309496752,1.447505271595235,1.420734412699445,1.3948588789730083,1.3842869993507543,1.331302651280704,1.3258507451802202,1.3211247024750103,1.3153063928716278,1.3097609344053653,1.3016351652382125,1.3329274130254132,1.3677064352795816,1.4312622693704935,1.5015697198012223,1.5327362955407875,1.623762577348655,1.6526374151658938,1.7192510941079076,1.7782409890380468,1.918178349534649,2.36259454673885,2.332526714491506,2.297721028279472,2.2644485206462135,2.2337934310526273,2.1889425203361474,2.1539095888714015,2.123733248675029,2.0943054047255143,2.2390253156081923,2.3267664249884743,2.381582016098682,2.436314111769509,2.415178765258594,2.5356477110003866,2.636620538366574,2.6017471045159875,2.573957529915621,2.641945025726191,2.6763911852940296,2.785178244153384,2.8009382446520816,2.7392773381574256,2.6658447645627654,2.823484279084454,2.8784934376717772,3.041766062578868,3.1662695917783483,3.349713779072268,3.500722962493181,3.8282741463453362,3.9416051312445246,4.125412908881884,4.3589577805338635,4.512818647217246,4.84420048940531,5.120161803457543,5.383127449624138,5.83656864773453,6.129695507140715,6.7553061915720924,7.1724006641599924,7.454515731036661,8.081133019456153,9.213381238463814,10.479294065729713,11.253279265791054,12.317341637977101,15.40287200624815,18.41561734764135,20.195102563420924,21.91410133212744,25.077659128461853,34.05197556430798,54.21982402907799,94.89642546596708,100.76766513376187,62.69083974862428,54.71430257796308,189.5920764923241
2-2800268,,0,1.0039856855786276,1.004193236448981,1.0076051987443617,1.0086678491798389,1.0075058514858988,1.0031170696066471,1.0033351109800113,1.0037140901306232,1.0002341552277305,1.0022064606969892,1.002189371347819,1.0020103491210965,1.0019386516872628,1.0036401104498378,1.0034806942867076,1.0023400058670322,1.0020834223729105,1.0913610541601106,1.0854958192057018,1.0798645015659307,1.0757255562962347,1.0981787046596463,1.2078642663971928,1.3563246293907778,1.5204250202432148,1.5857261090671164,1.6371085469626239,1.5837987832627762,1.5497616932286762,1.5306737733540656,1.486627173429529,1.4550679959904689,1.4249139461528013,1.4127188263573278,1.352346933495342,1.3461061416409994,1.340610270004829,1.334101734038879,1.3279247953607083,1.3188219405477741,1.351833751136913,1.3889072301089471,1.456807362783094,1.5321656770889267,1.5656565330138783,1.6637457541557807,1.6949521358606645,1.767111197177735,1.8312224104562096,1.9840154747693564,2.476290170797477,2.440863453078561,2.400265683851636,2.361590593619353,2.3261106635194335,2.274462169669255,2.234285867155397,2.199851976119629,2.166330464299481,2.3212642603631717,2.417351845392404,2.477573541624719,2.537815434626402,2.512738739661013,2.6454976432093043,2.757014040376246,2.7149055073523014,2.6815023206497823,2.7566744595982806,2.794463254571411,2.9149132670162827,2.9311548932630647,2.860444532165621,2.7769126999359264,2.658804578406379,2.6978745428054323,2.8406131850357355,2.953968972047908,3.119716144613561,3.255743988098195,3.548985581210103,3.650722741404875,3.8132622108181407,4.020674901737565,4.156202447638589,4.4455577766678465,4.685703327630082,4.913132706976903,5.302474894171279,5.552122175566781,6.079612096592454,6.427549429236956,6.661112049688183,7.175037271860315,8.086484487708066,9.080828050556331,9.676233569685708,10.479603518377067,12.715864892992164,14.772073627486481,15.932418674467934,17.01871273650173,18.929578514772615,23.810004152802627,32.520983634946745,44.22314612727892,64.17156258079805,107.85099305725794,288.0540517981494,87.74671757230303
3-2800264,,,0,0.9979549906217147,1.0052962351982582,1.007588681687158,1.0064266569818756,1.0017412051030326,1.0022191576711525,1.0027182743169498,0.9990403207855506,1.001358096644614,1.0015105180040658,1.001396910022461,1.0014037254580779,1.0032306884215798,1.0031025446191377,1.001924818878949,1.001721702442818,1.0944644863964739,1.0882100157880397,1.0822013315230476,1.0778154005139882,1.1005679564640074,1.2141629872323378,1.368149382435429,1.5389273378929358,1.6071794630742706,1.6611781918326949,1.6037156293274903,1.5675777163358369,1.5472120160839609,1.500506233858589,1.4669841609426273,1.4352417886762583,1.4224493389552024,1.3593965982638978,1.352976590753648,1.3472023811523959,1.3404458774307009,1.3340429002545975,1.3245908738335321,1.3582395089873847,1.3961266112822832,1.4655719067334212,1.5427337893008657,1.5770573789490814,1.6776855158051942,1.7097329303978415,1.7838976368692,1.849868451314435,2.007354911570077,2.517396036108877,2.479916914860652,2.437114413125462,2.3963916787171162,2.3590901667970794,2.3048883318570232,2.262789664084304,2.2267714414085726,2.1917312667431816,2.350329652109862,2.4494677324197625,2.5116721250178626,2.573939284844506,2.5470864381475344,2.684339771208149,2.7998116243222917,2.754972906254662,2.7194623299031844,2.797187208372086,2.83627839167791,2.961018982603239,2.977413792090833,2.9033297380061502,2.8159784497567624,2.6927666303858193,2.7329752358124155,2.8139536192058667,2.92631418736555,3.0900552179182426,3.2248187686913217,3.5152358429240915,3.615980011130496,3.7776519620780795,3.982222528548353,4.116354618235303,4.403657187348176,4.6413154412091275,4.866331604516318,5.251449625521252,5.49831001342189,6.019706565850877,6.36349711856714,6.594208161871844,7.101687028653301,8.001069783305768,8.981394435601633,9.567965701117958,10.358885666849984,12.55738603446033,14.574685795036903,15.711349014842456,16.774422918308073,18.641721980222577,23.395788645842988,31.82734802391714,43.046673108880725,61.8943673010855,101.98011010021942,251.9782655442792,58.858003511011795
4-2807245,,,,0,1.0221610511634738,1.0154400237498764,1.0043958089839993,0.9996029701469918,1.0005951151972987,1.0013029286691482,0.9973901604128446,1.0002364954426946,1.0006490685717127,1.0006319175576164,1.0007492429291596,1.0027408635462245,1.0026546698615708,1.0014303857196012,1.0012966053021324,1.0983803000134038,1.0916203568503557,1.0851234358510975,1.0804208107428817,1.1039557991456472,1.2221128629701663,1.3830252065268047,1.562277671753267,1.634285592376827,1.6915869177800884,1.628964196715003,1.5894394026328762,1.5674475371337822,1.5173830629085978,1.4818892355859175,1.4481237653409695,1.4344384774031547,1.3680326771652596,1.3611564626810277,1.3550412958604472,1.3480839866070908,1.3413047781120866,1.3315235852224698,1.3659369314109873,1.4048058981238327,1.4761190409281364,1.5554659418988919,1.5907997613604774,1.6945147492508497,1.7275864746337573,1.8041982757382322,1.872442310832435,2.035684035025099,2.567720273217988,2.527652774343521,2.4820791642950244,2.438788614228826,2.3992088005480645,2.341822008771271,2.297331597717432,2.2593477465518257,2.222426812234915,2.3854661910178034,2.4883458371704403,2.5529866253166755,2.6177456328545365,2.5889360614762396,2.731745793062599,2.8521207406313764,2.804096771466686,2.765684605164097,2.846818327460294,2.887266293459471,3.017323295859457,3.0338884412253977,2.955587920497837,2.8634785060892893,2.73415014679634,2.7755373946349726,2.7221348628974136,2.829085607183068,2.984661422602454,3.1125035966049577,3.3877605827960506,3.48220566164067,3.635173715772775,3.8275223478869522,3.952540285337282,4.2212512793768555,4.442817787159899,4.651956103172481,5.008633953092307,5.2363519956719795,5.714974871483354,6.028941221549275,6.238873730920095,6.698594120582948,7.506209832246169,8.376584605939442,8.892444203166267,9.58220576708428,11.465776044046212,13.15066669449398,14.082538675805107,14.943514451739986,16.429758218457888,20.07436753190356,26.08382470173314,33.2885316392033,43.72530436995928,60.846557169849355,95.15355985184061,42.501716944857414
5-2800262,,,,,0,1.0117446684855433,0.9999186015750596,0.9970065141901197,0.9986501247922887,0.9995749142226767,0.9957674858086715,0.999034757190536,0.999739637397752,0.9998374776971999,1.0000763561286752,1.0021762383878463,1.0021461477843299,1.0009128282887705,1.0008604276480402,1.0999878927539528,1.092997744926959,1.0862817923360772,1.0814381696395667,1.1054194696184072,1.2253988165055705,1.3893134323422187,1.5730183119085208,1.6470530819899345,1.7055621978590496,1.6404747602429857,1.5995287730565872,1.5767608765507368,1.5252780941724977,1.4883821633839873,1.453695860636481,1.439940440210576,1.3719646739145859,1.3649240949995671,1.3585437293321536,1.351346593455977,1.3446424335896496,1.3345677071035311,1.369329078619731,1.4086451924331125,1.4808100680343728,1.5611553174449475,1.5969514457388914,1.7020812442014066,1.7356233066534774,1.8133600184444072,1.882650951007985,2.048550356150066,2.59082531758917,2.549537006557273,2.5026599839893904,2.4581638659516067,2.417517047550053,2.3586418282128885,2.3130364408192428,2.27413802680771,2.23634353927786,2.401419524352484,2.506028066233038,2.571796454384504,2.6377099805808975,2.607985083624821,2.7533700520697924,2.876022757670503,2.8261304823488076,2.7867334571875313,2.8690741576180305,2.9105240900166134,3.043050484176793,3.0596891443018928,2.9794195606373233,2.8850939435110985,2.7526095321142185,2.79485602166226,2.7239550464378475,2.788236890481079,2.940461686897311,3.064951348602373,3.3330665878763774,3.4257864196929244,3.574182843818793,3.761417356324226,3.8837833774124637,4.144899900187717,4.359916374133884,4.562612620630492,4.9077977825191725,5.127813251648518,5.589313977521788,5.891409924938283,6.09310460179521,6.533980763343676,7.3057231426136795,8.133642157496148,8.62246767077681,9.273899290266732,11.040409106763562,12.604969867131613,13.46413080097384,14.254290293713524,15.60939103442231,18.88707369287296,24.154288258282556,30.25333072723718,38.69861451485755,51.63281119330622,74.61271580241183,37.848756727233344
6-2807367,,,,,,0,0.9899104785520819,0.9931032198153664,0.9960807388389358,0.9974158708064288,0.9936064389797598,0.9976273823936489,0.9987396866260547,0.9989805547570724,0.9993690022798126,1.0016420165143551,1.0016683842687737,1.0003975891239887,1.00043022896891,1.1035080347180966,1.096037916833281,1.088862232779097,1.0837242651882237,1.1082780370934033,1.23214009394122,1.4024337821881765,1.5940801035673673,1.6716039866848478,1.7326700157451917,1.6627017304135585,1.6193965110682274,1.5948753648091991,1.5402658278006527,1.5012612753303356,1.464749774309763,1.4501786141234485,1.3792368987485433,1.3718868959131243,1.3653097085357369,1.3578452251799573,1.3507979831720607,1.3403518887111228,1.3758637261636804,1.4160227949022208,1.4897948013581628,1.5720264554823715,1.6086970891434624,1.716506339639731,1.7509402683538395,1.830812205064985,1.902093122427836,2.073054667998408,2.634959661131167,2.591297593511764,2.5418925807842547,2.495062548126913,2.45235262731261,2.390605666023827,2.342853047470028,2.302196394030292,2.26272442939682,2.4316394932926237,2.5395394842717676,2.6074574390382628,2.675573716858549,2.644080753155832,2.7946459155389003,2.9213881630521277,2.868642162048785,2.826582243499164,2.9119813354279303,2.9545879422805053,3.091833984122269,3.1086005868139686,3.0245433955306797,2.9259641238666365,2.7878536586721023,2.831318849828021,2.7575614123017336,2.715549458354435,2.8618851840430763,2.9814241524470306,3.238266726783107,3.327544366722346,3.4686767705458457,3.6479421993070202,3.7637378309090157,4.011855257767771,4.215691019106879,4.40741864386116,4.7330952584011525,4.940079760533284,5.372728481388472,5.6549095028067695,5.842822781271957,6.252294477825121,6.96468159469912,7.722997742876378,8.167842769197717,8.75732749079959,10.337316647583581,11.713818647176986,12.460912075350002,13.14293550756574,14.300278082060274,17.039376237171084,21.269542604490077,25.920171209525265,31.96174634779608,40.412616244012,53.455237725307505,31.522803156228033
7-2800265,,,,,,,0,0.9945584811646312,0.9979432120326736,0.9994066077622954,0.9943095283886831,0.9987890997380754,0.999703565934021,0.9998235620785403,1.0000988298805689,1.0024706536001797,1.0024031550294328,1.0010221483789234,1.0009456195941886,1.109127632831288,1.1009471358017398,1.093082813038799,1.0875071652338035,1.1127059145204792,1.2420888675830928,1.420305743925201,1.622369879061472,1.7039435843672344,1.7692946472684963,1.6923579081600009,1.6452885546390097,1.6186961171535337,1.5599238578773096,1.51812669456527,1.4793648851734482,1.4638977415673267,1.388903645131034,1.3811454098838516,1.374279033929849,1.366357454045996,1.3591014527704879,1.348164753029656,1.3843819067127399,1.4255923278505236,1.501371153710167,1.5859628375864463,1.6237292090194513,1.7349011946296145,1.770456366915391,1.853016430694849,1.9268076883284562,2.1041732985043287,2.6911451657232344,2.6443881791561266,2.5916991932843443,2.5418444212640114,2.496467110436335,2.4310174858265907,2.3805035956931335,2.337591440254366,2.295970979173644,2.469663488151394,2.581722668234121,2.652362058165989,2.7232704518003064,2.668816021669414,2.823495006128265,2.9541859927742222,2.8983724757394533,2.854678715703358,2.9424222748290716,2.9862197622791,3.127445985703706,3.1443582692430483,3.0571822020359587,2.9551262412564023,2.812699419393159,2.8569500802842964,2.7808968611238187,2.730996370598379,2.774341613974505,2.8884810212458025,3.1336079417177674,3.217368816132776,3.351887581229826,3.521749676668288,3.6319721545438983,3.8654391635032876,4.057319271797724,4.237356183921331,4.542329467105396,4.735543868199674,5.137871659820657,5.399244003772403,5.57281367904784,5.949760461240433,6.6012509734979545,7.289017445560977,7.689722364384221,8.217568847174256,9.615308743658504,10.812521075098767,11.454626670683243,12.036510783719214,13.013540681293643,15.277405217497162,18.644548830755415,22.17593148184712,26.519634795602958,32.17170050271754,40.06410326276693,26.335761844306177
8-2803682,,,,,,,,0,1.004600232458555,1.0061718214251614,0.9941308751234592,1.00087877309756,1.0013262319758258,1.001173336905572,1.0012293027181742,1.0039234297286324,1.003651097753825,1.0019950405981985,1.0017157460673316,1.1230925515774053,1.1129778480600827,1.1032663950256547,1.0965387850282287,1.1231251176988275,1.2657282574859263,1.4645080642830512,1.6936178158556199,1.787230565632324,1.8625513226180064,1.7671524748144545,1.7096470990080466,1.6780272918271906,1.6080509860125252,1.5592038905424197,1.5139518763660087,1.4964004688302517,1.4116483314812327,1.402882084431246,1.3950361461515433,1.386375559012533,1.3782455199863712,1.366123535429798,1.4042402330802004,1.447955388834848,1.5285295308126035,1.6187849547811932,1.659189776230581,1.7784889894345561,1.8167645112396733,1.9058658945631384,1.9857912098454458,2.1789037592220972,2.8287295416639084,2.7739501914960143,2.7128064054550807,2.6552042532120472,2.60302836272251,2.5281962684972537,2.470725602694781,2.422159164964973,2.3751733311350374,2.5603609115099184,2.6826459889978893,2.7600015711745614,2.837818676376314,2.7478686993362884,2.6762121039953692,2.7147062248209797,2.6723508160225604,2.638874323478591,2.7166537206219807,2.7558167836030125,2.880881509426099,2.8980962314369054,2.825332942015488,2.7397107403283036,2.6192760330617646,2.6596034394157457,2.5949610779282395,2.5524432519052684,2.5934059895663215,2.697193505615823,2.917066631487396,2.9927166771139544,3.1130414785098988,3.2638928895998642,3.3623578790304887,3.5688058773255054,3.7375910244492037,3.895164922527852,4.160615078875813,4.327724873721667,4.673047358391506,4.895647894231671,5.0426519644146,5.359813048922064,5.9009558870232715,6.463188020125634,6.786498576459846,7.207629174698405,8.298002998639705,9.203236172966974,9.678489516435189,10.103719744294395,10.804544402241302,12.371114365265779,14.562099156278421,16.697425565783153,19.124135659365148,21.988718593192772,25.53718563987891,19.174041961507307
9-2807369,,,,,,,,,0,1.0100101595649313,0.9881164284270917,0.9996307218874214,1.0007009677443852,1.000659701066937,1.0008391043888345,1.0038537393176525,1.003567571757881,1.0017789459466515,1.0015273619726022,1.1309212696062105,1.119589299715226,1.108738973598391,1.1013167652101203,1.1287757678910646,1.2788550245355677,1.490138807233843,1.7358097242351447,1.8372720024937346,1.9184828167634567,1.8114250830874101,1.7474179291091239,1.7120850314875582,1.6353509940336126,1.5821385895608489,1.5333953984350435,1.5143489310134586,1.4240775124551082,1.41473077714595,1.4061980539234487,1.397058162757469,1.3884957946491543,1.3757064906700789,1.414866601798292,1.459967502862581,1.5432042635628036,1.6366192719800265,1.6785011155845984,1.8023700690065134,1.842181225890693,1.9349881947395058,2.018404688426908,2.2205406461773682,2.907177118458464,2.8475352620159136,2.781305768787803,2.719068699693711,2.662848814734746,2.5824705104655017,2.520913173756144,2.4690442828046657,2.4189376724014755,2.610566574172926,2.738710420455442,2.819930790847033,2.901734447394501,2.8055664775883935,2.7292061139924813,2.6741701666739734,2.567144745302722,2.538108652668857,2.6115716558662476,2.64854975481578,2.7664481055680628,2.783498423227452,2.7172888915871085,2.638898614457285,2.528321449523462,2.566766290779229,2.5070291556599895,2.468006554757476,2.5076741492005183,2.6061445064032687,2.81587218625872,2.887175665470725,3.0011211801539317,3.1443008799269894,3.2361187944126866,3.431149876377179,3.58974948471844,3.7374690205411447,3.985693589917026,4.141504189817625,4.462356307292357,4.668460195484671,4.804229083708582,5.096289528668901,5.591746252965827,6.1029141531363615,6.395185035089183,6.774035264285119,7.7456205145156485,8.541676933271988,8.955947593136624,9.32474747106433,9.927982105866361,11.257562531766252,13.074090003125498,14.797697611906694,16.704002536015768,18.88397085662861,21.490494142313665,16.801636071242605
10-2804135,,,,,,,,,,0,0.9813827281896697,0.9979786233473757,0.9999112831935515,1.000048353372306,1.0003828176568885,1.0035827562101436,1.0033267546578475,1.0014899169607374,1.001294294329427,1.1342830758647504,1.1223964542902363,1.1110333001296089,1.103301953521974,1.1309720503678373,1.2847965639754704,1.5016123722153802,1.7541381992797123,1.8593536922230547,1.9429993814188042,1.830799353905678,1.763831129800198,1.7266576886369385,1.6471529351522656,1.5919927535532616,1.5414484738193264,1.5218271418720035,1.429130437264106,1.4196675430783976,1.410890498673099,1.4015439038067394,1.3926772454195022,1.379605944121884,1.4193228241468123,1.4650150904484145,1.5493899503545208,1.6441588021660314,1.6866747629614243,1.8125095534021676,1.8529828168811144,1.947390060759711,2.0323176913941072,2.2383735869932564,2.9411819446172087,2.879367421487062,2.8108738283458568,2.746579695355904,2.688569889746856,2.6057450127724815,2.5423909716917072,2.4890740809299157,2.43760224563098,2.631998109084158,2.7626867821153342,2.8455892779701384,2.9291307413246632,2.830233413982754,2.7518153905824567,2.695347720536782,2.577990572629407,2.498293087061278,2.5698658427686976,2.606218858450082,2.721107398169489,2.738674536256324,2.6746327235098506,2.5990235347919715,2.492060797857852,2.5297671583990518,2.472382525354744,2.434279484698817,2.473329840977031,2.5702488653977595,2.7752567353464483,2.8454954694039465,2.956972638557913,3.0964388299900336,3.1866790062356007,3.377083406087486,3.531774625550181,3.675721672162087,3.9173706410647013,4.068880897358022,4.380453364084133,4.580325249630135,4.711860405943177,4.994492544187048,5.472890394724031,5.96513269954203,6.24596818016648,6.6093197080402755,7.537801124468712,8.294768001078298,8.687402157610265,9.036294057132233,9.60535920303823,10.853181541043709,12.543620465583214,14.132336567670322,15.872879579683783,17.841721474599193,20.16840954321477,15.983589234054472
