순번_정류장ID,1-2805953,2-2806527,3-2806526,4-2806910,5-2806429,6-2805649,7-2805659,8-2802210,9-2802213,10-2802220,11-2801901,12-2805900,13-2801903,14-2801864,15-2801842,16-2801840,17-2801838,18-2801836,19-2801820,20-2802268,21-2802276,22-2801814,23-2801811,24-2801818,25-2805040,26-2802248,27-2802230,28-2805977,29-2802217,30-2805534,31-2802203,32-2802199,33-2802198,34-2802192,35-2802175,36-2801848,37-2802181,38-2802178,39-2802797,40-2802795,41-2802787,42-2802771,43-2802758,44-2802714,45-2802696,46-2802689,47-2802708,48-2802731,49-2802755,50-2802776,51-2802800,52-2802815,53-2802826,54-2802834,55-2802833,56-2802832,57-2802846,58-2802886,59-2802934,60-2802984,61-2803578,62-2802646,63-2803032,64-2803031,65-2803025,66-2803023,67-2803016,68-2802995,69-2802957,70-2802933,71-2802911,72-2802891,73-2805153,74-2805154
1-2805953,0,0.9830119742093952,0.9875698172809314,0.992382630324386,0.9956718840776567,2.852225991859278,4.119174809214749,1.8343637660518828,1.781850424938738,1.7106402458010737,1.6376216925742022,1.5068442412723575,1.475923274764465,1.5860699542203927,1.7406470647280017,1.7116461635588585,1.7404508689682647,1.6829504426313835,1.7826063924773514,1.845100320419998,1.7841104277589044,1.7169830279262157,1.689556332238037,1.7762553656615017,1.9003939116459596,2.1744306043698596,2.394033334799077,2.8543695033890617,3.3362305298962633,3.262474753329856,3.0099203198965037,2.94400400963459,2.8196107311795076,2.5025182591205875,2.3120656891664235,2.252247150729565,2.19658274578689,2.128315140326695,2.0938701474189427,2.0637582030484856,2.039916672813549,2.0011544122167573,1.9714799616209262,1.9133307370776058,1.8766644192529096,1.8371652945626207,1.8242987566551536,1.9311915374759818,1.99967523774973,2.1347798271030176,2.2106199866961864,2.166952491558018,2.1159815472739125,2.082907226374392,2.061686747082377,1.99926300138954,1.95274323848494,2.0288287123861126,2.1669563302821055,2.2142825846113547,2.276924686096372,2.2298818511038503,2.1967562138577525,2.169833940906519,2.152752079977839,2.1416974040221874,2.121157833809012,2.0992463970211905,2.132461224344064,2.180920310231827,2.2272608988469256,2.216421601251027,2.324639620998636,2.420976990281958
2-2806527,,0,0.9892078267978167,0.9973629205193358,1.0006508212605503,3.225188906363531,2.873952431773577,1.5838392328172626,1.5491747643682117,1.501277984834657,1.452621109088837,1.3629717832603192,1.3412055749256675,1.4481817809710953,1.5925324447675764,1.572300544210144,1.6026910571838362,1.5574814195716007,1.653700030579533,1.7154049060533179,1.6653312991398768,1.6098538258794652,1.5870916722037736,1.6698079142296824,1.7880869618306177,2.044449646693674,2.248393052806457,2.673783059458881,3.115581004617275,3.0547306140753987,2.832752886445294,2.7746372477141947,2.6644555365084504,2.3815688374800597,2.387168471857675,2.320666906782255,2.2588063101778744,2.1835221386357744,2.1457036332752883,2.1127699335548167,2.0866195724184657,2.0444320397625546,2.0122093905640677,1.9492518105841046,1.9097877370491236,1.867307082505339,1.8527049435761644,1.9644438685166927,2.0365608962593678,2.178237484731331,2.2571084683686293,2.209820489090106,2.1557564143127657,2.1201203198545837,2.0974513103235535,2.030883446087743,1.9814800028538353,2.060468047024096,2.2044348670640725,2.2536598351306676,2.3187802751041096,2.268693432011199,2.233499475120373,2.2049195509366317,2.1868065713559153,2.1751232467475847,2.1533705177410196,2.130215682868424,2.164518667439552,2.2148558732040207,2.2630358539594186,2.2514364581642092,2.3639731269215005,2.464368082860139
3-2806526,,,0,1.0022280562028654,1.005441893331714,2.0236940516958497,1.7265308207457053,1.285706826165385,1.2706428649540178,1.2487537441293401,1.2275736054392692,1.185490059277498,1.1745244877857683,1.2747698517497623,1.4032364864137516,1.3936661063340126,1.425053503874862,1.3953997109884348,1.4851428135689226,1.5443849835146117,1.5086320633902655,1.468492924754333,1.4518841774249902,1.5280467348739066,1.6366800217524273,1.8655855958482868,2.045298746810117,2.4163078744247275,2.795685218241004,2.753030302252137,2.5760550952478836,2.529429447793667,2.44023744016805,2.340171772979343,2.4644020058552667,2.390652733335134,2.322111011654208,2.2393319338655986,2.197934632166554,2.1620216188348107,2.133437228940467,2.0876613445892205,2.0527804304756745,1.9848339519505405,1.9424880799927584,1.8969479561837006,1.8805523398275095,1.997164214759222,2.0722837278895585,2.2210426173147098,2.303478198547856,2.2526819122561084,2.1947295349096647,2.156929554495622,2.1325553201768357,2.0619832779281717,2.0094680503392004,2.0913412303671386,2.2411424927752335,2.2922625215055192,2.3598561087193044,2.306682293297839,2.2693974676716397,2.23914568448557,2.2199939181567316,2.2076788949158557,2.184707333665716,2.1603059274619287,2.195682069264492,2.247883428103441,2.2978919153482917,2.2855258328296744,2.4023588069710913,2.506802990721556
4-2806910,,,,0,1.0130063087540329,1.001199914532798,1.0034269692533442,1.0055563036692594,1.005426790462491,1.0038891795906633,1.005035287851214,1.0035371591313043,1.002153815828989,1.0985088676409067,1.2155633784505562,1.2152115061299238,1.2481098899968168,1.231846663288013,1.3174313655166017,1.3755430782486604,1.3520104857637099,1.3252350232264147,1.3140732828776391,1.3853887288689588,1.4869324570152644,1.695047207237724,1.8567678880708764,2.188777813697743,2.525169482499335,2.4956157941391894,2.3511005740848203,2.312963889351288,2.2394869906134147,2.388545757114013,2.5190551741000196,2.438145030734687,2.363203122980005,2.2733957276665775,2.228718527311457,2.1901069814896665,2.159381848319125,2.1104511488143682,2.073280511223265,2.001159626483025,1.9564518693893096,1.9085028858009816,1.890993355630555,2.0123404791108017,2.0906602955585427,2.245972016196929,2.3319583465759313,2.278308563699787,2.2170896468877324,2.1769728840774665,2.151787986218508,2.0774484198989387,2.0223372668647377,2.1072764992090667,2.2628228575425484,2.3158916548654465,2.3860645361260637,2.3301095537374743,2.290964817908365,2.2592456514529657,2.2391900308360166,2.22632079194485,2.2023015037080307,2.176831014318304,2.213322557463834,2.2673538948911682,2.3191653661081806,2.3061503023544434,2.427264831867047,2.5357698280903205
5-2806429,,,,,0,0.9959313596793739,1.0002299187793706,1.0045145566867066,1.0044304102879618,1.0028542462002261,1.0041731162196277,1.0027494484705015,1.001334937411352,1.102741653451242,1.2262617804733311,1.2253650291604956,1.2597527692671386,1.2418884440257496,1.3315278249215272,1.3922367823891881,1.366560383606691,1.3375579774405308,1.3255288087006505,1.3998370378681377,1.5058057736773252,1.7245718538920551,1.8957366288987991,2.249876387576744,2.61255922222267,2.5776008172172813,2.417605019349972,2.375605037800595,2.2951069782880715,2.248063814458036,2.3773660016922515,2.3065517959506385,2.2411999163704777,2.162221517968592,2.122790279673181,2.088565342201316,2.0615467955544,2.018007374735728,1.9848943026688208,1.9205627574093223,1.8803945906791522,1.8374370647959848,1.823541098701863,1.9392001554069715,2.0138686551855915,2.1616301292888176,2.244248518611612,2.195484621520181,2.139334185176503,2.10288325376509,2.079374835701172,2.011478221691756,1.9607675538640343,2.0425870447208925,2.1916061344987927,2.242739112126433,2.3104676406258733,2.258683474885178,2.2223938003625197,2.192990011141217,2.1743829860629114,2.1623808652391125,2.1400819205717436,2.116368940851301,2.15183280527906,2.2038063791919695,2.253607315566395,2.2417058229606783,2.35818526373706,2.4623340580080764
6-2805649,,,,,,0,1.0103265186671684,1.0076660695817266,1.007326646094435,1.0049766220632066,1.006404912213066,1.0041870021271133,1.002402354360014,1.1237345269527867,1.2732786332798325,1.2694496315448667,1.3094175625063351,1.2842812947159135,1.3895692875776364,1.460129477650151,1.425123274051946,1.3866417779081082,1.3709778729449742,1.456587976964964,1.579378415532998,1.839905945661667,2.049076595716714,2.4950890075682244,2.971626467204592,2.910580819506936,2.6811040582517487,2.6221694064481307,2.511394012337432,2.2336132994690936,2.0209268778588063,1.9729764396643463,1.929555308047151,1.8756877077578786,1.8488053807668958,1.8249215845181714,1.8066729474108592,1.7759972088485159,1.7526297989143087,1.7069721724087539,1.6781127671851421,1.6472834689890836,1.6424646299822567,1.743557909006681,1.809207059027648,1.9373757507538163,2.012161731551442,1.975394697963946,1.9315912599019236,1.9160685507589141,1.8977616252768532,1.844423402146146,1.8041159828488664,1.8871308624272332,2.021779920632062,2.068679754745366,2.13107694590488,2.08847034759586,2.0584958120272248,2.034234745765821,2.0188540005174267,2.0087856170210308,1.9903336448572497,1.9705606249209089,2.0037516212834015,2.051153214775103,2.096498201185915,2.0870848210351176,2.1933156453170635,2.287873982073807
7-2805659,,,,,,,0,1.0026424782230106,1.0026672664581526,1.0005106682771825,1.002707578368874,1.0011740097676516,0.9994363005226828,1.131570192736235,1.2952987251183705,1.2897329153705992,1.3326452101476713,1.3034584873571928,1.4169662717628277,1.492652908469947,1.452484594974372,1.4089214764390334,1.3913547957376042,1.4826808208881888,1.6140482410385333,1.896508404176505,2.126279959108771,2.6241164687478786,3.1683877507542633,3.0902468619561847,2.8183489375491813,2.7493840222310344,2.621025307724957,2.305228667898672,2.0694983339895314,2.0170344670875426,1.9694998655663265,1.9109575471277154,1.8815789568367318,1.8558275749245645,1.8360816876439958,1.8031480462242837,1.778108798575959,1.729513228844714,1.6986247366816607,1.6660437087359974,1.6600971268457183,1.7651251438559072,1.832893531981752,1.966314846389186,2.0442875366864564,2.0046665208285517,1.958533633712315,1.9418960161359509,1.9225373951917666,1.8660355380697418,1.8238173403921374,1.9095342865346225,2.048959884792629,2.0974531867838073,2.1619485622477512,2.11699894763609,2.0854361957656176,2.0599072608630187,2.043739172079666,2.033187605965733,2.0138119065289026,1.9930906211763293,2.0272071294521434,2.0761540066247774,2.1230142678532022,2.113027461472185,2.22283570923599,2.320760471221618
8-2802210,,,,,,,,0,1.0029454770407447,0.991370450681795,0.9998048715048372,0.9980309202698653,0.995010638102459,1.0153801966164784,1.014425845657106,1.0078463186707705,1.0136052114575238,1.2842797804954356,1.7279687787672364,1.8541253412322818,1.7390549912232742,1.6291293413626178,1.5884390660648178,1.7336933510969383,1.7731821950120505,2.0954088761820486,2.449765955330635,3.3012213254503027,4.390462992673732,4.150207243897818,3.5354619019943927,3.392997190842941,3.1428304848879534,2.59279219509019,2.235233619504509,2.161184230072803,2.094697494142678,2.015307685605487,1.9758976927883396,1.9424978837565379,1.916536653941926,1.8742954908652143,1.8425268304577853,1.7817224059244505,1.7438773246452368,1.704283074382815,1.6956678225559283,1.8165271484053944,1.8956492674530856,2.052104812529696,2.142212949054304,2.093339377911843,2.036163421239253,2.01539729698545,1.9918283706159068,1.9236300532202868,1.873469433563012,1.9707499020102497,2.1307619079652564,2.1863213039459444,2.2602118586574296,2.2055412634110967,2.1674820874337013,2.1368344313369954,2.117512931417296,2.1050221251513186,2.08199403022297,2.057541023237277,2.095711028806339,2.1512410433571487,2.2045935280831372,2.192345150770859,2.3176114087926205,2.4302243925344325
9-2802213,,,,,,,,,0,0.9839093376592188,0.9989352300642755,0.9974587444970157,0.9942248802129054,1.0163458152845901,1.0151752017234537,1.0081318762339333,1.0141755306045157,1.3014663411470917,1.7816371515635931,1.915934814258207,1.7847748653243785,1.661926646715406,1.61703294930132,1.7705308659781611,1.810000998029815,1.9484518311151535,2.2675893292305225,3.021322164362884,3.958292776350773,3.772796754371739,3.2639022381464553,3.1440949100406868,2.9314178231280814,2.454751858413767,2.137649010308444,2.071156743216494,2.0117301701077053,1.9402109689068767,1.904910417904592,1.8743055830057134,1.8509687645564559,1.8125338816585486,1.783610679006192,1.7282214139608352,1.693511253239433,1.6573359311176918,1.6511388877917725,1.7681704804564973,1.8442162720570086,1.9952514935028831,2.083320411521745,2.037368208448078,1.984286906187141,1.9652748528891257,1.9432225720494096,1.8796102173268283,1.8325040907279144,1.9269761878941054,2.0822045522179633,2.1363244140832487,2.2083864028345808,2.1567518695271244,2.1207583547224926,2.091777824428724,2.073495779815203,2.0616267534375288,2.0398275555254908,2.016626829488796,2.0540426643359075,2.108077571421273,2.159964753076402,2.14851324364698,2.2703860047773694,2.379788667332704
10-2802220,,,,,,,,,,0,1.010251195233399,1.0004454876891573,0.9960972841374544,1.0207887742853277,1.0186980064922002,1.0105390524489426,1.0169150821124473,1.3347130648636698,1.8851304083026759,2.0342616509518083,1.8701720258345567,1.7218920635683983,1.6689339253390767,1.8372688639821861,1.876170161180266,1.776537514074132,2.0215724828360577,2.654279836689678,3.4118509975365328,3.2874767914074576,2.903079841235139,2.8107682090854706,2.6443761292738,2.2620416332495314,1.9992746297942183,1.9429674814269218,1.8931042625537886,1.832331827203597,1.8022091072312623,1.7759250658311445,1.7562118677294902,1.7230588294485032,1.6980965421637024,1.6502796768990668,1.6199773049843664,1.5886244924941624,1.5858290396541224,1.6970412385822122,1.7693345427625817,1.9122787629943394,1.9969901470717484,1.9561847050374839,1.9079354074621404,1.8912057166170764,1.8713298518073673,1.8140176242427741,1.7713481475592459,1.8619850606155612,2.0102287064341784,2.0622408576454703,2.1316227358336883,2.0843685926700743,2.051362167459624,2.024795950086593,2.008021097702344,1.9970550727244176,1.9770405078895992,1.9556611006158353,1.991960714192453,2.0437996971308054,2.0935366532504287,2.0832402798007825,2.2001334658078964,2.3048352406634653
