순번_정류장ID,1-2807426,2-2806167,3-2807235,4-2807284,5-2807244,6-2807239,7-2807240,8-2800339
1-2807426,0,1.1198579170461262,1.568485405404028,1.4563929987190274,1.376131100801523,1.3928467466753396,1.3791446028842327,1.2424805945840076
2-2806167,,0,1.008269371345029,1.0031814332958775,1.6592806693169144,1.4833251972689145,1.3919798066836504,1.2091865795788834
3-2807235,,,0,0.9913443993693424,0.9996106358705599,1.0018542720374097,1.0034147949906524,1.0024180663086018
4-2807284,,,,0,1.0025811929389061,1.0043967682438553,1.0056841661231042,1.0032084860696304
5-2807244,,,,,0,1.0075737483104443,1.00857191555087,1.0033956136405544
6-2807239,,,,,,0,1.0113342506989134,1.0019533427957927
7-2807240,,,,,,,0,0.997760511980215
8-2800339,,,,,,,,0
