순번_정류장ID,1-2801611,2-2801598,3-2801623,4-2801653,5-2801674,6-2801693,7-2801709,8-2801721,9-2801736,10-2801744
1-2801611,0,0.9953926340791135,1.8496303337558089,2.4862527938563814,1.7497455735119378,1.4591163782959584,1.33387539904653,1.2939949690561607,1.2414851913894682,1.4503564264960302
2-2801598,,0,1.0066075451343717,0.9965731778645684,1.008107592656688,1.0028798022686947,1.0005737378663406,0.9942202874507282,1.003910765078289,1.2250388306234015
3-2801623,,,0,0.9818527741575125,1.0089375250977028,1.0017153084144375,0.9992418332926234,0.9917781484061807,1.0034981077203553,1.2536834131774115
4-2801653,,,,0,1.0253412061469953,1.0070965026631589,1.0023218258847002,0.9933191031555405,1.0060187983272306,1.2817868570310516
5-2801674,,,,,0,0.9923235135543759,0.9928056401217753,0.9822786962912573,1.001417749553283,1.2287195317843596
6-2801693,,,,,,0,0.9933087073124995,0.9748265064319569,1.0052063093671975,1.0323334515048206
7-2801709,,,,,,,0,0.9294044483465028,1.0131132299414465,1.0426950677069706
8-2801721,,,,,,,,0,1.0441329573798936,1.0577431596542293
9-2801736,,,,,,,,,0,1.065345685782061
10-2801744,,,,,,,,,,0
