순번_정류장ID,45-2803594,46-2805989,47-2805990,48-2801012,49-2801023,50-2801031,51-2801040,52-2801052,53-2801073,54-2800857,55-2800855,56-2800853,57-2800851,58-2805991,59-2805932,60-2806000,61-2801156,62-2806243,63-2806241,64-2806215,65-2806633,66-2805743,67-2804896,68-2805037,69-2804894,70-2805053,71-2804947,72-2806520,73-2804948,74-2805414,75-2805250,76-2805842,77-2805498,78-2805576,79-2806903,80-2806682,81-2806680,82-2806602,83-2806683,84-2806160,85-2806190,86-2807032,87-2800319,88-2806684,89-2806685,90-2805529,91-2805760,92-2805761,93-2805339
45-2803594,0,0.9673478283164968,1.0755812244225975,1.43670200842288,1.3512715377310178,1.28815012938611,1.2419356697229584,1.1626917540646386,1.1186376227955865,1.1085002221686377,1.1001408878609304,1.083964420247336,1.0719974866729909,1.0701790116580905,1.0673760630513054,1.0642627627263468,1.0605234157536878,1.053132382839435,1.0504848833189389,1.046057555182774,1.039998604673262,1.0377479178794227,1.0385217820157464,1.0344675905830365,1.0339938357695762,1.0330967844759131,1.0465598925106534,1.0892454709063626,1.1070899272429797,1.1423449472257732,1.1371745543902605,1.1736970501085888,1.1691123062024875,1.1637283867164754,1.159305223705219,1.1547460910731515,1.1505504086951788,1.1555111507501354,1.2895073527077126,1.5076251050075216,1.4631940154796135,1.4527292366245124,1.434509477672682,1.5348131526432063,1.6669312385896897,1.9352968506076695,1.972298916850837,2.044993022304435,2.1082340156217705
46-2805989,,0,1.0291623573124953,1.0231173290721791,1.0168490947134166,1.0086032459988765,1.0595651486956215,1.0412616216418873,1.0311122471111958,1.0283845934060518,1.0279837894209856,1.0211202709984315,1.017080927380484,1.0208538554464246,1.0198013513926627,1.019238448484513,1.0189569653242536,1.0168288176766098,1.016148181128188,1.0146332772840663,1.0129210446963262,1.0119440213368744,1.0135281955174855,1.0103392709197252,1.010834696553235,1.0105429390684617,1.0242641241106907,1.0670891136714493,1.0652218658700217,1.083270993639676,1.0891811192473464,1.1533918443008262,1.1493323851358546,1.1446454787484792,1.1407775918298748,1.1366351733401447,1.1329029123950884,1.1317038412035274,1.2379411455181155,1.4468559833273673,1.4100981021047216,1.4009552057406245,1.3871122416444335,1.5217055779108708,1.6538851924703633,1.9228164664565297,1.959856012840069,2.0325302974611152,2.0960932334739204
47-2805990,,,0,1.00831359489693,1.004277536334616,0.9936853991140449,0.9983032407972328,1.002469807902242,1.003769798399994,1.0033954612150486,1.0058325366923466,1.0014877027732503,0.9998482338522187,1.0058707230765418,1.005320834957484,1.005567098306236,1.0064087403624842,1.0058647011804627,1.0057828774670319,1.0051281036770598,1.004730083478185,1.0042399529124675,1.0059872296983106,1.0029506370544834,1.0038836766164247,1.0035937693483181,1.0180893073013952,1.06223682111412,1.0605132183446906,1.0699230551661063,1.0855968139014822,1.152137644243628,1.1479729085881243,1.1429612254739263,1.139226228376719,1.1348916139897025,1.1309969590064668,1.1297940589197846,1.1862485021254636,1.3875121522580622,1.3576703159076038,1.349541194422447,1.3402017871727707,1.530440963756916,1.6668655154968837,1.944930267134734,1.9831541648771411,2.0588644175433894,2.1250244235491578
48-2801012,,,,0,0.9972114381131287,0.9850942903719901,0.993858583204703,1.0008438057100773,1.0028576878623388,1.0025539324667354,1.0052604482350276,1.000757549450583,0.999147210555549,1.0055101857713982,1.004952456129521,1.0052305708454197,1.0061313064859267,1.0056098832754057,1.005540999170255,1.0048918200949157,1.004520423319525,1.004030701213681,1.0058192573348272,1.0027299317217835,1.0035791075313303,1.0036149336249582,1.0181580090670481,1.0632236990772406,1.06144789893153,1.070759339319809,1.08678772481805,1.1544859276762647,1.1501845033568414,1.145126378977598,1.141160020044497,1.1368121817368422,1.1328055975282978,1.1315541874101362,1.1884330817316973,1.3928456516986893,1.3619495500029044,1.353729347865804,1.3437673255092177,1.5369767408408548,1.6752968171889562,1.9583559176840937,1.9973406170512449,2.0745521685176787,2.141875502759356
49-2801023,,,,,0,0.9676646490848826,0.9916871712832507,1.0017232154574547,1.0036483677339552,1.0032103642601673,1.006114236322673,1.0010690997886373,0.9992902949294113,1.0060465962161351,1.005430979134883,1.0056944240981174,1.0065999853918568,1.005986327332356,1.0058908610034187,1.0051832173737723,1.0047548753239526,1.0041105785731967,1.0059494739367787,1.002886388856276,1.0036382629302942,1.0035631779790068,1.0187027432166487,1.064965225067907,1.0631049946844895,1.072672991046287,1.0889513755335645,1.1582445606924934,1.1538447862227523,1.148544343278732,1.1441637839898635,1.1397482280999718,1.1356724301790766,1.134344736424975,1.1805816153196609,1.3864045834350434,1.35592995562028,1.3477651498516299,1.347816919805098,1.5465203309919766,1.6880999768192682,1.9783518774362694,2.018208689836813,2.0974432672728702,2.1671437076356215
50-2801031,,,,,,0,1.0114000414009285,1.008605008160863,1.0075293441064392,1.0065302478230171,1.009175351372024,1.0032417234297035,1.000999255831886,1.0078524860461147,1.0071268713059236,1.007286662884914,1.0080761468526929,1.0072180528340695,1.0070406496282533,1.0061996293333841,1.0056008605498852,1.0048973419595824,1.0067511166140142,1.0034734159880712,1.0043290437689183,1.0044528477536727,1.0195297506920307,1.0667831333086817,1.0647311286579149,1.0743827632424827,1.091134723513253,1.161689391872752,1.1568764778516991,1.1514973181717298,1.1469489607036885,1.1423928921215103,1.1381787331532718,1.136786976332346,1.1526633543470326,1.3536170831351175,1.3269215805188583,1.3193646091189806,1.3523195619090822,1.5536943446223672,1.6976822270529683,1.9931839072569375,2.033671542442477,2.114329463650064,2.1854883041758226
51-2801040,,,,,,,0,1.0076920476333835,1.0069437920426365,1.0059043383280786,1.0089358554973855,1.0025394923730382,1.0002661201591578,1.0076364635740986,1.006879275657941,1.007065529299981,1.0079149394033708,1.0070475887020804,1.006874633001688,1.0060219601272458,1.005434962530737,1.0048553397153395,1.0066293969291567,1.0032742708934161,1.0042782207561913,1.00417760056604,1.0197161647581967,1.0679504228520924,1.065944402324257,1.0757424158571598,1.0927147871920047,1.164827302224237,1.159937278888483,1.1543404873764833,1.1497169660554445,1.144999937925049,1.1406295008649419,1.1390658549732022,1.1337344398114926,1.3324063541240772,1.3081396687743865,1.3010891095995474,1.3573013477239755,1.562145608349051,1.7089863703288048,2.0110570534879764,2.052153502643172,2.1354156667186412,2.2082382779662937
52-2801052,,,,,,,,0,1.000737530350617,1.000573189080748,1.006369982685222,0.9983954050653936,0.996456808173222,1.0061416559598921,1.0053102106013114,1.0056659332555786,1.006825171427044,1.0060317459589412,1.005913093845612,1.005071848528199,1.0045981345786756,1.0038710347421342,1.0061132120768823,1.0023689253163504,1.0034963689838048,1.0035405586838775,1.020128289260139,1.07217927837031,1.069790018411068,1.0801894109984946,1.098261717619232,1.175339301217018,1.1699003031631159,1.1634350940883442,1.1581899630769306,1.1528285448940705,1.1479504449594562,1.1463718672712404,1.139744020946852,1.349614253450156,1.3223585360010939,1.3146646899636265,1.3728391423594535,1.5894123145310155,1.745333864380192,2.069492689074466,2.1131878077762254,2.2028494684494913,2.281840190347056
53-2801073,,,,,,,,,0,1.0000711308975883,1.0138157558407035,0.9967252841138386,0.9944398943274171,1.0081020334014057,1.0068393000112263,1.0071326400591887,1.0083722020983867,1.0070858716788156,1.0068516532907146,1.0057535924379744,1.0050834707389087,1.0044013276922514,1.0067206965301165,1.0026929590406675,1.0039174148542611,1.0038136441050054,1.0221360589637194,1.0791981574811889,1.0765310998594928,1.0873304176808163,1.1068666828583298,1.1914249376931807,1.184938638280913,1.1773136853566302,1.1711033673925701,1.1649288583311206,1.159270555775791,1.1572254806125775,1.1483590483718618,1.3734217850031027,1.3415991018877145,1.3331180518440584,1.3938614046493716,1.6260500873229724,1.7949301151988126,2.1486413466212317,2.1960686688074063,2.2952051465265977,2.382874430854306
54-2800857,,,,,,,,,,0,1.0244531328450697,0.9956961015225815,0.9934031990325104,1.00919479238842,1.0076793523730587,1.0079014360238936,1.0091324778365636,1.0075790399470652,1.0072831065920933,1.0060645485924617,1.0053005541027102,1.0044064694531203,1.006814955684633,1.0027892103760656,1.0039051207393057,1.0037983013569296,1.022721273875072,1.0816985980892329,1.079021766643599,1.0899984072369016,1.1097916719476302,1.1970054119727653,1.1901241589650473,1.182065842315229,1.175631008930095,1.1691521834365501,1.1632030471707016,1.1610240425428673,1.1362486623339678,1.3319851887165493,1.305398515095663,1.297737863861208,1.401344648250348,1.6391301242173848,1.8122859714611859,2.177115746736326,2.2258280005044484,2.328477694452889,2.4193790002418814
