순번_정류장ID,1-2803265,2-2805984,3-2805985,4-2805986,5-2805987,6-2806678,7-2805988,8-2804860,9-2803247,10-2803235,11-2803238,12-2803228,13-2803224,14-2803220,15-2803218,16-2803225,17-2803130,18-2803126,19-2803123,20-2803131,21-2803137,22-2805441,23-2802629,24-2802719,25-2802709,26-2802703,27-2802693,28-2802688,29-2802684,30-2802681,31-2802676,32-2802670,33-2802023,34-2801985,35-2801799,36-2801777,37-2801772,38-2801766,39-2801756,40-2801749,41-2801743,42-2801185,43-2801687,44-2801184,45-2801659,46-2801612,47-2801582,48-2801516,49-2801189,50-2801440,51-2801421,52-2801160,53-2801330,54-2801281,55-2801271,56-2801262,57-2801252,58-2801250,59-2801248,60-2801245,61-2801244,62-2805070,63-2801261,64-2801267,65-2801266
1-2803265,0,1.0056293237758787,1.0078690195711308,1.0173455719583209,1.0104954483227095,1.0119551324807228,1.4866213487467306,2.5638723138069337,2.2942278313382767,1.8758652224981684,1.6746551923620012,1.5884140833548916,1.554240793668897,1.5068870240423256,1.4620667949239599,1.406603259879485,1.3135427531290595,1.2977403013295883,1.2870243014233893,1.272027585421143,1.2614918870515155,1.2846171088744391,1.2689947267985249,1.2607537023181503,1.2510460857228718,1.2338945249661881,1.2226017971084482,1.2167489344295783,1.2112347151277651,1.2058397971233414,1.1994759214317339,1.1893157800475038,1.1790961876359731,1.1722562541158297,1.167418649109783,1.1861150374766087,1.216893073486623,1.261103967445685,1.252308504969278,1.2440797474127823,1.2379641898135634,1.2283214792701487,1.2229394523858692,1.2149610012395684,1.2090858508328735,1.2025353641791998,1.1990308507516636,1.1940525427780895,1.1912639917148555,1.1861096542195415,1.209977456397302,1.2378856669712952,1.2298754751784577,1.2302458865075776,1.2248774993564895,1.2226769621149318,1.2261811246330114,1.2313587486192672,1.2276429619348508,1.2249987641133668,1.2254530143609692,1.2539906224861523,1.2845973206675159,1.31853865470206,1.3641187466304714
2-2805984,,0,1.0105066048527453,1.0022127846010012,0.9974503775181823,1.0028918374559517,1.0410104148157489,1.7426392494689638,1.6366870399092401,1.4592896344543693,1.3676510655610692,1.325657160911594,1.3084807191471577,1.2845065267261668,1.2615389264391976,1.2323839799216498,1.1830962525372535,1.173894060731794,1.1679940868179883,1.159526737740561,1.153485490942568,1.1766284759061432,1.167868778346968,1.163472889345974,1.157925113675884,1.1471807560079446,1.1403820580439978,1.1369058773029324,1.1336994059635515,1.1302259886386379,1.1263880069737175,1.1201479194956854,1.1135084491867444,1.109627499624567,1.1072165906164533,1.1272030440708336,1.156953701508162,1.200195781543681,1.1933478339875316,1.1869620490014714,1.1826603988977917,1.1753346127618591,1.17155110556067,1.1656568204761668,1.1609564417087195,1.1563822967492274,1.1533467539236326,1.1497474467511264,1.1478112377701404,1.143631341177644,1.16685637919739,1.1939110436675875,1.1875895121393296,1.189409651990214,1.1851103537728627,1.1832360531571584,1.187048366601046,1.1920673824790382,1.1891482143857495,1.1870952784672197,1.1879022183709291,1.2154076669726726,1.244972596049716,1.2779514535031762,1.321937855173768
3-2805985,,,0,0.9978367654264918,0.9930222103250282,1.001201016838558,0.9980824872106732,1.2926806694794046,1.2535921059173383,1.1897379693564594,1.1572353698319684,1.1409736335616898,1.1340038211657972,1.1243737190607979,1.1151527915089614,1.1030207326660646,1.0832878924013811,1.0786944100787936,1.0761794357024512,1.0723377026057563,1.0693478737284874,1.0925887378934318,1.0887724862419534,1.0871657616969215,1.0846544168691705,1.0786264995483268,1.0751593658676926,1.073453579871263,1.0719716815161564,1.0699399302275339,1.0680020923561715,1.0647250063466887,1.0608080547177792,1.0591860042335048,1.0586344587621797,1.0795911747533304,1.1082614324228692,1.1505330382267211,1.1454680152921957,1.1409393858827201,1.1377942622843396,1.1325906945272575,1.1298818340682222,1.1252388656488312,1.1219758672123936,1.118686370618432,1.1163394362217307,1.113421503531908,1.1120459409997159,1.10901623425806,1.131465825340346,1.1578214957003126,1.152789391011127,1.1558206250333205,1.152252191529234,1.1507526575523437,1.1547528050682505,1.1598195986819504,1.157424846846845,1.1557283544546624,1.1569334356371264,1.1836589180883597,1.2123818352999367,1.2445210565133449,1.2871454656363646
4-2805986,,,,0,0.984347308224928,1.0036462513291362,0.9981990806735629,1.0181976118468745,1.0103049868272593,1.0057485495518717,1.0081288224820004,1.007440920441494,1.0069098264896628,1.0067754949628451,1.0063136855141908,1.00580337305461,1.006606468528218,1.0052335846527658,1.005138429245264,1.004608532260569,1.004081949200305,1.0278522172814024,1.027739824237586,1.028032072267455,1.0277266645008594,1.0252050308913532,1.024167342849415,1.0236478979296422,1.0235582821279328,1.0225748866240667,1.022044479389647,1.0209664846701567,1.0190592926103987,1.019154084681616,1.0200387654117098,1.0421339624968247,1.0707773587709555,1.112963572363617,1.1092266801043753,1.1057565472141209,1.1034896183414387,1.099650093600298,1.0977583255343513,1.094402658502409,1.0917708761672993,1.0894071253333713,1.0876194258329412,1.0854151172762956,1.0843199112774882,1.0820137192267452,1.104336359345937,1.1307089802971966,1.1264353498893687,1.1304171887145873,1.1273943855532982,1.1262799264487757,1.13041399054896,1.1356012463066942,1.1334384790205574,1.1320948313559103,1.1335045592823754,1.1600763457144456,1.1885764666791683,1.220550908424977,1.2628521301103321
5-2805987,,,,,0,1.0167168821071044,1.0032086630008588,1.0075226714568286,1.000432658399401,0.9971426853170298,1.0015679267474185,1.0019247504647881,1.0019561252107503,1.0016260246744069,1.0018255791481105,1.0015536558887397,1.0033418631450677,1.0020534519501973,1.0022323847431567,1.0018232530893523,1.0010675337341122,1.0260994539185557,1.0259364146176657,1.0264439907297445,1.0261899317734562,1.0235551269993175,1.0226856373621498,1.0221902318934752,1.022021485695738,1.0210449837891789,1.020547327221263,1.0195155468430062,1.017630263655479,1.017787824076294,1.0188335868843406,1.0414537503776171,1.070637360148768,1.1139533706973215,1.10991709026096,1.1065325212549064,1.1040239360776691,1.1001716425431862,1.098310696420034,1.0947181621448794,1.092107372838515,1.0896188011540755,1.087869391541112,1.0855524981518292,1.0844376884929638,1.0820917869708233,1.1047021214282307,1.1316410245454913,1.1272023649162997,1.1312826504447926,1.1281312150271525,1.1268645547688354,1.1312447221200066,1.1363772483604153,1.1342980216183574,1.1329247484770961,1.134221795481452,1.161300124740764,1.190221918073014,1.2226058579648458,1.2654918076052235
6-2806678,,,,,,0,0.9877299076193181,1.0033105247749479,0.9934808056976838,0.992404481085605,0.9988163439857961,0.9996029869416647,0.9994211389592466,0.9996008949864714,1.0000130130967948,0.9999375904259052,1.0022600575508915,1.0009241943566325,1.000977880938492,1.000605847891721,1.0001743762477877,1.026726507090759,1.026514923973648,1.0270318610664368,1.026738898593595,1.0239254945321616,1.0228649471799522,1.022464103075983,1.0222795024889733,1.0212505380401604,1.0207233921792016,1.0196375433529223,1.0176681077667993,1.0178302453920531,1.018819915324452,1.042367001932945,1.0726421239110735,1.1175682226982968,1.1131707553137793,1.109558596915964,1.1070659252765058,1.102872882474977,1.100875251247061,1.0970839964522292,1.0943322490892244,1.0917002321703126,1.0898651371064736,1.0874373018061123,1.0861961261082653,1.0838094247067862,1.107102915347999,1.134627592588124,1.1301192744940871,1.1340561311047648,1.130965003584502,1.1295708384834238,1.1339035162396593,1.1392184213189247,1.136917214145438,1.1354789570682775,1.13702770021433,1.1645103953856424,1.1942859084385367,1.2275540447433064,1.2716507031610975
7-2805988,,,,,,,0,1.0136874005437868,0.9962392810830228,0.9936564490282594,1.0014299245157279,1.0019297807388872,1.0015586932310765,1.001545426601288,1.0018040121229614,1.0014754009871991,1.0035757793663551,1.002075864354925,1.0020874224465244,1.0016290330208413,1.0009542649045655,1.0293192985845092,1.0289276297056904,1.0293795741816105,1.0289692340575691,1.025862897851417,1.0246513419876229,1.0241801784711413,1.023937327455159,1.022823068543132,1.0222211051218237,1.0210116680100956,1.0188976563843295,1.0190096133330409,1.0199868645953918,1.0442827359957134,1.075690515999665,1.1221313544211826,1.1173345772328862,1.1134635774466115,1.1107874022412565,1.1062198824811287,1.1040662921769164,1.100223729398724,1.0972310632514546,1.0945127337794653,1.0925806030124767,1.0900267697008157,1.0887934001358606,1.086206056069079,1.1099996990052086,1.1382727079370178,1.1334667591493885,1.1373636623048786,1.134128984219677,1.1327365863884262,1.1371362724098835,1.1425583790356966,1.1402216135928815,1.1387105357727354,1.140124294497137,1.168349181985808,1.198665804953518,1.2326896415102602,1.277765744398062
8-2804860,,,,,,,,0,0.955913370275919,0.9814101235412667,0.9965927901214332,0.99824987389224,0.9981028799233967,0.9985245776845834,0.99922235805214,0.9992522550502324,1.0022740407718371,1.0006670765869168,1.0007425671798638,1.000317834338128,0.9998245016163767,1.030922026436409,1.030379554039773,1.0308110913025683,1.0302976610903412,1.0268426472557228,1.0254843134110776,1.0249524586693124,1.024668165305536,1.0234573150208555,1.022792239266119,1.021473982031028,1.0192086301628858,1.0193118714135052,1.0203298533166187,1.0458922941112128,1.0788718395782593,1.1277695651045412,1.1226323361992299,1.1183763471408734,1.1154304699369495,1.1105358828252898,1.108152745965587,1.1038195896395013,1.1006836563492628,1.0976560841025362,1.0956690984705968,1.0928622798509045,1.0915427310554382,1.0887806194278322,1.1135458227184925,1.1428869650515086,1.1376751203672193,1.1416127907266453,1.1380972063646617,1.1366126610894411,1.1411247861770142,1.1467169400762498,1.1442364247585,1.1426232612249327,1.1440339582196968,1.1732109310358876,1.2045760397588963,1.2397075594725466,1.2865097987600924
9-2803247,,,,,,,,,0,0.9903909471274152,1.0039217481272165,1.00408223379622,1.003330106370974,1.003062428308089,1.0031963034438347,1.0025355639904883,1.004703790341038,1.0028709997627565,1.0028475164079382,1.0022678147777229,1.0016628799434801,1.0340202570315573,1.0332292414242503,1.0335513500250881,1.0328863292837145,1.0291222752559415,1.0275912549057522,1.0269759397059484,1.0266187121780095,1.0253215539913925,1.0245704626782657,1.0231150447107902,1.0207047030019627,1.0207367420930793,1.021715940898773,1.047761921879496,1.0813382797833178,1.1312545791405968,1.1262137960260667,1.1216359180757993,1.1184373516706008,1.1132189542202136,1.1108950487700522,1.106295691095652,1.1030361380464258,1.099795534829338,1.0977375848478477,1.094914254534135,1.0935459390167341,1.090684778469623,1.1158238676944694,1.1455254173177074,1.1402252673728455,1.1441145595699496,1.1404919782834522,1.1389599764969816,1.143510536871641,1.149170036049375,1.146617320085252,1.1449516146878922,1.146351002524519,1.175995228433307,1.207726742972679,1.243423738459064,1.2909203597705006
10-2803235,,,,,,,,,,0,1.01629050788054,1.0117806663574855,1.009425370053557,1.0078155960954922,1.0071088117279636,1.005398233608062,1.006908510769505,1.004623443922498,1.0045025853127234,1.0037182355129364,1.002955091087221,1.039583372113077,1.038237355489991,1.0383506528778201,1.0373535507815868,1.0328358633978723,1.0309266710379987,1.0301388352135945,1.0296397218145583,1.0281439868559479,1.0272194409336601,1.0254861897656131,1.0227611596345323,1.0226871622711624,1.023641757885154,1.0512471605410485,1.0868546244000061,1.1399134807653182,1.1340023340286733,1.1289615133988182,1.1253548231806167,1.119619336706382,1.116767263579706,1.1117981973021442,1.1082125943842407,1.1047174093740841,1.1023833355785446,1.099310579858708,1.097817237146111,1.094703227888757,1.1211092997290293,1.1522036336359363,1.1463609402511232,1.1501506501989263,1.1463105773835793,1.1445008491520536,1.1492492039827968,1.155111367527873,1.1522885177799171,1.1506244254404703,1.1519318630720163,1.1826717908750963,1.2158366847009412,1.2529056923554653,1.302526527979747
