순번_정류장ID,1-2803340,2-2803336,3-2803326,4-2803324,5-2803322,6-2803311,7-2803316,8-2803319,9-2803305,10-2803293,11-2803281,12-2803275,13-2803266,14-2803268,15-2803259,16-2803249,17-2803226,18-2803127,19-2805713,20-2803122,21-2803104,22-2803094,23-2803079,24-2803068,25-2807615,26-2803077,27-2803101,28-2803100,29-2803087,30-2802667,31-2802631,32-2802668,33-2802655,34-2803050,35-2800814,36-2800793,37-2800785,38-2800766,39-2800748,40-2800721,41-2800697,42-2801603,43-2801583,44-2801565,45-2801546,46-2801527,47-2801484,48-2801178,49-2801179,50-2801424,51-2801411,52-2801401,53-2801391,54-2801386,55-2801380,56-2805805,57-2800209,58-2800201
1-2803340,0,0.9999330185203791,0.9854863930967792,0.9912895649758962,0.9984010275079677,1.0925844521420545,1.0680519780522761,1.0359559364176485,1.0346253204831939,1.0325989192889637,1.0297228038777104,1.0252422619133035,1.024291442218306,1.0237527540053266,1.022935974669247,1.0569173808936787,1.0783530718194843,1.0745073222244654,1.148664190489646,1.178229936384328,1.1720130943675122,1.166536669761418,1.1588145497021638,1.1549628121918483,1.1954977082934475,1.2887273455740411,1.414044307702731,1.4433833679880903,1.4266739171156264,1.4043349137305734,1.3834343381490803,1.3708416440677105,1.3440389744541963,1.3564017274445688,1.3443732824111654,1.321834347832866,1.3154119758181702,1.3011600034809985,1.2942459030108784,1.2844538696093404,1.2772073190575581,1.2560056196805505,1.24904202430926,1.2443005812589398,1.2391260505638215,1.2321161133334166,1.2242129339155887,1.2182078910945153,1.209814540285743,1.2038194450986563,1.2015244453036606,1.1970787467091593,1.1942791010722444,1.1912031666589467,1.188539527952498,1.1856459268866182,1.1828949609758876,1.1746056576284074
2-2803336,,0,0.9788120520759549,0.9885650583992771,0.9981036777002854,1.1051368197130744,1.0750117379085853,1.038191018679292,1.036390302327143,1.0340242805479365,1.0308396649817986,1.0261046280817028,1.0250746821566183,1.024458080874213,1.0235496088380966,1.0584380203139878,1.0802808019337036,1.076277363849472,1.1521853310704495,1.1824485007010692,1.1759461155462503,1.1702148110554702,1.162002309970714,1.1581405758387722,1.199523604587395,1.2949316905939423,1.4234382839425175,1.4532359379064719,1.4357696130626305,1.412502720903179,1.3907736178930523,1.3776981757827997,1.3499261636812407,1.3625272200572636,1.3500915398218274,1.3266786980064822,1.3200683215776483,1.3052858678830639,1.2983010426689001,1.2882314010722125,1.2808997183512951,1.2590555817051865,1.2518353668440985,1.2470788444883016,1.2418791354633314,1.2346200103583305,1.226554070707512,1.2204197900092904,1.2117811548969342,1.2056728164864408,1.2034763076424937,1.1989538318157953,1.196099647744996,1.1928987734560308,1.1901888568241472,1.1873132480781778,1.1843779139923387,1.1760790006873025
3-2803326,,,0,1.0095317280830118,1.01198436512247,1.1575895976326496,1.1023456162955645,1.0474070261721888,1.0435206791887368,1.0397867031351746,1.0354366002553832,1.0298732054361794,1.028536842948399,1.0275865183078754,1.0262932904467035,1.0633221779121143,1.0859857280595697,1.0815581922966244,1.1615544684256018,1.1934458258642615,1.186210923123879,1.179824640416256,1.1709447375470707,1.1664705648235965,1.2098221850048394,1.3103564489191102,1.4464079864212684,1.4772158603752652,1.457881840864902,1.4323383958041758,1.4085841461221167,1.3943321791140266,1.3642048131560567,1.3769755628733824,1.3635718193100679,1.338257913938945,1.3314714512895254,1.315572104141482,1.3082515085799682,1.2973906861809723,1.2895934840079641,1.266474927862513,1.258972491699099,1.2538501590812228,1.2483723999092369,1.2408284129585165,1.2323720175269282,1.2258405264711336,1.2168852428948973,1.210497959239681,1.2080991077607997,1.2033234879599846,1.2004173695918252,1.1970889741066575,1.194268853003993,1.1913444183074327,1.1882884052655707,1.1794583821646725
4-2803324,,,,0,1.0064836231190513,1.0070742167975362,1.000012699080768,0.9913609284816353,0.9989065368593377,1.0022223114847946,1.0036492583364702,1.0011850491847627,1.0015960324658866,1.002925166987627,1.0042347237030895,1.0415096091143614,1.0661431148248968,1.062414090237852,1.1429366282949853,1.1750293605475235,1.1684165085289095,1.1626350844471038,1.1545112928021384,1.1505054748523318,1.1940071855050436,1.2943536407316938,1.4302321732012016,1.461562394273906,1.4427965661748663,1.4179560374343954,1.3948799565738197,1.3810508106707269,1.3518280005272831,1.3647572048298267,1.3518923464338086,1.3274709051351101,1.3206017135295858,1.3054039933399995,1.2981766664394705,1.2876605985292138,1.2801100237053542,1.2576858991542752,1.2502950447040095,1.2454368809205931,1.240130811380878,1.2328248701785944,1.224609922739807,1.2182955871149181,1.2096138026518415,1.2034271021663379,1.2011409404449986,1.1965608318567986,1.1936815629598132,1.1904474497616904,1.1877133271204916,1.1848160241231265,1.1818604576801248,1.1733895278676776
5-2803322,,,,,0,1.0074750755627735,0.9963403237262158,0.9881892624769187,0.9974650532896951,1.0013952570672446,1.003090356289105,1.000487390320385,1.000975288263437,1.0024519200925994,1.0038939923287011,1.043434108071637,1.0692616420414376,1.0652138398262045,1.1500048696095635,1.183796219533149,1.176513542852784,1.1701426638225645,1.1612720210895102,1.156873800204602,1.2023841680732474,1.3079182162929943,1.4515193986058215,1.483915164570596,1.4632589621569627,1.4361339907623305,1.4110472875158697,1.3960598932465327,1.3645413516686065,1.377823535051158,1.363704751269817,1.3377564808881346,1.330598011180513,1.3143355696366805,1.3066748614114883,1.2955312466436384,1.2874293206701322,1.2639447302506124,1.25630490385188,1.251101700907866,1.245542411119524,1.2378971393655662,1.2293313303514866,1.2227375623481267,1.2137011240128002,1.2071884943972224,1.2047937711409333,1.200132936268095,1.1971418065764081,1.193794615901653,1.1909633427414412,1.188032998262177,1.184971576714867,1.1762048018863411
6-2803311,,,,,,0,0.982596954258192,0.981633925141857,0.9950427198339786,1.000232871543313,1.0024154362940394,0.9995424769019462,1.000161530678262,1.0018864896870203,1.0035406329248593,1.0469830301708112,1.0747716151000355,1.0701477876948828,1.1621474539434618,1.1988065504542165,1.1903145098380086,1.182883021347862,1.1726850430630884,1.16740035589117,1.2164345744951564,1.3306982626593618,1.4874472344751186,1.5215162409631007,1.4974937305142757,1.4663474807470958,1.4377548694535505,1.4207619480238665,1.385304498719205,1.3986743579994116,1.3833083306361595,1.3543613490785937,1.3463440752965172,1.328684076523946,1.3203044669767754,1.3081220057259753,1.2994237337450765,1.2737787712444462,1.2656823265306436,1.2600804096879004,1.2541098986697292,1.245914953744368,1.236783247077977,1.229648705312408,1.2201329240577268,1.213305758383706,1.2106514513916629,1.2057399080766569,1.202492318415515,1.199042879922354,1.1959820723353958,1.1928894509620964,1.1896633192865083,1.1804371024652727
7-2803316,,,,,,,0,0.981267927674563,0.9980778931916954,1.0034653528500752,1.0052391180606377,1.0016274265388703,1.0021442940501888,1.0038222108979806,1.0053604535496707,1.0525788187471266,1.0819497151385993,1.0766600785930127,1.1754593641764057,1.214823707851241,1.205027673184678,1.1964531171511454,1.1848447783713392,1.1790022976494308,1.2309387811630041,1.3534816639683378,1.522862693377128,1.5583291209725363,1.530858124032149,1.495645253483106,1.4635411195516017,1.444554246497395,1.4052148801510809,1.4189273645779754,1.40184044498236,1.3701471487890293,1.3614415898074756,1.3423114118968464,1.3332458844712691,1.320073027504594,1.3106957664780452,1.2833386146521335,1.274597970877785,1.268620609168999,1.262264119549523,1.2535536482301963,1.2438940428731078,1.2364276688615676,1.2262906539652152,1.2190957608032031,1.216355168563033,1.2110470781648999,1.207791480843039,1.2040195824678932,1.2009683097407415,1.1976463284519925,1.1943394083897723,1.1847469422764056
8-2803319,,,,,,,,0,1.0281801696646307,1.0241422712501562,1.0196145867903108,1.0113736230617,1.0109646877683782,1.0119139360100462,1.0125011133147426,1.0737208041699187,1.1078981196719173,1.099873268839995,1.2225235048302092,1.2713726685718163,1.256284389816615,1.243139340721094,1.2260449357937726,1.2173217487016907,1.2796342785917185,1.4309185711433507,1.6454623514266038,1.6847750333973381,1.643823568558437,1.5931540776796784,1.5480279920622182,1.5217804169375455,1.4686146727208054,1.4823053388943068,1.4598965713954037,1.4190604509523477,1.4080509145712239,1.3838719325571593,1.3727166684405199,1.356148104070379,1.3445729601430634,1.3113960037739252,1.3009781260691786,1.2938214986492598,1.286257655401299,1.2759433094151407,1.264655129874448,1.25588961119132,1.2441308398070343,1.2359114597379919,1.2325672355349953,1.2266369103489227,1.2228825551408846,1.2186031448930557,1.215126115395449,1.2113400370564065,1.2074957022949815,1.19654981494784
9-2803305,,,,,,,,,0,1.0135191967694386,1.0124042497326793,1.003161155456822,1.0038865233314058,1.0064053730802724,1.0082547245065465,1.081536231002423,1.120228298296196,1.1101547603276507,1.2518272517783613,1.3082299506201778,1.2886667475676257,1.2714423186312318,1.2503487764778822,1.2394180471644747,1.309457169583649,1.4827468292243453,1.7333525459555148,1.7749068159687642,1.722376327072713,1.658921829125781,1.6034063000555827,1.571523308424704,1.5079636873595477,1.521643177648556,1.4953787368383276,1.4477588965907142,1.4353681415490676,1.4078567742962234,1.3950258810657679,1.376475072063855,1.3634603414160875,1.3265480865737405,1.3150749247431306,1.3071830056345124,1.298872156084051,1.2875742578340128,1.2752967346393886,1.2657521215080445,1.2530300966797319,1.2440624188531941,1.2405158403676382,1.2341753540318257,1.2300450952138968,1.2255644762094675,1.2217585987844832,1.2177961743028418,1.213608121790926,1.2021040902323397
10-2803293,,,,,,,,,,0,1.0078405964320583,0.9957988785917509,0.9983924825688913,1.0030154342132769,1.0061430802805191,1.095858110577575,1.1390743769772593,1.1258670896193739,1.29139174695321,1.3572596774829584,1.3311285910174095,1.308846091960692,1.281032631083186,1.2674101634633697,1.3465901560995053,1.5470115684874852,1.843745375575958,1.8868219896081073,1.8182527853669366,1.7376552477482863,1.6686065522709188,1.6295360200839593,1.5530288028082102,1.5664112690583087,1.5354885570615058,1.480024421601737,1.4657967093685746,1.4344199105212225,1.4198465511355085,1.3988374383833657,1.3841850071530477,1.3430750543658407,1.3304301541423782,1.3217220171239366,1.3125850090559699,1.3002036034335371,1.2868443327607033,1.2764474720912136,1.2626788162087759,1.2530007697840615,1.2491315850376155,1.2423514047255384,1.2379083733059928,1.2331195445264385,1.2290496521256289,1.22480865997803,1.2203372122575793,1.2079904027740764
