순번_정류장ID,18-2804112,19-2804114,20-2804116,21-2804119,22-2807386,23-2804120,24-2804122,25-2804124,26-2804126,27-2804128,28-2804130,29-2804132,30-2804134,31-2807245,32-2800262,33-2807367,34-2800265,35-2800266,36-2807368,37-2804602,38-2803580,39-2800263,40-2800267,41-2804032
18-2804112,0,0.971070439544423,1.0031001658072236,1.0024151747823855,1.0014418001387506,1.0009208802221545,1.0007848366343892,1.0012039519664095,0.9988221630428785,0.9997834776767497,0.998986246723366,0.9994160062923103,1.000732443082248,1.0014475066100579,1.0019866184953379,1.0024275115544772,1.0024872743298323,1.0391126477241528,1.151123911038304,1.2445664484112966,1.3116796165764104,1.3460518905691599,1.4411628222773625,1.3912330013747345
19-2804114,,0,1.0611108178026505,1.0215590368126404,1.0111086811009273,1.0090710463911108,1.0071160578459197,1.0070489520883712,1.0036740493506522,1.0043911864857575,1.0025970507328459,1.00288995215311,1.0040123748852547,1.0046056593587147,1.0051085377659617,1.0054371548440943,1.0053381176290528,1.045316544899644,1.1685239994438366,1.2722631534223117,1.347326338791813,1.3850075535235935,1.491771514034245,1.430819098018768
20-2804116,,,0,1.0014334180207702,1.0004478442370406,0.9998326325098629,0.999917038860506,1.0005640862097431,0.9975367284546344,0.9988770508120758,0.998096514239889,0.9986640489580485,1.0002994011976045,1.0011645798693722,1.0018015450085624,1.0023214773375273,1.0023961929852374,1.044479068773473,1.1745783423709668,1.284768538805871,1.3648794946520828,1.4047163327661558,1.5189884730716599,1.4511064053368532
21-2804119,,,,0,0.9997356785519059,0.9989748989036455,0.9993779603093711,1.0002959415172212,0.9965009408184635,0.9982728365362825,0.9975023515821119,0.9982033204094566,1.000133258064081,1.00112803099633,1.0018498747184124,1.0024312166991127,1.0025075404864927,1.0494850518764125,1.196146964650032,1.3220909123539066,1.4146870868890296,1.4594934765604741,1.592384527844101,1.5054618996114566
22-2807386,,,,,0,0.9967717804810728,0.9990310636693163,1.0007136068274591,0.9946119427460353,0.9975598151902011,0.9967697283622841,0.9977434195866035,1.0002342644167874,1.0014511557809622,1.002320092002905,1.002988302610923,1.0030366825650439,1.0590494627283509,1.2371561214279376,1.3941264261959265,1.512036146913555,1.5661766051753656,1.7374467257733108,1.6072944372844755
23-2804120,,,,,,0,1.0001696404228895,1.0020880524900408,0.9940654290746402,0.9977194650224772,0.9967694658488582,0.9978558775623211,1.0005691797118195,1.0018600726200875,1.0027829025673776,1.0034672535622562,1.0034799126738894,1.0634867340982468,1.2558713095648901,1.4274188493906224,1.557549271866787,1.6158748458512155,1.805967370970637,1.6530077199052793
24-2804122,,,,,,,0,1.0063668993380592,0.987929606961378,0.9960771892207982,0.9956154930668314,0.9971676459263059,1.000663872689608,1.0022135070431883,1.0032997469327942,1.0040607693312078,1.0040190793540245,1.073891136826798,1.3024939389565282,1.5124350299422853,1.6757502301976483,1.7445713313614335,1.9867536976145779,1.7666933827845273
25-2804124,,,,,,,,0,0.9728417292733685,0.9916612667678947,0.9936875116186968,0.9957530621890858,0.9999860775320821,1.0017833602182387,1.0030014013557405,1.0038584377065853,1.003834210431012,1.0792550386730515,1.3288269287213925,1.5619480094922844,1.7460001003228312,1.820816140239756,2.096272073316378,1.8310092741138784
26-2804126,,,,,,,,,0,1.0123952663010558,0.9995342704501845,1.001051268092136,1.0045938536067764,1.005971585441784,1.007069427934843,1.0075831866222538,1.007133420258552,1.0906961188667479,1.372225563659478,1.6419459241691676,1.8597401765522692,1.9433016945105366,2.273872163784172,1.9299443315230937
27-2804128,,,,,,,,,,0,0.9951405492012451,0.9980376634695447,1.0031721561109543,1.0050002428197584,1.0063263244412353,1.0069940016600993,1.0065705531023672,1.0991636855865785,1.4169973110066627,1.73045119786386,1.9903188459548147,2.0837653877202493,2.4852081524237626,2.037178306683733
28-2804130,,,,,,,,,,,0,1.008177274760321,1.0091482076061082,1.0106034721885881,1.012110584221781,1.0120404370519265,1.0105030365082968,1.145889366207952,1.656136515127079,2.2405490119278335,2.8022003556015216,2.938973694858605,3.909474287695159,2.575557023706144
29-2804132,,,,,,,,,,,,0,1.0096163989844407,1.011313575721701,1.0130748712178819,1.0127725355061026,1.0108508140291443,1.1668611357487972,1.7827069232895,2.5475252524640903,3.3511216692425667,3.501306887851182,5.005803379517873,2.848593815634358
30-2804134,,,,,,,,,,,,,0,1.0066457959679536,1.0117456587147817,1.0117452882186213,1.0092786345349432,1.2367666065954526,2.3017735755384696,4.169965951973839,7.356455949679848,7.17355688336688,4.289998597541022,2.5041465274273604
31-2807245,,,,,,,,,,,,,,0,1.0221610511634738,1.0154400237498764,1.0043958089839993,1.3273876635020856,2.599642081897724,5.23562555206826,13.70238402004603,7.00560180657268,4.015202682497977,2.3310021896758366
32-2800262,,,,,,,,,,,,,,,0,1.0117446684855433,0.9999186015750596,1.4080221380603604,3.287375670451491,3.11643278851532,5.639068215620855,4.185214413187675,2.939341728175188,1.9725291886199305
33-2807367,,,,,,,,,,,,,,,,0,0.9899104785520819,1.7745249177867943,12.001483679525224,3.435419399697897,2.586436880693579,2.1590866177414685,1.8339440145524677,1.4867305708673055
34-2800265,,,,,,,,,,,,,,,,,0,3.2133123235961287,1.5089535395623679,1.2971095153909393,1.2260972433130293,1.170969169334431,1.1362020841245162,1.0895900210343323
35-2800266,,,,,,,,,,,,,,,,,,0,1.0116603286795038,1.0050654855455543,0.9975266423949414,0.9970370057414266,0.9993579951353777,1.0008622760391965
36-2807368,,,,,,,,,,,,,,,,,,,0,0.9964224422442244,0.9864768328106861,0.9898014633911255,0.9950578095413624,0.998702542170739
37-2804602,,,,,,,,,,,,,,,,,,,,0,0.9717468486368521,0.985783825496725,0.9945613105368405,0.9991126414103848
38-2803580,,,,,,,,,,,,,,,,,,,,,0,0.9955293915357085,1.0019953554916854,1.0029055357770051
39-2800263,,,,,,,,,,,,,,,,,,,,,,0,1.0077050412641546,1.004743142746601
40-2800267,,,,,,,,,,,,,,,,,,,,,,,0,1.0035792454045662
41-2804032,,,,,,,,,,,,,,,,,,,,,,,,0
