순번_정류장ID,1-2805694,2-2805636,3-2806053,4-2806032,5-2806025,6-2805697,7-2805699,8-2805701,9-2807440,10-2806806,11-2805704,12-2807625,13-2807549,14-2806228
1-2805694,0,1.0095533272561532,0.9924689168783597,1.0034956746790484,1.1130302805150258,1.1017597221838686,1.2655510273137576,1.5298890741696678,1.6856436180847114,2.0565626446074736,3.290856248398916,3.6747574246084143,1.1495673659372838,1.0878762317708135
2-2805636,,0,0.9739096449810396,0.9997919211916375,0.988675721578381,0.9945631226190236,1.2180221526323352,1.5210181618517193,1.893313173172052,2.438647071295063,4.659811709927094,5.386366119962658,1.1526972711734378,1.0888679539547867
3-2806053,,,0,1.033110196199756,0.9972004513433564,1.0037808297318416,1.2808964465718833,1.6925580112064318,1.8694067385719138,2.306680040314765,4.7880931159408,5.652358696489561,1.1385582260939293,1.0806893824495742
4-2806032,,,,0,0.9679966600402011,0.9882168942893789,1.3484288466224814,1.915688581975633,2.153789682998451,1.9279235864666264,2.8517942199564845,3.30942605372019,1.1042181012216992,1.0616684791182904
5-2806025,,,,,0,1.0261740159441952,1.0078968584019141,1.4653283553321321,1.6937209760553855,1.561875300276594,1.7429783340623533,2.0212732297357268,1.0646947588273135,1.0394565718945399
6-2805697,,,,,,0,1.0039995972742992,1.0250114426341081,1.2111280965098075,1.177683677195967,1.3721147169160808,1.5999695765980897,1.0436643246087933,1.0274841668496424
7-2805699,,,,,,,0,1.0004477491080743,0.9998087232028562,1.002053924803441,1.0037608597649181,1.0051788186090846,1.0003709596417192,1.002541580619568
8-2805701,,,,,,,,0,0.9991255913630666,1.0028766621934855,1.0045766751428598,1.0060771771652262,1.0003701052088854,1.0025549196974737
9-2807440,,,,,,,,,0,1.0063725513318207,1.0062223457663153,1.0075911717239594,1.000383240042548,1.0025756328851243
10-2806806,,,,,,,,,,0,1.0061481473115972,1.00796249292143,1.000314393529572,1.0025508677900674
11-2805704,,,,,,,,,,,0,1.0071527548144297,1.0001155082830708,1.0024699957028251
12-2807625,,,,,,,,,,,,0,0.9999585655482894,1.0024011712350387
13-2807549,,,,,,,,,,,,,0,1.0054812915749387
14-2806228,,,,,,,,,,,,,,0
