순번_정류장ID,22-2803661,23-2801697,24-2801724,25-2801925,26-2801906,27-2802017,28-2801823,29-2802110,30-2801894,31-2801896,32-2801893,33-2805678,34-2806910,35-2806429,36-2806635,37-2805906,38-2806422
22-2803661,0,0.994517812729884,0.9924488980001532,1.0002957619636823,1.004213101024702,1.0088116861002925,1.0043617726034533,1.0039844292576319,1.0056504493446587,1.0052917885020802,1.0052455045386408,1.0058040909005856,1.0054619141988046,1.0056864630026543,1.0047365440886211,1.1024068427624336,1.1075795538454463
23-2801697,,0,0.9882692227061181,1.0015586974017705,1.0056626068117192,1.0109783169064177,1.0055338700827399,1.0050254559336156,1.0068624227385228,1.0064092182262778,1.0062934959773222,1.0068269498706202,1.0063765102517486,1.006592494568581,1.005487225458441,1.1116164333443042,1.1168977358772278
24-2801724,,,0,1.0063144749453403,1.0088863538139383,1.0149590239899169,1.0079813436963383,1.0072147301693777,1.0091852529406566,1.0085688679513531,1.0083024812342223,1.0087128715072373,1.0080692953121084,1.0082448016488619,1.0069047844913508,1.1218994418419668,1.127046171162911
25-2801925,,,,0,0.9983537386733071,1.0112232966197643,1.0009352662452098,1.0005997595746403,1.004049572326926,1.0034912205501,1.0035742899990903,1.0047247727207196,1.0042875748533944,1.0046997970701332,1.0033646542901722,1.152016436298617,1.1571293964941116
26-2801906,,,,,0,1.1208099941688903,1.0050374871259944,1.0032210955115366,1.009803325584304,1.0079986697204835,1.0074216619343523,1.008501920026508,1.00723774937152,1.00763670831494,1.0053210752984951,1.2112700186958685,1.214609227394461
27-2802017,,,,,,0,0.9758382749326147,0.9827056857124181,0.9932869915970642,0.9936952489704354,0.995567227136686,0.9992165511604422,0.9994653345162882,1.0004549944521122,0.9992056675956508,1.21524285002592,1.1941984099812828
28-2801823,,,,,,,0,0.9981941501409111,1.0046312418617327,1.0021436385479099,1.0028104344935502,1.0059574312915884,1.0047196277763286,1.0055256902047653,1.0028995962564888,1.274641818911169,1.2427134532908328
29-2802110,,,,,,,,0,1.0152428323589284,1.0052636006393232,1.0048891683482173,1.008072595353493,1.0059996384466092,1.0067996723304178,1.0035259401225518,1.3115684791941664,1.271049254971262
30-2801894,,,,,,,,,0,0.9960762047205566,1.000997091658923,1.0066530270677543,1.0047512533326832,1.0058048858872626,1.0024968338368527,1.3372908754266495,1.2903815722462044
31-2801896,,,,,,,,,,0,0.985555583340627,1.0019479525161472,1.0014738917376755,1.0031550147258759,1.0002537542775547,1.36886484290059,1.3129068734051794
32-2801893,,,,,,,,,,,0,1.0129462394456585,1.0068564241322453,1.0079996971180611,1.0029538220493082,1.4382626933278853,1.3625528755831542
33-2805678,,,,,,,,,,,,0,1.0006669465142988,1.0045582482552735,0.999185330249716,1.5942104749557386,1.4655550080411075
34-2806910,,,,,,,,,,,,,0,1.0130063087540329,0.9983094637327141,1.4275706161895425,1.321259647614955
35-2806429,,,,,,,,,,,,,,0,0.9928251275983868,1.0300435638442647,1.0187409059580332
36-2806635,,,,,,,,,,,,,,,0,1.0195812678393288,1.0059190225630965
37-2805906,,,,,,,,,,,,,,,,0,0.9747116471697782
38-2806422,,,,,,,,,,,,,,,,,0
