순번_정류장ID,1-2800889,2-2800871,3-2805296,4-2805295,5-2800899,6-2805345,7-2805366,8-2805348,9-2805351,10-2805352,11-2805350,12-2805349,13-2805353,14-2805355,15-2805357,16-2805358,17-2806870
1-2800889,0,1.0086353689707803,1.0073695023069154,1.1696093892684962,1.1212217334953187,1.1080344744137631,1.090955854359686,1.0812280241406456,1.0751706012367883,1.070785532834544,1.1985680346745153,1.3726662932239104,1.6671300755800578,1.609971452930299,1.5609355312273956,1.5478710941394644,1.5123062891099857
2-2800871,,0,0.9936226855125896,1.2047681318701084,1.1391601958078446,1.1197641906616926,1.0986725409804472,1.0869676599696383,1.079894925042625,1.0748410059380071,1.21462338912944,1.4074891984505364,1.7399587733748165,1.6700580183182723,1.6111518931430133,1.5956097144747252,1.552255363172905
3-2805296,,,0,1.0103141023236344,0.9892916253262118,1.007372214761722,1.0058956157618284,1.0063137897854386,1.0056695405009222,1.005175126589234,1.1450979279325615,1.3390684094512548,1.6764459878387155,1.6100367341112742,1.55449454808791,1.5399158555332377,1.5015573627293746
4-2805295,,,,0,0.9221486926219105,1.0012542563876436,1.0006006907944138,1.0024648783394692,1.001956690804714,1.0015682738891896,1.2193400778571637,1.548821589441482,2.2105812487321352,2.011790947530782,1.866590863540708,1.8311105943008565,1.7291286989532793
5-2800899,,,,,0,1.0596245420660617,1.0315521466317783,1.0251161428373836,1.0208727485061833,1.0182097457563082,1.2898272776038358,1.725682687289694,2.7011746639894194,2.338124809930607,2.0988368092379917,2.0432764887529604,1.8838466680152328
6-2805345,,,,,,0,0.999295561056267,1.003766542827304,1.0025343563429923,1.001784710250518,1.3988684796670172,2.1382033967129774,4.451355491755841,3.2114744801512285,2.61825608266552,2.4983931316844092,2.1707778690911734
7-2805366,,,,,,,0,1.0089819419597639,1.0048020194512612,1.003096677710882,1.6791090479596926,3.469850884568526,48.86201579659522,6.4546983475816155,3.864639354634609,3.5089325021063713,2.679964108283268
8-2805348,,,,,,,,0,0.9985306653986695,0.9982478338993575,2.6895235882742656,160.35180003730645,3.5116669302268373,2.457436939523788,2.02044134561289,1.9368384976495074,1.7333068864741914
9-2805351,,,,,,,,,0,0.997903509275146,38.954098360655735,2.663246308308325,1.680348641630009,1.4759811727722958,1.3643670649217174,1.3407948644346441,1.303504308354872
10-2805352,,,,,,,,,,0,1.030727834776268,1.019191677907674,1.0104974004325222,1.0080493138847704,1.0065579986334212,1.0064791483397695,1.0401236888941412
11-2805350,,,,,,,,,,,0,1.0009049580603162,1.0001132556109442,1.0002155886422543,1.0002963120333432,1.0006163827214338,1.039954759797997
12-2805349,,,,,,,,,,,,0,0.9966329867491737,0.9982390262410611,0.9989368123658365,0.9994494041766626,1.0464438605603739
13-2805353,,,,,,,,,,,,,0,1.0004532853066757,1.0005087437834113,1.0011188173595909,1.0651157314695407
14-2805355,,,,,,,,,,,,,,0,1.0005591133493268,1.0016207356491642,1.0876145238583828
15-2805357,,,,,,,,,,,,,,,0,1.0051560739611638,1.1410881261889279
16-2805358,,,,,,,,,,,,,,,,0,1.1716873312146576
17-2806870,,,,,,,,,,,,,,,,,0
