순번_정류장ID,24-2807482,25-2805699,26-2805701,27-2805696,28-2805694,29-2805636,30-2805692,31-2807625,32-2803157,33-2803651,34-2806491,35-2803182,36-2807480,37-2807580,38-2803680,39-2803677,40-2806803,41-2806565,42-2805474,43-2807037,44-2805631,45-2805677
24-2807482,0,1.022066775179642,1.0166614264753522,1.021013687909823,1.0156675902816104,1.3023895431436816,1.8060810268504854,1.9102620913433364,1.741921140813032,1.6419021404212117,1.575463204129279,1.5077686581518095,1.4295168050912284,1.4049078913859516,1.581507182901397,1.7916895514448121,1.8447713840935291,2.0078153749373446,2.2311815501351346,2.252347312079872,2.1447008092326376,2.026806541350502
25-2805699,,0,1.0004477491080743,0.9997001273735495,1.0030488502744312,1.3915037883622836,2.1818350638962434,2.3354214317802957,1.9999965841219742,1.8262321620674573,1.7184065990409898,1.614754909762509,1.503015813542057,1.469222335155381,1.6785379839922439,1.9380963011543053,1.9975848388761892,2.1992482675397818,2.4871637377356057,2.5078208108687408,2.3548019630284225,2.1908097413341054
26-2805701,,,0,0.9995103775774691,1.0033522793888439,1.4449129965526506,2.4064904632201953,2.5889127469672903,2.1356793927187026,1.9171130829907121,1.7860583817439122,1.6634418133372795,1.5351733453865948,1.497033565892875,1.7201532623499582,2.0015885231540556,2.0634079497256717,2.2822352593593043,2.6000645318582642,2.619935584464171,2.4449269096397876,2.259314490352448
27-2805696,,,,0,1.0014710952293753,1.447631764200174,1.984402177449088,1.8020081231431675,1.576633616968172,1.4652730716882747,1.3998985786355276,1.3391933723071443,1.2738695664408368,1.2548810683011327,1.4681657953536358,1.7215951790508406,1.7899373687510358,1.99384075134524,2.281199917519119,2.307409055891374,2.1663865874014037,2.019392577067581
28-2805694,,,,,0,1.0095533272561532,1.0077275671425645,1.004456523702375,1.002926530617713,0.9986250814486864,0.9996771404393098,1.0020660942072686,1.00119820705836,1.00194150742585,1.211298049080374,1.4441720908539195,1.521305618811248,1.717214948609163,1.9854407557763143,2.0185901464098173,1.9049787646101128,1.7906713989729852
29-2805636,,,,,,0,1.0059935262528454,1.0011833284938634,1.0004059105757734,0.9955086572209133,0.9973725782710181,1.0006557196889911,0.9999776274198343,1.0009227127233495,1.2393764029833327,1.5120163866372105,1.5988384190861669,1.830592314085443,2.1600261798319624,2.1946584717706616,2.041923313713652,1.8916264468605304
30-2805692,,,,,,,0,0.9911392649157313,0.9966732728240166,0.9910096798257216,0.9945646411407335,0.9993351329676947,0.9988840920374364,1.0000908949057952,1.2789412514795209,1.6115429046800813,1.711356622384955,1.9979185054841262,2.4278493912704286,2.462192720861386,2.2407534601685124,2.0311270816119906
31-2807625,,,,,,,,0,0.9970155197498377,0.9897420506185033,0.9943118039415014,0.9997889003000724,0.9991632898835268,1.000442895997502,1.3047160659169006,1.6752181633790173,1.782506037725123,2.1051957064289466,2.605925969658669,2.6383752260624127,2.3660890135349346,2.115148071841973
32-2803157,,,,,,,,,0,0.9808356530530281,0.99255679625257,1.0008999022082077,0.9997099910114511,1.0012032969432643,1.3772724580722717,1.868120736259493,1.994991880627784,2.1914947610683786,2.809253884167003,2.8397447063060763,2.487195884637204,2.1792352345250197
33-2803651,,,,,,,,,,0,1.0057648131039476,1.0106716920250314,1.0046716382917065,1.0057112446221412,1.4718583507026821,2.136690798271244,2.282681392176706,1.9990991299959702,2.024628488333421,2.074300155046331,1.9005469258438275,1.7450056196175463
34-2806491,,,,,,,,,,,0,1.0144067091930675,1.004339023097772,1.0056981491697319,1.5970523385954176,2.552040239668124,2.712278435819892,2.241584976159528,2.0299370133337384,1.9086381466456568,1.7598077357200321,1.6300669106200005
35-2803182,,,,,,,,,,,,0,0.9976348192574758,1.0015780848524085,1.9147694958511194,3.9856465053227543,4.057127802711679,2.8209495950352137,2.3985136285209494,2.183639279464896,1.9442631085107434,1.7481766728986277
36-2807480,,,,,,,,,,,,,0,1.0112539256751776,1.0953729579926217,2.5789681567734433,2.861162744895758,2.10956476571412,1.8520122810098945,1.7207414282753812,1.5719354173726587,1.4596171686180461
37-2807580,,,,,,,,,,,,,,0,1.0175718129741873,1.2778258465616281,1.5996378048749642,1.4110434725186118,1.3322530453129031,1.288466948478963,1.2324820115442399,1.20018382690109
38-2803680,,,,,,,,,,,,,,,0,1.0028523547530404,1.0074805741348078,1.003818615289755,1.0018197523046608,1.000339680210615,0.9927326804143296,1.0094232543602195
39-2803677,,,,,,,,,,,,,,,,0,1.0116848743429208,1.0042516708505167,1.0014824043497457,0.9996629705490051,0.9906021978137498,1.010468109854861
40-2806803,,,,,,,,,,,,,,,,,0,0.9969762934744583,0.9957586116893616,0.9922316215894197,0.9825675536105555,1.0089958201725036
41-2806565,,,,,,,,,,,,,,,,,,0,0.9941233061623249,0.9886652502577502,0.9761719602118321,1.0123142211469764
42-2805474,,,,,,,,,,,,,,,,,,,0,0.9817270865723713,0.9673096854123292,1.0170225864566176
43-2807037,,,,,,,,,,,,,,,,,,,,0,0.9581551297061559,1.0260443611946772
44-2805631,,,,,,,,,,,,,,,,,,,,,0,1.0717872280018657
45-2805677,,,,,,,,,,,,,,,,,,,,,,0
