순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2804147,14-2804149,15-2804151,16-2804162,17-2804164,18-2804166,19-2804656,20-2804168,21-2806206,22-2804654,23-2804651,24-2804649,25-2804648,26-2804646,27-2804327,28-2804329,29-2804645,30-2804198,31-2804200
1-2800270,0,0.9992239779422376,1.0013822496112423,1.0020618947973834,1.0038796305455182,1.0049905906216348,1.0047971491228072,1.0023459556744316,1.002590579848442,1.0029062164430518,1.000290903487045,1.001866984442716,1.0029003947728072,1.0021642252627518,1.0030646039882576,1.002665070237895,1.002490894701876,1.0017852670848217,1.0010894116609401,1.0019161260152514,1.0005242827681857,1.0014800654994462,1.002118592989313,1.0017954189628318,1.0001880805233294,1.0041622323850332,1.0036132723600992,1.002928326914977,1.0031129409130886,1.0319178446650463,1.0310309299062528
2-2800268,,0,1.0039856855786276,1.004193236448981,1.0076051987443617,1.0086678491798389,1.0075058514858988,1.0031170696066471,1.0033351109800113,1.0037140901306232,1.0002341552277305,1.0022064606969892,1.0034248418470466,1.002476179802856,1.0034478136345528,1.0029393181792734,1.0027087327106097,1.0020415326111338,1.0011458457507432,1.0020455704244562,1.0006328610312938,1.0016558962007578,1.0022367006268467,1.0019769793290432,1.0002463859497148,1.0043742146808812,1.0038625670723869,1.0031351766308845,1.00332389037708,1.0336218851153232,1.0326382539098218
3-2800264,,,0,0.9979549906217147,1.0052962351982582,1.007588681687158,1.0064266569818756,1.0017412051030326,1.0022191576711525,1.0027182743169498,0.9990403207855506,1.001358096644614,1.0027815068542145,1.0018670723265852,1.0030198034274023,1.0025568335173647,1.002371587991451,1.0015784299420294,1.000803947201832,1.0017451843244802,1.0003162532269212,1.0012873828470965,1.0019084396185198,1.0016518561531047,0.9999324586506851,1.004232056323872,1.0037128593100297,1.0029739965059379,1.0031709499777604,1.0340377939729029,1.033023893679251
4-2807245,,,,0,1.0221610511634738,1.0154400237498764,1.0043958089839993,0.9996029701469918,1.0005951151972987,1.0013029286691482,0.9973901604128446,1.0002364954426946,1.0019605660954038,1.0011047754225662,1.0025055535355742,1.0021039309091573,1.0021275209614777,1.0013227881970124,1.0002764305795588,1.0012739823950052,0.9998359354910971,1.0010819990057251,1.0017365649951337,1.0013830800907935,0.9996613038031098,1.0039984322690871,1.0035468629919806,1.0027200293100884,1.0030006937387625,1.0345499455944687,1.033498619416564
5-2800262,,,,,0,1.0117446684855433,0.9999186015750596,0.9970065141901197,0.9986501247922887,0.9995749142226767,0.9957674858086715,0.999034757190536,1.0010144922555615,1.0002889568430442,1.0019211103297698,1.0016105775220434,1.001709290639787,1.000927503249255,0.99988720006674,1.0009172371503112,0.9996022811550626,1.000670775418295,1.0013637909369946,1.001208351514327,0.9994938031432699,1.0038073324205292,1.0032786425583173,1.0025974702982148,1.0028121561595018,1.0346719219022802,1.0336068079955703
6-2807367,,,,,,0,0.9899104785520819,0.9931032198153664,0.9960807388389358,0.9974158708064288,0.9936064389797598,0.9976273823936489,1.000015777267062,0.9994204980901527,1.0013597000587011,1.0011357847811644,1.0011537342990044,1.0003966906969037,0.99962568179147,1.0005701083865841,0.9992478994190038,1.0003715503048252,1.0011041484101444,1.0008550155761535,0.9991599085730286,1.0036524766068582,1.0031166364546371,1.0023494660197598,1.0025756438650029,1.0350899657233485,1.0339929413104847
7-2800265,,,,,,,0,0.9945584811646312,0.9979432120326736,0.9994066077622954,0.9943095283886831,0.9987890997380754,1.001264519712537,1.0003562372607373,1.0021888641751528,1.0017935766186759,1.0018710224273735,1.0008589157487209,1.0000252879027731,1.0009898358916647,0.9995814208438267,1.0007165783401157,1.001549233092168,1.0012785728653075,0.9993895664887437,1.0040576822831546,1.0034221630175342,1.0027098321677865,1.002929723467839,1.0360848169868027,1.034932573769599
8-2803682,,,,,,,,0,1.004600232458555,1.0061718214251614,0.9941308751234592,1.00087877309756,1.0037630506198665,1.0019549629693145,1.00363236223261,1.0028618889982952,1.0027514333267877,1.0015342362723858,1.0004136807098323,1.001746138624766,1.0000090021417154,1.0013192211530146,1.0019388041529114,1.0017440588753954,0.9996682094910384,1.004576948312338,1.003980223351082,1.0031379818553547,1.003354878027879,1.0381951568334071,1.0369155546376483
9-2807369,,,,,,,,,0,1.0100101595649313,0.9881164284270917,0.9996307218874214,1.0035674495951246,1.0015232455751086,1.003529055313809,1.0027207888226946,1.002630705778101,1.001534084176433,1.000353769614492,1.0016017963631876,0.9998012956739744,1.0011834126428085,1.0019540556257895,1.001639708792898,0.9996115764092415,1.0045762826576594,1.0039628746353515,1.0030977830603676,1.0033218672214677,1.0390862351964578,1.0377430987623422
10-2804135,,,,,,,,,,0,0.9813827281896697,0.9979786233473757,1.0028859185036212,1.0009162685484276,1.0032338487052868,1.0024702029680441,1.0022230005694224,1.0013291743660055,1.0001388379677778,1.0012658421767242,0.9996086256868436,1.0010313834704587,1.0017095837043817,1.001399251300276,0.9993878064862197,1.004511923883636,1.0038927888733231,1.0029341456640652,1.0031662555446557,1.039405474301687,1.0380369957332223
