순번_정류장ID,1-2805574,2-2804896,3-2805037,4-2805221,5-2805253,6-2805251,7-2805249,8-2805945,9-2800591,10-2805192,11-2806572,12-2806213,13-2807459,14-2803766,15-2800351,16-2800549,17-2800543,18-2805270,19-2800536,20-2807212,21-2803764,22-2800530,23-2800523,24-2800519,25-2800517,26-2800515,27-2804977,28-2800507,29-2800503,30-2805796,31-2800506
1-2805574,0,1.081702530969671,0.9736766126268342,0.9948692010553026,0.9908253418984337,0.9920401224775125,1.0401571704704373,1.05008489966725,1.0446780794992947,1.0426388142805125,1.033369746370044,1.032892290569504,1.0452446227945622,1.3224270789713566,1.2928875197551222,1.2766276550713223,1.3003115808030528,1.3369775262450656,1.34713018979471,1.595977612276457,1.8174078669403742,1.8226013248042012,1.7711063714399466,1.730956044070168,1.7062362147731929,1.6821490289021406,1.628757718416271,1.6025327850248694,1.5798877758893142,1.5694624970824311,1.7978597161812975
2-2804896,,0,0.9248725912970055,0.9735248398930548,0.9773338348885822,0.9831522158436606,0.9975546429773273,1.0063127059685097,1.009034023085892,1.0113071481635656,1.0066705294438185,1.006976155032514,1.020827267825944,1.2524910389065749,1.2297659259629252,1.2172562285245303,1.2413879566494492,1.278353193600009,1.2943762712922313,1.5334893507123517,1.7456064789424912,1.7513492087476659,1.7051623401448546,1.6690311286659025,1.6467180719547625,1.6250445768022996,1.5767849028701895,1.5530247488389435,1.5325627714476846,1.523208320397492,1.7474153310178964
3-2805037,,,0,1.0432780648090103,1.0061293131130555,1.0012441280712363,1.0136663691938486,1.022640530647455,1.0222193851379848,1.0229654296696975,1.016325303499706,1.015875227257254,1.030622035541735,1.2328573411046349,1.210896643936086,1.1989090719405526,1.2243801092256617,1.2632247792740763,1.2243977804732136,1.367664447515054,1.5514874187021719,1.5584320586197664,1.5265507223344728,1.5012847695137532,1.4854943067533792,1.470346732020882,1.4360091221964677,1.4189467287853053,1.4044028871339473,1.397939865261373,1.6072605621706904
4-2805221,,,,0,0.9830817589821161,0.9896274806642904,0.9956529581670428,0.9959410140553987,1.001863406914787,1.0057232645766787,1.0009413188178387,1.0017995370795016,1.018266761242406,1.2330620840189908,1.2099409639182197,1.1974256536892456,1.2241438637778652,1.2648262774389765,1.224201700475788,1.25933139152553,1.4262784297166164,1.4338829812665461,1.4103278451640555,1.3914624627476853,1.3795479176202863,1.3683006447613273,1.3423725387293044,1.3293998127608775,1.3184927302583105,1.3138137041962545,1.5137213131337635
5-2805253,,,,,0,0.9948844144874069,0.999713905302655,0.9992505407435681,1.005555593161722,1.0094838146470841,1.0033530680466043,1.0040941151174712,1.0226121224504896,1.263367529377031,1.234407233965881,1.2189965155572313,1.2480132228343206,1.292240469144692,1.2437620795670965,1.2210294782371196,1.3068491778271887,1.3151302335081216,1.2986471534339583,1.2852774242503067,1.2767148903585666,1.2688732885591494,1.250352052474683,1.2410195751580935,1.2333806947229669,1.2303206640578994,1.4235717180506466
6-2805251,,,,,,0,1.004753574175095,1.0022153223045205,1.0098212078483526,1.013961532920138,1.005441816043339,1.006090923276886,1.028156578170583,1.3118330096316957,1.2721687168563984,1.2516478865987795,1.2841566236701598,1.3337837036394795,1.2721438734361985,1.2441220866779326,1.339116484409964,1.3479737591450172,1.3279683990331344,1.311949745781883,1.3017986355892528,1.2924599177486045,1.2707305787101415,1.2598894481825527,1.2509954503474825,1.247378042973586,1.4554149675173498
7-2805249,,,,,,,0,0.9974822479629668,1.0129677384225095,1.0177934777216484,1.0056541371803367,1.0064410699889894,1.0337046727138588,1.3760661127481992,1.3197586310527818,1.291711410926539,1.328447860405961,1.3846438331119217,1.3049499640383337,1.2700860479574858,1.3759042255124017,1.3853816201209326,1.3609136226292882,1.3415983174737451,1.3294960248685266,1.3183282980255244,1.2927454669172058,1.2801196672296757,1.269751071314797,1.265480121839838,1.4899531620324151
8-2805945,,,,,,,,0,1.0207063356612602,1.023636045873937,1.0072822482574768,1.0079088468169688,1.0389852724882849,1.4239469820558972,1.353794273007496,1.3197840015668278,1.3592280632582003,1.4196725909585375,1.3266257883961787,1.2869387328040012,1.3876147560234608,1.3974799352601297,1.3709782287885899,1.3502005506880874,1.337248507076609,1.3253072335312364,1.298129175343123,1.2847878961636723,1.2738502178712086,1.2693394924818955,1.5021712264655755
9-2800591,,,,,,,,,0,1.0276120399058302,0.9983860313301435,1.0016693195404318,1.0030025314488928,1.239359634604833,1.1975831718669547,1.17777287708333,1.2227699234997256,1.289767281856678,1.2232004256824327,1.1954360485586677,1.2985327477428126,1.3095983757163316,1.2885033792795368,1.2718896265055268,1.2614534705182125,1.2521160576658392,1.2305154405867869,1.2199025377164519,1.211446350654053,1.2081953015220848,1.4440297691107187
10-2805192,,,,,,,,,,0,0.970455008074256,0.9871068941770602,0.9929008567931458,0.9992009553747165,0.9991136899424374,0.9993672087836147,1.0478022630202266,1.1179668998793726,1.0911655070029154,1.0803245476529242,1.1809080653513964,1.1929641050672875,1.1802234515885306,1.1699444133779922,1.1633046082701342,1.1577906895470074,1.1443271864701294,1.1376341130388796,1.1326644048763428,1.1311338712695653,1.3620344386594376
