순번_정류장ID,1-2806423,2-2806421,3-2807340,4-2806518,5-2806516,6-2805650,7-2806076,8-2806907,9-2805881,10-2805657,11-2805658,12-2802147,13-2801897,14-2801895,15-2802108,16-2801822,17-2802049,18-2804800,19-2802084,20-2802061,21-2802077,22-2802090,23-2802083,24-2802070,25-2802055,26-2802063,27-2802086,28-2806708,29-2802099,30-2802119,31-2802103,32-2802052,33-2805597,34-2801952,35-2801176
1-2806423,0,0.9463814284205709,0.9985770909946047,1.0006785505434452,1.2364851723235564,1.4495835515230264,2.266930992597346,2.004109912918458,1.825025064540059,1.741780093661368,1.6566736204220918,1.5672816857324599,1.5417874159076055,1.6322748702545127,1.575060467634746,1.5192576390712633,1.442723026823434,1.409112442449878,1.3875490962206944,1.3882063225507988,1.390128158995322,1.4260965527598077,1.398508192757296,1.3961912850092204,1.3821059999880585,1.3677354804093935,1.3387895487196788,1.3250322889931638,1.3154642051697218,1.295421439359413,1.289957025294309,1.3628628777786724,1.3718214236440311,1.4286995119900647,1.4017624763019898
2-2806421,,0,1.070934213843639,1.029116070989627,1.3616385310419883,1.622507383849279,2.8710738306114028,2.3610675487430908,2.0526684982311347,1.9162459296224403,1.791169757956788,1.6664167252491258,1.5935829054523394,1.5547419116931798,1.5028022208439973,1.4532149528981113,1.384827883206867,1.3551782509356263,1.3359061592729544,1.2899096839959225,1.4226008541220136,1.4607449397790488,1.428869289035634,1.4264875493922358,1.4098528617887092,1.3934507024099196,1.3608355714436624,1.3453178801421697,1.33500306953205,1.3126956432785097,1.2976846277393903,1.2865714211525576,1.290981297346278,1.3483218743349346,1.3273897804023482
3-2807340,,,0,1.0037210335930074,1.4929772571527258,1.8043031015409194,3.7511610337972163,2.7695763341795665,2.2761946293621143,2.07513725837901,1.9051119261121046,1.7439289368420996,1.6522129125827936,1.6057091794355765,1.5433339165901465,1.4855006042631203,1.4071666186750553,1.3733354489410527,1.3522627379573586,1.3014674776130841,1.44285320111448,1.4825024804193307,1.4470905637286358,1.444303736598172,1.4258919161437529,1.4083032677564806,1.3730806879267916,1.356347909127808,1.345051920608275,1.3212538693788665,1.3051273425840493,1.293403762638347,1.2977530826781576,1.3568332237825513,1.334882751619797
4-2806518,,,,0,0.9836800139511902,1.0465174810845244,2.260639037061584,1.8753158575974533,1.6624578669849048,1.5809559161936486,1.4973536198062112,1.4150427298502408,1.369075444901632,1.3441477815036615,1.3095091268334684,1.279195245134792,1.2352508556275146,1.2170315129143396,1.2043252891759444,1.175898249645805,1.3057417900767934,1.346229473877259,1.3219409170873995,1.320618844815632,1.3082064419134847,1.2958209589232732,1.2705621641878642,1.2590614364939547,1.2510155544485944,1.2340181030818094,1.222578989194979,1.2155167402421576,1.2223167690838137,1.2821433549500036,1.2653738080927561
5-2806516,,,,,0,1.0043896470588236,1.352665849847067,1.2463117515940076,1.1938996380692914,1.1893367412012734,1.1642787363032423,1.138368555673832,1.1259736139073795,1.1181427367312902,1.1046756137643587,1.0967595799995566,1.080921592418944,1.07542357746896,1.0700772572427348,1.0980283215744988,1.2336785705158333,1.2756923001368945,1.2562106768292658,1.255910707195553,1.2458127433975845,1.235956486777915,1.2153135164745341,1.2063269417943983,1.1999519439932482,1.1862429049311638,1.1783145755037256,1.1724516555736426,1.1805355719735466,1.2419356909166808,1.2277330779731577
6-2805650,,,,,,0,1.0221843229272036,0.9912108626398828,0.9959581487244304,1.0406778655810922,1.034496407278056,1.0276166753773595,1.0276160942794443,1.0259918873055598,1.0198664855987678,1.0207571935304054,1.0155527225423646,1.0151502047735985,1.0125900533491703,1.0266510989190354,1.1635169870297306,1.208313728502703,1.1931418755807868,1.1938656615686831,1.185841268192929,1.178293137135531,1.161832805221846,1.1551920036680543,1.1503728093617893,1.1397169826822562,1.1325450230608085,1.1304332119192315,1.139942863340254,1.2039001894765464,1.1919833697200166
7-2806076,,,,,,,0,0.9298267308182322,0.9714904621289898,0.9985119980706619,0.9991891871787433,0.9983208650948414,1.0030972907756048,1.003299051084898,0.9984323865049255,1.002405035818633,0.9997030033949668,1.0007738721344728,0.9987189008911485,0.9992172404232165,1.100432296702816,1.1488136790779562,1.137547393916862,1.139271633709775,1.1331031889703689,1.1276400773525272,1.1149040838217799,1.1103839135469196,1.1069616847657675,1.0990256637081706,1.0936853470241927,1.0938161928834171,1.1093315399185204,1.1764530864321963,1.166075850072123
8-2806907,,,,,,,,0,1.0085491450854913,1.0311024266044608,1.0220802204311914,1.01430666714478,1.0168853431188316,1.015641652738564,1.0084020845926387,1.011347010196473,1.0065847406146593,1.0070261702303311,1.0043969381720141,1.003949181440534,1.064748980311194,1.1148330543136313,1.1060799134740715,1.1083974678995245,1.103410236602642,1.0992478661508742,1.0888265402167208,1.0855863822806733,1.0830043867840913,1.0766972910832646,1.0724427011688038,1.0992856463231029,1.116024395127178,1.1853800285974627,1.1740032296795557
9-2805881,,,,,,,,,0,1.05688981029108,1.0300629022331376,1.0163549545682533,1.0191222253723429,1.0172931776466159,1.008373364577231,1.011796893213249,1.0063401406393178,1.006858684416946,1.0039725573248428,1.0035672118733991,1.069340925673197,1.1233750265862126,1.1132347058633678,1.1155832691666485,1.109927825777895,1.1051647518709102,1.0935667070838115,1.0898851034348074,1.0870009686056552,1.0800749185678515,1.0754368181427714,1.1033683273778523,1.1207267990715297,1.192881397246747,1.1804895073644839
10-2805657,,,,,,,,,,0,1.0014705643392212,0.994622189515071,1.0051916648886994,1.0052087284866384,0.9968155736709157,1.0031672139479495,0.9992317950311889,1.0007229058220664,0.9980369769893817,0.9987953294933406,1.004085081747037,1.059703685464461,1.0550743670643996,1.0585560388698627,1.0554576043488335,1.053431016321784,1.0466916241687274,1.0455776663497633,1.044372951667088,1.0406917832537468,1.0381860720284901,1.1049272865317195,1.1229262415568284,1.197769635255552,1.1845574520414048
