순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800296,28-2800298,29-2804064,30-2804535,31-2804537,32-2804572,33-2804066,34-2804611,35-2804086,36-2804613,37-2804089,38-2806223,39-2804091,40-2804093,41-2804615,42-2804617,43-2804094,44-2804619,45-2804097,46-2804621,47-2804623,48-2804098,49-2804625,50-2803915,51-2806315,52-2804627,53-2803913,54-2803911,55-2803908,56-2803907,57-2807376,58-2803905,59-2803903,60-2804629,61-2806221,62-2803901,63-2803899,64-2807378,65-2807381,66-2803897,67-2806317,68-2803895,69-2803893,70-2803891,71-2806220,72-2803889,73-2803887,74-2803885,75-2803883,76-2803881,77-2803879,78-2803877,79-2803875,80-2800253,81-2803871,82-2804720,83-2806360,84-2803868,85-2803866,86-2803863,87-2803864,88-2800255,89-2803615,90-2803614,91-2803859,92-2806227,93-2803858,94-2803611,95-2803609,96-2806232,97-2803608,98-2803607,99-2803606,100-2806297,101-2803616,102-2803853,103-2803850,104-2803617,105-2806299,106-2803618,107-2806300,108-2803600,109-2800273,110-2803601,111-2804331,112-2803581,113-2800271,114-2805489,115-2807150,116-2804581,117-2804582,118-2807389,119-2804032
1-2800269,0,0.9989815947701196,1.0016723380552544,0.9953788190315304,0.9989439209921254,1.0021359445539517,0.9973750582398728,0.9984169514126175,1.0117511958386158,1.0024324659172101,1.0030738300188435,1.0035707432278937,1.0030562542253634,1.0027199278774859,1.0028616285987628,1.0028216672298205,1.002088584272744,1.0014949836687443,1.0027917898371288,1.0034501054568683,1.0017381724582426,1.0036050602410385,1.0025635654489031,1.0026124396493787,1.0023336354070331,1.0020672923567955,1.0020989554495097,1.0024756496934755,1.0054991222394103,1.005166814873839,1.0054537633655651,1.0058281339328616,1.005284544227675,1.0051901314568086,1.0055127847085732,1.0052873925121357,1.0048602621832048,1.0047167080165884,1.0048066872210277,1.0046482662340719,1.0047408529640516,1.0046748561077297,1.0046102749873693,1.0045840121580982,1.0044949640653102,1.0044179588735571,1.0041162932361025,1.0043659257144988,1.0040695633088257,1.0041105589731567,1.004061981253021,1.0041128533842714,1.0040167650582241,1.0039983912550972,1.0039469860069357,1.0039449657467248,1.0188973901284326,1.0505530631463407,1.0834422767221301,1.1492715982988082,1.1898438058809044,1.2154364136046558,1.2393305181212733,1.2600123523637117,1.3739689064623786,1.3936231766003766,1.4212839322059478,1.4605114640543462,1.4952190496477211,1.548760430302719,1.7392229765150136,1.842132706817134,1.89958357646403,2.0050631624255533,2.079245242908049,2.0999536222518493,2.1107040631335408,2.167351186860057,2.3381169477575665,2.404106126383738,2.4438986538672056,2.5202586175915065,2.875497097489721,2.981609814951605,3.093352222285129,3.2332711515078,3.299654253455845,3.344000917724131,3.541597505582097,3.9410864155390266,4.112409522331308,4.223747475730366,4.59198025464621,4.798272867711261,5.637594599823144,5.956198776716947,6.260405194799646,6.7855891524950085,7.125857646260065,7.854127807412355,8.340796603988844,8.670673246631491,9.40505925898575,10.738899354797764,12.239630742954406,13.162326024298988,14.43743101100787,18.176864715179835,21.892702509527854,24.1172309625209,26.28595180388023,30.334959508863104,42.22947945222901,71.39622390356365,143.05531124662897,154.68095583735396,84.29048544587904,69.94380460302808,289.50153746897746
2-2805488,,0,1.0048549440877443,0.9937551860976039,0.9989318868348576,1.0029910926734393,0.9969835647870999,0.9982974142610239,1.0140444901412675,1.0029303383962764,1.003625675170638,1.004140078576277,1.0035237639940116,1.003080728208138,1.0031719844352038,1.0031195281685878,1.002307329351493,1.0016532057492704,1.0030170725836167,1.0036867055458312,1.0018762429840984,1.0038146595112833,1.0028005225421768,1.0028419243324127,1.0023689113701095,1.0020077193433803,1.0022036156913452,1.0025120054808536,1.0057819971632203,1.0053591176853998,1.0056479335499517,1.006028291700234,1.0055246553277488,1.0052898708803375,1.00561699106121,1.0053832494038437,1.0049433211430963,1.0049045365613039,1.0048302055943281,1.004773639316235,1.0049185183676523,1.0047439313395377,1.0045782899717366,1.0046489798861216,1.0045562693163663,1.0044762781137362,1.0041226598444213,1.0043768071247785,1.004203915023841,1.0040740952755451,1.0041931110335922,1.0041187501739517,1.0040209557830186,1.0040422643863338,1.0039498830743643,1.003986463622807,1.0191416713659656,1.0514033043782098,1.0847707962407074,1.1517760946340785,1.193108533005259,1.2191938643997082,1.2435583437974131,1.2646544151781243,1.381019866427013,1.4011097569719586,1.4293957087345748,1.4695317875825868,1.505063853302284,1.5599169795281458,1.7554303731213114,1.8613212333632276,1.920507538035827,2.0293189038389516,2.1059593952582554,2.1274093683980135,2.1377895850674604,2.196482277531982,2.373357046121702,2.4418277713359067,2.4833241162428483,2.562202804997755,2.9328964251018723,3.0443995472819103,3.161127305452467,3.3081396181658915,3.3779955392827294,3.424702329794128,3.633242238609216,4.05686583710262,4.239338299867855,4.3582037262710065,4.753867801364299,4.974941720585284,5.8877806195234195,6.237123573819439,6.572428159671768,7.155111513462703,7.535343050255889,8.356442428212215,8.910576858649328,9.28876888408665,10.138159103053466,11.708177929554086,13.517378047044723,14.653030115248677,16.252718172223293,21.15593516885094,26.370548609346944,29.66991911927716,33.022131607905735,39.67952004205787,62.838141992337,97.46795799282786,311.1033315527893,145.71232003112976,81.29312014632248,67.78645064437619,90.3101808393379
3-2807373,,,0,0.9869228044341957,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0026629671214677,1.0034674904618601,1.0040563116950432,1.0033807628050633,1.0029229836203561,1.0030499176955996,1.0029976533471747,1.0021460890294855,1.0014732213864805,1.002920365923008,1.0036319582181368,1.0017445269132415,1.0037731988203693,1.0027292267011532,1.0028690917260308,1.0022893260151964,1.001920609181708,1.0022086719426546,1.0025259120882,1.0058857653874567,1.0053727280079578,1.005668570579478,1.0062019006977998,1.0056762039564588,1.0052355479594612,1.0056335890620374,1.0053944367104852,1.0050618519165877,1.004849045722617,1.0048854043854314,1.0048261226688269,1.0048133388312677,1.004741929563474,1.0047234135524452,1.0046453901964534,1.0044554104870413,1.0044233351876648,1.0041561850596088,1.0044138493134422,1.004193876749428,1.0041916054222941,1.0041831443006786,1.0041078464601252,1.0040087666852768,1.0039899653855995,1.0039371477441636,1.0039744383822218,1.019340410708345,1.0519773581023617,1.0859191290715833,1.1539563083985493,1.1959568727171164,1.2224755706094126,1.2472542131009652,1.2687150994406216,1.387206313064311,1.407681333579231,1.4365203224150866,1.4774607491854097,1.5137235564158371,1.5697405674177831,1.7697498886615033,1.8783040769723416,1.939043998597192,2.0508441624642297,2.129694958620983,2.1513253801371963,2.1618393448570106,2.221987599445961,2.4043202746411976,2.4750142086567566,2.517732854395682,2.5998283700807794,2.9844677810001126,3.100030496653129,3.2222237497939785,3.375775011907968,3.448839579832132,3.4977302361725844,3.716425047409193,4.162602082103527,4.355561657782454,4.481530750611859,4.901239605037498,5.138433405235909,6.121079363427731,6.5004256686802835,6.866314698528943,7.506108324102936,7.926450547983857,8.841959042537338,9.465724283208688,9.894289943823853,10.865188330651746,12.691439292928903,14.84773473703154,16.23067200584353,18.218617973114526,24.618178918863638,31.983719323128366,36.97404779995012,42.32918150925325,53.93360456145678,108.09242283472697,58.703294665325174,101.05226545665116,73.93116674119591,52.73399294960466,46.700919152615654,56.79997536145166
4-2800272,,,,0,1.011532534672168,1.0169355100451138,1.0007846095049113,1.002321584162187,1.027490770045012,1.0072508182856668,1.0078404032967971,1.0080848447335822,1.0068602354147034,1.0056242293618487,1.005204041232465,1.0050678406798985,1.003890747817213,1.0029355913355291,1.004415722992875,1.0050089069653199,1.002891697618422,1.0049397590071774,1.0035694994266955,1.0036812536138418,1.0032279178067576,1.0027961204555325,1.0029703574266942,1.003288005649182,1.0067747988132483,1.006138846790051,1.0065732628180504,1.0069547732068496,1.0063629553237041,1.0060010020666217,1.0063199511413725,1.0060525350689948,1.005689428264757,1.0055070710227332,1.0054200073531403,1.005398295121007,1.0054855515095942,1.0052796825786774,1.0051974198916274,1.0051618159002593,1.0050490643415866,1.0050008320466435,1.0046149630978156,1.004873094401041,1.0046376251904054,1.0045854116834534,1.0045722623111841,1.0045315399426942,1.0045091685935312,1.0044389063851558,1.0043759940755326,1.0044069673417597,1.0201718799952688,1.053506344721754,1.0882853413843478,1.1581819430587275,1.2012245059775593,1.228593027142215,1.2540838139309554,1.2761723552191198,1.3981946858766492,1.419331464323337,1.4491215267734785,1.4915942738817718,1.5291222899623282,1.5871570627194307,1.7947887559326428,1.9079749250306837,1.9714222159208918,2.0887003543548532,2.1711668286932118,2.193539803086584,2.203805180919355,2.266965444361893,2.4591276046094945,2.533779501996293,2.578966561181216,2.666288829669592,3.0752135522347284,3.198879972758817,3.3306406913999886,3.496053371790962,3.5749558893982663,3.6278255500315724,3.8650949698856234,4.35199955012763,4.564398226229291,4.703593113019821,5.170322727892905,5.436092008832111,6.5531308222070574,6.99130408299029,7.417788087396058,8.172302870105646,8.674406643955681,9.78602593020499,10.557536568972019,11.094577997084011,12.332381902227754,14.74468472030527,17.741790728753426,19.75518678696233,22.78419839967022,33.76833078620017,49.38185945374855,62.394058519413456,79.32327495121011,132.9451841102848,377.34598289103604,87.38782726690876,54.1646260490674,40.7542716442793,33.36662196880916,30.84831804422566,35.21636160103356
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0037044131215596,1.0048177876607989,1.0055015545247317,1.00438199354062,1.0035533518787725,1.0035667849916887,1.0034821023748846,1.0023980072200611,1.0015719950566144,1.0032505487041037,1.00402352269124,1.0018560291708656,1.0041161436885901,1.0029157160344622,1.0029575535211352,1.002517588179581,1.0021047251248365,1.0023187284125947,1.0026602383997703,1.0061992767076566,1.0057216732868217,1.0061057294821405,1.00643422119637,1.005858234020957,1.0055837891221058,1.0058615258411319,1.005664924163715,1.0053048348178344,1.0051314146989612,1.0050480158278816,1.0049804575409578,1.0051324939132888,1.0048832023303458,1.0048081001549196,1.004776958107399,1.0047243699482666,1.0046348739513382,1.004301495476008,1.0045219219935757,1.0043356650655626,1.0042864792165154,1.0042765645449507,1.0042839410394984,1.0041783799824389,1.0041133160233409,1.0040559478874154,1.00413344963504,1.0200569580116596,1.0539966347854324,1.0893388117824019,1.1603230295067537,1.2042367856848084,1.2319984636468966,1.2579662722155363,1.2805936832290041,1.4050974613032436,1.4266864054930237,1.4571269471738746,1.5004003950268279,1.538943977439213,1.5981919648626113,1.8113659265472093,1.9277711709992205,1.993105957972926,2.1137795077466945,2.199219641671169,2.222109466821226,2.2321888992626193,2.297614964263404,2.496456371953774,2.573907749263717,2.6208443982828484,2.711231686801551,3.1383499742042456,3.26787269006815,3.4056132274123687,3.5795841185345205,3.6627137826052056,3.719159373292699,3.9692747260211427,4.487741716857001,4.715799841511079,4.863920896846922,5.366456710868063,5.654207375572475,6.876696683328728,7.362010804420291,7.837637827501682,8.686701542955262,9.257349503782486,10.537071003389899,11.438450702746037,12.072536308971276,13.554915358089838,16.531541776147275,20.398885013439426,23.10909814729171,27.368804826302032,44.935640671914314,68.59347075756129,96.65681698079973,144.51623898954864,548.0383704660425,106.91272812743107,52.93201179654629,38.593406950404464,31.266995273552165,26.728906378260422,25.089543656019952,28.019594330164548
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,0.99991932863826,1.001689622640305,1.0029209810925535,1.0020130328605947,1.001696729517234,1.002162878453043,1.0021313603006807,1.0011591337701555,1.0004660204646487,1.0023012518745318,1.0032257806497389,1.0010368473280387,1.00345890232309,1.002323490138544,1.0022875620800993,1.0018659547476891,1.0014760076627764,1.0017261140945521,1.0022663357880832,1.0058071216251134,1.0054132359085965,1.0056548873136544,1.0062381215011125,1.0055170576786365,1.0052576932026476,1.005552907379345,1.0052979132659112,1.0049435999885743,1.0047801600352677,1.0048201127765914,1.0048165733463605,1.0048030921430644,1.0046187229706045,1.0045487105619189,1.00452057698473,1.004475502810284,1.0044904545171984,1.004062608422293,1.004383109437181,1.0041517670100577,1.004104465872359,1.0041414984606576,1.0040188440578424,1.004002950921101,1.0039406188752726,1.0038443613554704,1.0039672700020015,1.0200859949191112,1.054361492065344,1.0900652203707806,1.1617101263448957,1.2061145595611058,1.2343080385346987,1.2604694218665085,1.2832490992837315,1.4095942684455884,1.4314756198639866,1.4623370698288047,1.5062246645026014,1.5451704611594526,1.6053011958413061,1.8221448382193692,1.9406509601747686,2.0072196436953766,2.1302848176257574,2.2175081986857856,2.2407326714570717,2.250679238886207,2.3174990842738494,2.5208320184274875,2.600130883886622,2.6482237505054704,2.7404826272537477,3.1798517028505953,3.313286342847021,3.455406172956195,3.6351590136856196,3.721150887126484,3.7788642113033224,4.038870901055754,4.5783280903071635,4.81533226599262,4.971376549050597,5.4986766320411045,5.800173993087447,7.096414168080256,7.615193414460095,8.126008645559212,9.043569384932313,9.66449877421916,11.069590411282736,12.069675913092544,12.7785150673543,14.452831876051464,17.890138907455068,22.51136191006095,25.859881545802793,31.316839724030512,56.677266925159394,67.34878390509736,66.4333547980182,86.2578091321514,155.02382948003404,71.57594657779755,42.53705223760789,32.75683725627096,27.324499545040947,23.795020443971413,22.487618197672838,24.870246340023563
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0081583690323275,1.0089484655413707,1.0091282824025163,1.0072589043626705,1.0055487151667166,1.0050541024691828,1.0048953676884567,1.0035222257635834,1.0024677273848968,1.0042018792357879,1.0048987850987159,1.002538917418837,1.004841865367466,1.0034778773877648,1.0033872488568383,1.0030133761563675,1.002461186240126,1.0027582415103231,1.0030118486764794,1.0067485846522617,1.0061563803182063,1.0066178784773372,1.006862342343969,1.0063165927486184,1.0060781150942852,1.0062757933483981,1.0061269037035014,1.0057435164256814,1.0054282031757682,1.0054587680727887,1.005318091857919,1.0054680247815797,1.0052539887929848,1.0051688568364032,1.005132160253579,1.0050671022901865,1.0049167252251119,1.0046155823360685,1.0048357523206286,1.0046390469331283,1.0045848933733845,1.0045713286487203,1.0045291577907327,1.0044621661053448,1.0044334789867932,1.0043264498737383,1.0044007029836375,1.0205532478938353,1.0550851959853411,1.091065139054859,1.1633948216165608,1.2082939980890668,1.2366295586987788,1.2630298404239415,1.2860212899949695,1.4134699656505934,1.4355741217771452,1.4667563928242628,1.5111120452196454,1.5506469343954012,1.611641197142465,1.831023135473338,1.9509198282251823,2.01843045158644,2.143599080935342,2.2322052634918905,2.255681862592941,2.265508899589376,2.333409077098168,2.5398674055653157,2.620959764791435,2.669951328253117,2.7643877435462096,3.2120378559253258,3.3484855965571314,3.4946117627047615,3.678892430382323,3.7671288881243563,3.825640377705577,4.092784717481214,4.648590605207225,4.893419047340161,5.0548429357484705,5.601625494686851,5.918419669971263,7.273141639986339,7.819471493220317,8.359429380515106,9.334178683765048,9.99746405435298,11.509426326405327,12.59483151529884,13.368932038834958,15.21319394457987,19.07108219230207,24.414243189517034,28.403051008740725,35.12582837784266,70.50797898136051,87.65282454500083,64.22428815833011,66.25729216377478,100.84900017568799,57.37942030290075,37.08924856240616,29.4299255266331,24.972042027361983,21.992338308916143,20.87157802100223,22.94441728672039
8-2800274,,,,,,,,0,1.089891755286435,1.008485077966335,1.0093979237165809,1.0095244271909425,1.0073005708618477,1.0053898770776521,1.0048996849305671,1.0047361295102555,1.0032956734013545,1.0022167538167106,1.0040601830689564,1.0048073055696825,1.002357976043977,1.0047650825181713,1.003371629156405,1.0032835067289123,1.0027978768597712,1.0023429420451517,1.0026535886189856,1.0030089564151778,1.0067430015143524,1.006224887123744,1.0065259274482479,1.0069410854858456,1.0063033486937165,1.0059896040262397,1.0063317975186972,1.0060455122641627,1.0056582701757177,1.0054652142237817,1.0053732532664814,1.0053517164147054,1.0053286364971135,1.0052289698669339,1.0050887789064515,1.0050526617215307,1.0049373662307766,1.0048896232831181,1.004585550650333,1.0047127533355622,1.004610399265444,1.0045096402298366,1.0045425970965816,1.0045004869588745,1.004388747146621,1.004274164585161,1.0042544648376406,1.004288862236294,1.0207865290747733,1.0557081826342858,1.0920133416355906,1.1653254331348586,1.2106937860034805,1.23928724154961,1.2661584635935905,1.2895881956623194,1.4189133264433063,1.4412141704861785,1.472884925863001,1.5181126825696083,1.5579778873026389,1.6201807613658001,1.8434379255192563,1.9660148706857183,2.0349780861032745,2.1629766709492233,2.2533904522091666,2.277559357758647,2.287209905049282,2.356283420332429,2.5689221426382147,2.651665451830897,2.7022350113313327,2.798757386170807,3.261881555597522,3.4031224686744936,3.5540086591538618,3.745370591489032,3.837123960704976,3.898011215391201,4.177396564675624,4.759640503456873,5.0171915122255,5.186096863310638,5.766111055170658,6.099478378622112,7.554110084669237,8.146067871619119,8.734652757013446,9.805838851753212,10.541342123470741,12.238315604886628,13.474019793414591,14.36455262748588,16.517530902396608,21.170447458109063,27.968267838461887,33.33272509409134,42.99251024696494,111.4610493530516,160.52696493975435,95.83846901182197,72.30333490960994,66.04913173998992,44.166737762517805,31.08223418426397,25.51765053765036,22.099106135887258,19.73418766196658,18.82768476503791,20.5424095456827
9-2803847,,,,,,,,,0,0.9492689691034362,0.9660111027064449,0.9773500555015032,0.9812037820342053,0.9878704813095187,0.9927360558675136,0.9931884613557209,0.9933695444143726,0.9938185279770888,0.9965584417084358,0.9984631896347061,0.9963457667964303,0.99963827232039,0.9990066596884055,0.999364084214391,0.9989323309064096,0.9986672128641795,0.9990880401545844,0.9995355990377874,1.0035482134458227,1.0030912704594546,1.0036194216361727,1.0041354018806743,1.0036657762408692,1.0034301879767262,1.0038897031674816,1.0036734816614434,1.0033521073734295,1.003174581699945,1.0031792205141672,1.0032297626469509,1.0033622914889555,1.003232144630344,1.0031917282648377,1.00318116385074,1.00307285783518,1.0031270055779231,1.0028290967559992,1.0030823052084494,1.0029196917037788,1.002840251284556,1.0028474196505626,1.002880653488545,1.0028354356103264,1.002750119436524,1.0027187420789325,1.002780254622193,1.0195177692130493,1.0549503690715818,1.0919024197983855,1.1662909333622382,1.212312871341771,1.2416352906241364,1.2689910400315445,1.2927270729306928,1.4245625358478269,1.4473205155577535,1.479655023736938,1.5256951976662307,1.5666069373884677,1.630058859029446,1.8593388791509324,1.9853539817610146,2.0563480725726504,2.1877282721437963,2.281374374168364,2.3061048840798706,2.3150526951288506,2.3872233271128893,2.606479941385536,2.6924973879699965,2.745226875240114,2.8462446534314543,3.329337379128329,3.4774073503747065,3.635996626934196,3.8376097695792293,3.9336762106440877,3.999633345534679,4.293932667667231,4.915771475502775,5.192096606329967,5.375302697884217,6.000022211029139,6.366950913733151,7.971871178523585,8.635924142775453,9.302255934087494,10.530172165547068,11.385145233707275,13.39567817541957,14.893471751965754,15.991304865059668,18.71082573723081,24.92688299431952,34.93855113149402,43.74285648868945,62.06298438105074,116.400382744065,130.27637213438425,83.97754210218703,65.25004702233528,48.98351872354347,33.50909450336165,25.39669852406486,21.554873978651752,19.064484602052524,17.278544830077134,16.57997902584655,17.943414603013814
10-2803599,,,,,,,,,,0,1.0135769334942013,1.0115628788294777,1.0058287956673644,0.9957541602799309,0.9987688990403463,0.9989373541554479,0.998112555232921,0.9977411822447629,1.0004475517276141,1.0019265168583165,0.999304215704089,1.0024812528871223,1.001313925683644,1.00157316124983,1.0011201033285062,1.0007140832859065,1.0010429114860806,1.0014698281661865,1.0056104201685558,1.005076275870418,1.0055438502869771,1.0059358401555307,1.0054018291559703,1.0051228901594838,1.0053799963245564,1.0051772180151244,1.0047257192544707,1.0045559254570287,1.0046030170331368,1.0044814632084198,1.0046572918205847,1.004406180885979,1.0043358744966395,1.0043086399110395,1.0042675289209018,1.0041835349797583,1.0038393359896705,1.004134606457754,1.0038938236421928,1.0037985818569874,1.00388964130414,1.0038108127476042,1.0037969309588495,1.003689766866992,1.0036817703580183,1.0037277055832494,1.0034908849686084,1.0281559500210475,1.0645131387951292,1.1376930663970983,1.1830687659576926,1.2118005646276597,1.2387001747082644,1.2620429726539413,1.391655204328896,1.4141773010456489,1.4459639661937569,1.4912175636853844,1.5314263892573419,1.5937754127301917,1.8187528750901896,1.9424318570667043,2.01210228948515,2.1412747075029284,2.233123817872747,2.2574757438192203,2.2674814888124373,2.3379664803975513,2.5533189654380464,2.6376524718749965,2.6889088383553834,2.78786569329159,3.2606981862374687,3.405544420991273,3.5605478333782723,3.7575258389194066,3.852127728310865,3.9157562679512106,4.203860590654682,4.80899956454495,5.077993911973939,5.256212025478135,5.8648959965483565,6.219269505095657,7.772206306063353,8.41271710000397,9.054184878701353,10.23326176694283,11.051817865849785,12.968958042392304,14.39030739276954,15.428322903901595,17.986181006095286,23.760860428412215,32.857938777152896,40.65699191857436,56.31116626486042,98.74079601378959,51.25075860790973,42.11902786143475,36.82661475257863,31.018175105213203,24.00604777962845,19.54138211003115,17.187294221408095,15.569262132834462,14.3596584319573,13.875098060631066,14.870344558596397
