순번_정류장ID,23-2801207,24-2801605,25-2801576,26-2801501,27-2801450,28-2801438,29-2805321,30-2801461,31-2801429,32-2801393,33-2801162,34-2801349,35-2801321,36-2801298,37-2801132,38-2801124,39-2801111,40-2801090,41-2800884,42-2800883,43-2800881,44-2801085
23-2801207,0,0.9978216010992536,0.9987903541416139,1.004415574024623,1.000624557851521,1.0031304992389476,1.00251068706108,1.0004172852860127,1.0005300707977518,1.000718517588298,1.0027159327419968,1.001654550049952,1.034739976290034,1.2595999156526116,1.231742031355165,1.2228724015893901,1.2092413390660461,1.2128302130235518,1.2030825243765697,1.1961016339709845,1.190419728957088,1.1871393990599903
24-2801605,,0,0.9993602807971013,1.0058053936779434,1.001019369369065,1.0037104858623374,1.0029004409020725,1.0006207625170531,1.0007137821327796,1.0008982494828529,1.0030089060638956,1.001864361593259,1.0366603038464557,1.2744583147182518,1.2435100688469816,1.2337261997619804,1.218798772969221,1.2221001345258247,1.211453206923711,1.2038780569418621,1.1977597125589075,1.1941176346014766
25-2801576,,,0,1.0093743727418707,1.0015394211598985,1.004696525533508,1.0034802515312735,1.0008130025017457,1.00088881813233,1.0010782309843562,1.0034196112344622,1.0021202102221258,1.0402581919898115,1.3036739162587343,1.2662167039573393,1.2545427300981982,1.237256911016205,1.2396211832934285,1.2271661658435187,1.2184091941188464,1.2114293972508643,1.2070674561095434
26-2801501,,,,0,0.9913273063152903,1.0014561778426414,1.0010057044768987,0.9975506277300731,0.9982977366361552,0.9988512245256196,1.0018996666977538,1.0004794358543547,1.0467697567233363,1.3734707607787306,1.3180343459224932,1.3013549780088922,1.2769565567202787,1.2777237424768673,1.2607880774293125,1.2491621346458333,1.2401285976825418,1.2340312173090793
27-2801450,,,,,0,1.0082689043067496,1.0036551060533092,0.9984352592739977,0.999180535212939,0.9997426150103113,1.0034754164880642,1.0015416082025903,1.0566374834511736,1.4571668669102904,1.3768478655240903,1.353630109588148,1.3206301091175747,1.318599944861941,1.2962870762653715,1.2813087525262044,1.2699288660798391,1.261800491730433
28-2801438,,,,,,0,0.9969804922813522,0.9901402888471296,0.9941034226826693,0.9958329586199749,1.0008895619872753,0.9989537509527495,1.0034184395386985,1.2946498158105737,1.2418117650571763,1.2267402574602937,1.205009032228745,1.2107834059549745,1.1964365425238945,1.1865889004904806,1.1787608921868566,1.2903896297499144
29-2805321,,,,,,,0,0.9634920017125287,0.9893275141036795,0.9938663689674198,1.0022622425895482,0.9990965299374331,1.0051665566879293,1.002618965854667,1.0025495459746394,1.0172551851966531,1.0155338425173788,1.0136024492451254,1.0145086402225365,1.1071953110493293,1.203874749781277,1.3457827883054183
30-2801461,,,,,,,,0,0.9989035984092558,1.0005248306034555,1.009498161880452,1.0038788975251223,1.0094993467217708,1.0056158306693626,1.0049731298033169,1.020414223627085,1.0182887250952504,1.0160142593190415,1.0167681043404901,1.1137831684181223,1.2154279382503343,1.3654075737388396
31-2801429,,,,,,,,,0,1.0028762749105953,1.020249452964724,1.0067073545794403,1.013631897515132,1.007364506423977,1.0061935415251553,1.0244672036271332,1.0211098775756058,1.0182023147344452,1.0188605629754897,1.129997997712641,1.2476884250195681,1.4243290453931021
32-2801393,,,,,,,,,,0,1.0608911697621375,1.0091852738593226,1.017594705935936,1.0083489655256694,1.0067283530608533,1.0276968104635753,1.0234800041634424,1.0199622132253712,1.0205128186669568,1.1437250442102194,1.2757617043841878,1.4769556209222798
33-2801162,,,,,,,,,,,0,0.989451168517039,1.009500836786314,1.002913604095396,1.002719311574017,1.025429711949038,1.0217689781634267,1.01827761803699,1.0190299021945755,1.147734135638067,1.286837440028754,1.5004163824563579
34-2801349,,,,,,,,,,,,0,1.0136222473178993,1.0021267888018246,1.0021634133490727,1.0297823171332907,1.0247566414571163,1.0203065517154355,1.0209200331763912,1.1680817280730795,1.3300447331628338,1.5847235973464313
35-2801321,,,,,,,,,,,,,0,0.9947491997342515,0.9982741565676377,0.9995502843117827,0.9987553315001113,0.9984145972929434,1.002097876360246,1.1172897600281444,1.2931104567741911,1.575201557525722
36-2801298,,,,,,,,,,,,,,0,1.0022309085708838,1.0034581716396127,1.0010122845838205,0.9999926865657088,1.0046798602872375,1.0057241673433857,1.0042280342292396,1.0176381052072399
37-2801132,,,,,,,,,,,,,,,0,1.0066958422061625,1.0019210898441093,0.9986000656466393,1.0057956688862162,1.0070533990058772,1.004903858562395,1.022274328898103
38-2801124,,,,,,,,,,,,,,,,0,0.998963694653843,0.9961013645224175,1.005607744895447,1.0071137071313359,1.0046401727769403,1.0242800397219465
39-2801111,,,,,,,,,,,,,,,,,0,0.9898687038786437,1.0072080266337025,1.0088536204013487,1.005322185575272,1.0020514613130942
40-2801090,,,,,,,,,,,,,,,,,,0,1.0108978847582455,1.0119691844008916,1.0060948465588795,1.0015212753614953
41-2800884,,,,,,,,,,,,,,,,,,,0,1.0134485128104447,1.0023295084068504,0.9968385382366463
42-2800883,,,,,,,,,,,,,,,,,,,,0,0.9877267394639474,0.9874279421702025
43-2800881,,,,,,,,,,,,,,,,,,,,,0,0.9872012441740475
44-2801085,,,,,,,,,,,,,,,,,,,,,,0
