순번_정류장ID,1-2801647,2-2801520,3-2801387,4-2801317,5-2801115,6-2801070,7-2800837,8-2800983,9-2800835,10-2800843,11-2800943,12-2807495,13-2807489,14-2807492,15-2807529,16-2807537,17-2807540,18-2807523,19-2807538,20-2807562,21-2807513,22-2807519,23-2803390,24-2803570,25-2803568,26-2805046,27-2805648,28-2803394,29-2803396,30-2803397,31-2803400,32-2803403
1-2801647,0,1.8076697090625822,1.3806331715550568,1.2953088468575251,1.219870607296819,1.1930693520700868,1.1679019397834107,1.1544155613644431,1.1801026722207693,1.2581071595397102,1.3196400353698088,1.25353277272297,1.27191207280715,1.2208802297061512,1.3262004761345199,1.4856723150812225,1.5328033053201975,1.4980526812086947,1.4532528166714627,1.4276561049019518,1.3913808671536139,1.3689039768343771,1.3594539939657722,1.3503763309127434,1.3377652207116044,1.3301246738886972,1.3222590019549632,1.319018572241744,1.3130931108600947,1.3085193456642188,1.3047541130014777,1.2975335139735946
2-2801520,,0,0.9994066375892714,1.0020225673263303,1.0014807019785168,0.9997558173859694,1.0013169298988085,1.0015208093891934,1.0020131820521145,1.0237175347162253,1.104443451846856,1.1574794631515573,1.1920728192495473,1.1549925546920208,1.2441659596046857,1.3995748753345845,1.4473009150515945,1.4178062418760349,1.3805853884870545,1.3589085179502798,1.3283250473949606,1.3093409029336296,1.3014225071072967,1.2937965563183917,1.2831545458947216,1.2766955057600955,1.2700665562101394,1.2673971549899716,1.262242185410491,1.25844962462062,1.255294770202465,1.249348352491011
3-2801387,,,0,1.006697545788478,1.0029592406476828,0.9999457713721048,1.0021035444251185,1.0022717720862435,1.0028196491777757,1.0305949132767376,1.1317471927460065,1.1730584837103444,1.2077383482738968,1.1650991054586834,1.2577023458662973,1.424013593303046,1.4748674780045052,1.441677314496324,1.3999485513381102,1.3760363594076148,1.3424860112205355,1.3218715318711565,1.3132743838045131,1.3050614878015205,1.2936053895463173,1.2865924765688308,1.279463600441739,1.2766689888821212,1.2711034048468448,1.2670603472657023,1.263640394233679,1.2572858434415832
4-2801317,,,,0,1.000478506609021,0.996991131168862,1.000728101808952,1.0011733905618554,1.0020077051829108,1.0177142715219236,1.1058817470223752,1.1657710480468666,1.2030100067350642,1.1601709626680505,1.2663111009080452,1.4394053503155706,1.4919913994023821,1.4564463148741185,1.4119148693778398,1.386690419609068,1.3512772189055322,1.3295061882678516,1.3205295764733893,1.3118351607924097,1.299767484654039,1.2925445177138468,1.2851071523956434,1.2821127583203293,1.2763796649064272,1.2722736184478853,1.268674328064358,1.2620330169980594
5-2801115,,,,,0,0.9884422730256833,1.0001618508336474,1.0010274250789195,1.0022791234539614,1.0240009796466099,1.110153649503873,1.172234902122633,1.2109079908992748,1.1639145791614147,1.2381805767685379,1.4131780009637485,1.466939141423511,1.4325275181547021,1.3898250551477913,1.3653574368523085,1.3314135111247947,1.3106263793705728,1.3019741295422405,1.293767360143753,1.2822681760201482,1.275344849009675,1.26826784506418,1.2654650146831545,1.2599761825111366,1.2559964325967792,1.2526960762947654,1.246345330876206
6-2801070,,,,,,0,1.0088233914366325,1.0066526755396028,1.0060382410587911,1.0051194546767452,1.0118680393358443,1.147580372296531,1.1917052987368697,1.148484766214808,1.1772319023805262,1.3423871031444603,1.3950741522225647,1.3664683263825788,1.331719611550252,1.3114457420747665,1.282989269554521,1.2656554001589824,1.2584413510940151,1.2515387859388911,1.2419983371719037,1.2360468707765244,1.2301108849605602,1.227740641495226,1.2229951334960583,1.2197576425753016,1.216909699487227,1.2116514130281564
7-2800837,,,,,,,0,1.0012772385447668,1.0030078217121297,1.0019905773657525,0.9990916646702868,1.1574418298807128,1.2020306976855237,1.1544885948669654,1.128375214367921,1.2524223743045015,1.3036923925066886,1.2822437560489033,1.2573120360970378,1.2419134449788192,1.2204000345950679,1.2072867677299373,1.2018640338618996,1.196683652702271,1.1894114767951254,1.1848062141575642,1.1802686380883032,1.1785267209794184,1.1746348704264926,1.1722197471392795,1.170182980304242,1.1660399657021947
8-2800983,,,,,,,,0,1.0046057082812034,1.0023266038911076,0.9985281754917208,1.1652456540088185,1.2098799519365977,1.1589590866546198,1.131494998360328,1.1974357615470224,1.2477715658907143,1.230425538694292,1.2112347996318287,1.1988362676414233,1.181423642758856,1.1707994732103666,1.1664549557287562,1.1622137175722724,1.1564370201732685,1.152530815597487,1.1489690974251314,1.1475193273070226,1.1441378229101475,1.1422679153475337,1.140630127447409,1.1373467716375822
9-2800835,,,,,,,,,0,0.9999527566495016,0.9961736739100351,1.1744372244516608,1.218956971214193,1.1640776214693669,1.134960445172398,1.1925664438038912,1.243794902967491,1.2265332211580393,1.2073888683919187,1.1949392058932038,1.177680986704923,1.1671496115521798,1.162891624386193,1.1586954429149943,1.152988610494561,1.1491835014281102,1.1455311547799159,1.1441032450464346,1.1408068526538906,1.1390713721438748,1.1373963229289599,1.1341275120774992
10-2800843,,,,,,,,,,0,0.9939355998475156,1.1845796686340646,1.2286669423976744,1.169474804695642,1.1385354264076475,1.1822310098854503,1.2341978960401943,1.2173720155553642,1.1989561564506006,1.186923516335559,1.170166245824325,1.1600367038544375,1.1558997925334085,1.1518942302510884,1.146404958715372,1.1426417966513531,1.1391968808003474,1.1378272344302816,1.1346064461779686,1.1328985046207267,1.1313603044931482,1.1282157330670333
