순번_정류장ID,19-2804903,20-2805929,21-2805927,22-2805925,23-2805923,24-2805920,25-2805919,26-2805917,27-2805915,28-2807433,29-2800608,30-2806834,31-2806010,32-2805910,33-2806008,34-2807283
19-2804903,0,1.0013814311198972,1.0004576977681179,1.0040661414705754,1.0033057059125892,1.0034120809640652,1.0040801640133903,1.0043140144353229,1.004072811010192,1.0046942784248833,1.004966197269127,1.0037520173892804,1.004460298717168,1.0038356885222801,1.004048667261391,1.0042713629830031
20-2805929,,0,0.9984952082437625,1.0071328668957602,1.0046414551620346,1.0046365978712533,1.0055585863850083,1.0056936933212648,1.0051810709991555,1.0058736974332456,1.0060018328642544,1.0043622981883014,1.0051411665879555,1.0043415475142086,1.0047028101615274,1.0048676015322742
21-2805927,,,0,1.0171843819697148,1.0076263498807676,1.0070714569600985,1.0080135860633284,1.0077421026211628,1.0067892142329955,1.0073596500115922,1.0071838161984925,1.0051715946515487,1.0060071294614277,1.0051462481912767,1.0054957248936844,1.0055531713614267
22-2805925,,,,0,0.9992063021601907,1.0007070496676829,1.0031675126269721,1.0039704330764532,1.0035051869009521,1.004840636979391,1.0052728143204623,1.0032591474453771,1.004411926973688,1.0033561739861907,1.0038767862988793,1.0040681006945145
23-2805923,,,,,0,1.0046031298559275,1.008988639315815,1.0079059433678954,1.005967591112436,1.0071708886435078,1.0069714954688438,1.0041976251033433,1.0054133121175153,1.0041884543576713,1.0048277294582493,1.004963133744953
24-2805920,,,,,,0,1.0075496992467938,1.0068875099217167,1.004804262859391,1.006618156546701,1.0065947268840263,1.003622505012336,1.0049942033533836,1.0036959382851802,1.0043262033272216,1.004520189512993
25-2805919,,,,,,,0,1.006515986136705,1.0040378514100226,1.006458725921668,1.0064966668311959,1.0033014754982676,1.0049358804758286,1.0036743292871644,1.0041258699478348,1.00454883647542
26-2805917,,,,,,,,0,1.0015837780358605,1.0064335919512768,1.0064921054122729,1.0027532460605644,1.0045416446997248,1.0029965956806013,1.0038281372029425,1.0041128725331219
27-2805915,,,,,,,,,0,1.010294662676971,1.0079312851843019,1.0029965552664213,1.0052628502725014,1.0032299276305217,1.0042927026311916,1.0044295180955738
28-2807433,,,,,,,,,,0,1.0065533798399184,1.0004146121237334,1.0035278495082096,1.0015853263451786,1.0029682167870815,1.0033350271767223
29-2800608,,,,,,,,,,,0,0.9909401021757094,1.0008356783653691,0.9975360253411971,1.000508129659182,1.0020345895211893
30-2806834,,,,,,,,,,,,0,1.0217692551044202,1.0049172767761394,1.00673975421549,1.0069052416403053
31-2806010,,,,,,,,,,,,,0,0.9859916506969151,1.0000541759767863,1.003012767506606
32-2805910,,,,,,,,,,,,,,0,1.009277736932395,1.0081887386583128
33-2806008,,,,,,,,,,,,,,,0,1.0053451102576472
34-2807283,,,,,,,,,,,,,,,,0
