순번_정류장ID,30-2805237,31-2805243,32-2803363,33-2806596,34-2804983,35-2806553,36-2806551,37-2806547,38-2806545,39-2805241,40-2805201,41-2805942,42-2803372,43-2803369,44-2803364,45-2805964,46-2805057,47-2806030,48-2807271,49-2803306,50-2803180,51-2803295,52-2803292,53-2803649,54-2803284,55-2803290,56-2803177,57-2803178,58-2803297
30-2805237,0,1.012719219974367,1.0048055858363159,1.0061413080044113,1.0042713920784145,1.0006150565852059,0.9994100968367856,3.0741984428029547,5.315999225403237,10.513882572186048,5.4292607357193035,4.308937379670492,3.7003100529162376,3.1910015331709527,2.7845247216771716,2.6250466993191917,2.499829241623104,2.2995218454338375,2.109536595692173,1.3713978817224015,1.3650656543536226,1.36015094429928,1.3575138836538816,1.350107004726491,1.3449002291954613,1.3799020725703683,1.4204951574663887,1.44350377603258,1.4351112366537129
31-2805243,,0,1.0010099320791508,1.0043250354073543,1.0024804166320334,0.9983986662647244,0.9978572307420506,2.3655805892874664,3.7639144180084063,6.273492624842541,4.056516772515597,3.4135832432729476,3.031943138789454,2.6942106324194173,2.4104086023349627,2.295670155493776,2.204446249668953,2.0553266015028036,1.9108680992495013,1.3254616319950594,1.3201085007826057,1.3157934256343076,1.3137068437857622,1.3070782738104274,1.3075583469282623,1.3716963273535874,1.4185082992509885,1.4418380095631387,1.4321946799723102
32-2803363,,,0,1.0088263459561464,1.0026146488086256,0.9959883250176822,0.9964274282818316,1.4674515671378006,2.144155149899761,3.101972343666541,2.492976414636825,2.261272705984113,2.106841934187843,1.95989056824851,1.826024753541693,1.7694181890126188,1.7237751932800294,1.6460065332264253,1.5680528590790868,1.25789020622022,1.2536956831889747,1.2503925439215073,1.2488887639569597,1.2435070216066924,1.2447653946182287,1.306109830185875,1.350984551536547,1.373684105691009,1.3654181095577516
33-2806596,,,,0,0.9963807294829826,0.9867387408560768,0.9931241493969086,1.060818148838164,1.5128459626471014,2.1028516810936435,1.8435428360997086,1.7339991047735668,1.656560162393343,1.5808782315985923,1.508445406629996,1.4771557426471573,1.4520066422673346,1.4076622657033033,1.362450495678761,1.1834648467758446,1.1806326372652631,1.1783588332860453,1.1775699486044722,1.1734976265078945,1.1755559907463506,1.2331302676463154,1.27518833193506,1.2968740113928365,1.2902985891782617
34-2804983,,,,,0,0.9725777495693173,0.9921986437609849,1.0035792944773967,1.1989948230302694,1.6444839906945619,1.5114249954167422,1.4520868831577034,1.4083926287793784,1.365558929185958,1.3229216363877707,1.3043397312122698,1.2896680085629866,1.2628402187950354,1.2353137909192635,1.1390886761298005,1.1369619377741589,1.135270958101148,1.1348880956053322,1.131618521238481,1.1340747194983543,1.1896256283256106,1.2301315037639913,1.251196183837669,1.2456392165857857
35-2806553,,,,,,0,0.9969048488960802,1.00375348279411,1.0291344211874296,1.4059389668950357,1.3288893613645547,1.2934039977068967,1.2663375317658117,1.2401647214482887,1.2131088826460341,1.2013118850795645,1.1922960684432393,1.175073587399457,1.1574307246662185,1.1117579608675527,1.1101543281377044,1.1088104796918523,1.1086100474291405,1.1057818363747554,1.1085739409214261,1.1628301971824666,1.202417883311851,1.2232282207195753,1.2180353964369672
36-2806551,,,,,,,0,1.0080384872034076,1.006475834087512,1.005141505805978,1.005781414162639,1.0056561202614525,1.0040435876631537,1.0043943759381588,1.002823403327413,1.0024157765851793,1.0030947907453676,1.0024979990553844,1.0023840472801286,1.001525628761523,1.0016804487363609,1.0016705343690688,1.0024601832836544,1.0012778712676418,1.0017629032035322,1.036697349686331,1.0717603506761044,1.090885655743416,1.0883746266698038
37-2806547,,,,,,,,0,1.0002442791274735,1.0000594326431385,1.003167567518201,1.0034418642917378,1.0011040953340875,1.002101031810944,1.0001631193445468,0.9997850464773157,1.0009115263162909,1.0003623428550363,1.000494222294187,1.0007543534275767,1.0009388832493007,1.0009375700241658,1.0018170847116077,1.0005233144779342,1.0010697084586682,1.0330073115730383,1.0597949573904162,1.0588918430189693,1.0861841125281668
38-2806545,,,,,,,,,0,0.9998747728250608,1.0045162878501404,1.00454190857467,1.001345495432896,1.0025234364802924,1.000148073421774,0.9997075157861434,1.0010153884254727,1.0003782677893165,1.0005229942651932,1.0007739563771725,1.000965107885361,1.0009633917134544,1.0018750850452618,1.0005334288693544,1.0010991341046158,1.034181853252957,1.0619471545128625,1.0610161041158308,1.0892663640542983
39-2805241,,,,,,,,,,0,1.0029720227019234,1.0036080390438067,0.9994115496526891,1.0014081239300265,0.9987488927244,0.9983696366343952,1.0000405491359334,0.999454968697628,0.9997712337395763,1.0005528524431113,1.0007555072309997,1.000756663524728,1.0017051893321849,1.0003163632882732,1.0009065810490168,1.0352113664778733,1.0640205654709238,1.0629767002946762,1.0923339410059472
40-2805201,,,,,,,,,,,0,1.004617019935353,0.9964165927087055,1.0005849324009997,0.9972138229049261,0.9969323853923523,0.9992328633488762,0.9986686925249508,0.9991954128673302,1.0004338990797905,1.0006486089271454,1.0006513900379517,1.0016456363004642,1.0001938343971466,1.0008129902101548,1.036681137325711,1.0668282404242213,1.065729877432965,1.0964098182241346
41-2805942,,,,,,,,,,,,0,0.9871605822760585,0.9985827590971108,0.9950133485642217,0.9950489035982691,0.9981012201351078,0.9976925743040284,0.998501960963127,1.0003000252048984,1.0005241151229434,1.0005289339986356,1.0015548976654431,1.0000613377529506,1.0007010764901998,1.0376298428540172,1.0686855569325042,1.067519914586915,1.0991270125113106
42-2803372,,,,,,,,,,,,,0,1.0075548060708264,0.9978204794243611,0.9972369392637056,1.0006046482120772,0.9994834889611411,0.9999510838379119,1.0006832419386325,1.0009059378149365,1.000904949208837,1.0019550954367802,1.0004130430362081,1.0010632373576012,1.0389883628479262,1.0709005837786179,1.0696609023981243,1.1021425571851344
43-2803369,,,,,,,,,,,,,,0,0.9896907050559807,0.9916045070541077,0.9977478084108224,0.9972534260288738,0.9984739279484275,1.0004182621208877,1.0006549588855616,1.0006579850997475,1.001749584989896,1.0001562593006332,1.0008344038526875,1.040103828735931,1.073170194455648,1.0718414000958396,1.10550087893906
44-2803364,,,,,,,,,,,,,,,0,0.9952160521951486,1.0055565781961244,1.0009922876886304,1.0011371567177656,1.000937558948055,1.0011739771149133,1.0011683757726595,1.0023038522220216,1.0006270883181485,1.0013254877020887,1.0423409557110408,1.076912021896678,1.075446456635628,1.1106428348152488
45-2805964,,,,,,,,,,,,,,,,0,1.0164711994535258,1.0030426991393755,1.0022701039979764,1.0010881901857047,1.0013272747976205,1.0013187996066641,1.0024807964997688,1.0007591632202408,1.0014715685932023,1.0434757993428698,1.0788997116137915,1.0773565839024777,1.113424035949267
46-2805057,,,,,,,,,,,,,,,,,0,0.9962397466092748,0.9991242456118172,1.0006947228862682,1.0009489268899334,1.0009470368314397,1.0021419111883891,1.00038712670806,1.00112393657951,1.0441060238655124,1.0803721509073094,1.0787610860406074,1.1156881680517896
47-2806030,,,,,,,,,,,,,,,,,,0,1.0013656805241589,1.0009316184620765,1.0011932161687913,1.0011865911724562,1.002438289513887,1.0005904486565382,1.0013580952091714,1.0464184334415298,1.0844816356912836,1.082699126835977,1.1214621213774811
48-2807271,,,,,,,,,,,,,,,,,,,0,1.0008996401902828,1.0011807888062882,1.0011740359663106,1.0025123047210855,1.0005382247104322,1.001357513342961,1.0494049416488302,1.0900565817312793,1.0879604759684114,1.129428390392597
49-2803306,,,,,,,,,,,,,,,,,,,,0,1.0116289486741277,1.0069101237966906,1.0279957159580564,0.9965411367911715,1.005264219842303,1.4980396091567234,2.026973517547791,1.798146611467067,2.325973450907311
50-2803180,,,,,,,,,,,,,,,,,,,,,0,1.0008379851113545,1.0401035918115566,0.9901509104096224,1.0033679474932982,1.6592142669574252,2.427287275375077,2.0191282831206623,2.7652805625647088
51-2803295,,,,,,,,,,,,,,,,,,,,,,0,1.0932073299433944,0.9849075484011311,1.0041294031147652,1.5405833133574216,2.3758635332149236,1.9498718937913568,2.756335272771505
52-2803292,,,,,,,,,,,,,,,,,,,,,,,0,0.923251812707386,0.9785749061125341,1.0847408726588146,1.6735995202759872,1.4970258703768482,2.0848075313807533
53-2803649,,,,,,,,,,,,,,,,,,,,,,,,0,1.0347737125021674,1.0107722434367854,1.0076344969796596,1.0075032235939152,1.3981570837347583
54-2803284,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9962962033470109,0.9979914383519444,1.0004087034896783,1.5091875865591344
55-2803290,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0004229560125748,1.0024599895070034,2.035956620077713
56-2803177,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0070134542441167,1.8856347469514156
57-2803178,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9405879476107545
58-2803297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
