순번_정류장ID,32-2802625,33-2802694,34-2802689,35-2802708,36-2802731,37-2802755,38-2802776,39-2802813,40-2802853,41-2802884,42-2802875,43-2802863,44-2802847,45-2802844,46-2802867,47-2802899,48-2802906,49-2802937,50-2802951,51-2802958,52-2802972,53-2802983,54-2802962
32-2802625,0,0.9780411731936763,2.4521949689834934,7.72311528024574,3.5241026504922295,2.7404182178669743,2.167178500728943,1.8495017760840866,1.7494690270903293,1.5996533830698019,1.5650424710217257,1.515652207966947,1.535901547588876,1.7199933083865284,1.6690382181544232,1.5800865886168056,1.5363273534382698,1.8090540540918805,2.1131338663579324,2.3964394340233355,2.3713597896692358,2.221834143456907,2.4135807726193907
33-2802694,,0,6.8543219391159695,2.5606249603190907,1.9337578045786865,1.721044162500054,1.5296388801168752,1.4072136179712573,1.3690890767692498,1.3054336257129973,1.2886453740349388,1.38071263158581,1.602209182093108,1.8134796928195682,1.749070089921685,1.6392230003471728,1.5868240238763005,1.581826320892665,1.8363017450040546,2.0699319502824416,2.061006934926014,1.9553673421947413,2.1156671091778962
34-2802689,,,0,1.0000903539381854,1.0041735015459254,1.0000079025582953,0.9967202008742545,0.9968073985433931,1.0026001812323801,1.004115210650269,1.0026840161753892,1.1733061961463058,1.3844910114784716,1.5914144598875395,1.5430712164427842,1.4618478209098162,1.4222922739230257,1.3632227597762132,1.5822982060352242,1.7887119491368642,1.7932064062598136,1.7154170997738427,1.8593593566711206
35-2802708,,,,0,1.0086039183449789,0.9983218386755335,0.9936609539741503,0.9954023816143269,1.0023741799330184,1.0048188724096945,1.0033812589305606,1.0035896902340977,1.0098000147744144,1.129349106289676,1.12114761124252,1.1079722201005455,1.1363106080043646,1.4246805048745634,1.7060713426917689,1.9726202793679397,1.9678586753212468,1.855160475106632,2.0370229126455386
36-2802731,,,,,0,0.9838639454733898,0.9854972882264269,0.9902848435284084,1.0007252630891854,1.0040840189683184,1.0019437546382806,1.0027864409011598,1.0095724678724765,1.147189364983164,1.1364069013174025,1.1193650935272499,1.1499458581239954,1.4754530240893962,1.8024244544050172,2.12056904309035,2.1062549514774966,1.961377576647495,2.175871912257217
37-2802755,,,,,,0,0.9817282627232197,0.9899284277441252,1.0028432121876412,1.0060811614679364,1.0034658552119453,1.004224420874261,1.011629757678381,1.1375477280689137,1.1267420302180322,1.1101300871946675,1.1632063938354629,1.521054503306025,1.8900204093102693,2.2577049848307853,2.2326174458242827,2.0555955385062217,2.2989205755359436
38-2802776,,,,,,,0,0.997119313422119,1.015035213942639,1.0143304782410276,1.0100464265564328,1.0099586190963274,1.0182591552338771,1.1726400203556198,1.1559480258320263,1.1310851608074701,1.1911393852805574,1.6163632081828099,2.078913249333625,2.564000341531653,2.5084381929761226,2.2523189595922632,2.563813635809245
39-2802813,,,,,,,,0,1.0495565236726592,1.0251569621274248,1.016857703370189,1.0152186226984492,1.0254088128507066,1.1382990700652136,1.1225956403421598,1.1011613154981625,1.2324303108830679,1.7725928533803756,2.4150942393808448,3.1543486312399356,3.015912835320524,2.583652664243644,3.0253745563259176
40-2802853,,,,,,,,,0,1.0033145174679219,0.9968220664874143,1.0003848003848004,1.0158143789777085,1.0643182249124588,1.0576067504977777,1.0501404293738135,1.2519359268761472,1.8757079023455017,2.6671180553638623,3.647688682721437,3.4160536384543905,2.8179687698511207,3.373403216781552
41-2802884,,,,,,,,,,0,0.9740343526277816,0.9966617303782536,1.0257016760807134,0.9967185068837615,1.0004133593647246,1.0079834303665123,1.1265392425127705,1.8238248489803466,2.7753036398152955,4.088030847010076,3.7258244251414068,2.9308919745172073,3.6185553852860157
