순번_정류장ID,24-2807403,25-2805492,26-2807402,27-2805494,28-2805496,29-2804165,30-2804163,31-2804741,32-2804673,33-2804675,34-2804677,35-2804684,36-2804148,37-2806872,38-2806873,39-2806875,40-2806877,41-2806879,42-2806881,43-2806883,44-2804130,45-2804132,46-2800267,47-2804032
24-2807403,0,1.0081007007021976,1.0036894852179779,1.0013498303452562,1.0016837832937846,1.0025547875011807,1.0025908601490408,1.0044670034835892,0.9998196581819236,1.0012311860438812,1.0045135502920144,1.0028425927833742,1.1814769228212045,1.165859315494306,1.1459783646357895,1.1352973603661087,1.1278478242432128,1.1227778375702981,1.1188960694471684,1.1125227718272142,1.1446403360558444,1.1900231137085209,1.2726115084252183,1.2558127396691239
25-2805492,,0,0.9985792378130659,0.9974378946752626,0.9993357513534664,1.0009671174707873,1.0012070050438444,1.0039555211111564,0.9990083469650143,1.000413773128194,1.0041143787729097,1.002521035131197,1.1983957187056509,1.179872931816745,1.1564813061019878,1.1443750971136766,1.135876333155222,1.130170847476725,1.1256891859982623,1.118583250001736,1.1525088960534895,1.2007045258585864,1.288437633136331,1.269663592703426
26-2807402,,,0,0.9962956139114979,0.9996850245680836,1.0017515998276836,1.0021330173183778,1.0050001782888525,0.9990609632933845,1.0008719171986165,1.0049340757390064,1.0028733346070158,1.2170181020278728,1.19470674442631,1.167773070821148,1.1537793236635072,1.1441558395762614,1.1377779352528066,1.1329295891124633,1.125040955196272,1.1604362951718201,1.2113584367308967,1.3040750072879612,1.2832758859572975
27-2805494,,,,0,1.0025875526466728,1.0044130869395052,1.0035283091109646,1.0063965262092063,0.9994470700462682,1.0011827617444742,1.005701217282758,1.003518338166009,1.2393622051822748,1.2123718033088071,1.1805531666289812,1.1646283254542757,1.1536359142363934,1.146450888428931,1.140864795254859,1.1320673767891782,1.1692033469153085,1.2233145141630613,1.3216106473140214,1.2984351372156044
28-2805496,,,,,0,1.006831645915153,1.0038925663195266,1.0072745071780245,0.9988352848308956,1.0012633495085599,1.0065035904616,1.003638702894472,1.271105038134582,1.2367138406772245,1.198012487120004,1.1788041637288178,1.1658603636625846,1.1575433514429487,1.1512810865555252,1.141210102935619,1.1806190313821807,1.2386388941869035,1.3443490602769814,1.317883920495951
29-2804165,,,,,,0,0.9996335041959719,1.0058042984804767,0.9961894229389117,0.9992589715605608,1.0054313040367138,1.0024933500035083,1.2997777252174683,1.257888772622753,1.212394760261723,1.1903417118226471,1.1756426389990344,1.1663248242598896,1.1593428683212441,1.148178993226031,1.1894961169831157,1.2509478210074574,1.3629673898565755,1.3336103492993785
30-2804163,,,,,,,0,1.0111804299174194,0.9929918486698912,0.9984257435088564,1.0078479588499147,1.0031498644473866,1.4120858653636517,1.335928502340602,1.2625166781092532,1.229601129586112,1.2084308866672362,1.1955348767400849,1.1860153012627732,1.171057296692451,1.2178372396708643,1.2897242261769253,1.4209283180084653,1.3818932803733457
31-2804741,,,,,,,,0,0.952780891005884,0.9810546998613373,1.0047139639013267,0.9924800716194002,1.596578144069295,1.4420972784111803,1.3185903042686795,1.2692867039057567,1.2391982732914613,1.22165437301301,1.2089619751984941,1.1894603577442815,1.243003521887273,1.3277183628269604,1.4828868825739752,1.4311939400142475
32-2804673,,,,,,,,,0,1.0264187133801868,1.0431604311721716,1.0045166159078327,1.0894711052796582,1.0728155864130857,1.0552170376916314,1.04759127053089,1.0432622880438833,1.0398238995724596,1.037378132110852,1.0336367561185298,1.088836542427519,1.1620161842116645,1.299656724867519,1.2698856221644894
33-2804675,,,,,,,,,,0,1.0575029526548219,0.9994134231820047,1.0046617164116858,1.0071541914367828,1.0058074836652378,1.0050619758246564,1.0051603034271182,1.0041618752192802,1.0035175404814054,1.002592041538906,1.0597227790261834,1.133017306517579,1.2718515524954561,1.2444830072953994
34-2804677,,,,,,,,,,,0,0.9777122604748419,0.995255730683169,1.0005482211444936,1.0009127896907029,1.0008614094725736,1.0014441565093792,1.0006399551099037,1.0001488006129864,0.9994729637322115,1.0598441784016708,1.1373017675151376,1.2844752322013606,1.2543125912665838
35-2804684,,,,,,,,,,,,0,1.002470559348049,1.0076770214886874,1.0055148900815143,1.0045498025677453,1.004751205203955,1.0034957301950793,1.0027193234423104,1.0016521635551776,1.0721657801598605,1.1638802531252175,1.3394820442901607,1.297571691911266
36-2804148,,,,,,,,,,,,,0,1.0105304094061243,1.0053833001722734,1.004039945804239,1.0044082435631236,1.0028015700907404,1.0018633735564861,1.0006455567211068,1.0876636536645028,1.2028017823891322,1.4262847633632942,1.3619154855169535
37-2806872,,,,,,,,,,,,,,0,1.0018579650152393,1.0013523127914665,1.0025007858406658,1.000732895444658,0.9997861212554987,0.9986516368434283,0.9976946397513632,1.0864062764969402,1.3150554816593616,1.2654589660239124
38-2806873,,,,,,,,,,,,,,,0,1.0005791770011647,1.0030363155363156,1.0000105036720839,0.9986711705096196,0.9973131387333655,0.9963100649114911,0.9971346646794218,0.9997224879016717,1.0003157770628435
39-2806875,,,,,,,,,,,,,,,,0,1.0059889367130246,0.9996006972718334,0.9976348987058571,0.9960865215363551,0.9951233973927736,0.996260619054113,0.9995460530553073,1.0002711963998678
40-2806877,,,,,,,,,,,,,,,,,0,0.9899564111877952,0.9907449986601339,0.9915845240591973,0.9918530138356321,0.993656375838926,0.9982098586266516,0.9993335054097199
41-2806879,,,,,,,,,,,,,,,,,,0,0.9916951761264579,0.9922851166171437,0.9923253739872395,0.9944535130905053,0.9995242176586109,1.0004762212160054
42-2806881,,,,,,,,,,,,,,,,,,,0,0.992615802264433,0.9924905204937895,0.995055494522092,1.0007165472421262,1.001464658195807
43-2806883,,,,,,,,,,,,,,,,,,,,0,0.9923804491036137,0.9966232714832273,1.0037640425388787,1.0037040770044852
44-2804130,,,,,,,,,,,,,,,,,,,,,0,1.008177274760321,1.0095889497753423,1.006830987337682
45-2804132,,,,,,,,,,,,,,,,,,,,,,0,1.0101223871932512,1.006596464721744
46-2800267,,,,,,,,,,,,,,,,,,,,,,,0,1.0035792454045662
47-2804032,,,,,,,,,,,,,,,,,,,,,,,,0
