순번_정류장ID,34-2801790,35-2801977,36-2805598,37-2802051,38-2802067,39-2802056,40-2802050,41-2802042,42-2802029,43-2802013,44-2802003,45-2802033,46-2802057,47-2802081,48-2802066,49-2802069,50-2802087,51-2804799,52-2802048,53-2801823,54-2802110,55-2802132,56-2801891,57-2801853,58-2801821,59-2806513,60-2807111,61-2806771,62-2806429,63-2806635,64-2805906,65-2806422,66-2806424,67-2807419,68-2806862,69-2807444
34-2801790,0,0.9745733810657043,1.0023076763306307,0.9961533358719307,0.9974400426989016,0.999222007387801,0.9985399031038705,1.0988149704223142,1.091037822208953,1.0783060255313703,1.2235215946843854,1.1884693959217028,1.1829718486753071,1.1734481264654515,1.159015303508596,1.181992580373992,1.183693721220698,1.1717976172519962,1.2563228440646859,1.2445603661862876,1.2303980071418672,1.2229876347432436,1.215255093623359,1.208727149253255,1.2052146800827037,1.3738002416902992,1.355933734817291,1.3376063944204095,1.3195178269004197,1.2958011933823916,1.3726343961692276,1.3563947563957268,1.4462062148136277,1.5410322682732032,1.9565133497268683,2.082440926312035
35-2801977,,0,1.0416611576804082,1.0147049398856673,1.0087786252488047,1.0087984459361128,1.0060284495302958,1.0068690064455275,1.0095901136357774,1.008957477794533,1.0592597974503148,1.0488601116998066,1.0485453225049566,1.0474045676507309,1.042303137511221,1.0693992479485468,1.0772428156695102,1.0717950399267222,1.1562134675144953,1.1528510472476396,1.1439224099423058,1.1406017680654033,1.1356552817031018,1.1316081245320022,1.1306536165676342,1.2963591644328605,1.2819304741631905,1.2675517221070018,1.2529788385964968,1.2340343963841476,1.3121167851787545,1.2987515500997588,1.3862580259731512,1.4790415388789655,1.8872745518743226,2.0130043247655944
36-2805598,,,0,0.9732653583929942,0.9911151073005267,0.9964087092290788,0.9959662093494037,0.9989308226571469,1.0033675182011716,1.0038282759029733,1.0529645721684981,1.0424611613287045,1.0423775150468768,1.041548839310517,1.036456694435317,1.0661649583274404,1.0748516443798577,1.0691382015941095,1.1601366886496831,1.1561804901473947,1.1464512118863341,1.1427924466865345,1.1374645195912838,1.133118555570145,1.1320601509106034,1.307734548016912,1.2919408852452265,1.2762185881604082,1.260441123247412,1.240039139499846,1.321788536251282,1.307100324963593,1.3990986949948416,1.4968324239598987,1.9300745937854822,2.0631870397954737
37-2802051,,,,0,0.9985207970703504,1.0026041907154137,1.000159018254199,1.0026926238532632,1.0071240771388663,1.0068350696087551,1.0045904478893966,1.002154890141003,1.0037949155179893,1.016286604912058,1.013135288814031,1.0352709710029222,1.0551651737109884,1.0506023841198082,1.135259636857096,1.1335148885328876,1.12500461255759,1.1223806172110227,1.1177042584145438,1.1139480349663184,1.1133278968400957,1.2996162160460605,1.283840390892268,1.2682354804067208,1.2525577875370757,1.2323660294376526,1.3156605865906241,1.3012943672108797,1.3881191449778718,1.4868710988023424,1.9261296323796004,2.0615370097737813
38-2802067,,,,,0,1.0088701882071984,1.0013413436106704,1.0047013361360935,1.0102955233711675,1.0090708633371683,1.0059331602285908,1.0027935828811447,1.0046756676392627,1.0190433720430572,1.0151838332307148,1.0401459210624042,1.0622363813041737,1.0566104264335632,1.1509945798051677,1.1474637385909991,1.137173314531855,1.133624890631403,1.1280892439499273,1.1236352752706047,1.1226143321398754,1.3254288017866438,1.3070053985369723,1.2887568615302303,1.2707512989503242,1.24772615073329,1.336103025761777,1.3195691354434809,1.4129442980101161,1.5193668724847165,1.9979143945885869,2.1446995716054302
39-2802056,,,,,,0,0.9946461236448,1.0027965957941034,1.0107460269300828,1.009113474547682,1.005438532750895,1.0020075377851927,1.0041635186735547,1.0201873142052498,1.0158182740321708,1.0431038627782445,1.0669597420936243,1.0604890241175122,1.1625101084229992,1.1574644846304205,1.1457505874524319,1.1414652418579634,1.135262375586072,1.130271530135062,1.128940239556669,1.3441501770971263,1.3236515072995598,1.3033502647488349,1.2835649619903815,1.2584016990485383,1.35024575463755,1.3325362581942748,1.4304406304142145,1.5424945831761845,2.0504126667604066,2.2056834244139685
40-2802050,,,,,,,0,1.0114061031609582,1.0196218963568942,1.0136506002401522,1.007959190905926,1.0032601128559024,1.005677778272202,1.0238839873867884,1.018515101233797,1.0488703892753528,1.0749525357810348,1.0671088955472767,1.1793375132834871,1.1718425076231704,1.1580329940985084,1.1526298920656406,1.1454665269699675,1.1397035932262294,1.1378990535639133,1.369049167933474,1.345692030659724,1.3225774420099634,1.3003870823832056,1.2723592112116329,1.3688862199191654,1.3491747402814538,1.4527457912604003,1.5719027970461479,2.1174298980369417,2.2834989550494478
41-2802042,,,,,,,,0,1.0215796214794728,1.011912796529647,1.0051873316900102,1.0004882688878682,1.0035434282905311,1.0067785208283455,1.003066649822843,1.0527852855516064,1.067481821246573,1.0596578075345273,1.196150281881404,1.1857931010776341,1.1696393370524436,1.163014165824188,1.1548166888323597,1.1482338041536302,1.1459375291098937,1.3829631603691872,1.3573459693635501,1.332102192624997,1.3081278690076192,1.278069047644139,1.3792759782472388,1.3579653252726267,1.4747390239728495,1.601360690636256,2.187237626913428,2.364897311753811
42-2802029,,,,,,,,,0,1.0014372088413124,0.9969808651805948,0.9944966863103883,0.9986907854556233,1.0031469224412124,0.999467437246114,1.0559671891750257,1.0720729510748617,1.0629257614826637,1.213941350902256,1.2001193342785061,1.1812951450906461,1.1732921870484658,1.16396015370294,1.15648757792485,1.1539180611864457,1.407875419501014,1.3789015310633792,1.3504384313649114,1.3237941941714135,1.2906506315013857,1.3960977543048778,1.373099671342891,1.4965614402862917,1.6308899292289025,2.2592875937279864,2.4491471438042574
43-2802013,,,,,,,,,,0,0.9913496882402593,0.990930669217416,0.997465945945946,1.003763532358374,0.9988972523620504,1.070401768628406,1.0884151858600308,1.0752899265943903,1.2571592840737837,1.2338291433330333,1.208535394608537,1.1971052389579646,1.1851408269361507,1.1756130505574345,1.1714620766758186,1.4590851424216749,1.422885945640575,1.3875695796211402,1.35536685152505,1.3158928687624658,1.4299658815057648,1.402881485223768,1.5383644615662257,1.6871617672723827,2.3974686876199374,2.610636406725756
44-2802003,,,,,,,,,,,0,0.988798757528017,0.9993178667022562,1.0076258509830502,1.0003298305010755,1.0905624844082789,1.1094930397792244,1.0906125417089614,1.3074630278170294,1.2708994990401223,1.2376519792748877,1.2220365790128265,1.2070474432860356,1.1951933736633744,1.1895038583366284,1.510432685191354,1.4663169711985133,1.4236399537516706,1.385635200401086,1.3397012823622725,1.4616643060354109,1.4310086464258471,1.5772222268784148,1.7397754469796392,2.530693267412031,2.766691072248429
45-2802033,,,,,,,,,,,,0,1.0404408820553144,1.0339843413920673,1.0091770904166264,1.004731007135407,1.168269880409656,1.1295341324407326,1.104235003326036,1.0814589077118852,1.071013265120487,1.0713288623294996,1.066208607195888,1.0969858371033692,1.0883044449303159,1.6111885455674901,1.5495855477180285,1.491150896619517,1.4412000298294354,1.3823900348496627,1.5165328343572313,1.4786980084681114,1.4772159629512986,1.633829786438316,2.427403265126494,2.6351573092648963
46-2802057,,,,,,,,,,,,,0,1.0303820502197418,1.0015427161757702,0.9988875641824252,1.1864594124228234,1.139189378983631,1.109544966131391,1.084072576062406,1.07270343890514,1.0728603572702575,1.0673954174631195,1.0995082483703014,1.0902896776332915,1.6408538320427675,1.5733557978142336,1.5097898066064221,1.4560869949702213,1.393372805747927,1.5317068137390528,1.4919937550025877,1.46540279922492,1.5596241280584242,2.479365385014014,2.6339806436995503
47-2802081,,,,,,,,,,,,,,0,0.9791054397906752,0.9858207181989919,0.9961044416291858,0.9940902590763596,0.9982751581632491,0.9989235190235047,0.9988241531127431,1.006786519867426,1.0059960477471712,1.0401528868232937,1.0349941304365926,1.5857851324414312,1.5224220918470848,1.46346258592898,1.413553520365023,1.35567470467822,1.4980256591717378,1.4592315141756775,1.4343299117055464,1.5655594015220469,2.457222234271932,2.615185483053351
48-2802066,,,,,,,,,,,,,,,0,0.9934935278294309,1.0053985211093581,0.9994742997286343,1.0030765967315414,1.0024679857143988,1.0017979156190344,1.010461917295,1.0092754561518111,1.009118622561197,1.0150252169376264,1.305036947205776,1.2743012968694902,1.246935188645365,1.2216779615745055,1.1923966257612444,1.3490445362974222,1.3231225957823283,1.440483095320353,1.6072340465666934,2.599836451896459,2.7700598762987254
49-2802069,,,,,,,,,,,,,,,,0,0.9965098368007487,0.9923561969578942,0.9996866353503537,1.0001121421214485,0.9997673819080048,1.0098164406560584,1.0085504658218043,1.008434609500826,1.0153506064443898,1.2920248820724227,1.260705791100496,1.2333769263166352,1.2245153048923558,1.193255736292172,1.3699748102197744,1.3410117904650833,1.4065899907409962,1.5740601939709054,2.742512498280053,2.9248184451699366
50-2802087,,,,,,,,,,,,,,,,,0,0.9881213292987348,1.00111284252402,1.0010425259875433,1.0004265099637466,1.0120852518472045,1.0103877281662037,1.0100889752736228,1.0177440812460414,1.3299232448783036,1.2908293519430447,1.2570561165896994,1.2451238934361946,1.2084541883837567,1.398631523826148,1.3653721446360774,1.4354669959504687,1.6177872727389042,2.9414248232104563,3.139483311000298
51-2804799,,,,,,,,,,,,,,,,,,0,1.0113672294534062,1.0054360796286042,1.003479963918788,1.0169034822744416,1.0143115091229964,1.0135531915782263,1.0214831593757898,1.37914746626172,1.328978550972316,1.2863177035623112,1.2701459900129064,1.2265323651425233,1.4320695013221887,1.3935102828182462,1.4686843170099864,1.6683393030477973,3.1873579379076373,3.403408873989608
52-2802048,,,,,,,,,,,,,,,,,,,0,1.00094730492737,0.9998634035287423,1.018795746752232,1.0151577742459796,1.0140989615309084,1.0242996410777452,1.461226232215714,1.3893255110415563,1.3302791161738972,1.3065574644495308,1.2514935478912985,1.4804804714504323,1.433780897869579,1.5161736751914097,1.7427286001932156,3.6003327778769667,3.8436068003441233
53-2801823,,,,,,,,,,,,,,,,,,,,0,0.9981941501409111,1.0218448556290964,1.0152530588375157,1.0136651284411833,1.0280444085587406,1.6442000508194015,1.512496139704427,1.4132513390828532,1.3720140652295283,1.2936092098519847,1.5625875068360568,1.4997111144226836,1.5946006759746556,1.868684484553974,4.4497438583660305,4.735836942178769
54-2802110,,,,,,,,,,,,,,,,,,,,,0,1.048479660320504,1.0263883403034015,1.020880308354676,1.0388381323042755,1.8837219788060748,1.6550740077100847,1.5004403395755752,1.4369981238273923,1.3329320298456486,1.637560713049942,1.5578291257018888,1.6632514225323527,1.9808794429619878,5.404767052074177,5.717875434936114
55-2802132,,,,,,,,,,,,,,,,,,,,,,0,0.9959250357680811,1.0013700553347435,0.9894164484996824,2.2936089840212,1.8531266979556336,1.6040601445913283,1.4622164582967199,1.3402999001828113,1.66425775819287,1.5742070568327255,1.5610697635230018,1.8675584061156838,5.186899892767984,5.5133665055261964
56-2801891,,,,,,,,,,,,,,,,,,,,,,,0,0.9971919091575235,0.9817119488512882,2.994941866500571,2.112859056168091,1.7220878257469812,1.5287479457818318,1.3750906876812825,1.7320872032435721,1.6245046478334726,1.5597073209170689,1.7523796689334228,4.817084207797036,5.1498097455856096
57-2801853,,,,,,,,,,,,,,,,,,,,,,,,0,0.9640200850013709,2.0362079188634374,1.6227291881109585,1.6100118461755824,1.5929475022868744,1.4034942026836035,1.8105307846498606,1.6817147695947576,1.6045958499211026,1.553319274319872,3.995792148378597,4.318356998651848
58-2801821,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0381090697012885,1.0199393750100108,1.5715532491247388,1.5609283992327865,1.3692039555942865,1.804430843963173,1.6692887225351494,1.5899765761026143,1.522105906313646,3.5534669290598266,3.870436007868748
59-2806513,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9774783953607231,0.9994415770218521,0.9932512424064629,0.9931002574092366,1.3676769139480647,1.304068747857674,1.2727029068492484,1.2410356118549473,2.953174521333891,3.2799913205081683
60-2807111,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0167765507896631,0.999499769735275,0.9966042692397894,1.4501826687792647,1.36034104518417,1.3162106630197699,1.2751120610153048,2.3368411899999106,2.633778607956533
61-2806771,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9820840630007467,0.9885949311037531,1.6015495026032196,1.451633782275842,1.381500963084353,1.3230267651656313,1.7868276698986563,2.0514775363032944
62-2806429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9928251275983868,1.0300435638442647,1.0187409059580332,1.0253522688889225,1.0206401698498961,1.4684592052841057,1.7160335194234992
63-2806635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0195812678393288,1.0059190225630965,1.0178597589305771,1.0129733012221125,1.0083851784772904,1.2707257659847462
