순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2804748,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2803610,24-2803612,25-2806226,26-2803613,27-2803860,28-2803861,29-2800256,30-2806225,31-2803862,32-2803865,33-2806899,34-2806359,35-2804721,36-2803870,37-2800254,38-2803874,39-2803876,40-2803878,41-2803880,42-2803882,43-2803884,44-2803886,45-2803888,46-2806219,47-2803890,48-2803892,49-2803894,50-2803896,51-2807380,52-2807379,53-2803898,54-2803900,55-2806222,56-2804630,57-2803902,58-2803904,59-2807377,60-2803906,61-2803909,62-2803910,63-2803912,64-2804628,65-2806314,66-2803914,67-2804626,68-2804099,69-2804624,70-2804622,71-2804096,72-2804620,73-2804095,74-2804618,75-2804616,76-2804092,77-2804090,78-2806224,79-2804088,80-2804614,81-2804087,82-2804612,83-2804067,84-2804571,85-2804538,86-2804536,87-2804065,88-2800297,89-2800261,90-2803997,91-2804792,92-2800289,93-2803934,94-2806662,95-2800286,96-2803932,97-2803596,98-2800283,99-2800281,100-2800280,101-2800278,102-2806663,103-2804031,104-2800260,105-2800275,106-2804713,107-2803598,108-2803600,109-2800273,110-2803601,111-2804331,112-2803581,113-2800271,114-2805489,115-2807150,116-2804581,117-2804582,118-2800267,119-2804032
1-2800269,0,0.9989815947701196,1.0016723380552544,1.0036355028961135,0.9989439209921255,1.002135944553952,0.997375058239873,0.9984169514126178,1.011751195838616,1.0041681022363207,1.0032962183588447,1.0028160152622954,1.0016753033034196,1.0021065968145098,1.001836687424888,1.0019763118109803,1.0018923839031812,1.0027147360384792,1.0022539956386496,1.00103317387722,1.001943061928432,1.001897312562814,1.00240433119291,1.0024258637982204,1.0020249090448494,1.001771576930365,1.0014751826557775,1.0015435479802681,1.002102238100829,1.0017715200147763,1.0007899226814416,1.001228816592592,1.0021617437983559,1.0007502260328223,1.0016795868140114,1.0016333973989215,1.0015121768035544,1.0020494203463473,1.0016507042237102,1.0013993949211084,1.0576317984374648,1.079542731685028,1.0781438633230584,1.0753224509662653,1.0739795473461806,1.0709390060389492,1.066796892236851,1.0657224048567577,1.064619901691182,1.0627631408886375,1.062703296456753,1.0588234017350164,1.0583839579945664,1.057896552245528,1.057097229657592,1.0562815916924997,1.0551405362437647,1.0543027884811358,1.0534033727740537,1.060654472115867,1.0938036229826196,1.1299772139846922,1.1685192791528407,1.1979342902644723,1.234751941337428,1.2562163483556466,1.28441579003475,1.333901669043277,1.365463303756005,1.4370928718497293,1.4953926390451635,1.5701290960025311,1.6088282857859415,1.6540778761200294,1.7635038342241096,1.807679198540991,1.8861652046843427,1.9331605099669438,2.0280652064082836,2.1053408111120553,2.191217514185177,2.310802331093804,2.478102450730907,2.6761125820640523,2.77386239269561,2.913886084780672,2.9740818529086432,3.1375370104636136,3.2091469936341115,3.4099853249282113,3.5960578533032703,3.7596915181493906,3.956798390453399,4.125958009724227,4.62475737723159,5.193859095918661,5.401162105120452,6.244520974037816,6.721234341782226,7.560478209236531,8.409159197469629,8.63670264614456,10.575182375808026,12.376007152355402,13.201506748673847,14.506833874993983,15.35785229918121,18.181446751932015,21.89817423829782,24.123235285966366,26.292473376141558,30.342449288848307,42.23981155965624,71.41352701889647,143.08974732570033,154.71795681937868,84.31053727613498,66.47308148652931,289.569170495164
2-2805488,,0,1.0048549440877443,1.0060955315404359,0.9989318868348575,1.0029910926734393,0.9969835647870998,0.9982974142610237,1.0140444901412673,1.0048660113822687,1.0038224776229425,1.0032479779112768,1.0019421549697902,1.0023784365597068,1.0020624966282121,1.0022062664046079,1.0021028487006918,1.0029639022840304,1.0024617362697525,1.0011551713525446,1.0021108856988779,1.0020550417807748,1.0023406374279282,1.002581281303484,1.0021522842153148,1.0018857435755697,1.0015743330137754,1.0014634107624831,1.0020447491623152,1.0018671827261392,1.000850740365799,1.0013013445660348,1.0022625893972772,1.0006580234697717,1.0015550316280828,1.0017055628412594,1.0015803157189267,1.002067319463294,1.0015380293316567,1.0014586799830096,1.0589697018005881,1.081423619362772,1.0800709900695884,1.077113228060739,1.0755826246261297,1.0725227867532825,1.068086964297513,1.066963542208025,1.0659228434431356,1.0639932503981495,1.0638232544481316,1.0598187391551752,1.059362292500883,1.0588566869830474,1.058031530871671,1.0572715514911135,1.0559974795653426,1.0551313401353533,1.0542863160454297,1.061733058048094,1.0953611586480774,1.1322118718669418,1.1714050233697548,1.201318552262232,1.238993753872144,1.2607751436926753,1.2894284433120005,1.3399281486666923,1.3722178377892664,1.4454911301535642,1.505071028971052,1.5816099999391937,1.6212789915933443,1.6678594574073111,1.7799779470351578,1.8255882856108079,1.9062702084995642,1.954685925643483,2.0525708306796573,2.132378977470842,2.221582306755856,2.3451962578298247,2.518894975977167,2.7250818496039733,2.827303105330011,2.9735308549161306,3.0363379908700256,3.2074916481294338,3.2832759405179632,3.4945468829408957,3.6911262939146114,3.864853250632008,4.073927104991281,4.254607979530428,4.789086981097017,5.404194044674212,5.629652682483593,6.554762065300893,7.083505340501718,8.02402524446817,8.988634350190855,9.249566909182214,11.51340158536064,13.683758956845667,14.701472990963518,16.34045648150906,17.42959469257566,21.161311844279506,26.377193013842383,29.677365599313045,33.03039045762631,39.689395585444466,62.853638502969616,97.49176559792821,311.1788053323425,145.7474463876519,81.31260831759171,52.899052808631694,90.33143902845876
3-2807373,,,0,1.007095625693778,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0048674320955018,1.0037037673726608,1.003078696047412,1.0016756366607023,1.0021818439145187,1.0018623942712728,1.0020223773725625,1.001923500811922,1.0028508105611245,1.0023260040792268,1.0009593188477781,1.0019726567851175,1.0019207131867927,1.0022368804603632,1.0022668155056715,1.001845788699614,1.0015767333985388,1.001263600953661,1.0013564203034102,1.001959955986535,1.0016091865944905,1.0005679522506814,1.001042942010539,1.002035427076425,1.000546342254371,1.0014753992676306,1.0014315559935978,1.0013066284505057,1.0018746095636772,1.0014661969871665,1.001207154300343,1.0601362578252835,1.0830729993519126,1.0815233685243768,1.0784521603873445,1.0769816773746557,1.0736910319470112,1.0692059034146884,1.0680388466315283,1.0668624675543588,1.0648739343349014,1.0647908440761915,1.0606761087192107,1.060204582143409,1.059682889895814,1.0588349341019878,1.057960010441505,1.0567326388310192,1.0558414721743408,1.0548910077997256,1.062438016853515,1.0966357471505706,1.1340374988348718,1.1738851359965181,1.204227601850478,1.24252072933255,1.2646680221424706,1.2938128320342586,1.345325708185027,1.3780857893253646,1.4527500821635866,1.5135161832230346,1.5915701340951003,1.632257050064841,1.6797922429136036,1.7946193035890636,1.8414463533815422,1.9241826201348324,1.9737638526470442,2.0744431964470538,2.1561491202627723,2.248120569538143,2.3755804109030056,2.554696013993285,2.7688194201960963,2.8747260273469815,3.0265449342945328,3.092163112490855,3.2705941882424088,3.3500452842616615,3.5712033980259568,3.777552635252474,3.960397273101271,4.18099997215349,4.371275250715569,4.939869354511475,5.598945678055541,5.8419134307286855,6.84688265156881,7.427263008823922,8.469901118908188,9.553845084616187,9.849601744947593,12.462463252032396,15.048554193635571,16.289978825232264,18.328636653558974,19.71152541482738,24.62447938401915,31.991834066941806,36.98339171332395,42.3398411105207,53.94711987340379,108.11926086507694,58.717730203467916,101.07694483734092,73.94910758155432,52.74671831604999,39.11841080407448,56.81343235683246
4-2804748,,,,0,0.9879917056706798,0.9997225865025724,0.9891898594951315,0.9930877536083578,1.018136688686714,1.0044461283121546,1.0031410294226648,1.0024764723169557,1.000984238231593,1.0016462329972244,1.0013528867128734,1.0015454824581418,1.0014697530814822,1.0025113337051264,1.0019657629617496,1.0005291083924326,1.0016324062694817,1.0015943968298915,1.002221153836715,1.002253287652584,1.0018132098942765,1.0015325047137715,1.0010012734812523,1.0013087001187178,1.001937828360514,1.001573873679431,1.0004939467503442,1.0009893187390626,1.0020179719466416,1.0004786268092034,1.0014428519665042,1.0013299589904199,1.0012702166966814,1.0018555317967122,1.0013741000795466,1.0011714901626194,1.061722829834836,1.0852894888259008,1.0836423504493289,1.0804111648627055,1.0788589493448313,1.0754090713412134,1.0707058678507908,1.0694800042188382,1.068257204147431,1.066185751828542,1.066087489450819,1.0617308745729228,1.0613343762189371,1.060791149216403,1.0599128348674778,1.059000726378266,1.0577190002332417,1.0567945329882213,1.0558122660758071,1.0634456655321833,1.098224020213043,1.1362834879990438,1.1769052659758388,1.2078561778522703,1.246939142675469,1.2695545413301703,1.299443763257447,1.351867310062573,1.3855040221582997,1.4619560692772935,1.5243978926272357,1.6045170696919295,1.645989057339468,1.6950298974871347,1.8133463049824858,1.8614224320540356,1.9469158775357542,1.998260495367482,2.1024341948116194,2.1869678954765517,2.282550496165471,2.415082533741553,2.601988004578778,2.8251695265637684,2.937097350449329,3.0964775193127827,3.165573530923548,3.354081128681587,3.4381426098901575,3.6723657420226337,3.8919813804047636,4.086864987375407,4.323668827722499,4.528307770647292,5.143866869633332,5.8651056013357845,6.133084259376068,7.253811858621574,7.910430113171066,9.106670551230048,10.374606159863308,10.724910746256738,13.90401241880421,17.206700824158982,18.85131183418413,21.639084629753544,23.595553119565768,31.002852022917146,43.678447599208724,53.55483367683236,65.56576547498285,98.34938192774312,1137.9984220561487,103.4595121489205,59.95799174393715,45.679795197667275,36.5965064264113,29.474086017263943,38.75457575572051
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0069517911762493,1.0049516995574377,1.0039333042991352,1.001922486283346,1.0025249346552836,1.0020877856773796,1.0022759017197762,1.0021371322832715,1.003221385447083,1.0025794486614945,1.0009659880601995,1.0021376980313936,1.0020690458080441,1.0024015263534714,1.0024278355408474,1.001947278046693,1.0016469118529105,1.0012991723810802,1.0013969904556328,1.0022376528338475,1.0016694663549377,1.000537880605043,1.001053059819967,1.002124808987074,1.0005175783800533,1.0015869557999753,1.0015373514790404,1.001402736225933,1.002005916806091,1.0016948012007203,1.0012880346587814,1.0637837832254413,1.0881293722601106,1.086355120129168,1.0830479903770778,1.0812590601518937,1.0776043909703141,1.0726209905176762,1.0713194703430637,1.070037598606514,1.0678602250027087,1.0678454791547736,1.063392641321162,1.0627773817379018,1.0622066792813145,1.061289878025072,1.0603301579105848,1.058978986792366,1.0580120991351163,1.0569897090304639,1.0648639101113453,1.1004068025499611,1.1393317458450827,1.180910202195889,1.21261381556014,1.2526747874740847,1.2758703090164267,1.306543351336733,1.3604490170912469,1.395029613180348,1.4736421512013385,1.537918415247906,1.6207649908399309,1.6636235673790296,1.714352837751219,1.8368449537071212,1.8867399271057193,1.9754734377644447,2.0289030086839452,2.1374833963805244,2.226038270388448,2.3257529795834917,2.464737104971009,2.6615677760784995,2.897849245273203,3.0158481612686607,3.185828241809332,3.2591942389262747,3.460532708983892,3.5503177487620174,3.8024555381626843,4.039681643672804,4.2511369139847055,4.509205916111726,4.733791866304774,5.413045717183693,6.220910328205856,6.524219727390409,7.811778980763132,8.581049950773325,10.010266671479698,11.567234061346326,12.005181996697676,16.14331846933088,20.77869881327078,23.228600565936233,27.61575497946534,30.88737876962912,44.94736130271309,68.61120448561411,96.6817057386403,144.5533179681439,548.1782800559682,106.93976645408749,52.94526761476853,38.603004586546334,31.274720546468423,26.735472806581082,22.726213897818017,28.026350296791662
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,1.0041543068199659,1.0023820970158352,1.0015870806581493,0.9998486888160961,1.0008659353306804,1.0006140339208514,1.000873202163275,1.0008368903525455,1.0021085263335803,1.001507873418442,0.9999126773910694,1.0011939487018713,1.001176204901273,1.0016630685303123,1.0019819841908404,1.0015262290155311,1.0012287785803042,1.0006634687487783,1.000829649485283,1.001716310155743,1.001329470637472,0.999996883518764,1.000722534063913,1.0018228633990347,1.0000307420656624,1.0011679589051496,1.0012727276796682,1.0011392132571293,1.0017579736937996,1.001192293159186,1.000919574190566,1.0645065365400836,1.0890852284029138,1.087397904501736,1.0837360804812262,1.082164527615127,1.0784204577819305,1.0732028774953464,1.0719833786225799,1.0706760510450888,1.0684537090669834,1.0683278898479978,1.0638015432112382,1.0632733546411899,1.062691340687507,1.0616631075770473,1.0607794117614704,1.0594004100784908,1.0584163484086877,1.0573774104334035,1.0653262397652938,1.1011351007709285,1.140557487710136,1.1824824823741036,1.2146422122128335,1.2550509911070156,1.2785164692714879,1.3094945660094426,1.36412301699631,1.399210030780804,1.4787969961054432,1.5441245076542682,1.6279399513237778,1.6715350241873652,1.7229658170537718,1.8474631970175375,1.8983248316272319,1.9886501464764994,2.0433209443393707,2.1536268568808805,2.244404179661296,2.3459447077317925,2.488210955475021,2.6897832164166844,2.931798036585558,3.053052518084769,3.2282368505639902,3.303818263571171,3.5114723684204643,3.604230094168393,3.8647347955759583,4.110700620041039,4.3304232274875485,4.599156803144727,4.834117319767721,5.546225089307409,6.39917102463332,6.7210875922505275,8.098062748822617,8.929053103090157,10.48890703161783,12.213113856965926,12.702820530923466,17.435807301514576,22.97444557981641,26.009340817262633,31.639893956915312,36.012549005226006,56.69212168584793,67.3662793592941,66.45054285378053,86.28004591393362,155.0635932041627,71.5941331273898,42.5477543237696,32.76502099921115,27.331281669741468,23.800892749448753,20.570903278246064,24.876269766467697
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0116849111643749,1.0083266172260454,1.0066256575856565,1.0037399054549994,1.0040771411999743,1.0033818078654442,1.0035357293774052,1.0032799742781742,1.004338991099691,1.003569474122438,1.0017499861275874,1.002957824384391,1.0028367014847732,1.0033386387127925,1.0030583356340577,1.0027405821550637,1.0024046332714445,1.001788179443071,1.0020412566191694,1.0026902580417394,1.0020945500892902,1.0010976584342595,1.0014275347643071,1.0027035023240296,1.0010193832518064,1.002070097371052,1.0020066412777748,1.0017173993963193,1.0023310535115084,1.0019930841690676,1.0016990765452594,1.0657603563162503,1.090906874204215,1.089011439649787,1.0853793428524816,1.0834899398411182,1.079649393761503,1.0745258502148536,1.0730400005608869,1.071705023534534,1.069431908266387,1.0694001915371947,1.0646810419687176,1.0641398407609175,1.0635441091596793,1.0625926262764747,1.0615894216206319,1.060174322779138,1.0592582001849362,1.0581979783376743,1.0661125953127115,1.1023326608472652,1.1420241723585327,1.1843995553176452,1.2166771052466188,1.2575518080740677,1.281230458339875,1.3125568429130199,1.367648326902238,1.403083073859504,1.4835638456800555,1.5493676483666305,1.6342908566636496,1.6784901841175845,1.7303616156640194,1.856647412564963,1.9079729560972207,1.9997827978666607,2.0549961127117706,2.167218877506119,2.2589904206246563,2.362329176344292,2.5072117600805472,2.7123098917781476,2.9593891658515443,3.0834868386224983,3.262081070302093,3.3394097128927984,3.552371774952942,3.6474955369443807,3.9149562472748327,4.167509591674177,4.393841891189122,4.67165002673517,4.913989789666758,5.652506435392903,6.541999259049929,6.879098298163856,8.32974453346129,9.21222865782631,10.882595327556983,12.75100826888853,13.285919858817813,18.555354225607374,24.959344524446724,28.583126079304616,35.53192176262204,41.142366736646345,70.52652005728207,87.67566940591763,64.24095914268639,66.27442871568802,100.87495208509688,57.39404662781016,37.0986097558341,29.43730136889141,24.978259746546268,21.997782704171108,19.211088256599577,22.94999133811538
8-2800274,,,,,,,,0,1.089891755286435,1.0127560379223124,1.0085637393535032,1.0065707492937577,1.0033654048614848,1.0038108555222938,1.0030997120149179,1.0032777060019133,1.0030270897816598,1.0041787019290174,1.0033773600845777,1.0014813617807874,1.002764523291247,1.0026497282643052,1.0029144431265253,1.0029186676105382,1.0026032145402957,1.002260503499524,1.0018642044959853,1.001698926155943,1.0025798607098444,1.0021659203878912,1.0009513248038082,1.0014780702910595,1.0026044190824026,1.0008866158451954,1.0017421781435691,1.0016860360358344,1.0015428677115954,1.002316041027752,1.0018371804423014,1.0016079649141922,1.0669349538527146,1.0922303060144238,1.0902668201307424,1.0865244141900094,1.084709964565544,1.0807555060652179,1.0753627003261577,1.0740646550000055,1.0726956216709895,1.070361362338282,1.0702121833380238,1.0653916213019545,1.0649366228307933,1.064325153041082,1.063254390854324,1.0622260396816927,1.0607744106574917,1.0598370651827886,1.0586669943477527,1.0667093622384773,1.1033382744711164,1.1433948121169404,1.1862781194126948,1.219064750602834,1.2605244567864033,1.2844590736477364,1.316148196015783,1.3720723181094234,1.4079519990471756,1.4897157043759768,1.5565647401157348,1.6429026672589653,1.6877780709254162,1.7407648198768428,1.8691149615645073,1.9217850658620348,2.0152451569018406,2.0716304257999343,2.1863377059665092,2.2803895221471624,2.386571379905516,2.5346767139589534,2.7456173754125768,3.0001304871944496,3.1282084335742053,3.312834526766842,3.392870037029326,3.613587778022728,3.712373023073099,3.991430479127846,4.254542160882621,4.491321744462509,4.782718730481346,5.037622727995941,5.818505224094593,6.767318322632658,7.129267899339478,8.702054121337525,9.671285713332567,11.531112136776235,13.6528216497571,14.268407047094001,20.536051452574753,28.685169515867276,33.580394078779506,43.60082500253992,52.367187046102536,111.49051565461026,160.56902364528196,95.86347694764282,72.32213309269808,66.06621698351279,44.17805419070867,31.09011930498839,25.52407831013718,22.10463625801451,19.739097508363436,17.466577773971572,20.547424593913814
9-2803847,,,,,,,,,0,0.9712435249626593,0.9777648855898521,0.9815136083779274,0.9844660643089386,0.9894328974938863,0.9909660383605227,0.9917802890456231,0.9926117374062724,0.9951514118081908,0.9949654587198022,0.9937227824514931,0.9956276336080843,0.9959686210566511,0.9974531952060574,0.9977315517900126,0.9976304546970585,0.9974161309598074,0.9974215996744716,0.9977520435231845,0.9986660845473411,0.99848951754269,0.9973134361685931,0.997850259367921,0.9990942463809553,0.9976390485711282,0.9990253950276897,0.9990410207965843,0.9989295758142125,0.999634337852637,0.9993029185928035,0.9990602766927678,1.0659985959995664,1.0919108799481265,1.090056150014469,1.0860974307473998,1.0842535997644525,1.0803660597967126,1.0747770650196222,1.0733521654756442,1.0719687721185833,1.0697256800042245,1.06947183622399,1.0648151861074904,1.064256742278286,1.0635420974422283,1.0625635143358987,1.0615328991577184,1.0601749050378406,1.0590511602881654,1.0579668871815051,1.0662225849211684,1.103355323925628,1.1440851559710004,1.187664416877557,1.220946284192103,1.2630633505792699,1.2874811749159156,1.3197458705195615,1.3767218503786074,1.4133010115687423,1.496652613774495,1.5650137422267711,1.6532113202331706,1.6992346010845196,1.7535101526424677,1.8852633647062005,1.939245123668606,2.035331354796207,2.09336463751507,2.211574949377095,2.308643502059181,2.418222220790303,2.5715727388967813,2.790769587127729,3.0559299788456986,3.189461854726618,3.38307485293868,3.467032484720027,3.698671310230029,3.802780913127436,4.097227026250393,4.377259487989534,4.629462420830784,4.940431715666201,5.21403573842564,6.058666932491365,7.098341071771634,7.498852549326987,9.264957069237543,10.374959532434842,12.550956693833847,15.112226121515947,15.871551760751961,24.05003468684674,36.063476701013734,44.16918131839179,63.33462579588485,83.71649541736168,116.4314007621475,130.31077540347556,83.99962791045387,65.26714473803628,48.99628859376214,33.517746711741495,25.4031907008894,21.560344878380967,19.06929141079227,17.28287603407121,15.515511407233225,17.947827465528654
10-2806301,,,,,,,,,,0,0.9937138984399775,0.9916106108188611,0.9920054572454681,0.9966601683162629,0.9971528400968619,0.997820117734951,0.9981426384980522,1.000459908422353,0.9997413192261119,0.9977096791645828,0.9996396641128094,0.9997338678979771,1.0006472666191364,1.0007804209645375,1.0003473876420357,1.0000222862059036,0.9996554500245127,0.9999765261400306,1.0010665633448494,1.0004025822745986,0.999082287146034,0.9997694985569839,1.0010636866822549,0.999227128060705,1.0006901311249137,1.000577465178654,1.0003568025579357,1.0012272360711996,1.0007032687977766,1.0004120060392239,1.07113404758853,1.098682017334115,1.096370688711325,1.0920708525903624,1.0899743100149124,1.085481323555147,1.0793679860496783,1.0777652888561136,1.076249322333124,1.0736549450962392,1.0734590191033422,1.068288658455434,1.0676716442479857,1.0669953758278976,1.06593075865512,1.0647897557452075,1.0631756763235594,1.0620489082914693,1.060875080296581,1.060262354338799,1.0596890268677508,1.097047858657735,1.1391477522777376,1.1712764356771959,1.2119832074625767,1.2354893874879915,1.2666667542600785,1.32153235635661,1.3567071913847542,1.4370308069183937,1.5027882000610686,1.587573561991307,1.631774541414003,1.683775038526793,1.8101063988802348,1.8619197754004069,1.9537650870875143,2.0093795068180538,2.12229732332284,2.2149198727268637,2.3195196530430597,2.4654640697044896,2.6730428134103263,2.924560624640277,3.050496452711554,3.2333558202574415,3.312455189302966,3.5304055908268674,3.627732021550267,3.904193882738875,4.165640918904541,4.399384165692764,4.687833593342758,4.941395816292653,5.717692518132874,6.663363395524672,7.024829847841412,8.600079973884462,9.574497924429194,11.452401440980426,13.607609947176801,14.235512318580183,20.69597867108747,29.283541776208722,34.547380634485116,45.57737027612746,55.519192707542274,68.78768722233522,41.80436578710429,35.52321741472134,31.68521956923405,27.289904463005193,21.712476658939224,17.99601211237352,15.98121639167749,14.574113953590448,13.509696747325746,12.40747969565114,13.97898095204113
