순번_정류장ID,1-2803524,2-2803525,3-2803769,4-2804876,5-2803770,6-2805655,7-2802347,8-2802346,9-2802602,10-2802599,11-2802592,12-2802589,13-2802362,14-2802595,15-2802598,16-2802587,17-2802580,18-2802578,19-2803629,20-2802575,21-2802567,22-2802557,23-2802554,24-2802559,25-2802568,26-2802551,27-2802538,28-2802375,29-2802507,30-2802502,31-2802492,32-2802510,33-2802518,34-2802493,35-2802471,36-2805716,37-2802464,38-2802451,39-2802426,40-2803019,41-2802965,42-2802959,43-2802964,44-2802971,45-2802954,46-2802913,47-2805151,48-2802862,49-2802829,50-2802814,51-2802801,52-2802783,53-2802757,54-2802738,55-2802728,56-2802721,57-2802123,58-2802116,59-2802112,60-2802094,61-2802067,62-2802056,63-2802050,64-2802046,65-2802029,66-2802013,67-2801989,68-2801958,69-2801948,70-2801942,71-2801921,72-2801927,73-2801924,74-2801916,75-2801925,76-2801908,77-2801715,78-2801690,79-2803662,80-2800164
1-2803524,0,0.9832708890052069,0.9847208640645286,0.9879129508296434,1.0666131156319842,1.8365963051531422,1.7416671727137825,1.5704793998691908,1.4715574167317609,1.4270132379728504,1.4104460592333945,1.4835394247200129,1.525279330688874,1.5869339008709253,1.543269915026316,1.361783523564316,1.3332839305030602,1.3161826928890101,1.3775978500715294,1.3839727727900268,1.364812682163483,1.538961463371083,1.6823505733698232,1.740464889716638,1.9595435878939158,1.8595994039677959,1.7802705293794114,1.7463815454534255,1.7270226889114335,1.705367168201213,1.674763231711039,1.7886096073372608,1.852134044674822,1.8286343128380598,1.7959808048723738,1.7866963638942532,1.8114462303546286,1.7796731575472768,1.8840082195619425,1.8028191090942447,1.7657007239748914,1.7304009020428515,1.7544092641633897,1.816717626552507,1.8419476642001935,1.8550560787535733,1.8508784647197305,1.8242666683742852,1.8155473128975113,1.9133728417802485,2.0016253652434246,2.041854939367276,1.9972216478104756,1.9633001694881886,1.922250081195861,1.8984475642608853,1.879426180039958,1.8677510020832777,1.8554310988915792,1.8223701491422069,1.8464611761251493,1.8279481497701677,1.8078694936737174,1.8086448051303101,1.7877534581066052,1.7633838017171903,1.7413623777332154,1.7310329478786233,1.714577728507718,1.7144588519800312,1.7086806055229002,1.6938674775260782,1.6886332074417405,1.6988452769186209,1.7751596445934525,1.7563368053959334,1.719041856595897,1.7032623153648567,1.6997749446287997,1.7033627761420669
2-2803525,,0,0.9854059251618447,0.9899063598978348,1.0823323404592509,2.041669425263004,1.898331224155457,1.6594693476166569,1.5325185394529075,1.4759642487574132,1.4564231354642314,1.5355088315521175,1.5782280827085422,1.6465189511030927,1.5934028431811098,1.3843998670011983,1.3513655419007151,1.3332366275881478,1.398328582678039,1.4042330877941136,1.3832959256988802,1.5675422304986257,1.7204442921570713,1.7813057449061092,2.0151092598483413,1.9039636144800116,1.816054910477325,1.7793724323221685,1.7580698673585093,1.7345649565244758,1.7016759559711823,1.8208770254757387,1.8875131263618012,1.8620485718411925,1.8267731216376737,1.816327401495241,1.8419222369529205,1.8077839613129625,1.9165970276096955,1.8293797468622846,1.7900464795328976,1.7523283160627787,1.777018052323016,1.8411381599147354,1.867099109880042,1.8805374648002164,1.8754596525487213,1.8473829825319823,1.8380755223072573,1.9394246411554792,2.0310214905778863,2.072475155292805,2.025242253710116,1.9894469419982386,1.9462000267016133,1.9209744829024027,1.901335742655263,1.88891632967242,1.8757122046660182,1.841226099320729,1.865980465251826,1.846618927069452,1.8253789357366434,1.8261471721621203,1.8044791427238716,1.7789669143237683,1.7559478619939486,1.745308214407359,1.7281347834019771,1.727865165821572,1.7219326644542658,1.7065781269999252,1.701044668190634,1.7109870973168642,1.7893167097772957,1.7694559855706191,1.730906779596545,1.714572090980298,1.7108034902792177,1.7142819098718551
3-2803769,,,0,0.9948689417528871,1.0099842799483172,1.3464279126626182,1.304936136512001,1.2278482111970077,1.1896791877846042,1.2610387118628688,1.2503598292454998,1.2419323379216414,1.2962573330189178,1.3645373476677185,1.3354183781486755,1.220138369396858,1.2031074924094836,1.191718672007824,1.250801270654466,1.2609883710118859,1.3442211736092642,1.5447094608709662,1.705569774003366,1.7702928732616432,2.0185022502483063,1.9006400004716726,1.8087212362669747,1.7706294059118015,1.7485831539273369,1.7245848399668866,1.6905226882058144,1.814582175333299,1.8841254473100433,1.8576477799371258,1.8210822269469014,1.8103679121191139,1.8370182915707962,1.801757347306506,1.9147513079914507,1.8248452019899601,1.784198614380654,1.7455645332493486,1.7712864590677944,1.837240380681965,1.8640368191971537,1.8777388108192365,1.8727396775957907,1.8438948333218048,1.8343928015981523,1.9387195421708576,2.033193235256476,2.0759663199538614,2.027143487848331,1.9900479303985759,1.9457483120942747,1.9200214600140628,1.899555581255466,1.886998525103054,1.8736378511137668,1.8383851151018156,1.8636237723714708,1.8438544754490702,1.8223277925498838,1.8230054652646859,1.8008075566627681,1.7749880067238255,1.751602948425466,1.7408121278328994,1.7233871775809584,1.7231652214405668,1.7171010308651296,1.7015555624186347,1.695959054541894,1.6972026029548832,1.7759825992917795,1.756555866204051,1.7181815417045587,1.701891347771332,1.70661908003807,1.7102176487649579
4-2804876,,,,0,1.0270638080384216,1.0112362158486117,1.0291056759717696,1.1292622017082845,1.2353259563982668,1.332958522145081,1.315279035946803,1.277811138488651,1.2485729543828934,1.3255464719968906,1.2964762507867245,1.187205954289147,1.17195233913085,1.1618533702368812,1.2233899419603371,1.241014558628391,1.381127414247845,1.6084636298209807,1.7938912420124282,1.865509364420535,2.1526315131156166,2.0038544109973064,1.8893342761844658,1.8432158801168885,1.8172368168334796,1.7886873416302562,1.7482175250810816,1.8858549617232299,1.9628900746056932,1.9315263640206486,1.8885193033791123,1.8749395594635725,1.903538457881964,1.862579882505533,1.9863555405043636,1.8815200025100576,1.8350572655963107,1.791495730546503,1.8183470261479275,1.8891325241076702,1.9175604510495428,1.9315424059397273,1.9250812670243975,1.8930703180231487,1.8818233926407537,1.9938580969413613,2.0961193464918155,2.14163202133465,2.0865786280565235,2.04539013080461,1.9957358695075706,1.9673665617561549,1.944973940653437,1.9309367595368225,1.9162784586443395,1.8775287798211995,1.9035686129330405,1.881945214079171,1.8586147168157645,1.8588300154161135,1.834664091143134,1.8067821117217202,1.7814897443848854,1.7697853672403547,1.751053278125403,1.750502157947024,1.7436460557732456,1.72695458898284,1.7208283846224923,1.721574221736675,1.8037781223313765,1.7824274894905106,1.7414692374225633,1.7240366222053205,1.7285547941518558,1.7320163932337256
5-2803770,,,,,0,1.0014747454531807,1.0301405008032876,1.1689501097549162,1.3031775955363403,1.430168195482131,1.3998402871498992,1.3409450109612446,1.2960817330382934,1.3881082836637153,1.3475889778546657,1.2054093358281008,1.1869921292526715,1.175109570170488,1.2432037616262217,1.261817719282331,1.417919566823707,1.6753136664401511,1.8890986200217466,1.9681918800123992,2.300851712773288,2.1138558943138177,1.9725367318178555,1.9179101774986995,1.8868255405401306,1.853178971563449,1.8061709054513864,1.9577476028032217,2.042806096619585,2.005989597726321,1.9558704323762401,1.939098187233748,1.9696832685842127,1.922552113715198,2.0585171383679914,1.9371911168200187,1.8850190205920452,1.835857833897922,1.8635848131407058,1.9386084344639267,1.968882102091916,1.9828692438668873,1.9755270818253157,1.9398539383026017,1.9268049725037693,2.04676605142592,2.156451271677025,2.204686998387468,2.1434360825648016,2.0978745414348126,2.04356641242812,2.012336859718797,1.9876476194571049,1.9721054396327158,1.9565112678416408,1.9142637413604804,1.9408935539516134,1.9174328332574202,1.8920314711265644,1.8920738236193664,1.8661215569331757,1.8359541694821633,1.8086777328080332,1.7960919865476395,1.776228696746672,1.7752329649111762,1.7676148164267975,1.7498285414998862,1.7435272355462057,1.7434639019581446,1.8291377277643155,1.805934950194934,1.7625118522143572,1.7440951627156671,1.748309663095494,1.751454014780358
6-2805655,,,,,,0,1.0158454164713708,0.9903316197905497,1.003978860535925,0.9966537110990401,0.9998447220976563,1.1508494153964106,1.2562683056202577,1.3785399434090062,1.3279370316228032,1.1735434529159037,1.1566238122642625,1.1443318549071193,1.2206377575059388,1.234658635379643,1.219852819659938,1.4224151646703187,1.6067545930455875,1.6857737334983294,1.9814228046331421,1.8468189309895509,1.7472758847442766,1.7064296651938247,1.683806377651642,1.658558398671581,1.6232554297158683,1.7621124864845694,1.8405288000029467,1.8119314080501612,1.7728217311057257,1.7622566447256842,1.7921293894843204,1.7550154186723395,1.880333051106544,1.7847766408208858,1.7416916286701178,1.7020837580047585,1.7305111503585648,1.8029350947954321,1.832344912133951,1.847493371202493,1.8427826206937559,1.8123108149166567,1.8027650247277278,1.9152713534655679,2.0181678410497588,2.064765740913168,2.0122885612367045,1.9725287660721347,1.925216105967528,1.8980568409342353,1.8768438016216102,1.8636666821855459,1.8493076173485294,1.8125768795639212,1.839878319992747,1.819307652687255,1.7968294701486685,1.797945778854563,1.7750287370313726,1.7484615954922902,1.7247279112081944,1.7136155105683044,1.69589711833528,1.6957543288400538,1.6899257402086316,1.6742357332735858,1.6684621658924266,1.6856313546127963,1.769086501005581,1.748993108031692,1.708757800552558,1.6917946134745505,1.6833952605517415,1.6875309471889302
7-2802347,,,,,,,0,0.9800394493360718,1.0015477542591638,0.9935450997876131,0.9974993332786659,1.1693119902291063,1.2873251246888884,1.423815036174898,1.3616655773420483,1.1826276990319655,1.1629247417609447,1.150471101532267,1.2303490749448245,1.244673011315606,1.2282749464284068,1.4412226116429416,1.636270263534512,1.718781497236624,2.032576188616103,1.8844680328303078,1.7760137587484077,1.7323729189600494,1.707169557715272,1.6807400298867736,1.6433256912942702,1.78694479676316,1.8688641149253322,1.8383014975277157,1.7963490962697601,1.7849821260358074,1.8159752515286074,1.7763632478657365,1.9065649246646506,1.804842506740317,1.759797676031976,1.717829102071038,1.7469492841824612,1.821192262014221,1.8514935668424748,1.8669946861172662,1.861602223104407,1.8296216632349627,1.8196203217213514,1.935289137360514,2.040784633879802,2.0892148822208148,2.033893197003497,1.992659063336282,1.9434005895304503,1.9149590118425257,1.8925934964568472,1.8789268776982453,1.8644127120846283,1.8265197570111815,1.8538369323812778,1.8328817248891778,1.8098099052809298,1.8108163579621455,1.7871524968893469,1.759756421970249,1.7349304272812218,1.7236086477033778,1.7054127844763258,1.7053901902379516,1.6991588212986266,1.682937913051681,1.6771208439375564,1.6943566714060763,1.779312704068364,1.7581449199760755,1.7169370734930636,1.6995480647405024,1.69095992470816,1.6951161548631102
8-2802346,,,,,,,,0,1.0215916940531262,1.001241345667758,1.0062941188059833,1.2730965474486087,1.4306651117002296,1.6211444121849774,1.5001627974398433,1.2141655304129588,1.1880875041617356,1.1722553439679873,1.26368482698388,1.2785302986903146,1.2575512338992112,1.5005498212850474,1.7284924208152923,1.8210254642544375,2.1909912606046937,1.9983616203063417,1.8603528882116638,1.807181750384819,1.776812605015376,1.7450354495564777,1.6999045085625284,1.8604264437888662,1.9512296299660685,1.9147174262024766,1.8653623423855539,1.850372976498988,1.883693221537864,1.837469776307447,1.9800576222758222,1.8616151604236353,1.8102894498911002,1.7626926662193214,1.7930909703247284,1.872267583783639,1.9043981756428536,1.920216834022786,1.9132194751120792,1.877775641302434,1.8657027643399906,1.9904317980958213,2.1043038023390577,2.1555545110142806,2.0934989807246986,2.0473167596399913,1.992660205167452,1.9615664480676227,1.9369511775278072,1.9218953018709446,1.9060052723715966,1.8642742934309111,1.8925845525804377,1.8693854349017374,1.8443031728205368,1.8451528103375652,1.8194689147966108,1.7896953232442665,1.763079593439827,1.7508422640674737,1.731219281807117,1.7310002958505397,1.7239814338669501,1.7067435504316248,1.7005110095319353,1.7176506650877148,1.8062282149335283,1.783181746981787,1.7393257737855325,1.7207748336107245,1.7115037951374976,1.715342428114599
9-2802602,,,,,,,,,0,0.9632872797685738,0.9873188640984163,1.0260706875064745,1.2824092992821345,1.5413051251489869,1.4095062183325657,1.1530198443118225,1.1339426761200786,1.1210873174174374,1.2174809759764793,1.2353561258570642,1.2450979596442555,1.5498512092832804,1.81553263544271,1.919531103104876,2.3565328044165637,2.1091973397187496,1.9374402248334899,1.873911649024599,1.838034493765398,1.8002717984877767,1.7481001536358511,1.9254085926268512,2.0259276294349866,1.983099852157774,1.9257126131860272,1.9072939713490036,1.943025243199725,1.8900618040524686,2.0463182701494826,1.9097216232404912,1.8527665835316942,1.7994724708793075,1.8314143395246136,1.9154892494062488,1.9489353404284426,1.965351921190097,1.95701647446458,1.918259985961257,1.904400889303968,2.037348881728191,2.159451464617863,2.2134502320783906,2.1450690500174163,2.0942854283112617,2.0346528496498504,2.000454135400226,1.9739211846445208,1.957557237309132,1.9403741542257154,1.894855787170665,1.9243594444247323,1.8993678229294282,1.872588075969594,1.8728428571428577,1.845158413050654,1.8135058916232494,1.7851573251606239,1.7721023583547995,1.7513099729351982,1.7508277782532242,1.7431296456504213,1.724893542879344,1.7182969306746956,1.7189524116389512,1.8095449030294863,1.7857560713101386,1.7410455792032327,1.7221067116433686,1.7270452896209483,1.7307209760549767
10-2802599,,,,,,,,,,0,1.0350420194126584,1.0005949819907312,1.0069409509486718,1.2937000602090132,1.2159693144163686,1.0767662080996492,1.0688989206321766,1.0606336603511521,1.1547172814943134,1.1753972168805011,1.2653560012684766,1.598215234147915,1.8937862002069046,2.0056424917243456,2.4957930956978056,2.2010184198350995,2.0009617443160224,1.9290478252565615,1.8891780438909374,1.8468521206524597,1.7887766302729968,1.9777523284570888,2.0852008904608206,2.037438674697417,1.973816001954371,1.9526242086694405,1.9899172143543953,1.9318004639539046,2.0974172862801037,1.9477757536425482,1.886221336933009,1.8290828691302978,1.8615416679376322,1.948582280535084,1.9834398048726243,1.9994527048936057,1.9906170530750609,1.9490471135763692,1.9336071315349976,2.0722337404527496,2.2001933385945183,2.256148490456274,2.183057076927633,2.1295076615385202,2.0656772257700347,2.029638493396302,2.0013905807651007,1.9838943247104726,1.9658072076091038,1.9182398069676714,1.9480371498613451,1.9217853549391635,1.8937025658207667,1.8937310340134603,1.86474002579592,1.8318102476555234,1.8020878134615357,1.7885930977376177,1.766974595434286,1.7661452888446398,1.758071761714589,1.739001198476208,1.7321465682135722,1.732530334263729,1.8251187528145334,1.8001250866194152,1.7538516522508256,1.7342271606634996,1.7389220898918691,1.7425557528363769
