순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2806340,15-2803928,16-2806388,17-2806390,18-2803926
1-2800269,0,0.9989815947701196,1.0016723380552544,0.9953788190315304,0.9989439209921254,1.0021359445539517,0.9973750582398728,0.9984169514126175,1.0117511958386158,1.0024324659172101,1.0030738300188435,1.0035707432278937,1.0030562542253634,1.0045008261052384,1.0057743538464277,1.0047836065686784,1.004607465275761,1.0044008341076003
2-2805488,,0,1.0048549440877443,0.9937551860976039,0.9989318868348576,1.0029910926734393,0.9969835647870999,0.9982974142610239,1.0140444901412675,1.0029303383962764,1.003625675170638,1.004140078576277,1.0035237639940116,1.0050716333367702,1.006411941137834,1.005261270841858,1.0050414626773347,1.0047789104690068
3-2807373,,,0,0.9869228044341957,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0026629671214677,1.0034674904618601,1.0040563116950432,1.0033807628050633,1.0050923956261621,1.0065461493682422,1.005291668566045,1.0050544763509357,1.0047741423942322
4-2800272,,,,0,1.011532534672168,1.0169355100451138,1.0007846095049113,1.002321584162187,1.027490770045012,1.0072508182856668,1.0078404032967971,1.0080848447335822,1.0068602354147034,1.0084421076489574,1.0097415431631342,1.0078330255058012,1.007372428745879,1.0067990911696314
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0037044131215596,1.0048177876607989,1.0055015545247317,1.00438199354062,1.0065426514365388,1.0082459916989168,1.0063940812006298,1.006010613265273,1.0055569365721768
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,0.99991932863826,1.001689622640305,1.0029209810925535,1.0020130328605947,1.0047520909598386,1.0068445136859496,1.0051176187595134,1.0048233324435965,1.0044980160752224
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0081583690323275,1.0089484655413707,1.0091282824025163,1.0072589043626705,1.0093046337075864,1.0108460390378873,1.0082883556363276,1.007688468319423,1.0069681701130342
8-2800274,,,,,,,,0,1.089891755286435,1.008485077966335,1.0093979237165809,1.0095244271909425,1.0073005708618477,1.0095942387397772,1.0112485198523484,1.0083966577663228,1.0077409666074135,1.0069665145842792
9-2803847,,,,,,,,,0,0.9492689691034362,0.9660111027064449,0.9773500555015032,0.9812037820342053,0.9900150386052708,0.9957235491080825,0.996023739602526,0.9966570130123105,0.9975326277690987
10-2803599,,,,,,,,,,0,1.0135769334942013,1.0115628788294777,1.0058287956673644,1.0009016634612313,1.005805335182558,1.0033120583220756,1.003103960226474,1.0029536534752663
11-2804712,,,,,,,,,,,0,1.0100542835167436,1.0029424875760617,0.9982090251740761,1.0046531030915484,1.0022670507584743,1.0021943459646585,1.0022120904925487
12-2800276,,,,,,,,,,,,0,0.9959408049220014,0.9935358409971524,1.003323221029707,1.001045684160466,1.0011657487625107,1.0014083327364216
13-2800277,,,,,,,,,,,,,0,0.9919276900194018,1.005785245378178,1.0020130454728897,1.0019667395543472,1.00204366012718
14-2806340,,,,,,,,,,,,,,0,1.01221562012307,1.0031043678090308,1.0027738198801746,1.0026312439644212
15-2803928,,,,,,,,,,,,,,,0,0.9970490399394152,0.998718175160693,1.0000428502144785
16-2806388,,,,,,,,,,,,,,,,0,1.0017706199799563,1.002092194354247
17-2806390,,,,,,,,,,,,,,,,,0,1.0022863255706638
18-2803926,,,,,,,,,,,,,,,,,,0
