순번_정류장ID,1-2801292,2-2801313,3-2801175,4-2801333,5-2801158,6-2801367,7-2801346,8-2801335,9-2801377,10-2801392,11-2801397,12-2801410,13-2801427,14-2801443,15-2801471,16-2801475,17-2801483,18-2801502,19-2801525,20-2801540,21-2801559,22-2801587,23-2801614,24-2801192,25-2801636,26-2801601,27-2801541,28-2801577,29-2801607,30-2801626
1-2801292,0,0.9867451027121267,0.9944035857721439,1.006842990109259,1.000671436781716,1.3518955719168984,2.535435037221835,3.2985973414505634,2.5085283116412134,2.2175962795742827,2.104285906315663,2.082269346064172,2.0243612855941246,1.904199455730194,1.805059395054155,1.748595103735041,1.8288402154135852,1.8836551920412683,1.826149714094197,1.7933574945764956,1.7628331884170902,1.7238978625779293,1.6529350997459131,1.5601562564050229,1.6582617313702686,1.8113825437411897,2.0146837133774538,2.1302856371666636,2.3418766522306145,2.266733491362231
2-2801313,,0,1.0103468309974084,1.0207850234715228,1.006542791229566,1.4969621770171904,2.2331646205524183,2.9788838868073992,2.2763914266510668,2.0236507284219685,1.9259538452514657,1.915463831189706,1.8682219859023705,1.763773451575216,1.6786246101341658,1.7747888237165823,1.9736604172982632,2.032951305102183,1.9561596125459473,1.911032202666408,1.8725216753021692,1.8220657136863854,1.7319116914734687,1.6174769889120342,1.7245659750174007,1.8964174318838667,2.1246398366342576,2.2548946778899084,2.497946528853689,2.4048995714778933
3-2801175,,,0,1.025998303536474,1.0055750896440596,1.6117276290710456,2.157888552996971,2.2169425506341423,1.8414019997218047,1.6926123223167397,1.877945137800249,1.975843865688887,1.91998190851558,1.8014690487509686,1.706330099334352,1.8372423734862184,2.058564500552842,2.1206192189907127,2.0305690132515353,1.9779333851587535,1.9339312286725638,1.8762776345155563,1.7744324994411362,1.6472910527813085,1.7601278822173054,1.9425950679033364,2.184995933665712,2.323637509604779,2.585063216228863,2.481162763632417
4-2801333,,,,0,0.9844758492613727,0.9934643537333759,1.5226319202963603,1.4133216551252623,1.3599470051946885,1.322307758411712,1.532680211904107,1.6296800961735751,1.6022511626599796,1.527082057519564,1.4673656772226176,1.5859597311148472,1.7774348128670066,1.843734357557836,1.7794955139148039,1.7425143453802727,1.7095774623718842,1.6675569442072917,1.6883530680384873,1.7015926820792089,1.841362034495979,2.0493045638236453,2.3258821849792595,2.4848761978887968,2.7920055913918898,2.6599613410223704
5-2801158,,,,,0,0.9995187166989414,1.0045336487664014,1.0037916340700386,1.0397503948240543,1.0473373026182249,1.2171569960093152,1.3107911578335556,1.3067590282809787,1.2687703608533303,1.2400066386545536,1.3437367066043278,1.5056962015537014,1.5742536004927594,1.533703200992729,1.5111672827458313,1.4924280092746847,1.4647888175548622,1.783011188205155,1.7871846136517233,1.9441521523528897,2.1845396396940133,2.504765423409162,2.6900090823591647,3.0584776143876105,2.886134940296233
6-2801367,,,,,,0,1.0088653038804096,1.0063821821915508,1.055993892814612,1.0633461833770554,1.3016552350905195,1.4295628491290306,1.4134194070020805,1.3489846535844763,1.3020484186771977,1.436591116473045,1.6542341852600946,1.7387143278631159,1.6715385976196249,1.6349961869053715,1.6016145749191715,1.5614101992443266,1.5652252027828655,1.5936002408091956,1.7479875392898518,1.974366530291849,2.280541764012203,2.458029367442788,2.8039178553451034,2.654787581376022
7-2801346,,,,,,,0,0.9913990878097381,0.9930082473077834,0.9933049774659797,0.9924758343358543,1.0662785861202828,1.0841881054217954,1.0649330078860624,1.0552903729083944,1.0737089862413018,1.2500779370522588,1.3418035118920788,1.31342294728887,1.2996582828395893,1.2821632495601962,1.2636897836056047,1.2316098912887556,1.192768472320201,1.2809307380529416,1.4448130719564232,1.6730961307648806,1.804854204582247,2.041151932282495,1.9715614478407033
8-2801335,,,,,,,,0,0.9940016824549213,0.9939977904958096,0.9927976484793518,1.085975809873928,1.1056723284841763,1.0789099703091911,1.0654512629606643,1.0571425391329854,1.0558884809941194,1.0658961855152587,1.0628355890392027,1.0633865506526263,1.0569154162739398,1.0540828504698503,1.0479981151768105,1.0413803246717899,1.127578079054219,1.2731439014100059,1.4783840259417889,1.596719051925703,1.802624844880898,1.7531361635099674
9-2801377,,,,,,,,,0,0.99399217887973,0.9916615563501987,0.9677142967730132,1.0146667233950157,1.0010960107686158,1.0001671968725194,0.9979500333485505,1.0020504899109017,1.0149620239427715,1.0154379096972688,1.0195228502412594,1.0141528214219677,1.0133385094809022,1.0121567904123787,1.0108796798317121,1.089926372943957,1.2444638792922083,1.464342598135946,1.5916838428366604,1.8144414242606741,1.7603069123592352
10-2801392,,,,,,,,,,0,0.9872481313903381,0.9475894893159607,1.0263802031261853,1.0038268826812506,1.0019250556326067,0.9989089954797029,1.0037789797189827,1.0188234766723825,1.019654388918179,1.0240721099564867,1.017084865036115,1.0164917140629177,1.0142555366460797,1.0124565809459958,1.0984750802042385,1.2679479977316235,1.5103912237766959,1.6515007390933496,1.902162928341614,1.8361431069616871
11-2801397,,,,,,,,,,,0,0.9206593463915914,1.0430864286604444,1.0080496834130346,1.00452178120396,1.0006199041064703,1.0058906361160858,1.0222253856378356,1.0219971276889468,1.0266219236347107,1.0195669567084518,1.0181286162051748,1.0160104423524243,1.0137640833327688,1.1039675320290814,1.2825700195596985,1.5389126935897344,1.6885651631221237,1.956911852113702,1.882952645555202
12-2801410,,,,,,,,,,,,0,1.2503864260667565,1.0605064329572815,1.0340711713814659,1.022659012061323,1.0256378335716383,1.031234626950581,1.029774968616578,1.034370534209737,1.025904345732532,1.023712562740159,1.0204668667754309,1.017076244540584,1.1137868390743018,1.3069751966827066,1.5856636319294728,1.7491459699870449,2.046737817601078,1.9589700357859738
13-2801427,,,,,,,,,,,,,0,0.9562268983381356,0.9772287338981085,0.978382722664139,0.9900091436988994,1.0040686012595583,1.0064435433323151,1.0137048923229284,1.0058909686513218,1.0055081430428927,1.005231032896331,1.0051501870763577,1.107181297719705,1.3098819741807743,1.6038016145871905,1.7768528213678338,2.094683322706608,1.9978033244443325
14-2801443,,,,,,,,,,,,,,0,0.9964974899419661,0.9905252580032858,1.003718511256912,0.998254252399883,1.0021881314928136,1.011341764081623,1.002324273768831,1.0022906148851365,1.0026122730006648,1.003179386933516,1.1144490633849544,1.3370045826416295,1.6622276379389902,1.8550257327049136,2.21632564820162,2.0974758431868583
15-2801471,,,,,,,,,,,,,,,0,0.9816653682111685,1.009445717129716,0.9990473044557149,1.0041442359323154,1.0156927508100746,1.003859048601505,1.003601640075699,1.003676037931013,1.0040144136247575,1.1282210903407044,1.3798138362752934,1.7514828947250658,1.9740162249784727,2.4035933969605687,2.247497421162778
16-2801475,,,,,,,,,,,,,,,,0,1.0413525280259703,1.006677796327212,1.010923564913175,1.0240711779872353,1.0086502527088164,1.0075503405556567,1.0065991490570954,1.0060702349566581,1.1407405109519928,1.4166787403952723,1.8279665958885731,2.0762814153776645,2.5677249923218612,2.3755246114119384
