순번_정류장ID,1-2802586,2-2802349,3-2802577,4-2802581,5-2804851,6-2803664,7-2804436,8-2806047,9-2806048,10-2806725,11-2805822,12-2805054,13-2803666,14-2805655,15-2802347,16-2803527,17-2806624,18-2805010,19-2805397,20-2805059,21-2805587,22-2804448,23-2805552,24-2802568,25-2802551,26-2802538,27-2802375,28-2802507,29-2802428,30-2803019,31-2803003,32-2803008,33-2806040,34-2802967,35-2802963,36-2802956,37-2802939,38-2802634,39-2802843,40-2802804,41-2802810,42-2802859,43-2803287,44-2803281,45-2803275,46-2803266,47-2803268,48-2803259,49-2803249,50-2803226,51-2803127,52-2805712,53-2803122,54-2803104,55-2803094,56-2803080,57-2806182,58-2806058,59-2805447,60-2805651,61-2800369,62-2805726
1-2802586,0,1.017663254904078,1.0117619813299494,1.0079791762960082,2.524310558776138,1.4500083088956468,1.3177637110366003,1.2480756803273805,1.2336906843580393,1.251612378915401,1.3393384155028367,1.2988098442521985,1.4880027443182477,1.9339117585537493,2.0849400661193926,2.4941927333588922,2.3212349094906077,2.4466578338125227,2.565264632492726,2.484331811385439,2.408471564050612,2.4230462951970697,2.767097042072843,4.8012492803141145,4.068927880587923,3.532753806878988,3.3542256452136283,3.256109187192699,2.8584087945936143,2.561622851444279,2.474193113547293,2.6796445149077748,2.773097550719924,2.823915531780701,2.694204114201527,2.621247559097271,2.7637106090170946,2.634052539435255,2.563953748039832,2.4535645354585482,2.4041086965065954,2.5344059888748594,2.627912979102909,2.6160494293321155,2.546227011477093,2.504581026359058,2.4454435292688865,2.3931735105697847,2.411893310888389,2.364846775313151,2.337505138371576,2.3722858306040746,2.395281017507121,2.3679632623494293,2.3406866395941788,2.392505996679769,2.427940040224154,2.4135312819337718,2.383483415116484,2.3597613264565833,2.2755823250950935,2.2692035858033552
2-2802349,,0,1.0031679669976459,1.0000364651705527,1.2209795730018356,1.11881650225165,1.0871985577255283,1.0719210113911581,1.0735314754515348,1.10650837621762,1.1881987085107653,1.1667265746470397,1.3344791534875906,1.723186758109758,1.8533737966283812,2.209401400953923,2.078630625413805,2.1900966102725667,2.2942049870962617,2.232034983040065,2.1730113691048034,2.4530168513046897,2.8167459125294028,5.031445070564304,4.208307818547993,3.61962235199464,3.4275622693459016,3.3212857802694695,2.898234727804997,2.585438109942584,2.4945138784948737,2.7071096258801295,2.803354529089649,2.8555912233711616,2.7200856322884954,2.644077296674807,2.790523181415845,2.656040056870213,2.5830152035727485,2.4694431075528325,2.4181242647584065,2.551580299211729,2.646872587808152,2.634607572560171,2.562575075491596,2.519395846478916,2.45855552344038,2.4045417569367906,2.423829788390045,2.375230594723956,2.3476560820771843,2.382782922746509,2.4061653759761827,2.3783973842177044,2.350674729587051,2.4031649028037796,2.4395110201926884,2.4247154718067185,2.3933542148392077,2.3692976062531255,2.283305323799228,2.2765378330613384
3-2802577,,,0,0.9959988312532424,1.0048796400093967,0.99899484243594,0.9990642363703827,1.0020991128517014,1.0095360255813308,1.0487824861633148,1.1289266356994185,1.1141974183311811,1.276330175102543,1.6503733494736545,1.773973906220264,2.117809134450001,1.9989949746453293,2.1072985891609712,2.2073556222624404,2.1501829867707394,2.0963299516356906,2.285849649379029,2.6135770665285265,4.544576484499151,3.868287778536824,3.3725500325533546,3.2072187959627,3.115118999742475,2.745148295865123,2.4671361107354857,2.38765980569707,2.587072652050383,2.678059348117869,2.7288093794212576,2.6067364316718526,2.537594653982495,2.67723804226333,2.55413387999887,2.4874189088118324,2.383959859900746,2.336504274929143,2.464622563863883,2.557188821876714,2.5472998419529596,2.4806280737037367,2.4408917006308326,2.38445825562928,2.334756036145609,2.353413108111794,2.3090526915076333,2.2830760490286504,2.317663623430296,2.3405725481542645,2.314393712675423,2.2886482382837854,2.339734317400189,2.375662724645525,2.3623815756310096,2.33272208548418,2.3099239600383696,2.229452756557118,2.2248619057487606
4-2802581,,,,0,1.0056193844330836,0.9987730538141188,0.9989068179118274,1.0021044315581868,1.0098283525146063,1.0504037402067237,1.133343672139346,1.117661021537181,1.2851727445117205,1.6751352396346524,1.8053615748437097,2.1666570152612623,2.0383682740270173,2.1518113473738123,2.2570747270519234,2.195228645822547,2.1371535881910395,2.1676568479499907,2.4705789805652087,4.218302754532568,3.6340006502376365,3.1994318158887878,3.051121708810793,2.968529537086886,2.6346573294995164,2.3805176692935377,2.3325223872149694,2.525912354923029,2.614543245371822,2.6646805947312435,2.5486817672038775,2.4829576878457384,2.5931121739218734,2.4793206450747878,2.417671536798622,2.3204335220630408,2.2762113586264636,2.4004548375878265,2.49046647173435,2.482549989141383,2.4199980533332393,2.3818210513842466,2.3293043882911304,2.282726617023365,2.3010886247955904,2.25963585203699,2.2351760927618662,2.2691620420790586,2.2919199128771073,2.266459804799371,2.2423898490336636,2.292784551847788,2.32815935724261,2.3295855668498198,2.3006696687887906,2.278953446906391,2.2009991093596093,2.197366917585629
5-2804851,,,,,0,0.994059294890981,0.9958629729699688,1.0004868679704249,1.0097536686656525,1.0564404542779993,1.1524517920309363,1.1324050660098635,1.326128846634633,1.7939917281987687,1.9562443359631094,2.408838598664562,2.22613383358926,2.3651842177323275,2.496863597313155,2.4099605344761112,2.329615362547346,2.306830954906361,2.5530125739384846,3.5619406742574093,3.138494588767244,2.8152742595276075,2.7019201401453317,2.6378787193776465,2.3760399992357684,2.1715727622646956,2.1190507014141664,2.289657289992708,2.3693107766997565,2.416952202989911,2.3234940684952563,2.2705142926317103,2.3937981736873786,2.298404186344488,2.2459062467470883,2.163721935518899,2.1261170458100955,2.2422116903701097,2.328790893692969,2.324204250503655,2.270168206446607,2.23760653064785,2.191755173638611,2.1522990295102455,2.170081451007249,2.13531516071363,2.113674997518719,2.1471075880935455,2.168965604127396,2.1470875427260707,2.125400052371834,2.1743172532977435,2.209916268326591,2.1990802356402157,2.17415298030211,2.155001144768176,2.086321274553983,2.0873462212682403
6-2803664,,,,,,0,0.9992613028385211,1.006503703424045,1.021784663303339,1.0953104088605554,1.2513981518886854,1.2018398208502277,1.457353132904865,2.2886990805817553,2.621416958276161,3.620642965999907,3.042881593382439,2.8579901252021545,3.079189980109042,2.901770775836072,2.7460949041996128,2.6779057695668107,3.062093316688614,2.8222189378064764,2.541784970752985,2.327452777664476,2.2489404325408553,2.2046101165652985,2.0214161878591455,1.8746700223415722,1.7939220005665315,1.766936931847314,1.8275645658736326,1.8689246941959863,1.9303101657329247,1.9782709974125499,2.114473567605491,2.0407689697332807,1.9999449589579907,1.9360713758182306,1.9066292018555158,2.0142906374022527,2.097245114075421,2.0977545822954995,2.0540282911336645,2.027753106691762,1.990750448987874,1.9605246854811802,1.9778602214818093,1.9517216837469116,1.9337297178141164,1.9667516361856738,1.9880474644705153,1.9699473474679214,1.9521801167402535,1.9992288268032032,2.0352423382600113,2.018359053246943,1.9976855051206626,1.9814979826106718,1.9247951082903612,1.9319020882014404
7-2804436,,,,,,,0,1.0136503329949857,1.0372259088873508,1.1420024329088154,1.3755453638010007,1.275362549972522,1.2739280201784438,1.8785543620100167,2.166228283503252,3.058054575636225,2.6100687828064237,2.414038114183541,2.3539446550727003,2.252008392064937,2.1611951002811653,1.9974590372867373,2.0931381974375505,2.0749762028780405,1.938240389747904,1.8335748506509684,1.791118450235769,1.766421664811625,1.6647864501118226,1.5782336199925744,1.530335468581348,1.5156089392973826,1.5675182390044298,1.6054209134616693,1.6607153036639917,1.7034005959423337,1.8179694653846894,1.7688684591382855,1.7412650146405095,1.6978186680069285,1.6775567004503555,1.7714622387774206,1.8471738737825423,1.8525830685365374,1.821207846176769,1.8023011137396876,1.775621624002193,1.7551026790325086,1.7712189215052143,1.7549477472717445,1.7416055509538784,1.7728235292289134,1.7925261372061267,1.7789131788391532,1.7655734593085288,1.8091551625023636,1.8438439742100166,1.830965168503804,1.8150797108234413,1.8027295740465314,1.7595426305358928,1.7717750215549264
8-2806047,,,,,,,,0,1.0879638495255117,1.0037680830114366,1.0030837577742997,1.000574333961342,1.0013069219563286,1.4499696715763262,1.4147465287035206,1.6762665790512075,1.5688326547094256,1.519216099536155,1.5145113278828495,1.484597165543256,1.45769358134786,1.4065010572649697,1.487883857847434,1.56423260413408,1.5035288529122184,1.4612876489705815,1.4406205440416213,1.428500527036104,1.3786420061117508,1.3329830502158482,1.3083168080648628,1.3022669325893506,1.347441639814554,1.382243465433593,1.4329239410795656,1.471310344523547,1.5688021664139415,1.5375096167517481,1.5198594020631313,1.4917858467654943,1.4787714611903597,1.5618193740257837,1.6307852721183485,1.6397500596842907,1.6176042051423456,1.6045589780864613,1.5859568834766753,1.5735768700137964,1.588746611157123,1.5796134812845524,1.5699913035326987,1.5995649811660673,1.6181212159165026,1.6081230529338009,1.5982492737415264,1.638549447702414,1.6725587772083346,1.6626984248042165,1.650719754935311,1.6414990446508704,1.6091204942508794,1.6253739116056596
9-2806048,,,,,,,,,0,0.9605848297838672,0.9742535098789734,0.9814366217692028,0.9860812673785545,1.5227127818488007,1.4741159700410726,1.3469394690265486,1.3481672496620107,1.3197522438489684,1.314568415900954,1.297110823068897,1.2817415109145822,1.3635000023919208,1.3311080871536225,1.3843339670128865,1.3458118906005607,1.3225882001701466,1.308818573831204,1.3006405967137007,1.2679632829887357,1.236071972318339,1.2196889110171472,1.2168907071108195,1.2593676054187635,1.293148870027551,1.3417874501972271,1.378398501431461,1.4694766157584533,1.4450446153562817,1.430786491378052,1.4086215752488047,1.3979139581584943,1.476745781196974,1.5432158372623628,1.5535791939163188,1.5349077052132025,1.5237362485584414,1.5082774495885478,1.498894745359392,1.513628667287707,1.507455534012254,1.4988755550818853,1.5278865087599836,1.5459267995842514,1.5372055522330594,1.5289256363114754,1.5677569726169822,1.6014080107181945,1.5930305443350612,1.5824489962615682,1.5741808753754842,1.546154920832039,1.5641319183477131
10-2806725,,,,,,,,,,0,1.001051139403017,0.9969729865990112,0.9993666400574931,1.0756924718758527,1.070764654908455,1.0522567021374425,1.0827589068521428,1.077401178617502,1.083804907355062,1.0789981515627616,1.075539510675835,1.1609307121918213,1.1468883869625577,1.181635476621393,1.1649065955860964,1.1610603247073115,1.1543972644584477,1.1503129356015007,1.1360814430902584,1.1188783179283164,1.1115086543957817,1.1123422872710098,1.1521991719642228,1.1850970523671776,1.2319274202590194,1.267279908839149,1.3521231535829745,1.334558510914511,1.3240198956036107,1.30792118738619,1.3001545224504933,1.3748452707297374,1.4391515400542683,1.4509962314930618,1.4359729423862926,1.4271335778169114,1.4149719798676546,1.4090353214513727,1.4233775834574234,1.420402473093579,1.413548087323017,1.4418878448506263,1.4594637832371646,1.4523677733653688,1.4452982805219958,1.4832663898274228,1.5163958976405998,1.509190356134961,1.5003719290227708,1.4934925624209658,1.4702566919154396,1.4899503047430627
