순번_정류장ID,1-2807480,2-2807580,3-2803155,4-2805705,5-2803198,6-2806037,7-2803656,8-2806607,9-2805812,10-2807052,11-2803178,12-2805832,13-2803179,14-2807313,15-2807204,16-2807206,17-2803351,18-2807627,19-2803335,20-2807423,21-2807232,22-2807362,23-2807270,24-2805248,25-2805965,26-2803365,27-2803370,28-2803373,29-2805943,30-2805200,31-2806164
1-2807480,0,1.0112539256751776,1.0120708267894478,1.0093378173962344,1.0050581405868249,1.0048608348625028,1.1102908372402938,1.1903708909504547,1.161176956834903,1.1424559982130484,1.1311197913965603,1.158704141749709,1.1493973585720259,1.1315923959228968,1.1137805277443362,1.1017757056038135,1.157623902731807,1.1890540192420094,1.3558040409444918,1.507737168736167,1.425273307877383,1.4489520112353844,1.7664554647593875,1.7117295461485147,1.699628915618797,1.6879376717313364,1.6670485144979517,1.7007303812395191,1.7736214240772323,1.8431021549094648,1.932491088578945
2-2807580,,0,1.0122861567125045,1.009068434820829,1.004545251636345,1.0044082596401993,1.1174620255086034,1.2031224134076235,1.1701515193415424,1.1491814559668165,1.1367062668927261,1.1650395690785074,1.1549703906912774,1.1358120076603224,1.116895538372895,1.1043546501662738,1.1615681844667893,1.1742785423374376,1.3413074230189324,1.493819996297577,1.4166684106245004,1.4403848695004156,1.7601636259544575,1.7056581802727866,1.6936056135625615,1.6819643619901903,1.6612531921638198,1.709629910171822,1.7838306881695623,1.854526921679822,1.9452365406322922
3-2803155,,,0,1.0008080868629976,0.999162798025956,1.0000340786445236,1.1552473511200039,1.2713469607096521,1.2147904884230112,1.1808686816296667,1.162253104023165,1.1936662846461783,1.1797356577707068,1.153936056071393,1.1299988666370029,1.1143686172646925,1.1779280265074332,1.189894537543958,1.376217748033689,1.548241984152815,1.4425246282712627,1.4677725318593329,1.8039432499435215,1.7430424427123854,1.729685835253152,1.7167968842880703,1.6939105080676524,1.7454388074312104,1.824517542032488,1.900161131719123,1.9962021959423952
4-2805705,,,,0,0.9980457988980714,0.9996616398927675,1.233077661764116,1.4030176488640753,1.290030675592637,1.2298477032569972,1.2001956588232454,1.2338895968071548,1.2138544848256372,1.1780422398491284,1.1468740485452358,1.1271269843328304,1.1978228709901508,1.208282154704983,1.4162007033801907,1.6104976721393744,1.4696547189370133,1.4964523149886353,1.8486449199930601,1.7809436791195965,1.7662130950744133,1.7520120266886805,1.7268455291322071,1.7813679034820005,1.8654771246172148,1.94615601007752,2.047530136321039
5-2803198,,,,,0,0.9941270023941001,1.0077235965746907,1.0122482593644089,1.1663455323603709,1.122809875355432,1.1033249060366328,1.1590706648154494,1.1424017323353575,1.1149009677835109,1.091560278487262,1.0776305282471743,1.2364689091409706,1.1931905656996833,1.4028927165213019,1.6199564643803355,1.4656776857955953,1.4941522379389134,1.866427751112114,1.7936972795759865,1.7779741914498253,1.7628411346639947,1.7745426617418367,1.8410318464760185,1.9337418573660234,2.0230824045651996,2.1334604924764777
6-2806037,,,,,,0,1.0309158254142436,1.0263618036698756,1.2489342221450184,1.1601370553458643,1.1281737994063463,1.1903233151753698,1.1670587223981888,1.1303319500474378,1.1011339434210032,1.0846884220758592,1.0888303035264262,1.1875447495217457,1.43483477126087,1.6728947159699603,1.4852629059958717,1.51491937139431,1.8989341482096775,1.8208189871511664,1.8040259444822893,1.7878760676931216,1.7593682179774888,1.767929380862969,1.8561047649416262,1.940945772014924,2.0477763425183437
7-2803656,,,,,,,0,0.9982419137270637,1.1538247202751533,1.0967847709041085,1.0768808598216326,1.152668127437091,1.1328508838575697,1.1026930571119928,1.0787787143292773,1.0652919482500198,1.0584408998989856,1.1741384259035699,1.4268449563305738,1.6715296927390157,1.4818197765524301,1.5119162540001012,1.9013466906988306,1.8220686284586851,1.8050514441013266,1.7886933450746223,1.7598370685165623,1.743938067245651,1.8027941439506165,1.8843422613843213,1.988767155293828
8-2806607,,,,,,,,0,0.9959180871820635,1.0104327575507048,1.0108003298514516,1.1070654910832047,1.091999577867537,1.0704802672097269,1.0526938951381608,1.0430915741450895,1.0382145414191968,1.1596572623915478,1.4198937411179815,1.6737598006587118,1.4792786031717837,1.5099458754324695,1.9061876438382301,1.8252428953077275,1.8079033259400654,1.7912449900060288,1.7618828824235007,1.7457159970917255,1.7420399657406602,1.8201527284289993,1.9217251441444672
9-2805812,,,,,,,,,0,1.0074537292488368,1.0092305003758058,1.1439274447949528,1.1171572412456061,1.0829861747532141,1.0592147037365645,1.047113674493485,1.0412244052624726,1.1748458419870313,1.467921017911378,1.759601045907094,1.5061211089237818,1.538555434781491,1.9519139349942958,1.862809477095153,1.8438708354516002,1.8256985817462033,1.7937382504699813,1.776131823833428,1.751285886229978,1.7351772016264555,1.8335233902947587
10-2807052,,,,,,,,,,0,1.0098167851519633,1.2458914102906,1.1754923294607187,1.1063925804142984,1.0696007548255768,1.0531902977269323,1.045679948947313,1.1960739299950283,1.5358094209792827,1.8835472893610283,1.539453446337892,1.5740602954761975,2.0076731320596135,1.9081688346207146,1.8872135419008618,1.867137294949934,1.8319217538888146,1.8125164721747848,1.7853312045106147,1.7618285019061062,1.730455652285025
