순번_정류장ID,1-2807222,2-2800563,3-2807520,4-2807504,5-2803359,6-2803214,7-2805065
1-2807222,0,0.9900482248297907,1.0032668149227149,1.0097556414085533,1.0058695928213386,1.005775955654974,1.0054886204930857
2-2800563,,0,1.0053122563345993,1.0103421803500399,1.0061040969035513,1.0060073599978199,1.0057131203093261
3-2807520,,,0,1.004314248756879,1.0029779601959372,1.0028967286861445,1.00261331115854
4-2807504,,,,0,1.0018995925420942,1.0017693396591627,1.0012916952503101
5-2803359,,,,,0,0.9929306702730493,0.9855698779989094
6-2803214,,,,,,0,0.9810367494717134
7-2805065,,,,,,,0
