순번_정류장ID,1-2804781,2-2807476,3-2807474,4-2803647,5-2803761,6-2803754,7-2806490,8-2803755,9-2803756,10-2806627,11-2806558,12-2805186,13-2805187,14-2805516,15-2805470,16-2806564,17-2806802,18-2803678,19-2803679,20-2803155,21-2805705
1-2804781,0,1.1599509435804367,2.850658293788133,4.241471036276334,2.304791991655667,1.9708179973817506,1.8355794830366803,1.7263607931273834,1.652082759509,1.5713019182139856,1.5513644579150796,1.5253993797961534,1.4791562419151698,1.4303553830296525,1.460337429692348,1.436300757329756,1.418346734066107,1.393510466600132,1.3782535677348071,1.355765239668267,1.3203561566444102
2-2807476,,0,1.0116649429966806,1.0065135106895728,1.0138704000057412,1.0125314425414056,1.011358562744251,1.0162045047871822,1.2409253818327604,1.785527577150119,1.7337623272889,1.6836892800615215,1.599680916584453,1.5175643825454417,1.5534485510716414,1.5153010044563089,1.4879311056957585,1.4512986344631773,1.4295380491019283,1.3976662112622669,1.3498276137834138
3-2807474,,,0,1.000176640928455,1.0147870703771595,1.012792119668246,1.0112800641891233,1.0091619632440614,1.0089161912961178,1.241329359943199,1.2449397073247155,1.2307104985617918,1.2062760547199174,1.1817670164527718,1.2263807870577779,1.2127567620162767,1.2028142572445242,1.1888808086779297,1.180968018608396,1.1688835657673946,1.150705145891765
4-2803647,,,,0,1.0077462292199413,1.007680872150644,1.0067357052738815,1.0049233504320516,1.0051753071054497,1.0048346540058561,1.0269290959554056,1.0250585349403203,1.0221028974010318,1.0195926674047457,1.0683497248191396,1.064363834879697,1.0615659383554101,1.0571333038617734,1.0552993745429848,1.0519203753613273,1.0470498147896807
5-2803761,,,,,0,0.995963762681088,0.9985126525848235,0.9977280772740948,0.999606104579805,1.0009087256684919,1.0314662517057753,1.0286434241030704,1.0243611876511274,1.020894722419727,1.0811357089171154,1.0755713690651878,1.0715649978718633,1.0655063737869193,1.062720642570737,1.0583624754021739,1.0518103822090072
6-2803754,,,,,,0,0.994725144698574,0.9952885882523216,0.9989212927395241,1.0009101313754856,1.0395651846349003,1.035352481461494,1.0291691751854666,1.0243143623498465,1.0941128221361287,1.0866595156100038,1.0814031652708058,1.0739601800656084,1.0701480254012035,1.064676900676148,1.0566461263804634
7-2806490,,,,,,,0,0.9958191692077869,1.001017336565796,1.0023968893925845,1.0485757165604677,1.042674644464459,1.0342896659723975,1.0278970079512844,1.1057469778535776,1.0964687242362412,1.0900322460400365,1.0808906211253937,1.076570963798733,1.069892606390838,1.0605971419713824
8-2803755,,,,,,,,0,1.0068898103770458,1.0046515282868689,1.0628877906549057,1.053764275282705,1.0415014785482266,1.0326301121630552,1.1208545794131626,1.1088965850593913,1.1007778027073516,1.0896012564242945,1.084284701732408,1.0764902233410973,1.0654964057243899
9-2803756,,,,,,,,,0,1.0036766088347782,1.0805844493592511,1.0661879764512756,1.048387525722131,1.0364970588481393,1.1366387157491975,1.1214138792795003,1.1113211294077912,1.0978452456227907,1.0914330398368148,1.0822255844496496,1.0695271173838479
10-2806627,,,,,,,,,,0,1.0089026529048906,1.002666528005044,0.9993448869742321,0.9995184208565567,1.0233770535497007,1.020563032950673,1.018729729638832,1.0151445320842338,1.0144388892485874,1.0134121455210754,1.0119486432150113
11-2806558,,,,,,,,,,,0,0.991347834442116,0.993672012527351,0.996548564520232,0.9980788334356135,0.9988925086503003,0.9993112355823517,0.9981470427526973,0.998970633059012,1.0002119110650265,1.0012503467758633
12-2805186,,,,,,,,,,,,0,0.9948006816884009,0.9976463498140355,0.999057740492289,0.9997899251132009,1.0001370449597566,0.998738578185478,0.9999228241226066,1.0004985084504827,1.0017741004565328
13-2805187,,,,,,,,,,,,,0,0.9981291165405197,0.9999260505093982,1.0006871312701628,1.0009808771138113,0.9991127349654101,1.0004783501855308,1.0014079536971194,1.0023542182073297
14-2805516,,,,,,,,,,,,,,0,1.0021753981469623,1.0025572705158305,1.0025386976713855,0.9995035230249653,1.00125950655244,1.0022687981817378,1.0031542013070174
15-2805470,,,,,,,,,,,,,,,0,1.0030934602691188,1.0028199978511154,0.9982633628977483,1.0001550961827819,1.0017254442721704,1.002947057924197
16-2806564,,,,,,,,,,,,,,,,0,1.0024838036836947,0.9958810806175719,1.0001757920785386,1.002107154684437,1.0033628276164102
17-2806802,,,,,,,,,,,,,,,,,0,0.9914574861801385,0.9992681212454982,1.0020181782600561,1.00348021535624
18-2803678,,,,,,,,,,,,,,,,,,0,1.0068363336270683,1.0063511675776928,1.0058675871693614
19-2803679,,,,,,,,,,,,,,,,,,,0,1.0017925551751024,1.004153708946836
20-2803155,,,,,,,,,,,,,,,,,,,,0,1.0008080868629976
21-2805705,,,,,,,,,,,,,,,,,,,,,0
