순번_정류장ID,1-2802586,2-2802584,3-2802349,4-2802577,5-2802581,6-2802373,7-2802336,8-2802338,9-2802342,10-2805685,11-2805683,12-2807364,13-2802320,14-2802310,15-2802302,16-2805667,17-2801818,18-2802261,19-2802258,20-2802238,21-2802226,22-2802222,23-2802192,24-2802175,25-2801848,26-2802181,27-2802178,28-2802797,29-2802795,30-2802787,31-2802771,32-2802758,33-2802714,34-2802696,35-2802012,36-2806038,37-2801801,38-2801793,39-2801770,40-2801762,41-2800774,42-2800762,43-2800736,44-2800728,45-2800710,46-2800705,47-2800703,48-2800699,49-2800712,50-2800691,51-2800684,52-2800676,53-2800667,54-2800657,55-2800653,56-2800335,57-2800638,58-2800628,59-2804911,60-2807266,61-2806215,62-2807461,63-2806729,64-2806731,65-2805743,66-2804896,67-2805037,68-2805221,69-2806688,70-2806689,71-2800722,72-2800317,73-2800369,74-2800373
1-2802586,0,1.0300544673427916,1.017663254904078,1.0117619813299492,1.007979176296008,2.396391573558673,1.791954720170689,1.6426387114050751,1.4813994484433375,1.4230876470012985,1.3659921512653759,1.2882726039545351,1.4176127622028807,1.3627143961430137,1.3338340937574231,1.3661301858009864,1.3413500775755045,1.433591520666905,1.6619383264257446,1.8150271668822766,1.7861898734333121,1.8108491477625066,1.7720601718124294,1.7999210863725323,1.9104524813826396,1.9730440529949567,1.914126107960011,1.8845668613019662,1.910705719002166,1.9173326089475873,1.879699877932613,1.8511340995773398,1.7957969101355997,1.7609596501845652,1.712491737391206,1.6978123179921711,1.6707847113582446,1.6542056368813653,1.620021968222331,1.6018716220709115,1.5845578796164428,1.5685615082750972,1.545250394477277,1.5372086270118843,1.529636228674136,1.5261284327244233,1.5277826398281484,1.5117132409336536,1.5950640513173837,1.5876498554412588,1.577753705287536,1.565367767330292,1.5519515501780168,1.5448955757582001,1.5340973592973517,1.5199200145914802,1.5124188592740853,1.5029226177118855,1.495684961590834,1.4892906978677898,1.5214242421186606,1.5561565019331998,1.543968762472475,1.5310907719836129,1.5618735833750863,1.5549582738626382,1.5430826530363801,1.5572109616523586,1.8697050456120075,1.9750076030541115,2.075604146383146,2.28365903161926,2.3741054460437256,2.333021586556798
2-2802584,,0,0.990779977654531,0.9992680051714958,0.9981335755684627,1.3939048012042716,1.3516262935318537,1.2941921171926458,1.2268255815207783,1.2035591411785214,1.1780751574095916,1.1674036586611676,1.4269722653187482,1.3680933072422026,1.3375230186051135,1.370538661071638,1.344811427599465,1.451086819808358,1.6925604252277644,1.8532852092659784,1.8211960159150324,1.8456212557451934,1.7996096857893937,1.8260276580346746,1.9414856316763804,2.006465663955169,1.9434900172575091,1.911997204860992,1.9389368312919701,1.9454222401610022,1.9054841875738378,1.8752231073088819,1.8167355276491814,1.7800837113657355,1.7293523153236925,1.713763026525988,1.6854931565484732,1.6683381619591455,1.6326687796602677,1.6135683769910365,1.595219788112881,1.5788932448357322,1.5545881003372533,1.5463947384449774,1.5385502113888374,1.534674980115237,1.5360500388757274,1.5195768182383125,1.604671564172473,1.5966572476837375,1.5869211774522338,1.573779530137034,1.5598383289783795,1.5526867994617448,1.5417829340237592,1.527090736011091,1.5194793224720846,1.5095196663872892,1.50207968525207,1.4954207920317932,1.5284484482827065,1.5630917940015587,1.550781933067388,1.5374846494009662,1.5689895814863952,1.5616048267149067,1.5491807908268058,1.5638500139004563,1.8812182231242593,1.9887467893412805,2.0913376399026697,2.3040043002957544,2.396477877827058,2.35349681902084
3-2802349,,,0,1.0031679669976459,1.0000364651705527,1.1118626206500133,1.196505934718101,1.1663412780565785,1.1286035793702032,1.117746353524442,1.1033730952269953,1.173149294889074,1.441388501340424,1.378702634012668,1.3464813948854333,1.3799113995699674,1.3529556515145813,1.460938420022701,1.7085944100941555,1.873106368587977,1.8393027351787328,1.8635363372221794,1.8132213628135587,1.8389961665753944,1.9571870359377146,2.023333708337171,1.9583026538814794,1.925832677768835,1.9531571659257376,1.9595591945197122,1.9184603948082004,1.8873471669767525,1.8272784750846018,1.7897189905585573,1.737761118653402,1.721811784000701,1.6929227380306393,1.6753964822862863,1.6388304393715771,1.6198065622863727,1.6008439256638907,1.584069919099825,1.5593378865799299,1.5511367026422924,1.5430284316213532,1.5393438518879714,1.5245334799445396,1.50857081506391,1.592926434283855,1.5853370935885454,1.575820931900561,1.5629622179278373,1.5490925396890702,1.5422007434331535,1.5313201284807003,1.5172456746541865,1.5097913491396517,1.5001293632221602,1.4927520206183795,1.486320057260445,1.519067174463745,1.5540024331465307,1.5417245936608206,1.528848983039101,1.5597732453352293,1.5529970776968036,1.540851402801095,1.5554929457514242,1.871356886596483,1.9777755000405437,2.0799068590843928,2.291129406872398,2.3832317539900774,2.341118774149894
4-2802577,,,,0,0.9959988312532424,1.0125883360798276,1.00627570587152,1.005668944207216,1.0026984088932862,1.0054951514852857,1.0045396045797055,1.1852356682410439,1.4741897997099795,1.402265089594627,1.3661278169719526,1.399431334146642,1.369709103900357,1.4825830948531802,1.745508288620514,1.9189085539832897,1.8809591285827119,1.9046550225347834,1.8450843293925483,1.869219471365872,1.9927578741026446,2.0615907153984074,1.991432234259014,1.9567047300621863,1.9852120365467734,1.9914096677470488,1.9476208164142736,1.9145377939121562,1.8508275172684663,1.8111868162772868,1.7562192439235105,1.7396566473036537,1.7093595337061884,1.6909912189055207,1.6529258980715276,1.6330132532022286,1.6130217259599144,1.5952717418891462,1.569725923941732,1.5610872377235434,1.5526781942255758,1.548735508850119,1.529670619633635,1.5132007226521678,1.5493712985704309,1.5430549125926316,1.5344168034313224,1.5226891377210232,1.510111355779118,1.504008420703167,1.4939514402310732,1.4808446056357847,1.4741091937711552,1.464946056062444,1.4585796141617329,1.452480672756183,1.4961506838843714,1.5197607906087374,1.508204261561335,1.4964467936984893,1.5269655625174996,1.5207282989804087,1.5093487369308078,1.5233593292925036,1.8308400111634544,1.9347291247590717,2.0337357329836765,2.238312299706656,2.327741779617295,2.2880229111236488
5-2802581,,,,,0,1.0158895399925003,1.006794341187163,1.006041523148487,1.0027547277115456,1.0057382738134004,1.0046950985003746,1.1958639539281166,1.5031081228525003,1.4226128183173183,1.382934901091733,1.4162653167623844,1.384399566062079,1.4603328448558375,1.7237331219525323,1.8989062771944432,1.861648159085655,1.839159725062187,1.8000058210616368,1.8272606273108254,1.9484003596573405,2.0164305153577784,1.950075497518357,1.9170368754477143,1.945093250884356,1.9517660325697992,1.9099807398243096,1.8784131458384112,1.8176326575003043,1.7797022872283088,1.7271986820329768,1.711375613295608,1.682367031634866,1.6648012892061017,1.6281938784525842,1.6090621830221943,1.5906201404616558,1.5736048726986085,1.5488358857687106,1.540933835127071,1.5326127915852688,1.5289448836652153,1.5106417737390938,1.4948257087786168,1.5253893382131818,1.5192238427078035,1.5116110855969414,1.4999294069673557,1.4886107585041652,1.482082489154513,1.472732455999929,1.4600626836437465,1.4537569718438368,1.4455799348625633,1.4392661832975968,1.4335364368236607,1.4814036088230444,1.5003394465725128,1.489541270346156,1.478276143265786,1.508158918474975,1.5020409359203204,1.4913379122233754,1.5055275370962784,1.8092143088834862,1.9114139939439707,2.0089906255648686,2.2104949868777255,2.2985877740513727,2.2602082981931586
6-2802373,,,,,,0,1.0010238600827137,1.0013173697710174,0.9983312411017328,1.0028354711843575,1.0019860574164277,1.0010059436145593,1.2393737549996557,1.205161965046831,1.186227132159419,1.2340554054816637,1.2163036507133844,1.2999276815554976,1.5378800065100717,1.7061058283935029,1.6801626845154582,1.6694551648349794,1.661278911905933,1.6990551661372626,1.8118889660575173,1.8772404851977595,1.821565488325552,1.7936228374170082,1.8212558357199897,1.8293583572268097,1.7935761081495958,1.7665597492729386,1.7146047732555914,1.681843077317348,1.6369979076178076,1.6232348822085483,1.59832000388813,1.5830277216810418,1.5513843666512377,1.5354039473426233,1.5204424094106832,1.5058166903278551,1.4842617160928955,1.4771342439002817,1.4701384997131945,1.4667951496183371,1.4509558808926446,1.4369334628260841,1.4602296912625834,1.456004641639959,1.4492276004867417,1.4393147091323821,1.4291654160242386,1.423947678297427,1.415866252319517,1.404727141900665,1.3993571468601251,1.391892912437983,1.3864623712050483,1.3814602434008378,1.4352724428963466,1.448452652615488,1.438889662952391,1.428737821177161,1.442618867009369,1.4375255843182946,1.4280041542349622,1.4419468240020759,1.730448496623584,1.8271098963586765,1.9193417925327778,2.1095067730448953,2.1925970388067535,2.1581581922129276
7-2802336,,,,,,,0,1.0022235512976219,0.9939539424414249,1.0033474800752165,1.0018474217781344,1.0000200294775285,0.9956173618958531,1.0013902741350307,1.0004704509612465,1.0496707250070871,1.0459754752683053,1.0959328104363402,1.307733556924688,1.4708032210622735,1.44068040927313,1.4039670805298061,1.3197153261615653,1.3762854092878907,1.4639584169986313,1.5197569913965963,1.490586066314966,1.47585102700363,1.500737921021279,1.5115366708086388,1.4915812206654442,1.4765451390008646,1.4477664451654908,1.4286846352750462,1.4032615713713965,1.3955816827133674,1.3808358827015819,1.3721340185261734,1.3536659945542842,1.3446801805216726,1.3395259232535335,1.3306991769504142,1.3176314844503885,1.3134478562396619,1.3091472391672945,1.3070040314208793,1.297222515567748,1.2887252235940416,1.313669492259052,1.3127042289129527,1.3083827007383184,1.30232242513844,1.2957621149637881,1.2922468982270758,1.2868753222021656,1.27968360581058,1.2760565565144555,1.271062112889032,1.267688734068815,1.2642554139479751,1.3149669953821475,1.3298076607078138,1.3230235459961501,1.315850265296663,1.3434277219387705,1.3398864232356769,1.332447473393797,1.3458031486488673,1.6121736256770827,1.701011732440761,1.785459104771556,1.9589448540608352,2.034638679795142,2.006525441495003
8-2802338,,,,,,,,0,0.9892092991936435,1.0037502143544963,1.0017541096869276,1.0002452851679726,0.9952870675132293,1.0016486260948716,1.0006271419088781,1.0531529209830204,1.0486640365211384,1.1013719510499078,1.328282024343913,1.5025171414451708,1.4683859889600321,1.4269880477652055,1.318298840306332,1.288208211473918,1.3693304976553,1.4223308488780915,1.3995399511335143,1.3879893051224372,1.4122812409228596,1.423662909000237,1.4075751479970111,1.3954925553604296,1.3724933163557778,1.3568740849726373,1.3364653744398953,1.3301743178110508,1.3181232082855736,1.311226400611656,1.2961898170013604,1.2892896473620494,1.2863365411388503,1.2795284327995726,1.268552674069106,1.265005676307031,1.261476047420323,1.2596620118135669,1.2516680992888982,1.2445438184366262,1.269538331048907,1.2695419398091947,1.2662255739864041,1.2610458897503258,1.2553372916875203,1.25241361764342,1.2480215573252609,1.2417179517077137,1.2385657119890958,1.2344983087059995,1.231542401462131,1.228726110459663,1.2785602411180759,1.2936054226164764,1.28764852725935,1.2813368709840796,1.308455337122709,1.3054146873256771,1.2984844113837626,1.3117076331964783,1.5699756567478256,1.6559125600101614,1.7374057588385399,1.9051710573344347,1.9781001323853158,1.9518249684840843
9-2802342,,,,,,,,,0,1.0281794206444042,1.011318078926555,1.0042850914558528,0.9967573555088813,1.0039927560167927,1.0025282341671786,1.0625364778106827,1.056873458613735,1.1146351271119173,1.373331886973705,1.5712008248753297,1.5277202004360273,1.475585949134231,1.344761926034297,1.2940812569538502,1.2805877573292228,1.2983457028321748,1.2829608120791784,1.2749766701398495,1.298433016218568,1.3105620909520543,1.2990347255140484,1.2904562540250735,1.2743702894947517,1.2629196056704346,1.2487295620858492,1.2443091507995139,1.2355499240561312,1.2304822087445269,1.2199140135425102,1.2153629653859435,1.2158275098176772,1.2107012340708956,1.2027332987682515,1.200120964026142,1.1976537735761361,1.1963422813475357,1.1904012858044166,1.1849785883272255,1.2092216312118427,1.2106580604723278,1.2081369697476023,1.2041465798339586,1.1999273679670523,1.1975899664244496,1.1942663674703837,1.1893411972807226,1.1869157403895092,1.1836946842040121,1.1815604068193417,1.1792951197998405,1.2293007941242085,1.243724860997667,1.238786282214668,1.2337421111464484,1.249928569015608,1.2477624900466262,1.2422636344273652,1.2548865587941065,1.5000069414861519,1.581138574810456,1.6582263450161918,1.8159131139343283,1.8844528080712768,1.8617890558177048
10-2805685,,,,,,,,,,0,0.9973096251391446,0.9976284180129925,0.9914717111288194,1.0009370459648292,0.9997063742075993,1.0140700744759414,1.0128588430619527,1.0779481742075452,1.341541058122141,1.5468149909271294,1.503668977368186,1.4524443206080155,1.3251548278849774,1.276477876059451,1.263428814063073,1.2818784357134514,1.2669397585643094,1.259442096279416,1.2833068715337375,1.2957971487326372,1.2846109045932705,1.2763131044028104,1.2608296776713581,1.2497295094434924,1.2361277639802817,1.2317736872028542,1.223571866881181,1.2187165908517381,1.2083762657994264,1.2041224341994041,1.2052706400801285,1.2003649614397873,1.1928091695738814,1.1901201852471877,1.187678406873828,1.1865003014876327,1.1808112749153137,1.1758562037734266,1.2001081853775306,1.2018309365896136,1.1993428517946862,1.1955736448105556,1.1914274339316602,1.1891643519165176,1.1860390483034149,1.181339599463248,1.178997468508842,1.175881323833247,1.1737028135864311,1.171644386369858,1.2220527477412744,1.2364517276378681,1.231689972821557,1.2267592026592726,1.224078327710599,1.2221852867615859,1.21710425786711,1.2218762494799784,1.4594714362291776,1.538050057728766,1.61255706817837,1.7645360425089198,1.8307020079585146,1.8099991276206147
