순번_정류장ID,1-2807578,2-2803343,3-2803340,4-2803339,5-2803331,6-2803325,7-2803320,8-2803314,9-2803311,10-2803316,11-2803319,12-2803328,13-2803305,14-2803293,15-2803281,16-2803275,17-2803257,18-2803253,19-2803249,20-2803226,21-2803132,22-2803135,23-2803124,24-2803100,25-2803087,26-2802667,27-2802631,28-2802668,29-2802655,30-2803050,31-2800814,32-2800787,33-2800773,34-2800760,35-2800741,36-2800725,37-2800691,38-2800684,39-2800676,40-2800667,41-2800657,42-2800340,43-2800624,44-2800619,45-2806214,46-2806242,47-2806244,48-2801157,49-2801155,50-2801151,51-2801145,52-2801140,53-2801302,54-2801321,55-2801307,56-2801299,57-2801315,58-2801356,59-2801414,60-2801492,61-2801524,62-2801602,63-2801647,64-2806781,65-2801573,66-2801558,67-2801532,68-2801571,69-2801641,70-2801649,71-2801651,72-2804430,73-2804914
1-2807578,0,0.9701280755283926,0.9993630178111299,0.9970600642558732,1.573684942230483,1.4603309748924576,1.516680575832751,1.4580632766460406,1.6239291099507243,1.5180366088462507,1.3546627506485098,1.4564572951431083,1.495787986706091,1.4395375560347632,1.3882001993970237,1.3560945637014676,1.3269406369685344,1.3023220876111863,1.289894817700806,1.2931006962014941,1.4192603667056845,1.5177528447132802,1.4927500798049858,1.4569547422069924,1.4409357979262623,1.419431384765678,1.3991556856865621,1.3868592559350055,1.3605150906747643,1.3719974497134362,1.3601337365699042,1.40320907023576,1.4195474781800559,1.4096742581746302,1.398390627820982,1.4118107065552026,1.4053094721149513,1.3980738177565712,1.3883857805418436,1.3779617201486778,1.3724495095930926,1.3642892135211693,1.3494848405389834,1.342285054545015,1.3354003636101195,1.3226082407228985,1.3157268022293023,1.299884624414177,1.3030173426693286,1.297894473517054,1.311718364522949,1.3139344324939228,1.3566719883296452,1.3817962640007142,1.3727680191725211,1.3664012586874599,1.3926401579324386,1.454490870280581,1.5359428319548438,1.6133352805048138,1.6207980618909876,1.699441563048527,1.7651297286753185,1.744971845087127,1.7417820764490572,1.7319393571064867,1.7186274517378444,1.7085452016565918,1.800760887721716,1.8000729061504006,1.8114643472199323,1.797783780797361,1.7748507578734876
2-2803343,,0,1.0156885020044406,1.0075442316532808,1.0025758325993634,1.2637278223428552,1.668627621183122,1.5747580323786723,1.4271895262008876,1.354256466747595,1.241800337001731,1.353222653113601,1.3980516861804764,1.3536683913873064,1.3128853526711983,1.2868368044198781,1.2637549418081668,1.2438762149965426,1.234239664587632,1.2413537948916085,1.3664207027974875,1.4632874010067385,1.4410453112396255,1.4090476267199434,1.3948546928833228,1.3756277434142052,1.3575241401795783,1.3465685806835581,1.3230768075446298,1.335235938263754,1.324449799371027,1.36934197659718,1.3861183791268243,1.3770945798130734,1.3668159358246068,1.3804674765224383,1.3747516193042069,1.3684750432901471,1.3592220314218986,1.3498258939172036,1.3448208304714724,1.3371847454417807,1.3236015026186965,1.317037458287749,1.31062953870183,1.2988488580124438,1.2923857578807547,1.2778187236698646,1.281228137943139,1.2764138252452395,1.2906312231070405,1.2932419736145346,1.3354532408103228,1.3604595628708276,1.351944381952344,1.3458737454136092,1.3722482157381903,1.4333832953588808,1.5139956735006712,1.5907021884090913,1.5986043658508615,1.6763414961685021,1.741679893830654,1.7224667323726282,1.7193121946222447,1.7096752157179789,1.6969004055696029,1.6874272087156106,1.7785838480938305,1.7784245452650713,1.7895967720768367,1.7764173151762306,1.7541783249125247
3-2803340,,,0,0.9888025167525313,0.9929624885450576,1.4614834024325112,2.3158445070036873,1.9934867193470425,1.6176871150639953,1.476031624990996,1.2930491972377889,1.4211786248461467,1.4698821205649262,1.4085030014926934,1.3545513671250495,1.3215085750617315,1.2924511853384355,1.268137941921799,1.2562807403166696,1.2623589921600484,1.3994401857617143,1.5064619755463116,1.4798925212859542,1.442218228586287,1.4255551765689347,1.40327366863003,1.3824277279538784,1.3698686711473107,1.3431372637389478,1.3555183575479117,1.3435198996115578,1.3898181118177926,1.407353734994039,1.397274663135997,1.3858828433179569,1.4000995897844928,1.3932480258471263,1.3863998223157152,1.3763257854142328,1.3658794818339324,1.360404873591849,1.3518351480875808,1.3370334369645809,1.3299002325780238,1.323213691623686,1.310065622535599,1.3034632451374606,1.2876063272658664,1.291057355949638,1.2858914290824706,1.3005797343396028,1.3030877967420613,1.3469970449224506,1.3729097275631912,1.3637940359947844,1.3573800271631085,1.3844902958578393,1.4482949853259266,1.5322810033809549,1.61234827706184,1.6201857426707582,1.7014525628453947,1.7699513118137526,1.749014500255474,1.7449794195029846,1.7349733903541678,1.7213517459569623,1.7106877145702781,1.80625774511773,1.805688394176751,1.817433910258491,1.8033014613580105,1.779453552703614
4-2803339,,,,0,0.9875677669186796,0.9989885023566789,1.6445466716506154,1.502288793569298,1.3950370550835804,1.3050410273392943,1.1862391953212597,1.3253232370683599,1.380081025093419,1.3312245059960086,1.2879852222752668,1.2609163215532118,1.2377292458634346,1.217915533614989,1.2086759480317584,1.2183898987355477,1.3545212789655003,1.4600829401427504,1.4360568595831094,1.4018440245064783,1.386831270557365,1.3665944180361573,1.347684950355007,1.3363146975933944,1.3120960924502,1.32507954681745,1.3142778396163972,1.362078925018825,1.3799507036007073,1.3704695339294906,1.3599633750876672,1.3742559741157583,1.3684382939978261,1.3619804749824638,1.3525739583889298,1.3428146306651163,1.337570947185921,1.3298679005476508,1.3159074681938545,1.3093291761834704,1.30289700092354,1.290976329001164,1.2845233435415158,1.2697513718890643,1.2738258930891384,1.2688154241029002,1.283543223918899,1.2863811145623367,1.3298442287665537,1.355678404870103,1.346989259817903,1.3408857891480028,1.367982729965887,1.4312665727100207,1.5145675628478366,1.5941585086596406,1.6021148852831493,1.682939516753198,1.7507139604870923,1.7303747549715893,1.7270904106146812,1.7171183144366566,1.703832526836524,1.6934300656874863,1.7887354325085125,1.788091747158958,1.7998111418350191,1.7861144157087951,1.762839488826013
5-2803331,,,,,0,1.0154107582327434,1.0096807294366608,1.0064682416777553,1.6976802792923462,1.4632350779182592,1.239222557669601,1.4031042810303893,1.4631910332061393,1.3923677946722528,1.3331221229277805,1.2979047836726383,1.267977317274764,1.2432764069698672,1.2316412639191605,1.2403480147487187,1.3898650278331028,1.5068190908644883,1.4778459464460814,1.437242295350858,1.419481238791235,1.3958780981580234,1.3739746437789917,1.3608660703645499,1.3331646175762868,1.346675767898898,1.334286475767144,1.383661621459581,1.4023047843982408,1.3915459836738562,1.3797347491714482,1.3950046957270443,1.388237369848084,1.3810339903942845,1.3706347058917776,1.359403067967625,1.3538976293086762,1.345563315426584,1.330305474355119,1.32302701538333,1.3158917266159436,1.30284751479206,1.29588211403849,1.2798771429153935,1.2836674020437933,1.2787129959669097,1.2937392383162907,1.296548852520569,1.341713020008402,1.3684547408110221,1.359237067130788,1.352701400109311,1.380688999239709,1.4464969297854169,1.533292523178152,1.6160718248313162,1.6239374330383332,1.7086844484530084,1.7796722539631487,1.7572914626156366,1.7535563683081734,1.742863899401781,1.7287070431456653,1.7173716392742011,1.8167529987991526,1.8156587608171864,1.8276184389073653,1.8128433909275494,1.788044206253709
6-2803325,,,,,,0,1.0042897308323109,1.0013709320668733,1.5066205723894655,1.3193189558232128,1.1547994152411152,1.3372904404715305,1.4050994758970972,1.341651091164547,1.2889586587509931,1.257410345808477,1.2312596163475633,1.2094383246903344,1.199545555648477,1.2111372847413047,1.3627523196819011,1.4809478330853119,1.4530353920616919,1.4139269393617966,1.3969331304207022,1.3742798784580632,1.3533083347667167,1.340788366506543,1.3143602046028375,1.3284255761957122,1.3165699794408179,1.3673750211088809,1.3865988599613015,1.3764579815713525,1.3648415155870262,1.3799800702605092,1.3738918804557845,1.3666787301992798,1.3565990171303024,1.3464124834945754,1.34082481834425,1.3325157547162627,1.3179348111786737,1.310565849327431,1.3038822137854196,1.2914603685379105,1.2846114162004434,1.2692008013606906,1.273117889344307,1.2681631112790615,1.2836651704304274,1.2865330720814006,1.3318563868757511,1.358681396215387,1.3495689347617126,1.3431772879921553,1.371420035462047,1.4372656876208447,1.5242582591731475,1.607350376151325,1.6157616937536385,1.700215406476216,1.771268208301518,1.7497741924721641,1.7459096435504549,1.7354866915232645,1.7209865023683633,1.7100238509580301,1.8093955998326041,1.8086401354047623,1.8208277654737186,1.8058645123270616,1.7810495194626244
7-2803320,,,,,,,0,0.996889020570558,1.0059158997491178,0.9977525176967303,0.9898490883254625,1.1931467150310962,1.2720649085597666,1.2309273937761118,1.1961908853812062,1.174240945716118,1.1572391263648854,1.1422544681411053,1.136267607067115,1.1531790108293685,1.3032690183282771,1.4192095356780805,1.3950546375863662,1.3609864853618603,1.3463638515537175,1.3266225439343078,1.3083823076223406,1.2975261913701805,1.2745827200692026,1.2894601199628524,1.279054622634825,1.3316884836504288,1.3515877910596612,1.3424412901032376,1.331984742909535,1.3473920139206814,1.3424695421372508,1.3360758750949975,1.3266401100156704,1.3171322611010134,1.3123457918936328,1.3044186999590848,1.2911086669365404,1.2845600301199518,1.278724688450477,1.2673213287199128,1.2611183328071807,1.247086852343433,1.2516360270253488,1.246845005068907,1.2624353785445837,1.2658096034320323,1.3106498240490425,1.3371725262354262,1.3286994931533591,1.3226274184131435,1.350925008279429,1.4159903165011858,1.5021589107237523,1.5846073388877293,1.5930610075016152,1.6769596914461902,1.747506017809455,1.7265728131010725,1.722992010408772,1.712907777060746,1.6992131977867646,1.6885889301484616,1.7872493470570607,1.786260481112634,1.7985537363634836,1.7843642262256985,1.7602992221789577
8-2803314,,,,,,,,0,1.0094843462246779,0.9979475024162842,0.9891019029866239,1.2107805433198355,1.2945813050999788,1.246744214817818,1.2074081971040456,1.1831647216109626,1.1643977336179065,1.1481323882530732,1.1415682195862353,1.1585997175402512,1.31403452836976,1.4344672767428248,1.408568709315376,1.372276372666177,1.3567164735860953,1.3358311912041123,1.3165852573106447,1.3051514077565871,1.2810609072391799,1.2961343983222295,1.285253350650057,1.3386454218308101,1.3586273338352188,1.3492446686167152,1.338386606860825,1.3541589809792058,1.3485385582956047,1.3418990867680751,1.3323789421810226,1.3224192232632428,1.3172416533712994,1.309290440478902,1.295876486400101,1.288810569428048,1.2830502149848115,1.2712961246554277,1.2649172017434016,1.2502385934792892,1.254536449317435,1.2498791185609113,1.265784544508463,1.2689689952145422,1.3144186057393208,1.3414730181912413,1.3327035234218993,1.3264836087136254,1.3550266647189593,1.4210849959664344,1.5084203234025546,1.5920619657639603,1.6008924091823915,1.6856944417600528,1.7574420889584619,1.7357511662452563,1.7324334176818306,1.7222032819342739,1.7076658863991572,1.6971132467914163,1.7970829915185165,1.7962764969504377,1.8086627751762356,1.7937744332151624,1.7693350776058638
9-2803311,,,,,,,,,0,0.982596954258192,0.981633925141857,1.2699448315143747,1.3689401998741304,1.2956347366718777,1.2402440781536164,1.2084780250130926,1.1841062614271156,1.1639195581622948,1.1556182088960818,1.1729322657938397,1.3437261283730404,1.4771869460821376,1.4460270470255716,1.4031363283895184,1.384827319336988,1.3606231200198413,1.3384899204584146,1.3254091840064786,1.298081627245982,1.313509876424788,1.3014698878509041,1.3568965589264752,1.3776263928619676,1.3671924542699638,1.355078751723527,1.3714756208780474,1.3648608533191913,1.3575344379130792,1.3471098536445554,1.336615661438525,1.3308597260648138,1.3220978259509115,1.3073230803439009,1.3000309563394052,1.2935681940466144,1.2807083912671011,1.2738810068025213,1.2585579230234423,1.2629332478494062,1.2577887766905034,1.2738410605145942,1.2772054899043346,1.3242800896115048,1.3521086857478697,1.3427859762171799,1.336349978540012,1.365674529793932,1.4341355660485031,1.5248234689386453,1.611878151203432,1.620404064641851,1.7093877531571409,1.784067086723402,1.7604868735844823,1.756263068894919,1.7451176578011547,1.7300998642783023,1.7184264103883862,1.8224140655182575,1.8212975759699865,1.8340458492119789,1.818206900238579,1.7921987277321487
10-2803316,,,,,,,,,,0,0.981267927674563,1.3514354269093296,1.463158487924539,1.3530113257998095,1.2769529181467134,1.2362700657992767,1.2054153483446624,1.1808923136500487,1.1706554719446394,1.1877548515982352,1.372284746938921,1.5176133612230702,1.4812065208409368,1.4318628295578029,1.4108911301903158,1.3835178231494392,1.3586524384415701,1.344023840600677,1.3136795971909072,1.3296444146029944,1.316217134911029,1.3731755458453945,1.39433228868471,1.3828010924904572,1.3700036973655494,1.3867383773379065,1.379483856408612,1.3715393969144498,1.360306757316803,1.3487593273156457,1.3428597789095142,1.333607898458943,1.3175816237941709,1.309929363034723,1.3026072655626926,1.289266808017758,1.2820435110757034,1.2656646987644093,1.269927193044764,1.2646024392609283,1.2812182311984972,1.2844184001586219,1.332715309894904,1.3613064272866195,1.3516029180829383,1.3447494016137604,1.3748490995489078,1.4452585782022738,1.5386716490451222,1.6280811862760747,1.636580103911976,1.728352685984341,1.80522900529169,1.78058897723331,1.7756423174573457,1.7641770231107103,1.7482901189012001,1.7361671259764428,1.8434265386221524,1.8420650295274492,1.8544926001745463,1.8383664512364515,1.8109343622696883
