순번_정류장ID,72-2801394,73-2801431,74-2801178,75-2801179,76-2801424,77-2801411,78-2801401,79-2801409,80-2801449,81-2801493,82-2801515,83-2801589,84-2801619,85-2801658,86-2801672,87-2801684,88-2801718,89-2801741,90-2801750,91-2801755,92-2801765,93-2801775,94-2801789,95-2801802,96-2802011,97-2802692,98-2802713,99-2802744,100-2802767,101-2802785,102-2802796,103-2802177,104-2802817,105-2802618,106-2802828,107-2802193,108-2802221,109-2802224,110-2802242,111-2802265,112-2802279,113-2802286,114-2802294,115-2802298,116-2802297,117-2802301,118-2802311,119-2802321,120-2802322,121-2802324,122-2802339,123-2806039,124-2802343,125-2804954,126-2805056,127-2806086,128-2806087,129-2805776,130-2805777,131-2806669,132-2803663,133-2802587,134-2802580,135-2802585,136-2802374
72-2801394,0,0.9852564887669275,1.006497951693661,1.002179133651889,1.0017944447314753,1.009719588947351,1.003282205747201,1.002182023675327,1.0067469940847558,1.0012600796915267,1.0593955187166335,1.2249631071685918,1.2570100099134114,1.3411558340229877,1.6074251928630698,1.60209670308137,1.6125150723070414,1.663306530833319,1.608706933138304,1.5606565420490421,1.51848427180386,1.4853604183025255,1.464022821075242,1.4407677638571725,1.4068854578580334,1.3719686296629505,1.3540597822452756,1.335603981754155,1.3232760504242773,1.309741955084235,1.2988308511849664,1.2889252378233438,1.296758580239829,1.3705711695436336,1.3903882635500546,1.4464873787527055,1.3846041399219813,1.3726260445823808,1.3572345313011853,1.3462906917668434,1.3302982801106886,1.3213725005516683,1.312082501208912,1.306196158826053,1.3003744875656678,1.3392341867798823,1.331643884273396,1.326754774536154,1.3130182977879532,1.3285663129642018,1.3113562617528536,1.340176358587414,1.40539129868261,1.4343896007197596,1.4991773787041207,1.4864942957273881,1.4799247228437977,1.4618807737509187,1.5022181162522488,1.5437921068622344,1.6579475431061366,1.974390687847972,2.030002311746309,2.0191619089715753,2.0056838845347347
73-2801431,,0,1.0184919663136642,1.0067464384613118,1.0049658427713757,1.013741638045058,1.005829457944625,1.0043109101333036,1.0090967469627439,1.0028030272566717,1.0665073096662365,1.2491613421065912,1.283343988200844,1.3742826384485458,1.6726150486630627,1.660916236836399,1.6675227296478214,1.7203371780383236,1.6561232810531996,1.600626920611211,1.5525871986308535,1.5152061701399258,1.4912957083265612,1.4650888728060436,1.4274788281965496,1.3892047672728998,1.3698507470302055,1.349777471019809,1.3362361683400854,1.3218077626234546,1.3104067576070062,1.2997403211550538,1.307055535251825,1.3838737333196807,1.4042769963749728,1.4614099116570454,1.3957740212905334,1.383142831235005,1.3668962803850124,1.3553782428646168,1.338565540085513,1.3290980206179623,1.3194334140525972,1.313303879706277,1.307074838825141,1.3468445704218854,1.3388981898774281,1.3337760314561131,1.3195979352438865,1.3353775491042341,1.3172420235809297,1.3468926315291931,1.4135538785417108,1.4429691998470762,1.509357589582339,1.4954733997862069,1.4884850892615233,1.4698959337214141,1.5113078431299767,1.5534998980674501,1.6705807565711324,1.994602510693865,2.051594301611223,2.040298484983569,2.0262610640817287
74-2801178,,,0,0.9959909205134088,0.9980104341674773,1.0117903175645324,1.001602511099948,1.0002474719826364,1.006840573516413,0.9995728245609715,1.0763314105131256,1.2993687045932183,1.338202888045545,1.4444966666531398,1.8216247959125444,1.7914253390486092,1.669933077703027,1.5896476594995488,1.5373252372106037,1.4916218481963888,1.451828199541667,1.420895595606994,1.4010971887036714,1.379468337182856,1.3486504705117215,1.3171972342583644,1.3011973883050119,1.2846352769125817,1.2741175732301486,1.261805611686059,1.2528255195825369,1.244034523334888,1.2817229108022778,1.360149217324132,1.3811528058453704,1.4411158868633427,1.3768079070349186,1.3644595357805744,1.3488052719736285,1.3375016312432375,1.3212302214732266,1.3121779304020809,1.302821897713887,1.2968391535756754,1.2910380039471938,1.3314693191042937,1.3237898058802982,1.3188607212726744,1.304914128481828,1.3211173412887252,1.3036397420278734,1.3333912105454455,1.400812082094253,1.430860139289198,1.4979975902572729,1.4849093223362726,1.478061249722623,1.4595247509010352,1.50119275417044,1.543911875887232,1.6622256395814456,1.991119105465288,2.0489173703641383,2.037494697765089,2.0232624700295667
75-2801179,,,,0,1.000596159156961,1.0246434594425977,1.0048217096741567,1.0021852257533885,1.0106972241372703,1.0006116299043333,1.0994485805690528,1.3939660661947795,1.438238433389061,1.537175445415993,1.5335858179289237,1.53453105663241,1.4542673392396048,1.3920322167533288,1.3595699690587006,1.3300210481970205,1.3036551963570906,1.2830749006673035,1.2698159697583027,1.2556202524278186,1.2358699464019844,1.2145255640946748,1.2040698820604854,1.1927142917094378,1.185766086545984,1.177806818105235,1.171149069562212,1.1653729849297263,1.2068620136780817,1.282268997785913,1.3036854723599716,1.3670400344596219,1.3138763625512395,1.3035970423520298,1.2905858555075673,1.2813919719162044,1.26783806981619,1.260344827046824,1.252832542959228,1.2476557347638555,1.2895314499392152,1.3467010348905168,1.3382701924858509,1.3327554468810583,1.3177962036136497,1.334499423490072,1.3155198537365498,1.346507966821954,1.4169783028413818,1.4271850638781525,1.4535839617217505,1.4445351722450874,1.4382146395229682,1.4214267109962928,1.4622744557523946,1.5042636578715007,1.62033292062013,1.9423926230560116,1.9993869132087805,1.9891920014520137,1.975819692522016
76-2801424,,,,,0,1.062485732113778,1.006459370082656,1.0018502606196622,1.0137245363434677,0.9999743431197227,1.0083079636630226,1.1990915960111683,1.257786987377149,1.282845153957862,1.2438846158276917,1.2344541503472377,1.202466794759058,1.1739783940919668,1.162986274604759,1.1510942232129306,1.139502146337771,1.1303317676360076,1.1242929759449634,1.1178317613076507,1.1098718660721065,1.099659225060985,1.0951734632967072,1.0905926958831853,1.087365442072877,1.083594074267997,1.0805948031351942,1.0780261535003899,1.1188670302059445,1.1894927672571127,1.2107422499304108,1.27640401146592,1.2377333735025529,1.22981436275972,1.2203894909234445,1.2133581506806865,1.2034567796316753,1.1978227479904389,1.1926830101050143,1.1970431304512266,1.262601992053186,1.3197725297988994,1.3120390764049448,1.3071009734454777,1.292964157722092,1.310052299117267,1.2924443161952968,1.3234862601486848,1.3936400568773972,1.4043804295597389,1.3974659544328116,1.3933334425845665,1.3878533883817628,1.3732195008436603,1.4127542374036146,1.4530531425835864,1.565017458127936,1.874046110506014,1.929170339239765,1.920937667115324,1.9086110113362145
77-2801411,,,,,,0,0.9542343060120175,0.9719035470622658,0.9987952535581041,0.9865372503582691,0.9856448677421544,1.1229621452312761,1.1911011766173754,1.2193187322351846,1.187816839265858,1.1602827521335084,1.1382740774407318,1.1169593049343018,1.1106857104635683,1.1031683060773776,1.094834422614792,1.0884134559701881,1.084328676333843,1.0798238229386814,1.0747204133131467,1.0678259779186918,1.0644246797182617,1.0614467160288672,1.059455706265216,1.0569453067379395,1.0544277843951648,1.0531126700010462,1.0942514210452048,1.1642746354858982,1.1859544079864828,1.2529663693086202,1.2176080109265377,1.2102424962118077,1.2016195713573172,1.1952381671512229,1.186072203051254,1.1809934430623052,1.176320371953124,1.1875276682227949,1.2535278940478398,1.311075735527238,1.3035124155994322,1.298696393397294,1.2847631542007,1.3020997320045686,1.2847991599292328,1.3161224098267819,1.3866599043210273,1.397449747409262,1.387022837023262,1.3808746383193968,1.375638573687917,1.361346037351842,1.4008099752327265,1.4411069127743923,1.5527797166183375,1.8616031394623318,1.916650867980829,1.908682889838512,1.8964820563124818
78-2801401,,,,,,,0,0.9882966016436002,1.0186390163965844,0.9953078249391409,0.9926045013437029,1.0005972082404655,1.0010102261056917,1.0021965895604736,1.002182037991235,1.0020594450639162,1.002326465941241,0.9972204848533747,1.001751982205561,1.002833168245837,1.0022621346120903,1.0017317417206033,1.0012173525416102,1.0010707254338471,1.0024932060933598,1.0011938154984172,1.0014706591767348,1.001572328235645,1.0018776951526,1.0017512405641198,1.001168528974438,1.0015819458184374,1.0485664043791072,1.1164218812843207,1.1381462683550074,1.206475830449099,1.1781149751325182,1.171866097055208,1.1649650846989135,1.1597644268121372,1.1523716461463933,1.1482699999642392,1.1489059655630542,1.1814910597525146,1.248004234577499,1.3064789385295208,1.2989459320985923,1.2941584340325738,1.280232114986105,1.2978365781775674,1.2804965860735242,1.3120583661940632,1.3834042393947417,1.394577184971842,1.3840179664896144,1.3542116399923663,1.3494702697873113,1.3361763362148817,1.3749111619694911,1.4144933581699395,1.5241629776307408,1.8269971443836914,1.8813369896901428,1.8741269687861717,1.8624898730935924
79-2801409,,,,,,,,0,1.0409633143246846,0.9978512437362115,0.9938047894510292,1.0030665820469549,1.0031407503198209,1.0040049039239722,1.003716612947555,1.0033454236140011,1.0034477327746614,0.9978478786080615,1.0026113550022935,1.0036844148018242,1.00301749867987,1.0024115179389175,1.0018423627883546,1.0014839220162661,1.0032504906693058,1.0018368011348113,1.0019536589661855,1.00203279632084,1.002582300542945,1.0021810118253183,1.0017993230885072,1.0019778867033524,1.0503597251356884,1.1204798270149152,1.1427078502714818,1.2128071401805842,1.1827100480985755,1.176281549606441,1.1691308448809175,1.1635862554337966,1.1559435077280105,1.1516563393004975,1.1522003653427706,1.1853210267019014,1.253534900547056,1.3130900219317425,1.3053131726574325,1.3003003082529152,1.2858576565421018,1.3037271060136988,1.2857309672714112,1.3179079684768338,1.3907655154742304,1.4018883201962797,1.3911246403774773,1.3600023565655392,1.3550239153469992,1.341396197853806,1.38095980900548,1.4213455502894043,1.5330286825414647,1.8422514390940836,1.8977622739161346,1.8900341828952356,1.8779725244650884
80-2801449,,,,,,,,,0,0.9559202206685307,0.9650606542446142,0.98884612183755,0.9919843726747484,0.9960661852715975,0.9971328002069912,0.9978726287372167,0.9988760211079655,0.9932926538157039,0.9989656356491763,1.0004607621033956,1.0000065992080949,0.9995645436583369,0.9990891037573058,0.9990413747527334,1.0009596964536869,0.9998254260379367,0.9999078222021132,1.000106709591903,1.0004969430175954,1.0004208703372095,0.9998396342494592,1.0003319192434392,1.0507557488686519,1.1239381058815954,1.1470991604473368,1.219863205031039,1.1876520205925953,1.1808549452328643,1.1732682176666949,1.1675182003468612,1.1593562731792202,1.1547543272996874,1.1552150506651113,1.1895088936595877,1.2596528916596643,1.3211262329132674,1.312888521468661,1.3074752345215612,1.2923477964720766,1.310703806736706,1.2919283974682332,1.3248800771236122,1.3997526672427343,1.4110589416036028,1.399673001946016,1.3670154797950327,1.3619071944987278,1.3477285629950935,1.38806843806038,1.429358965550803,1.5440089953508749,1.8626926678216025,1.9198665990600994,1.9112759770281074,1.8986178918660959
81-2801493,,,,,,,,,,0,0.9804005884349891,1.0095273099280497,1.0076809061708953,1.0074456612705622,1.0062858015504896,1.0052510702025357,1.0050290694193877,0.9978467417716652,1.0036282077232164,1.004807026905563,1.0039225144714126,1.003150437372429,1.0024562299362672,1.0022083855673656,1.003959792106424,1.0023108367330176,1.002568804237228,1.0026196194101293,1.002922282152401,1.0027314091460298,1.0020392370222737,1.0024697841777674,1.0550514404247138,1.131802791708328,1.1561214494856664,1.2316436058012443,1.196387531522651,1.1889526556668735,1.1807295829651971,1.174435846671812,1.1657599292479153,1.1608256065038665,1.1611937975716615,1.1964288158466894,1.2691796183191741,1.3325620715319708,1.3237253073524924,1.3179175441610431,1.3019147068538826,1.3205610991344248,1.3007772629635543,1.3345883576754893,1.4118285039694591,1.4231650531808793,1.4111295481630417,1.3766073104656729,1.3711537301827188,1.35629914769619,1.397840326126649,1.4402431872349573,1.5578420591882807,1.8869580620907906,1.9458255142524759,1.9364986256574503,1.923147001624964
