순번_정류장ID,79-2806940,80-2806941,81-2806942,82-2806943,83-2806944,84-2807134,85-2806945,86-2806957,87-2807608,88-2807164,89-2806946,90-2807137,91-2806947,92-2806948,93-2806949,94-2807147,95-2807148,96-2807149,97-2806951,98-2807138,99-2806973,100-2807139,101-2807409,102-2807123,103-2807141,104-2807155,105-2804229,106-2807153,107-2804227,108-2804225,109-2804223,110-2806333,111-2804220,112-2804217,113-2804215,114-2804342,115-2803719,116-2803711,117-2806217,118-2803708,119-2806218,120-2803710,121-2803712,122-2803713,123-2804231,124-2804232,125-2806331,126-2804233,127-2804235,128-2804237,129-2804239,130-2806328,131-2804241,132-2804335,133-2804773,134-2804244,135-2806230,136-2804257,137-2804259,138-2804758,139-2804760,140-2807395,141-2804261,142-2804337,143-2807368,144-2804602,145-2803580,146-2800263,147-2800267
79-2806940,0,1.0049467818849709,1.0026693187344897,0.9938810407776562,0.9966361712518313,0.9995173048125091,1.0020367377771828,1.0013510783400008,1.0487092155443176,1.6260346733997222,2.9174706796461622,2.79110512242784,2.653398446740853,2.533901059595654,2.155628334332544,2.049538094339074,1.923236645290747,1.8903904804349319,1.8415118770768386,1.8127149889330756,1.7238861565498476,1.7526232668110548,1.7164518152450603,1.829546040726772,1.7218938781231108,1.6996341609420285,1.678577614890659,1.6639963429090887,1.6443372701344943,1.626837984550877,1.6050175745965087,1.5957800848999653,1.5563719341146802,1.5275394328233463,1.5145467293999955,1.492131945210135,1.5235504303388332,1.5615131925246788,1.5806213244757819,1.6405437904695228,1.6440797882733356,1.638811965258675,1.6313874858965496,1.6755518215269927,1.6391198861313914,1.6303954777848282,1.6172011131257027,1.5933464284167755,1.6402668379596477,1.6782856170510534,1.66317676465977,1.6464195520571732,1.6294520099006264,1.6021702207346076,1.571473437734512,1.5411382321899851,1.5281744018796901,1.5209448569459096,1.5108449566017965,1.5020021050610208,1.495616713751318,1.491000524067206,1.4871279187322357,1.4851670690203715,1.4782490654147185,1.473981990031666,1.4709954043860223,1.4669594447988186,1.4625897491939814
80-2806941,,0,0.9938520233039908,0.9729186235924998,0.9863428627513097,0.9944157511938865,0.9997937889971614,0.9999964530569477,1.0606522514605983,1.8609096665121834,4.102961931227405,3.7849496022354963,3.4649157297729056,3.2079362916240948,2.5005963826586837,2.326255030482704,2.1300750624047367,2.081270028876594,2.0101375548948868,1.9688945191818479,1.8450204735859348,1.8733816419366394,1.825059938295802,1.7820418644020306,1.6534663405485996,1.632836115201878,1.61316786588048,1.5996461192665423,1.581388955079237,1.5651622525736524,1.5449665395760832,1.5364900121575347,1.5001644902378841,1.4736671451437136,1.4617569237821633,1.441242128625582,1.4735929646919093,1.5115640075252026,1.5306962945085858,1.5907127337265983,1.5955206733291716,1.5905549590244867,1.5835749774925723,1.628609151098371,1.594071487455102,1.5858009893628515,1.5732900187517376,1.5507431796256947,1.5978369880128613,1.636034172601628,1.6218820272049397,1.605872425841179,1.5896995802316927,1.563735574230708,1.5345424647747534,1.5057457255300077,1.4935056039007941,1.4866445014228957,1.4770750520193598,1.4686517553391518,1.4626692536116006,1.4583203651353451,1.454612153590917,1.4528136261434688,1.4462830428998252,1.4422481927189674,1.439414863443029,1.435599512264162,1.431477467355095
81-2806942,,,0,0.9528622566281542,0.982809075139388,0.9945954417535223,1.0012699774167513,1.0006584845621225,1.0657181122343204,1.9547709363914607,4.695640215586226,4.25340816859244,3.8248994729270542,3.4924466063300734,2.627064917569019,2.4241188986754953,2.200263030942819,2.14538990006962,2.065955534260215,2.0201483209705917,1.8837487070535865,1.9116708576470143,1.8591774156225256,1.8126216503004933,1.6746541112464097,1.6526537922016507,1.6317856292333137,1.6174365873712018,1.598109124493054,1.5809600892492144,1.5596525663606073,1.5507049835227336,1.5125101517287658,1.4847333958476439,1.472269409707085,1.450834165201779,1.483819160187342,1.5227761989342807,1.5424125040347259,1.6040571543674007,1.6086423020347436,1.6034555880014663,1.5961635050233254,1.6421699814896675,1.6061695031934686,1.5975646416320939,1.58455993866097,1.5611381053417959,1.6092701199618409,1.6483714128971516,1.6335899640292697,1.6169889556411545,1.6002278479558756,1.5733510802140898,1.5431882705850848,1.513485102157109,1.5008630839201507,1.4938011696525562,1.483953704590115,1.475288298933333,1.4691373287350036,1.4646636324015179,1.4608509953620568,1.4590034099884313,1.4522936246667892,1.4481510965684146,1.445244625594272,1.4413290865327317,1.4370981955959465
82-2806943,,,,0,1.0116944946608428,1.0155703547466544,1.0182285692729474,1.0067178970266812,1.075418452876944,2.0823916472509363,5.625268992477245,4.954398851812339,4.33763728798177,3.8858138319860123,2.7878158809961997,2.545655443504846,2.2862305803559795,2.2231708029152513,2.133267025256406,2.0821030207144604,1.9298806203921137,1.9570389919861912,1.8994951038120016,1.848906344535555,1.699692590367832,1.676064432588208,1.6537776653638616,1.6382998986534174,1.617717302164804,1.5996265848025881,1.5770122839820662,1.5673820703745351,1.5271251202235026,1.4978525827045852,1.4846380166984823,1.4621353226956253,1.4959009032992234,1.535853346156616,1.5561547587801876,1.6196162141203787,1.6238069299702718,1.6184753151483522,1.6108229625953103,1.6578908417419114,1.6202088373989316,1.6112200373617,1.5975530468454338,1.573224044442612,1.6225004380321089,1.6626026901612527,1.6470981790679784,1.629822826663655,1.6122146976347271,1.584474222393806,1.5531311283495672,1.522473638411341,1.509416888637244,1.5020594279986264,1.4919634287287362,1.4830227668338416,1.4766801841741792,1.4720645425089658,1.4681330897263274,1.4662296926542244,1.4592564748755037,1.4550511870820675,1.4520033473232232,1.4479166982819445,1.4436205966911788
83-2806944,,,,,0,1.0197871333241713,1.0219536718604902,1.0059643937459886,1.0816527233365565,2.2453001919003777,7.22532168576288,6.067678171998179,5.096654501333446,4.433272771675393,2.9832397780484365,2.690091183546468,2.383788720428561,2.3115289633690677,2.208721659507301,2.150261167252181,1.9799208024519297,2.0061056961777255,1.9426904230092745,1.8869715208625344,1.7251781497058567,1.6997632302819976,1.6759265915342447,1.6595357887829065,1.637579136967974,1.6181729079220781,1.5941555430271401,1.5840612142929962,1.541347778372277,1.510499830610467,1.4967115840458203,1.4730838516483116,1.5074974527663119,1.5486221824576913,1.569638053220262,1.634824438857088,1.6390670944804928,1.6333543256333192,1.6250992230044154,1.6734262683395997,1.6339705058092338,1.6245784479852503,1.6104142448381158,1.5849409416801263,1.6355363994142915,1.6767101195192744,1.6604448878010163,1.642459903028324,1.624324492076317,1.5953209951070517,1.5629073338252464,1.5311075271659091,1.5176037818012702,1.5100792207822353,1.4995252386825961,1.4904350676189113,1.4838957715101662,1.479008204311959,1.474956507687347,1.473058663785841,1.4658163199419065,1.4614284050648176,1.458415326508002,1.4542120934679392,1.449733573921045
84-2807134,,,,,,0,1.0243444432479,1.003731680203444,1.087765536903881,2.444554899884998,10.12916087873643,7.8369848305952905,6.178816075125774,5.161090201083559,3.205238933677167,2.8483458688170997,2.487578695605595,2.4043466324855873,2.2870872332557726,2.220947312619734,2.0305529066788894,2.0555175098133533,1.9858954586585191,1.9250386138716067,1.7502218173266142,1.7229834732731162,1.697573348465564,1.6801049530012162,1.6567677647082701,1.63618263304354,1.6107578420896889,1.6000704442885751,1.5550373327249751,1.5226283882647842,1.508171439742649,1.4834424394490193,1.5186787822936199,1.5610576165648546,1.5824455853708796,1.6497654713391292,1.6534806960503572,1.6475023369530692,1.6390937308461777,1.688306128185431,1.6471087087664655,1.6373218255238922,1.6225772836218018,1.5960813378169962,1.6478570921365616,1.6900628136546862,1.6730574900537072,1.654384774522184,1.6355686252367434,1.60551622421592,1.5719987689721677,1.5391771678940638,1.525245880672714,1.5174972601472505,1.506701025539875,1.4972103209114276,1.4904858032404862,1.4855877263995525,1.4814201684327928,1.4794057825735905,1.472088195903779,1.4675805662126105,1.46442679730191,1.4601720429489424,1.4555729815097793
85-2806945,,,,,,,0,1.000190223000331,1.0936501308943898,2.616673370762964,15.04267105455739,10.237678165246306,7.430757013863221,5.922351379724871,3.3914970551648045,2.9743979740135185,2.5651520828189667,2.4725437796083813,2.343165075664351,2.270702890836296,2.0642424976570126,2.088443850503834,2.0140163515206324,1.9492470092148555,1.7648260742336155,1.7362902694776672,1.7097641439918612,1.69154046629995,1.6672412845040299,1.6458421150909204,1.6194554155977579,1.6083683477885389,1.5617847756491914,1.5283544699738616,1.5134665285499582,1.4880365070307937,1.5236480075516334,1.5670895486266856,1.5887987430187116,1.6575289268985525,1.6612226934504803,1.654827309916206,1.6464037641257214,1.6964883154914236,1.6541084684958696,1.6440558288094391,1.6289219489471045,1.6017474728682775,1.654409280778625,1.6971684340772382,1.6797826917418353,1.660550979208284,1.6414763285429426,1.6107289166484233,1.576489108173447,1.5430092325230442,1.5288076010186247,1.520917006031913,1.5099260972691078,1.5002004692038724,1.4932951341610676,1.488444462705427,1.484206128411805,1.4821584290796723,1.474720009033195,1.470016096964026,1.466936915215142,1.4626152365715814,1.4579441094154533
86-2806957,,,,,,,,0,1.2191350237666236,79.44737493468274,2.317571258163887,2.18925454814989,2.0593503000389926,1.9537867824089117,1.6564142727401119,1.5822344974692433,1.4992709522546355,1.4779889945801175,1.4466670171910498,1.4287463527594264,1.3751931846572856,1.4222731830233668,1.399059652241495,1.3787888907123869,1.3181551674922576,1.3088400153086062,1.298943497627778,1.292544279528817,1.283621617354587,1.2756833999864392,1.2658228085302148,1.2619975439278264,1.2443687400885857,1.2315151070715138,1.2257792236204994,1.2159024654319739,1.2492657441365207,1.2834494928766378,1.3007208970030009,1.3547927992648419,1.365187771038505,1.3621985490727588,1.358075966149334,1.4025799383947057,1.3807314429665374,1.375441131651964,1.3673786858241574,1.353077848207937,1.3971226322604622,1.4321392040583443,1.4239715247179454,1.4130264374869839,1.4020818123029162,1.3845461669325918,1.3646951557257045,1.3451257415646116,1.337052787896528,1.33233913270963,1.3258171298211527,1.3201206267442043,1.3160574338817095,1.3131845112656493,1.3107126428205067,1.3094861409706318,1.3050884030605094,1.3023335058964383,1.3003523520575393,1.2977449438219641,1.294964205835079
87-2807608,,,,,,,,,0,1.014144963568334,1.0044312583954844,1.0038883452018577,1.0041920137264078,1.0043004369930086,1.002420250298515,1.0025938363403526,1.0041931888050941,1.0038063505990662,1.0028828775715666,1.0027540347821524,1.0030345240332676,1.0566763174228075,1.053690977455856,1.0516684263945293,1.0456608798386267,1.0453847234031015,1.0433930640364844,1.0427412425349716,1.0414799340923082,1.0402746881834337,1.0388067787490296,1.0387081551426582,1.036184037021535,1.034472599844268,1.0337432109064444,1.0324337265085834,1.06437300914421,1.0932421181557261,1.1078771173778144,1.1535066395981532,1.1676089318170844,1.1663132763869914,1.1647239370504214,1.205676832038813,1.1955109726762556,1.1929492050191377,1.1889636719668026,1.1821576296251033,1.221108414625171,1.25129412893999,1.24860808424854,1.242480034461731,1.2364102066192857,1.2267942811123733,1.2157492391994262,1.204714738756288,1.2005160216582682,1.1977954883077997,1.1940409327275592,1.190852962438672,1.1886015121540725,1.1870268136650095,1.185728785284483,1.185027486909693,1.1825787879224365,1.18095302113385,1.1798031677188754,1.178258193979538,1.1767429063464818
88-2807164,,,,,,,,,,0,0.9986058763557183,0.9983377190407979,0.9994008508066667,1.0000382999102784,0.9991567550817024,0.9995437611469756,1.0019512768307064,1.0015754060032098,1.000607646241102,1.0005450833452425,1.0011529338780045,1.0635850949071273,1.0597667185382451,1.0571332544256722,1.0494935412559683,1.0490580813999082,1.0468222568862584,1.0460215000973312,1.0444389429915972,1.0430259652446794,1.0413124533696771,1.0411629083178446,1.0383132985015404,1.0362684391862786,1.0354311299833325,1.0340042374960345,1.0684837632243092,1.0998158315324265,1.1156536473153593,1.1655294755595849,1.1804507217557683,1.1789386567608187,1.176989709536318,1.2214613244852865,1.2095667919967739,1.2066167684722564,1.2020494030285522,1.1942393858531142,1.236127660538543,1.2689054942203906,1.2653785646033993,1.258401374385718,1.2515597424128502,1.2405871738916123,1.2281542746937675,1.2159209761400216,1.2110905949044406,1.2081267454802884,1.2039638291783021,1.2004770497339847,1.1978844698243873,1.196182638148873,1.194691682615927,1.1939186916481659,1.191260678465433,1.1894739944357993,1.1881685830866324,1.1866118315072092,1.184850198285532
