순번_정류장ID,1-2802026,2-2802031,3-2802010,4-2801884,5-2801885,6-2802001,7-2801887,8-2802025,9-2802045,10-2801888,11-2802021,12-2801968,13-2801176
1-2802026,0,0.9455853332484564,0.9506854563966919,0.9757408465775745,0.9700701598579041,0.9852044380676226,0.982998519479279,0.9824667777164932,1.1054383748432373,1.092174349631426,1.077806148566863,1.1859783390512857,1.2205086139544556
2-2802031,,0,0.9643392966743197,1.003303108180187,0.9876926554569739,1.006916761634533,0.9987393566254755,0.9963621656237011,1.0028753479579176,1.0002004443095422,1.0008676070867102,1.2366839804945295,1.2733451407696257
3-2802010,,,0,1.0234915830170401,0.9962758502570143,1.0178690219115554,1.0051498781908697,1.001223288022216,1.0073523683261876,1.0038171242152976,1.0038349852962223,1.2599663214272874,1.2972335461036841
4-2801884,,,,0,0.9298490194528483,1.0123240970362928,0.9932021886442198,0.9907855723096759,1.001835029332408,0.9983515365983054,0.999632831536433,1.1704857164151643,1.2193131737491059
5-2801885,,,,,0,1.068252367098909,1.0121072540593399,1.003230095508685,1.0114954279657464,1.005874497435679,1.00538397707101,1.1893033715947163,1.2394793020512709
6-2802001,,,,,,0,0.967984436453319,0.9752097355075128,0.9974916940924946,0.9938198818601007,0.9966860692871105,1.2050822426404033,1.2590858314929365
7-2801887,,,,,,,0,0.9839821083172148,1.00922635451388,1.0009941746603965,1.0019983467033413,1.034748694611442,1.1088445124245738
8-2802025,,,,,,,,0,1.0244583285406081,1.0072315282356914,1.0058426154757383,1.0426937852909992,1.125712943281122
9-2802045,,,,,,,,,0,0.9805522365362471,0.9956576863096628,1.0009159612577452,0.9981924369154187
10-2801888,,,,,,,,,,0,1.003908947859335,1.0065189531419607,1.0015774632856258
11-2802021,,,,,,,,,,,0,1.0043270429396083,0.9977501528742277
12-2801968,,,,,,,,,,,,0,0.9901876498305364
13-2801176,,,,,,,,,,,,,0
