순번_정류장ID,1-2800269,2-2804246,3-2804756,4-2806334,5-2804755,6-2804248,7-2804250,8-2806398,9-2804252,10-2804254,11-2806400,12-2806230,13-2804257,14-2804259,15-2804758,16-2804760,17-2807395,18-2804261,19-2804337,20-2807368,21-2804602,22-2803580,23-2800263,24-2800267,25-2804032
1-2800269,0,1.0047708439208038,1.006695642213236,1.0046093875249982,1.0020847017828274,0.9999019369166526,1.0007851239511083,0.9999848323886078,0.999527729547329,0.99890296468074,1.0002902459451344,1.2890340581859536,1.4763516962263319,1.8161627156559392,2.2293699351639065,2.6087470980476675,2.9903386177092073,3.3784181013619996,3.580873507257788,4.598134914444469,5.473578493986896,6.235385835502101,7.718132911216227,10.354884817905239,47.913381443191675
2-2804246,,0,1.0041190954615422,1.0018136392586419,0.9989656000659212,0.9966324709626138,0.9986666765030627,0.9981880549529136,0.9979710734905084,0.9974478789034998,0.9991585922908914,1.0751640301256329,1.233386457847407,1.5164146536664092,1.8537448801203509,2.1571163900124475,2.456046145539442,2.754143653251796,2.9073561522788514,3.6528046673953924,4.264311747182332,4.77487509965031,5.717234580892307,6.705836976302236,11.19433408501727
3-2804756,,,0,0.9998189555970002,0.9966952689434836,0.9943103538751764,0.9975374049662729,0.9972908957613037,0.9972273474529635,0.9967546142861313,0.9986919673420565,1.0001361130073079,1.0570792199229169,1.2948728158695173,1.572322573242236,1.8165274886633023,2.0521861876650895,2.282634061887302,2.3993582141559275,2.950192712713826,3.3824971488782047,3.7304168718423334,4.344744103206894,4.96594068777837,7.406496375641232
4-2806334,,,,0,0.9934547531510578,0.9912287757173682,0.9968193533179411,0.9967544263200093,0.9968060983647529,0.9963363167762294,0.9985541875617169,1.0001684601176994,0.999251413826783,1.0825912409931395,1.3086084362929948,1.50356888724025,1.688100773427834,1.8654067062268143,1.9540595333242363,2.3614112965682805,2.669367408200213,2.9098360691002534,3.320174389719184,3.7269031746963814,5.1776883360775185
5-2804755,,,,,0,0.9886261427252135,0.9982846072915955,0.9976019232192511,0.9974287590834737,0.9967729347542608,0.9992337306619846,1.0009004765793335,0.9998323314492547,0.9994860081403577,1.1015566769386844,1.2619762569571655,1.411542503947651,1.553356108506429,1.6235828050327998,1.9399295227887305,2.172715180129753,2.3506320650258825,2.6473783855146884,2.9395079938869393,3.921532193995091
6-2804248,,,,,,0,1.0040172975906927,1.0001287189835941,0.9990912490523187,0.9979854448615184,1.000598227759935,1.0021628227141244,1.0008833984572834,1.0003880297930927,1.000801694081217,1.0899719290340233,1.2169896755183822,1.3363105664979336,1.395006064677256,1.6557843321819103,1.8441945703974278,1.9861310726426815,2.2194308753973795,2.4490610781807627,3.193453766894153
7-2804250,,,,,,,0,0.9966204298078735,0.9967919405008341,0.9959663341049529,0.9996522120597445,1.0017741457456426,1.0002955577865738,0.9997975127476911,1.0003363457085803,1.0003543016045076,1.0017879133079202,1.0419813886103253,1.0867699167218383,1.2820777703885307,1.4198230710950501,1.5216441793816644,1.6860075620745152,1.848926643083225,2.354435331041143
8-2806398,,,,,,,,0,0.996974205577761,0.9955803069352771,1.0009932786246298,1.0033336859237927,1.0012604722010663,1.0004965614625063,1.001046730238309,1.0010057799307397,1.002632100414552,1.0034587476598809,1.003310527477378,1.0038174830578657,1.077319511129813,1.1517442647341365,1.2702230289290968,1.3893103196163596,1.746652635134089
9-2804252,,,,,,,,,0,0.9938735357454567,1.003812096616764,1.0058317767669998,1.002650292008389,1.0014049947541215,1.001929501436165,1.0017892686196606,1.0036481973056361,1.0045527728842305,1.004350335115607,1.004833624553673,1.004370076085886,1.0031994373629005,1.002822587189287,1.0770318666853307,1.3498695600127655
10-2804254,,,,,,,,,,0,1.0171895889631632,1.0114925970388156,1.0058169324659403,1.0034190062841901,1.0036658935251064,1.0032848085092791,1.0053312732613229,1.0062623353899929,1.005974056089312,1.0063487148176116,1.005731029525212,1.0043595774656404,1.0038749684146344,1.004099040375887,1.102019375817103
11-2806400,,,,,,,,,,,0,1.0084005734116603,1.001651098423175,1.0000049366347665,1.001086872221466,1.0010139288652031,1.003591793952534,1.0047873271754926,1.0045142732986065,1.005107919407587,1.004509580129473,1.003052782814736,1.0026004163061784,1.0029258129651313,1.0030172375981403
12-2806230,,,,,,,,,,,,0,0.9876280793546982,0.9929369285120534,0.9971231973988355,0.9978331650010632,1.0018089542951656,1.0035898924821325,1.0032878814882338,1.004227022989905,1.0035579213831793,1.0018169116495954,1.0013575926018972,1.0018425776180098,1.0021251358087813
13-2804257,,,,,,,,,,,,,0,0.9965524318564903,1.000474059122753,1.000501238847855,1.004887902615049,1.006617571043718,1.0060923725631372,1.0066790146902331,1.0056828579589085,1.0035926755000313,1.0029362865980833,1.0033387471835435,1.0033812670250906
14-2804259,,,,,,,,,,,,,,0,1.0046917708499665,1.002960379080895,1.0087890505250334,1.0105031498492085,1.009496121313534,1.0094839238359032,1.0079057414856032,1.0051777304011378,1.0042322754344455,1.0045789387974058,1.004376748582832
15-2804758,,,,,,,,,,,,,,,0,1.0005756996529631,1.0119456826931428,1.0137570770780249,1.0118811419512026,1.0111461997926174,1.00884645547252,1.0053063937226014,1.0041253151244427,1.0045558327546775,1.0043273546398388
16-2804760,,,,,,,,,,,,,,,,0,1.0057289068408943,1.011578426087833,1.009054587621604,1.0092095788282556,1.0066852401576718,1.0025731282906867,1.0015531910569238,1.0024198140866298,1.0027257762906387
17-2807395,,,,,,,,,,,,,,,,,0,1.0185753746354702,1.0117642045640785,1.0104914428289704,1.0069476080742112,1.0018300913624802,1.000739415548405,1.0018810842957624,1.0023807036342944
18-2804261,,,,,,,,,,,,,,,,,,0,0.9972038611388097,1.0068953115734625,1.0034678468098834,0.9977261013606831,0.9972719158896867,0.9992501770310042,1.0006597034709606
19-2804337,,,,,,,,,,,,,,,,,,,0,1.0013195548916058,0.9994667573179227,0.9938203864879176,0.9942089359278887,0.9969649734914889,0.9992268212952437
20-2807368,,,,,,,,,,,,,,,,,,,,0,0.9964224422442244,0.9864768328106861,0.9898014633911255,0.9950578095413624,0.998702542170739
21-2804602,,,,,,,,,,,,,,,,,,,,,0,0.9717468486368521,0.985783825496725,0.9945613105368405,0.9991126414103848
22-2803580,,,,,,,,,,,,,,,,,,,,,,0,0.9955293915357085,1.0019953554916854,1.0029055357770051
23-2800263,,,,,,,,,,,,,,,,,,,,,,,0,1.0077050412641546,1.004743142746601
24-2800267,,,,,,,,,,,,,,,,,,,,,,,,0,1.0035792454045662
25-2804032,,,,,,,,,,,,,,,,,,,,,,,,,0
