순번_정류장ID,1-2806939,2-2801006,3-2801040,4-2801027,5-2800841,6-2800840,7-2800985,8-2800838,9-2801072,10-2801110,11-2801114,12-2801164,13-2803502,14-2807466,15-2803415,16-2803476,17-2807432,18-2805168,19-2805163,20-2805165,21-2803466,22-2803486,23-2803483
1-2806939,0,0.9927861251700877,0.9966280141118218,2.3581315157667455,5.035580295575203,3.327324404926037,2.571412502202345,2.2294671133503163,2.4259613594149583,2.425055846529487,2.973542923297806,2.937380538457186,2.2469952723569158,1.6744276006475851,1.438692533942604,1.3815936066836652,1.3610365954276362,1.3524992865025582,1.3410305175558412,1.3358797768340496,1.3285538358412823,1.3032367144270656,1.290298430196946
2-2801006,,0,1.0009324626047003,2.240104079981412,2.026679704076515,1.7508062812477996,1.5717952566298887,1.5131589935063097,2.4280715982158374,2.4279564253449277,3.0549152283291527,3.0054062960361203,2.415760091930737,1.7211981284540931,1.4580581150461944,1.3961647934370571,1.374195196682615,1.3649688003837004,1.3527006643453823,1.3471008317679138,1.3393738138700568,1.3123284861079587,1.298776720275088
3-2801040,,,0,1.0029275721102948,1.0785719248200807,1.1072666208233315,1.1781663886598486,1.6570723177280688,3.0374478971851566,2.9692965062765606,3.9675423398961636,3.7640100740288487,2.5274860655066256,1.7413851575104544,1.462483579401207,1.3984372860182441,1.375790493651976,1.3662304702446657,1.3536998929213317,1.3480179222850237,1.3400343551231588,1.3124341729468898,1.2985021913598407
4-2801027,,,,0,1.123306025666315,1.0882397204833782,1.0643019926934427,1.2997419670478865,2.4638918722981495,2.461302818186769,3.3466494359787364,3.237686899799391,2.096660221997586,1.5656772277970865,1.3612887542169871,1.312595452067019,1.295528817610289,1.2882961197659613,1.278582535403541,1.2744446335950481,1.2682269202904881,1.2470561040186554,1.2363774056632026
5-2800841,,,,,0,1.0004138220565157,0.9946171035829641,0.9965353877559183,0.9976462151034674,1.022022978423791,1.2895917597099353,1.398933758136755,1.496284879868306,1.2809681570741642,1.1872291884226254,1.163084599316043,1.1548916351060676,1.1512169257084828,1.1464297177771388,1.1448124280575527,1.1413410902957049,1.1308529985629159,1.125557104902616
6-2800840,,,,,,0,0.9894817164932209,0.9946863184608041,0.9963254651362571,0.9985944544026834,1.280406837804502,1.4067253685761218,1.3666224895896326,1.2108058527414374,1.14182276847115,1.1235210822862913,1.1174347958230872,1.1146636808052102,1.1111082289598855,1.1101651473065153,1.1072896971153623,1.0994135160676188,1.0956161996675793
7-2800985,,,,,,,0,1.0007485817160464,0.999444123522369,1.001660478351223,0.9992705301800175,1.0903078535312525,1.223909067482446,1.1310311853437796,1.08958058067504,1.0778466149427908,1.074200120576902,1.072449225170682,1.0702274512407717,1.0698962448864742,1.0679506509148926,1.0630441658791923,1.0607197494540745
8-2800838,,,,,,,,0,0.9986044995282067,1.0020309757313481,0.9988889987486617,1.1095123395399908,1.24010522695428,1.1365915394825616,1.0919260106250648,1.0795643590331152,1.0757950792899045,1.07396795971066,1.0716506209899719,1.071382601819581,1.0692283452049223,1.0642587898555567,1.0618396551768625
9-2801072,,,,,,,,,0,1.0079189334499759,0.9990795460395625,1.1650506828278324,1.2712480634794223,1.146116624555091,1.0962128043390347,1.0828146990718777,1.0786210238753586,1.0767635443380001,1.0742245295977983,1.0739012449840197,1.0716723340797967,1.066313023525289,1.0636899222617175
10-2801110,,,,,,,,,,0,0.9934358145101364,1.2296383003628701,1.2937991618149802,1.1525202002699317,1.098937161425248,1.084864154481928,1.0805166262521184,1.0785189874004402,1.0758172092587002,1.0755085225952015,1.0732512088456174,1.0675759093028316,1.0648499236099156
11-2801114,,,,,,,,,,,0,0.9964472649793021,1.2759252885213759,1.1370403070769315,1.0876549402396902,1.0746818806940868,1.0708121553730654,1.0690650591731379,1.066568710661393,1.0663231593867275,1.0643551966948928,1.0592865237383289,1.0569703323192599
12-2801164,,,,,,,,,,,,0,1.0948775296824618,1.0476830420061913,1.0317856144867399,1.0265514134825322,1.0254414298244543,1.024681858948048,1.023790562832779,1.0243379602915925,1.0231416090317418,1.0214218229140335,1.020777257971305
13-2803502,,,,,,,,,,,,,0,0.9985104050895803,1.0016425714937345,0.9997592527252802,1.0003728880285623,1.0002550069399134,1.0001474662503085,1.0015146243810518,1.0004242719425742,1.0006037614866197,1.0010175354816497
14-2807466,,,,,,,,,,,,,,0,1.0042895882673337,1.0005042740624295,1.0012476691151775,1.0011279345261341,1.000913277324398,1.002779116753741,1.001342459573531,1.00138420792897,1.0018115441396718
15-2803415,,,,,,,,,,,,,,,0,0.9918236366693491,0.9964961939667326,0.9967856626108207,0.9969367575150353,1.0012441190824795,0.9982307640559466,0.9992249669851001,1.000223992963503
16-2803476,,,,,,,,,,,,,,,,0,1.0041216021880581,1.0024903653638813,1.0010870742074398,1.0087119723042974,1.002293063818692,1.0022478755433184,1.0031027119830758
17-2807432,,,,,,,,,,,,,,,,,0,0.998855150311911,0.9982555696025196,1.011933354490638,1.001288472174119,1.0017147169842382,1.0028767074369076
18-2805168,,,,,,,,,,,,,,,,,,0,0.9978236851007362,1.0179448101430006,1.0020846440673046,1.0021330505778312,1.0033212406338763
19-2805163,,,,,,,,,,,,,,,,,,,0,1.053424717156485,1.00562988491302,1.0032313232255659,1.004317818383179
20-2805165,,,,,,,,,,,,,,,,,,,,0,0.9629074448291723,0.9947513475217795,0.9986911186740581
21-2803466,,,,,,,,,,,,,,,,,,,,,0,1.002172730472625,1.0039521449285798
22-2803486,,,,,,,,,,,,,,,,,,,,,,0,0.9997040713269553
23-2803483,,,,,,,,,,,,,,,,,,,,,,,0
