순번_정류장ID,1-2807429,2-2805676,3-2805630,4-2807038,5-2805470,6-2806564,7-2806802,8-2803678,9-2803679,10-2807581,11-2807481,12-2803183,13-2805472,14-2803186,15-2803163,16-2807626,17-2805691,18-2805637,19-2805693,20-2805695,21-2805638,22-2806605,23-2806538
1-2807429,0,1.0443224242992915,1.0111385361440146,1.0111023896506124,1.016561355331167,1.0146998504327507,1.0134652370885828,1.010580510617889,1.0105626885744652,1.1543128771325624,1.3374316510688884,1.5056821991128582,1.4462771543831447,1.523796680463978,1.8340384506983574,1.804823460058157,1.7259190557140498,1.67197688212697,1.6050233222621206,1.8179491650707114,1.969931198774611,1.9004539080411207,1.8228720644823126
2-2805676,,0,0.9277558738066504,0.9620831157590309,0.9748595725954164,0.9820209495815634,0.9855207104955154,0.9867285452262278,0.9892532319992623,1.2011384941617915,1.4868648161669114,1.7377826414317852,1.6140443807881748,1.7247687384174548,2.229707436555079,2.1442776590307338,1.989124950930179,1.8896634333301492,1.7742564249640738,2.053824913544406,2.2472588273847443,2.1335342528106422,2.0118198513375374
3-2805630,,,0,1.0109252904777304,1.015262913863419,1.0105532173566028,1.0086211916673284,1.0041023060927468,1.005081785151162,1.266225498126837,1.6422056084849392,1.9556593824941295,1.761037448833097,1.8955438523505168,2.574267172871412,2.423206233223828,2.1937036799199814,2.0532113953196993,1.8970629658034195,2.218201680932088,2.4356186672117515,2.288071514190776,2.134126239330494
4-2807038,,,,0,1.0218411560947023,1.01033329285391,1.0077192689643661,1.0023199060233121,1.003178275629413,1.3175240315769687,1.7953757921125055,2.175865669795974,1.8939540094838194,2.05236721331913,2.9314641543431983,2.694488416901103,2.37902760082837,2.1946549909061828,1.9976661346442146,2.3562096569861386,2.594484679938779,2.414490733216259,2.2308531257612345
5-2805470,,,,,0,1.0030934602691188,1.0028199978511154,0.9982633628977483,1.0001550961827819,1.3626461197955104,1.9425745913760792,2.3852657297192614,2.0092384687622227,1.9587245835405904,2.8254413000840573,2.602176376018265,2.300225101141233,2.1246402683414196,1.9375184665718213,2.298705021597452,2.54038724653397,2.3651840356835727,2.1868190622966934
6-2806564,,,,,,0,1.0024838036836947,0.9958810806175719,1.0001757920785386,1.4777915370733021,2.349979591889791,2.945497091938955,2.2768857716517483,2.039001917839547,2.075940832214955,1.9911042849717853,1.8298687197120187,1.7319599656030844,1.622654711151181,1.942972123084853,2.167066367875013,2.046671878445741,1.9213573313363825
7-2806802,,,,,,,0,0.9914574861801385,0.9992681212454982,1.645217443227989,3.084306669023023,3.9011852477528515,2.628777179000839,2.260843743147979,1.954808026147234,1.78913624072308,1.663946753239757,1.5876761229557126,1.5015398001696907,1.8140270841609893,2.0360577049334303,1.9311682143118198,1.8216250870328423
8-2803678,,,,,,,,0,1.0068363336270683,1.1802424169724595,2.4593586632928077,3.3997677439901817,2.3064015205170434,2.002149257222877,1.75298768690449,1.621363671107856,1.5206908508801016,1.460112130914794,1.3915416449140883,1.7070218644882265,1.9339471399615364,1.8383361455110312,1.738841201345119
9-2803679,,,,,,,,,0,0.9974042874130377,1.1342156225499722,1.8286555797384991,1.5385599602263589,1.4359027633492625,1.3425773194264423,1.2933806463970947,1.2496636966761956,1.2235132883471003,1.1922193904294203,1.4802497718750987,1.693180050813597,1.6272741194128644,1.5577867696014527
10-2807581,,,,,,,,,,0,0.9852433200327436,1.0052131258534236,1.0035681521638835,1.0016279840371123,0.9995267913149699,1.005313542075505,1.0022453664696318,1.0022287785011064,1.0005167339568477,1.2808703939426973,1.4929215362396642,1.4467945253762389,1.3982649566715626
11-2807481,,,,,,,,,,,0,1.0141611555292336,1.008372276579668,1.0049991163368919,1.0017796953726763,1.0079238901683987,1.0041211277861453,1.0038907626182139,1.001799835470053,1.3058594640887322,1.5349217527885561,1.4812024931257333,1.4254744769145942
12-2803183,,,,,,,,,,,,0,1.0002087949054046,0.9972213495304919,0.995052911944514,1.0033483408997692,0.9992313749216891,0.999642899108441,0.9978108553211611,1.3720941603399701,1.6509738007040993,1.57284573620328,1.4950861419401624
13-2805472,,,,,,,,,,,,,0,0.9927050818924702,0.9918216910562013,1.0046266558856203,0.998937434200107,0.999502750038338,0.9973423182890023,1.4453963042394697,1.775260985170557,1.667117594869654,1.5639155581727395
14-2803186,,,,,,,,,,,,,,0,0.9911936940292948,1.0090211216804263,1.0004851100816676,1.0008280443793496,0.9980301198014085,1.5132694361521608,1.8884216900404147,1.7495347539446264,1.6217922521522394
15-2803163,,,,,,,,,,,,,,,0,1.0283751243754264,1.0055021407646663,1.0044885149875071,0.9998432419152676,1.6535077566567824,2.1186655305828124,1.9077097841604385,1.727093199744545
16-2807626,,,,,,,,,,,,,,,,0,0.9828624808167078,0.99162946104586,0.9906206232988877,1.858998052620896,2.456095022786809,2.1167956267279453,1.8540799244117212
17-2805691,,,,,,,,,,,,,,,,,0,1.0020808873361777,0.9943822987410965,2.29464849742803,2.0085229134229254,1.784922818348829,1.607684387979868
18-2805637,,,,,,,,,,,,,,,,,,0,0.9891045202607934,1.523567412885473,1.4157569796616434,1.3374798671242978,1.2713205538504948
19-2805693,,,,,,,,,,,,,,,,,,,0,0.9930060460592077,1.001981840066117,1.0002675297852137,1.0005806926498904
20-2805695,,,,,,,,,,,,,,,,,,,,0,1.0111648692171682,1.005297043506718,1.0043497685722966
21-2805638,,,,,,,,,,,,,,,,,,,,,0,0.9917149775164303,0.9975814695689033
22-2806605,,,,,,,,,,,,,,,,,,,,,,0,1.0019880508990942
23-2806538,,,,,,,,,,,,,,,,,,,,,,,0
