순번_정류장ID,37-2807234,38-2806248,39-2804850,40-2803212,41-2803210,42-2803361,43-2807599,44-2804421,45-2803623,46-2802601,47-2802361,48-2802598,49-2802587,50-2802565,51-2802545,52-2802367,53-2802525,54-2802371,55-2802449,56-2802370,57-2802459,58-2805716,59-2802462,60-2802428,61-2803019,62-2802965,63-2802634,64-2802857,65-2802848,66-2802859,67-2803287,68-2803294,69-2803308,70-2807102
37-2807234,0,0.9995825008200877,1.1846210560203718,1.252176751509403,1.3690580681240814,1.3610872725139793,2.251796027913596,1.5522440047766757,1.5466653435833504,1.5391083255332685,1.5596874310766016,1.5712095464750486,1.5867068330937315,1.5702348958079222,1.5691633679341657,1.603265385843531,1.6415114555815338,1.6841225384064575,1.6723648893144802,1.683411605033878,1.7134120854687873,1.7592826666935473,1.8155874724914693,1.8124651927033726,1.7860845564350258,1.7754389788592926,1.7573551292619611,1.7535364961131714,1.782136900796991,1.850050956306417,1.8740265536623972,1.9189782895807934,1.929052753708428,1.9095540293606375
38-2806248,,0,1.1597237534903309,1.2264707817027072,1.3431830959111473,1.3357449042621787,2.222529503409547,1.5395952588946178,1.5341448407088034,1.526772558516897,1.5472870545535566,1.5589564994578147,1.574751134810841,1.5586205158872293,1.5576951952076177,1.5916372452050214,1.629739499141934,1.6722698998869847,1.6607267391877347,1.6717367792084261,1.7015478609710908,1.7472672342090407,1.8033408390291923,1.8003569336923233,1.7744179755894398,1.7638784275055122,1.7460732437142585,1.7423413939471188,1.7708190714481138,1.8384405488310307,1.8623967146840326,1.9071724753136488,1.9172708771620046,1.8980139882707354
39-2804850,,,0,0.992463873433348,0.9985492939324303,0.9960410128408816,1.6112838093064457,1.1884759091933972,1.1860785834880612,1.1832444165841831,1.2066083470548836,1.226118896931691,1.255561732991852,1.246867354709937,1.2505080913948108,1.2870137485067856,1.3292678566013036,1.3791728542033224,1.3714222626939772,1.383883210909955,1.4164709624609335,1.4668607716749924,1.5298358860992844,1.5299452163551406,1.5086444725496202,1.5002337337369542,1.4862436784712578,1.484071582908209,1.5153457889594437,1.5901399261756939,1.618918903841502,1.669433635427864,1.68248506888873,1.6647480624399669
40-2803212,,,,0,1.0002466458605008,0.9968817974346468,1.4577460125820842,1.1480764892401174,1.1462165684195904,1.1441403625604267,1.1668533830096937,1.186600806498933,1.216707205452311,1.2094729897419685,1.213616177037821,1.248879321966109,1.2899351606958522,1.3387066101451968,1.3319534831009887,1.3440658295694667,1.3755706314211014,1.4243385516369222,1.485212874271705,1.485869489531005,1.466590452070976,1.4590499227533757,1.4463987465779449,1.4446742357830447,1.4750099489661834,1.5473874565142096,1.5756881083118734,1.6246166761705048,1.6373870144727531,1.6210881080036956
41-2803210,,,,,0,0.9788567952592128,1.4394555105259665,1.1292536631224739,1.1275528666489225,1.1257332660699784,1.1493086628037184,1.1701592310953757,1.2020061297095108,1.1950033171473662,1.1995785458597867,1.2360054281653006,1.2784738272718457,1.3291301539899916,1.3223238244822302,1.334880900602248,1.3675249001675807,1.418072328461529,1.4814148700890446,1.4822114531697366,1.4623091434214814,1.4544906411220668,1.4415463287861665,1.4397506071286592,1.4711771869529318,1.5462174022236843,1.5756263511650552,1.6265069412911592,1.6399686780226266,1.6228494866101226
42-2803361,,,,,,0,1.4614540429539205,1.1312258259463417,1.129477501784054,1.1275987920754906,1.1514869918384874,1.1725660963999798,1.2047259122145633,1.1975439779816106,1.2021320356074028,1.2390300450821825,1.2820493926774403,1.3333417484644936,1.3264113920963474,1.3390806553262613,1.3722276680592762,1.4234347999813284,1.4876925074266705,1.4883491023696713,1.4680253553767297,1.4600190194018494,1.4467646113937458,1.4448462164512261,1.4766935250256559,1.5527754236714384,1.5825968934429497,1.634271129183064,1.6478074648079675,1.6302914590549078
43-2807599,,,,,,,0,1.006244750152947,1.0060602171767026,1.0066496116792236,1.0382455926711016,1.0692485265236904,1.1167634862632871,1.1113900423157645,1.1192372386118838,1.1663554596606664,1.2222904952331706,1.2902374998817543,1.282332776304666,1.2989417379499333,1.3423427274217539,1.410378053048925,1.4969853130893007,1.4977714851004278,1.4701873259390759,1.4594840592818352,1.44215384413334,1.4398449296353915,1.4814249216777835,1.5823599232465686,1.621815478223696,1.6914705332014377,1.7092611704091005,1.68418164149319
44-2804421,,,,,,,,0,0.9958266536843795,1.0157099577980924,1.9282991940071752,2.1509881896317227,1.4122849637399737,1.3084146752212107,1.2676278711063664,1.5260554203626657,1.8768848360394221,2.3126003599751823,2.1163039675647988,2.062172368628173,1.9795127872412959,1.9343613505798087,2.2327648732836383,2.1818369199064964,1.9707114749887953,1.901971314831737,1.8016732561611457,1.7671145097067087,1.7329380249502169,1.7518565781464288,1.8484955148783127,2.037531600449226,2.078498639048256,1.989390992522356
45-2803623,,,,,,,,,0,1.0068285379507875,1.044805261164646,1.5018853470726243,1.2020416550852508,1.1544383039303967,1.1329437124618442,1.3393237107747573,1.6433889156688146,2.0291894178039778,1.8869258316854645,1.8470872636028854,1.7867654336123047,1.7590317581035175,2.027218531241358,1.993480298386962,1.824391490963563,1.768655631386448,1.6869069522226345,1.6582932540845268,1.630309948457618,1.6534826868402963,1.7459940963386973,1.9218951225127145,1.9623768087452196,1.8852955544587624
46-2802601,,,,,,,,,,0,0.9941775265288288,1.1988042702100954,1.0738866068335122,1.0565663363579403,1.0486892727026293,1.10609619992181,1.356748032076733,1.6854708886822696,1.6010273469922962,1.5767694553528866,1.5399060850546933,1.5324763961709065,1.7652266632139841,1.7501806324569384,1.6307382025291839,1.5905166831918558,1.5314329749584736,1.5107403625105245,1.4904291019690608,1.518117821125072,1.605364035919841,1.7639447044814547,1.803860304595732,1.792601145054212
