순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2804748,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2803610,24-2803612,25-2806226,26-2803613,27-2803860,28-2803861,29-2800256,30-2806225,31-2803862,32-2803865,33-2806899,34-2806359,35-2804721,36-2803870,37-2800254,38-2803874
1-2800269,0,0.9989815947701196,1.0016723380552544,1.0036355028961135,0.9989439209921255,1.002135944553952,0.997375058239873,0.9984169514126178,1.011751195838616,1.0041681022363207,1.0032962183588447,1.0028160152622954,1.0016753033034196,1.0021065968145098,1.001836687424888,1.0019763118109803,1.0018923839031812,1.0027147360384792,1.0022539956386496,1.00103317387722,1.001943061928432,1.001897312562814,1.00240433119291,1.0024258637982204,1.0020249090448494,1.001771576930365,1.0014751826557775,1.0015435479802681,1.002102238100829,1.0017715200147763,1.0007899226814416,1.001228816592592,1.0021617437983559,1.0007502260328223,1.0016795868140114,1.0016333973989215,1.0015121768035544,1.0020494203463473
2-2805488,,0,1.0048549440877443,1.0060955315404359,0.9989318868348575,1.0029910926734393,0.9969835647870998,0.9982974142610237,1.0140444901412673,1.0048660113822687,1.0038224776229425,1.0032479779112768,1.0019421549697902,1.0023784365597068,1.0020624966282121,1.0022062664046079,1.0021028487006918,1.0029639022840304,1.0024617362697525,1.0011551713525446,1.0021108856988779,1.0020550417807748,1.0023406374279282,1.002581281303484,1.0021522842153148,1.0018857435755697,1.0015743330137754,1.0014634107624831,1.0020447491623152,1.0018671827261392,1.000850740365799,1.0013013445660348,1.0022625893972772,1.0006580234697717,1.0015550316280828,1.0017055628412594,1.0015803157189267,1.002067319463294
3-2807373,,,0,1.007095625693778,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0048674320955018,1.0037037673726608,1.003078696047412,1.0016756366607023,1.0021818439145187,1.0018623942712728,1.0020223773725625,1.001923500811922,1.0028508105611245,1.0023260040792268,1.0009593188477781,1.0019726567851175,1.0019207131867927,1.0022368804603632,1.0022668155056715,1.001845788699614,1.0015767333985388,1.001263600953661,1.0013564203034102,1.001959955986535,1.0016091865944905,1.0005679522506814,1.001042942010539,1.002035427076425,1.000546342254371,1.0014753992676306,1.0014315559935978,1.0013066284505057,1.0018746095636772
4-2804748,,,,0,0.9879917056706798,0.9997225865025724,0.9891898594951315,0.9930877536083578,1.018136688686714,1.0044461283121546,1.0031410294226648,1.0024764723169557,1.000984238231593,1.0016462329972244,1.0013528867128734,1.0015454824581418,1.0014697530814822,1.0025113337051264,1.0019657629617496,1.0005291083924326,1.0016324062694817,1.0015943968298915,1.002221153836715,1.002253287652584,1.0018132098942765,1.0015325047137715,1.0010012734812523,1.0013087001187178,1.001937828360514,1.001573873679431,1.0004939467503442,1.0009893187390626,1.0020179719466416,1.0004786268092034,1.0014428519665042,1.0013299589904199,1.0012702166966814,1.0018555317967122
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0069517911762493,1.0049516995574377,1.0039333042991352,1.001922486283346,1.0025249346552836,1.0020877856773796,1.0022759017197762,1.0021371322832715,1.003221385447083,1.0025794486614945,1.0009659880601995,1.0021376980313936,1.0020690458080441,1.0024015263534714,1.0024278355408474,1.001947278046693,1.0016469118529105,1.0012991723810802,1.0013969904556328,1.0022376528338475,1.0016694663549377,1.000537880605043,1.001053059819967,1.002124808987074,1.0005175783800533,1.0015869557999753,1.0015373514790404,1.001402736225933,1.002005916806091
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,1.0041543068199659,1.0023820970158352,1.0015870806581493,0.9998486888160961,1.0008659353306804,1.0006140339208514,1.000873202163275,1.0008368903525455,1.0021085263335803,1.001507873418442,0.9999126773910694,1.0011939487018713,1.001176204901273,1.0016630685303123,1.0019819841908404,1.0015262290155311,1.0012287785803042,1.0006634687487783,1.000829649485283,1.001716310155743,1.001329470637472,0.999996883518764,1.000722534063913,1.0018228633990347,1.0000307420656624,1.0011679589051496,1.0012727276796682,1.0011392132571293,1.0017579736937996
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0116849111643749,1.0083266172260454,1.0066256575856565,1.0037399054549994,1.0040771411999743,1.0033818078654442,1.0035357293774052,1.0032799742781742,1.004338991099691,1.003569474122438,1.0017499861275874,1.002957824384391,1.0028367014847732,1.0033386387127925,1.0030583356340577,1.0027405821550637,1.0024046332714445,1.001788179443071,1.0020412566191694,1.0026902580417394,1.0020945500892902,1.0010976584342595,1.0014275347643071,1.0027035023240296,1.0010193832518064,1.002070097371052,1.0020066412777748,1.0017173993963193,1.0023310535115084
8-2800274,,,,,,,,0,1.089891755286435,1.0127560379223124,1.0085637393535032,1.0065707492937577,1.0033654048614848,1.0038108555222938,1.0030997120149179,1.0032777060019133,1.0030270897816598,1.0041787019290174,1.0033773600845777,1.0014813617807874,1.002764523291247,1.0026497282643052,1.0029144431265253,1.0029186676105382,1.0026032145402957,1.002260503499524,1.0018642044959853,1.001698926155943,1.0025798607098444,1.0021659203878912,1.0009513248038082,1.0014780702910595,1.0026044190824026,1.0008866158451954,1.0017421781435691,1.0016860360358344,1.0015428677115954,1.002316041027752
9-2803847,,,,,,,,,0,0.9712435249626593,0.9777648855898521,0.9815136083779274,0.9844660643089386,0.9894328974938863,0.9909660383605227,0.9917802890456231,0.9926117374062724,0.9951514118081908,0.9949654587198022,0.9937227824514931,0.9956276336080843,0.9959686210566511,0.9974531952060574,0.9977315517900126,0.9976304546970585,0.9974161309598074,0.9974215996744716,0.9977520435231845,0.9986660845473411,0.99848951754269,0.9973134361685931,0.997850259367921,0.9990942463809553,0.9976390485711282,0.9990253950276897,0.9990410207965843,0.9989295758142125,0.999634337852637
10-2806301,,,,,,,,,,0,0.9937138984399775,0.9916106108188611,0.9920054572454681,0.9966601683162629,0.9971528400968619,0.997820117734951,0.9981426384980522,1.000459908422353,0.9997413192261119,0.9977096791645828,0.9996396641128094,0.9997338678979771,1.0006472666191364,1.0007804209645375,1.0003473876420357,1.0000222862059036,0.9996554500245127,0.9999765261400306,1.0010665633448494,1.0004025822745986,0.999082287146034,0.9997694985569839,1.0010636866822549,0.999227128060705,1.0006901311249137,1.000577465178654,1.0003568025579357,1.0012272360711996
