순번_정류장ID,1-2800402,2-2800418,3-2800405,4-2800400,5-2800398,6-2800394,7-2800322,8-2800326,9-2800436,10-2800433,11-2800401,12-2800901,13-2807489,14-2807492,15-2807529,16-2807537,17-2805157,18-2805159,19-2805161,20-2805168,21-2805163,22-2805165,23-2803466,24-2806277,25-2803486,26-2803483
1-2800402,0,0.9975065674617382,0.9975199456825372,1.002746582190949,1.002616399744678,0.9984608169906133,1.0020211721304084,1.3185833873186144,1.4549443750210547,1.4327290636841312,1.3060107188831573,1.231789438833295,1.2064997431731677,1.1685014180623514,1.1453702949819744,1.1379327005711652,1.1682357076281957,1.1642228553081475,1.161472036550934,1.1584826781831699,1.1549405748594512,1.1536739934446356,1.151011585482244,1.147273810880619,1.1427396401375842,1.1384828159570979
2-2800418,,0,0.9975361712026053,1.0046987765120692,1.0043136336439638,0.9987181160171924,1.0026562853184358,1.3714153407478007,1.5323823137772516,1.5023161911923757,1.3392602071932693,1.2503000772139954,1.2154504810493219,1.1743743259775226,1.1496834451385611,1.1418879973617035,1.1726769981498493,1.1683962985062162,1.1656227177676388,1.162406635895713,1.1586516510484555,1.157307670045876,1.154643460501212,1.1506129424202716,1.1459118272346542,1.1414954558705541
3-2800405,,,0,1.0074253901305075,1.006522647610233,0.9990132019089247,1.003250909366065,1.223333555797137,1.376601722364476,1.355627577634342,1.2420018794063676,1.1796530598095676,1.2226559107684805,1.179030172331432,1.1532111185564136,1.145096255975955,1.176147384377523,1.1717269414881835,1.1688405301907372,1.1655460195264793,1.1616106602744736,1.1602040839423635,1.1574134965555327,1.1533470834462702,1.1484116676702072,1.1438081807012561
4-2800400,,,,0,0.988636836975266,0.9790177917187101,1.000483394843125,0.9992601738298692,1.0047843067946256,1.0858097988779147,1.157216671674577,1.1138653907773235,1.2425681968977955,1.1915924666734836,1.162236015292449,1.1530566203443344,1.1852735888218022,1.1803882141159263,1.1770554266347588,1.1734351190582473,1.1692352541702153,1.1675739004033405,1.1644976033565184,1.160034110005134,1.1547317907881733,1.1497097324594983
5-2800398,,,,,0,0.9744331436036204,1.0014388136355052,0.999921206494451,1.0052128837124528,1.0910525712879564,1.1641149350486653,1.1173444777422263,1.2467792908167656,1.1941894602324923,1.1640625619903269,1.1547293256685836,1.1871270040050852,1.1820957218708208,1.178832178651175,1.1751453922087602,1.1707836375490945,1.1691280035222718,1.1660428734954387,1.1614194781110445,1.1560680900180629,1.1508895211051764
6-2800394,,,,,,0,1.0069391793725906,1.0037481129758101,1.009761277590665,1.1070595307557778,1.1819292918896664,1.1266961448891648,1.2563938668219794,1.2002520191270325,1.1685227130866496,1.1586616391599591,1.191465616616239,1.1861554593693562,1.182749730063923,1.1789604399437106,1.174380351209775,1.17272841368162,1.1694502028416218,1.1646850366624495,1.1590975021788643,1.1538030448719636
7-2800322,,,,,,,0,0.994794816145146,1.0140914748970669,1.3028207877143383,1.3316645750963698,1.1821186668251062,1.0762840461079421,1.059571363424118,1.0500580157638648,1.0474807810090343,1.088499123475097,1.0864287789301452,1.0849410286474999,1.0830418098988965,1.0809129435096392,1.080529016928197,1.078719248915165,1.0766686491670272,1.0740113182460822,1.071667832434991
8-2800326,,,,,,,,0,1.0483026777380837,1.0289453349686177,1.0088789083915954,1.0075547898675323,1.0112273791189754,1.0086827295123233,1.0071704207167176,1.007175223041385,1.0511492460212277,1.0501933106789196,1.049456777572938,1.048218919379611,1.0469625546908174,1.047090046478579,1.0457605605659357,1.0447293946046687,1.043133314698241,1.0418718440621038
9-2800436,,,,,,,,,0,0.9868667398706029,1.0004661968501913,1.003217680785753,1.0098287597597557,1.0075817265415934,1.0062107437673284,1.0063198601377124,1.0512067317763547,1.050230318398107,1.0494788785394698,1.0482569877667374,1.04693799900933,1.0470681414296001,1.045715321528603,1.0446677407728104,1.0430471369055319,1.041768447094681
10-2800433,,,,,,,,,,0,1.0015772928085278,1.0038920268920097,1.0101806160577924,1.007764802111099,1.0063477492575645,1.0064046617409552,1.0517894087648718,1.0507846946886015,1.0499738938129135,1.0487703425012864,1.0475037947451216,1.047588642796623,1.0461775609171595,1.045143258239323,1.04345743708962,1.0421536068787582
11-2800401,,,,,,,,,,,0,1.0059646757515046,1.011831479204292,1.0086452405133641,1.0069035177717862,1.0069773538416746,1.0568184260298843,1.0555884794774149,1.0545959385355637,1.0531365311807483,1.051592871495992,1.051579508192929,1.0500193845018848,1.0487324866009344,1.0468180657921213,1.0452475001339436
12-2800901,,,,,,,,,,,,0,1.0134311285004092,1.009151624597378,1.006982546467928,1.0071732556629918,1.0631536239407264,1.0614779867308997,1.0602753941416465,1.0585102737786174,1.0566297339576216,1.0565276729041722,1.0547075791086387,1.0531620977256355,1.0508809275815123,1.0490311533845833
13-2807489,,,,,,,,,,,,,0,0.9997513266547493,0.9994206997180587,1.0007930357883603,1.1049774478964611,1.0991804075178795,1.0953680717682626,1.0908569813169928,1.0860130454923143,1.0850785315326623,1.0812806698988517,1.0771102703164732,1.0720326886690126,1.0678428281056316
