순번_정류장ID,12-2806325,13-2804109,14-2804107,15-2804105,16-2804103,17-2804731,18-2800268,19-2800264,20-2807245,21-2800262,22-2807367,23-2800265,24-2800266,25-2807368,26-2804602,27-2803580,28-2800263,29-2807388,30-2804528,31-2804527
12-2806325,0,1.0054571224021027,1.003212719389004,1.0038751438071278,1.0030272557105566,1.00232768664767,1.0005442913302771,1.001082431794671,1.0013449624831656,1.002047847554084,1.0026089076495268,1.002672919960508,1.04897966456027,1.1933612915875502,1.3171116676576577,1.4079532065765827,1.55360878596549,1.666520458675356,1.6427630860202742,1.745676233685482
13-2804109,,0,0.9996981065668648,1.0021475890932097,1.0008969196416058,0.9999000474962272,0.9983257847091253,0.999315085649518,0.9998639228393651,1.0008756762842281,1.0017042956311386,1.001860799219623,1.0617645861904201,1.2536676276207557,1.424739327359871,1.554477279796748,1.7700251865082932,1.9267299729787652,1.881348709395116,2.031402947029726
14-2804107,,,0,1.0077917174986804,1.002421891584168,1.0000982934177662,0.997769682185859,0.9991819149940582,0.9999134512209268,1.0012069593927304,1.00221471717776,1.0023558590360075,1.076095980383571,1.3191369044709285,1.5449954395716414,1.7225110633955194,2.029714783695584,2.2379930002358384,2.1583423097087837,2.3678915038209674
15-2804105,,,,0,0.9958038403046738,0.9943874453145677,0.9956310639780218,0.9976519084766103,0.9987400918899922,1.0002912000700048,1.0015224900283193,1.0017562759392895,1.0837030113167205,1.3583563554765692,1.6201902187740977,1.830677773498504,2.204851403235826,2.44783130288778,2.339985000223506,2.5906549033071196
16-2804103,,,,,0,0.9922423973536721,0.9955948845450181,0.9979632735985527,0.9991436987240753,1.0008619707072433,1.002162921077263,1.0023413689703606,1.0924350326976409,1.3996311709586364,1.700190159717603,1.9475493793916159,2.4001295636030644,2.6810740896832495,2.5374692229304197,2.8368104156207705
17-2804731,,,,,,0,0.9961328077971975,0.9986793876670979,0.9998326157084622,1.0016522903843519,1.002955103988713,1.0030423382257707,1.0994686461859642,1.4327450551968164,1.7656198933166742,2.0448466371002785,2.568204707200067,2.881457712405651,2.703478310240628,3.048388961089961
18-2800268,,,,,,,0,1.0039856855786276,1.004193236448981,1.0076051987443617,1.0086678491798389,1.0075058514858988,1.1788847882474316,1.8789823072983605,2.8069590187331985,3.860351550085627,7.115778042032714,8.208339875864727,6.149898608459314,4.351078392392577
19-2800264,,,,,,,,0,0.9979549906217147,1.0052962351982582,1.007588681687158,1.0064266569818756,1.2256168699049497,2.229836666747087,3.911667821275698,6.565864107920547,6.494397570558678,6.933431722852261,5.317459484338789,3.856157459396164
20-2807245,,,,,,,,,0,1.0221610511634738,1.0154400237498764,1.0043958089839993,1.3273876635020856,2.599642081897724,5.23562555206826,13.70238402004603,7.00560180657268,3.2572185592221965,2.879453566822105,2.4313187771443765
21-2800262,,,,,,,,,,0,1.0117446684855433,0.9999186015750596,1.4080221380603604,3.287375670451491,3.11643278851532,5.639068215620855,4.185214413187675,2.5354073134916018,2.31553975916397,2.038277583912354
22-2807367,,,,,,,,,,,0,0.9899104785520819,1.7745249177867943,12.001483679525224,3.435419399697897,2.586436880693579,2.1590866177414685,1.7026804240925502,1.6229474041477856,1.5152097399923175
23-2800265,,,,,,,,,,,,0,3.2133123235961287,1.5089535395623679,1.2971095153909393,1.2260972433130293,1.170969169334431,1.1212802473424892,1.1101371711600494,1.0956151098558793
24-2800266,,,,,,,,,,,,,0,1.0116603286795038,1.0050654855455543,0.9975266423949414,0.9970370057414266,1.0017675624994788,1.001519711901132,1.0029613762791418
25-2807368,,,,,,,,,,,,,,0,0.9964224422442244,0.9864768328106861,0.9898014633911255,0.9988841645328761,0.9989096854689001,1.0011254509245282
26-2804602,,,,,,,,,,,,,,,0,0.9717468486368521,0.985783825496725,0.9995883716890355,0.999516839592897,1.0020283170290774
27-2803580,,,,,,,,,,,,,,,,0,0.9955293915357085,1.0062568165754149,1.005011646147877,1.0065392783789344
28-2800263,,,,,,,,,,,,,,,,,0,1.0119003674658196,1.0087870294433081,1.009546029160802
29-2807388,,,,,,,,,,,,,,,,,,0,0.9990955727544998,0.9967661071760895
30-2804528,,,,,,,,,,,,,,,,,,,0,0.9955464067511987
31-2804527,,,,,,,,,,,,,,,,,,,,0
