순번_정류장ID,1-2805021,2-2802489,3-2804973,4-2802499,5-2802369,6-2802529,7-2802536,8-2802533,9-2802496,10-2803039,11-2803037,12-2802619,13-2802902,14-2802621,15-2803274,16-2803264,17-2803251,18-2803242,19-2803231,20-2803229
1-2805021,0,1.0048859348301926,0.9984460179495195,1.0002452144384744,1.01825381471423,1.1129088847363262,1.2070850730688933,1.225953789079756,1.2540581943077118,1.1839680747718346,1.1610958021626079,1.1123490735952908,1.102993452574265,1.2300211712539124,1.2553132193542538,1.2330397826897914,1.2233777587886705,1.2150168200714375,1.1970065955579035,1.190611322379816
2-2802489,,0,0.9898953427246999,0.9973049922293521,1.0223439385000133,0.9979614351811162,1.0204864980228847,1.2748485026769432,1.2939167282771158,1.202776875973517,1.175186457223469,1.118428952501161,1.1074730490071163,1.1541580514265473,1.1818210406498175,1.1660196655375052,1.1600270121763059,1.1542200923267512,1.1413027066345085,1.136914193380874
3-2804973,,,0,1.0040707406419058,1.0384450177481113,1.0006080435979456,1.028227730210418,1.3334042571764018,1.335589672372293,1.2216168589037202,1.1891464811394388,1.1249685613137848,1.1128253762611071,1.161064120735733,1.1895412467574802,1.1720893234811647,1.1657755478676126,1.1595532420300325,1.145979582461286,1.1412988648775282
4-2802499,,,,0,1.0855707423479453,1.0013901495637383,1.0394144353856527,1.430968518633383,1.395294145879078,1.245593887483595,1.2063031087642193,1.1311667297558594,1.1177268102179134,1.1683507211167097,1.1977995056675832,1.1793900606037628,1.171984902223846,1.1652790878304795,1.1509345648883884,1.1457406085618915
5-2802369,,,,,0,0.9267799851924975,1.0175939486690033,1.4891492805755395,1.280319522315915,1.1734542353204698,1.1453515463455004,1.0947880548358428,1.0855026605548515,1.1368022382749934,1.1680665727969355,1.1516218152866242,1.146170517748126,1.1404788859386263,1.1280364451382,1.123832479376747
6-2802529,,,,,,0,1.1148615875501844,1.0455483902210672,1.0069724568385032,1.0096030276655332,1.008607876667679,1.0129934111597398,1.0133433205874725,1.0496575249254396,1.0828461786076657,1.0743645994170383,1.0731244305455327,1.0705386843139344,1.0644677696940004,1.0626590645451772
7-2802536,,,,,,,0,0.9611936405363222,0.9657569488073833,0.9852835103454758,0.9882709369684863,1.0011419515041031,1.0029063149074664,1.0031623182533689,1.006904932683267,1.0048444739222369,1.0073314934748283,1.0075385348886163,1.006722143603829,1.0069691910342993
8-2802533,,,,,,,,0,0.9661318033510394,0.9921118528179619,0.9944608913363228,1.006889603218296,1.0081089108027683,1.0079818391660855,1.0109072696829682,1.0082938783811266,1.0108060082302475,1.0107000211258286,1.0097032546026898,1.0098574380919412
9-2802496,,,,,,,,,0,1.000698853174089,1.0015293441253201,1.0127817548295897,1.0133019313121578,1.012666873182497,1.0156524729335688,1.0121763885038568,1.0147747001868057,1.014466161872253,1.0129755325190248,1.013010754744601
10-2803039,,,,,,,,,,0,1.0032340256085324,1.0176015494082702,1.0172764819040616,1.0156215030010611,1.019347927964116,1.0146616287776373,1.0175822861906128,1.0170573744466742,1.0150157484733269,1.014958003198278
11-2803037,,,,,,,,,,,0,1.0210596814038233,1.0198203556324725,1.0179826094849407,1.0215491968310697,1.0160067663671006,1.019123802232604,1.0184501654918512,1.0160516431413877,1.0159349978571683
12-2802619,,,,,,,,,,,,0,1.0160492099563045,1.011088803642491,1.022191638990164,1.0111699977431843,1.0175630165650702,1.0165712231000947,1.0131691182610976,1.0132209093513038
13-2802902,,,,,,,,,,,,,0,1.0004116060808745,0.9898604058719447,0.98661937258683,1.0003413479124028,1.0014375787539218,1.000991382112121,1.0022188625513713
14-2802621,,,,,,,,,,,,,,0,0.9802722229709103,0.9809236822305156,1.000320285117267,1.001692192256474,1.0010933129790265,1.0025028955485844
15-2803274,,,,,,,,,,,,,,,0,0.9814663358556528,1.0101903204142204,1.0097395149874457,1.0061203972514323,1.00715162362273
16-2803264,,,,,,,,,,,,,,,,0,1.0179976349261797,1.0138849118891868,1.0067692193673603,1.0080204958914487
17-2803251,,,,,,,,,,,,,,,,,0,1.0082873169157223,1.0022035329500498,1.0049079104438816
18-2803242,,,,,,,,,,,,,,,,,,0,0.9996116237842337,1.0039029464716533
19-2803231,,,,,,,,,,,,,,,,,,,0,1.013817600797186
20-2803229,,,,,,,,,,,,,,,,,,,,0
