순번_정류장ID,1-2805970,2-2803298,3-2803190,4-2805833,5-2803288,6-2803285,7-2803650,8-2803291,9-2803296,10-2803179,11-2807270,12-2805247,13-2805248,14-2805965,15-2803365,16-2803370,17-2803373,18-2805943,19-2805200,20-2805242,21-2806544,22-2806546,23-2806550,24-2806552,25-2804982,26-2806595,27-2803362,28-2805244,29-2805238
1-2805970,0,1.0154571296731618,1.1963458635072546,1.3055091793536633,1.2475407350855692,1.2129376948023518,1.2250973425638911,1.4399742477934545,1.5782761825544815,1.617183291002848,1.1366746277560507,1.1312773662679334,1.1266663672681712,1.123792825570825,1.121251574819555,1.1170200571040318,1.1157714916762937,1.111889601590266,1.1619647659641912,1.2397871666244278,1.255234717301772,1.2463260492604218,1.3157403183960688,1.4717776094594022,1.50490799313796,1.561888723713815,1.6535027106151234,1.7353840022208995,1.7283557012486046
2-2803298,,0,0.9841038744948896,1.9782578122802577,1.8467603335629315,1.4989795947877875,1.4888804201945223,2.1840795650523,2.7663747086685215,2.7239528382949567,1.1501185245295715,1.1431186654571466,1.1373627484182884,1.1338630312223024,1.1307628138977956,1.1256133919100058,1.1239931553443152,1.1193870833755808,1.1151827876407083,1.1114358424033588,1.107123854365945,1.1036594695376796,1.1055958431771173,1.2343486273725164,1.2620967680244786,1.3089000757244245,1.383310684069472,1.4525651099409653,1.453431018784926
3-2803190,,,0,1.0279443973254583,1.016879046211615,1.0199679272929736,1.0704330047462578,1.5634204223956742,1.9536939094221757,2.0087841816328056,1.107369877062539,1.1031216649705216,1.09920184202704,1.0966303501821844,1.0944260703169408,1.09085238140512,1.0901432845791768,1.0867210214688987,1.0835274510561064,1.0809230223073598,1.0779461550126153,1.0755214514201084,1.1078329689959963,1.2391279407312923,1.2674457929801135,1.3152530686502908,1.3913500223435005,1.4620528752002953,1.4598784168304715
4-2805833,,,,0,1.0013439319244342,1.0129126743727417,1.0780179606229363,1.748483481348169,2.3471363117400337,2.3621113590693823,1.1089667248335413,1.104519274500979,1.100450647841227,1.0977945593232132,1.0955167512067192,1.0918252480928812,1.0910767869305518,1.0875583172257286,1.0842813575857433,1.0816043614708908,1.0785480435062147,1.0760628651291377,1.08778831418808,1.217150126718071,1.2451289101862302,1.2924330653046598,1.3674367030317969,1.4373232878117195,1.435628728170832
5-2803288,,,,,0,1.0253196261256645,1.0140867344548055,1.0273649430390304,1.1622692919209896,1.3076552265981827,1.044529999796808,1.0441968266295891,1.0428792069489674,1.0416160502587128,1.0406821336668508,1.039354534660037,1.0399698716777157,1.0382304131726932,1.036473490240298,1.035512753129908,1.0344626604712728,1.0335405850665136,1.0382855170277114,1.1616130723944174,1.1882969197606144,1.2332358856321233,1.3043584677735962,1.3714029856711096,1.377733250860081
6-2803285,,,,,,0,0.9660985853139072,1.014701384417257,1.0172425345980456,1.012128260862613,1.018470372677758,1.019775735659761,1.0195355709131124,1.0188085927576678,1.0183982674723582,1.0179995072556873,1.019174563588037,1.0181247523201342,1.0169548389397207,1.0166744497444213,1.016422573801504,1.0161223381771263,1.0140932061262695,1.118613308882975,1.1445110697896905,1.1878023484642066,1.256316324730794,1.3213111326841311,1.3622987621440286
7-2803650,,,,,,,0,0.9916929691107123,1.0038264058679707,1.002659744148492,1.0180272965723685,1.0193853888012712,1.0191586333103497,1.0184280991939294,1.0180199565229526,1.0176309168065638,1.0188342346170645,1.0177801888631341,1.0166034489574851,1.0163316413573729,1.0160912154900255,1.0157987445796264,1.0137759217506468,1.1195780439130478,1.1457474436758293,1.1896770816080846,1.2590812192368726,1.3250630850088134,1.3666669955733635
8-2803291,,,,,,,,0,1.0259658623857646,1.0092292624978179,1.0186335652661824,1.019981044870379,1.0197220129403484,1.018963201470826,1.0185340623413623,1.0181153601697313,1.0193274746760206,1.0182376816989196,1.0170268804072027,1.0167352354891934,1.016473263636576,1.0161626863085955,1.0140775285876373,1.1214043502135977,1.1479685366133532,1.192586277609322,1.2631371529212938,1.3302040793934164,1.372542476768076
9-2803296,,,,,,,,,0,1.0010495020770693,1.0185398105693138,1.0199096649476467,1.0196510364887021,1.0188854831552507,1.0184536797642942,1.018034125494741,1.0192607049173437,1.0181626970584035,1.0169427845553203,1.0166515818083177,1.0163910604801005,1.0160808630971003,1.0139878840357714,1.1221569845216455,1.1489398480655046,1.193938574743802,1.265124619433706,1.3327965067996428,1.3755435237391311
10-2803179,,,,,,,,,,0,1.018455741764693,1.0198647928009685,1.0196022845292703,1.0188205505306915,1.018380796622615,1.0179556455823815,1.0192096480781525,1.0180916899717332,1.0168506599097247,1.0165575107585434,1.0162966426200766,1.0159846379848818,1.01386884020651,1.123770637300096,1.1510682036459337,1.1967877612979394,1.2692849586424961,1.3382045376437983,1.3817961895946589
