순번_정류장ID,1-2801867,2-2801915,3-2801923,4-2801926,5-2801922,6-2801930,7-2801937,8-2801951,9-2801962,10-2801979,11-2801967,12-2801973,13-2801974,14-2801964,15-2801953,16-2801977,17-2805598,18-2802051,19-2802098,20-2802129,21-2802152,22-2802161,23-2802171,24-2802816,25-2802618
1-2801867,0,0.965630928106962,0.9933817287002752,0.992859482739563,1.0030985363907516,1.003261868495479,1.0039503154769842,1.001892871928136,1.003702110691452,1.0073902357978948,1.0740360624582965,1.0737039975119165,1.0580617214454386,1.0540026997562644,1.0488134084105265,1.0402496160756554,1.2157253385578966,1.2642032037198596,1.2407670722080584,1.2232252538809811,1.267218800341135,1.2489243572904374,1.2358957912397084,1.2537009428055215,1.3221817768497945
2-2801915,,0,0.9969270272616211,0.9958531724123316,1.006018324545246,1.0059285724555376,1.006261794790833,1.0037680066180108,1.005461253505566,1.0090680876924185,1.0782823546615126,1.0774805835929098,1.0608686384619908,1.0564238492317928,1.0507972498714113,1.0418440729277085,1.2215155922069965,1.2710797898078143,1.2464975092906407,1.2281979883758114,1.228185026091959,1.2127819180409998,1.201738164720044,1.220401342425099,1.2868345866441095
3-2801923,,,0,0.9892059215063593,1.0202503047179052,1.0171504064318466,1.0146177976470043,1.0084227915185002,1.0102996543523257,1.0146412710193227,1.1142759050756685,1.1078256829513022,1.0808137260607003,1.0726742036281727,1.0631675146655768,1.0508681828025055,1.2712474568802792,1.3314007133591075,1.2951307945423214,1.2696758230993723,1.2344564385644918,1.2167226199382457,1.2044103739534413,1.218241119537228,1.2917538657362038
4-2801926,,,,0,1.0307589153620844,1.024197576804302,1.0189138660560433,1.0107960195063204,1.0124263828383477,1.0166785496354818,1.1239022505291605,1.115512250889911,1.0856749283159155,1.076526653695922,1.0660169398577892,1.0529366349684588,1.2817106735463955,1.3440118410140525,1.305074549056407,1.277681930699831,1.2407462480898526,1.22211280896921,1.2092232625766015,1.223144004426294,1.2984483077101612
5-2801922,,,,,0,1.0050281544928226,1.001670141638786,0.9962213061752346,1.0023413903355036,1.010613464105323,1.1494793552843803,1.134120126908815,1.0947787613296402,1.082824893162256,1.0697991613607194,1.054745939235505,1.31172352859859,1.3813682152441753,1.3334439955516093,1.3006834222681645,1.2576798574355756,1.2362605031117948,1.2213790866109082,1.2356787415860748,1.3166701713046816
6-2801930,,,,,,0,0.9999428888453754,0.994076399750219,1.001886252524072,1.0112751191070095,1.165632859975806,1.145487851976319,1.1008720146137956,1.0872655549383816,1.0727751674942079,1.0566898613281737,1.3252038896952913,1.3977820307897932,1.3458276177514534,1.3110645063813768,1.2649721806323546,1.2423729428282297,1.2267456180040524,1.2411323831487058,1.3243104669190944
7-2801937,,,,,,,0,0.9887915859722105,1.0028405619424796,1.0146659782262406,1.1220021281820414,1.1096195053044007,1.0694442958827004,1.0601011024532385,1.0502846104123786,1.0368224589526525,1.3201136414674064,1.3973997211751874,1.3426369415657928,1.3064957638041652,1.2591947064660862,1.236241433435676,1.2204493306651338,1.235627596766792,1.3215189623743355
8-2801951,,,,,,,,0,1.0196758851506076,1.0256601584307257,1.0022848724905862,1.021208460529681,1.001587519713121,1.0041670656580166,1.006119615523012,0.9992688972954381,1.2945431204727,1.3767164889900343,1.3222525405715242,1.2867027820496961,1.2407875199345657,1.2184237809579879,1.203548681786276,1.2200385133102758,1.3080749044686546
9-2801962,,,,,,,,,0,1.029892912542128,0.9953695193578602,1.0216059464608371,0.9984297793159741,1.0020361114808856,1.0047126499297743,0.9975319902553712,1.321535650575707,1.4114434892855152,1.3469006986665213,1.3054778382222492,1.2536289271529293,1.2291318375580655,1.2125041989042764,1.2295641997033322,1.322352802671152
10-2801979,,,,,,,,,,0,0.9510650800059158,1.0168079350766457,0.9881229943523,0.99531996509499,1.0003819173644382,0.9931062862167046,1.3685548696373124,1.4722761322259545,1.3881618502921689,1.336631358931148,1.2741963055726802,1.2455601271837227,1.2267312613025156,1.2439522559338354,1.3443634633146884
11-2801967,,,,,,,,,,,0,1.0535379462842511,0.9940153168697848,1.0009287161994245,1.0049052645728904,0.995747103692471,1.4244482610710008,1.5418442443348082,1.4342625446681387,1.371228678135958,1.2975285967595063,1.26404645748519,1.242594274371565,1.25987804295835,1.3671635198085044
12-2801973,,,,,,,,,,,,0,0.9485165691779296,0.9787280527017891,0.992685374403455,0.9852268755703038,1.5032545594782134,1.6442350891418926,1.4950735761879845,1.4142264082587392,1.3223267267606515,1.2835475639996643,1.2579209300212237,1.2759134859229198,1.3929285283279096
13-2801974,,,,,,,,,,,,,0,1.01537958301334,1.01392905910914,0.996677772447523,1.289541638346005,1.4416486301256095,1.3362939058933005,1.2794431923229896,1.2163014409312516,1.1892551993565437,1.1716999826109613,1.1953384709950703,1.3105809968367659
14-2801964,,,,,,,,,,,,,,0,1.0129744695319478,0.9902046192145388,1.2905334580972887,1.4807710721479999,1.3453043295979261,1.2785489099384797,1.208382014033191,1.1798949167817783,1.1621085391239618,1.1872673137700698,1.3025580140886928
