순번_정류장ID,21-2801576,22-2801549,23-2805733,24-2801513,25-2801189,26-2801447,27-2801200,28-2801425,29-2801420,30-2801413,31-2801407,32-2801398,33-2801374,34-2800205,35-2801337,36-2801171,37-2801172,38-2801334,39-2801323,40-2801284,41-2801274,42-2801269,43-2805502,44-2801285
21-2801576,0,1.0035830927249492,1.5027561897707926,1.563789149355742,1.3569608037353598,1.2507448483770105,1.2085119803939561,1.1943402046420566,1.1822438851993107,1.1694766486936614,1.1536419866622925,1.1363537961304342,1.11911147836913,1.142169686911431,1.2642083450631045,1.4991917664568846,1.8927650535682023,1.9587595492165553,1.8480007432761172,1.6996370879792289,1.6572018697207884,1.6221810371884426,1.6628950554625352,1.9938695284723187
22-2801549,,0,1.0019240785912102,1.1149181277484521,1.0743611393919106,1.0513171981530127,1.0442628991468281,1.0415944103236654,1.0384404757356331,1.0367013082947805,1.03337746077139,1.028742393517593,1.0262094348763335,1.0545225406224306,1.1714664024373043,1.3931375834420205,1.7635903613270443,1.844156427185812,1.747817604950573,1.6186679033708462,1.5816191561401929,1.5509606330906296,1.5921416029533824,1.9108537067617328
23-2805733,,,0,0.9890926571756163,0.9941589311294435,0.9936984422379682,0.9970924017616626,0.997736221784323,0.9969516265408749,0.9985449332497088,0.998758481351311,0.9975408528127943,0.999385169204969,1.03242528923562,1.1611364717647121,1.4084934488859486,1.8342766912645843,1.9151467152732733,1.799616781975432,1.6493746374158313,1.6072885934172558,1.5728120370751733,1.6168229575343216,1.9660446208705356
24-2801513,,,,0,0.9992841220073582,0.9958918952739022,0.9998409864992408,1.0003915347796586,0.999157667821067,1.0009087257082014,1.0008646776261902,0.9991274613049278,1.0009845935697967,1.038649592948879,1.1870553175219012,1.4802885630270703,2.0090654010549236,2.076135642242004,1.9204010803451055,1.7269043456127537,1.6745844334445064,1.6323648350403066,1.6799251661864743,2.078491407189189
25-2801189,,,,,0,0.9928744538962121,1.000127388930834,1.0008729208880884,0.9991091045340545,1.0014422085032773,1.001298586066984,0.9990917479204539,1.0012932107259194,1.0451629671466631,1.2199112796793676,1.5782592753009734,2.2685362839881025,2.299586886935135,2.079528566538368,1.8224484445408702,1.756013885889053,1.7033722505623126,1.7550219340415723,2.2170438081883246
26-2801447,,,,,,0,1.0100693881760192,1.008561042609001,1.0038459026031288,1.006456035748765,1.0050591008042027,1.0012341929785253,1.0034511970026723,1.057113575642283,1.2755089217156381,1.7521099832509979,2.786734482269348,2.6971580156384753,2.341435552452878,1.9661187463210228,1.8756877968128443,1.8058874178270161,1.8629419743152213,2.423529603709743
27-2801200,,,,,,,0,1.005016361454313,0.9961072743593031,1.0037642875564505,1.0026377105455062,0.9982672514229318,1.0019289352142076,1.0665255723604508,1.28884741523176,1.8752037193542659,2.798679122247506,2.697691735585832,2.4078938076055545,1.9829211164360292,1.8844052953257886,1.809354378194194,1.9260540800012003,2.476727809024556
28-2801425,,,,,,,,0,0.9860341733635017,1.0031810888090824,1.0020205685817267,0.9971388192360271,1.0015921113933182,1.0722652677952065,1.3168131866262185,1.9860948669396055,2.3250394838554302,2.3510582921510337,2.5356469203498215,2.043272812141325,1.9328829767891702,1.8497324165814601,1.9727582541325392,2.564929151264018
29-2801420,,,,,,,,,0,1.0152134190157471,1.0067873895304373,0.9990663960175269,1.0032502224328754,1.0800303867282015,1.3484224467104522,2.1132652972640473,2.2399164653817025,2.350854320838797,2.671528776701553,2.104373724398491,1.9814622908459336,1.8899031341357486,2.0191351677925566,2.6533925890953878
30-2801413,,,,,,,,,,0,0.9955270890355821,0.9915225675408481,0.9998824921936873,1.0884760863744976,1.3994462389406759,2.3527258868508927,2.4678721801407604,2.534633864583224,2.905228707117416,2.200778249288999,2.056575003574618,1.951045266898247,2.0901802239331846,2.793887629673022
31-2801407,,,,,,,,,,,0,0.9882912728571895,1.0012827252654821,1.1117199433303724,1.1029741151664139,1.7175650444761528,1.8962993181034253,2.088600495044044,2.4079931548176354,1.9644578348189692,1.8545063774187955,1.7729730331801505,2.0870501784373623,2.8305939139822747
32-2801398,,,,,,,,,,,,0,1.001805800433712,0.9948358120813714,1.0125642179672099,1.0799739884168986,1.2845010856588306,1.5621629350194004,1.8168738013729318,1.9986719458250528,1.8751948081574332,1.7853739374366706,2.1274036048775806,2.958816712175425
33-2801374,,,,,,,,,,,,,0,0.9851024693932264,1.0211162187147498,1.0007301049779884,1.0755584988962472,1.424663720475257,1.9565774231967763,2.310612440790435,2.1053966629147367,1.9657612770470132,2.4249054422272276,3.6464681872074007
34-2800205,,,,,,,,,,,,,,0,1.058319231838331,1.0053849839510518,1.0284586524740256,1.4573819053099544,2.2637270439078963,2.6878137385830287,2.3620666682816926,2.1562543136995758,2.7563926040778624,4.5303768969162075
35-2801337,,,,,,,,,,,,,,,0,0.9646727001999091,1.0183144721605113,1.5506309496949517,2.1137479943988113,2.5745211685603757,2.2589365649505444,2.0624849750158685,2.668299996211349,4.502854410533184
36-2801171,,,,,,,,,,,,,,,,0,1.0607537091988128,1.8063475435595675,2.423054869141398,1.7574058775954122,1.635730232632335,1.5533540912583312,1.9639425943647304,3.0788389119806188
37-2801172,,,,,,,,,,,,,,,,,0,1.029188421190573,1.5177348937677864,1.2814152998177535,1.241496144866689,1.2130720619066442,1.3686120047003965,2.053596140207761
38-2801334,,,,,,,,,,,,,,,,,,0,0.9824553228897773,0.9990806790458486,1.0010685672684816,1.0012415239282553,1.1215379105986774,2.08098856997714
39-2801323,,,,,,,,,,,,,,,,,,,0,1.0029546763181707,1.0046602007082832,1.0041732400253498,1.1590046859491199,2.6031331867391923
40-2801284,,,,,,,,,,,,,,,,,,,,0,1.0092775875597404,1.0058917415718591,0.9975155279503105,1.4764500809072132
41-2801274,,,,,,,,,,,,,,,,,,,,,0,1.0022073555880056,0.9894301674983766,0.9981538962037332
42-2801269,,,,,,,,,,,,,,,,,,,,,,0,0.9786160371509401,0.9969440499365091
43-2805502,,,,,,,,,,,,,,,,,,,,,,,0,1.006910163410294
44-2801285,,,,,,,,,,,,,,,,,,,,,,,,0
