순번_정류장ID,51-2806492,52-2805689,53-2802832,54-2802807,55-2802780,56-2802769,57-2802761,58-2802762,59-2805451,60-2803139,61-2805452,62-2803138,63-2803133,64-2805713,65-2803122,66-2805890,67-2803091,68-2805891,69-2803081,70-2803052,71-2806035,72-2803069,73-2803073,74-2803072,75-2803088,76-2803090,77-2803089,78-2803076,79-2803083,80-2805887,81-2803092,82-2803098,83-2803107,84-2803116,85-2805712,86-2805896,87-2803135,88-2803124,89-2803099,90-2803044,91-2803041,92-2803066,93-2805889,94-2803057,95-2803054,96-2800372,97-2805752,98-2800679,99-2805936,100-2805934
51-2806492,0,0.9945423474009497,0.9965758355046056,0.9900862265732192,0.9915973930152483,0.9960792586875468,0.9945147341087164,0.9964584807680813,0.9971170177051448,0.9982860627848319,0.9983085504223058,0.9973369099241013,0.9977196214409217,1.014060692945121,1.0577610473526113,1.0517592802756743,1.0500133993900815,1.0452535930751157,1.0440125838938503,1.0438333920028406,1.0436560706617317,1.1135044042876048,1.104762481418238,1.2015337969790671,1.3074161858840556,1.4730216216770615,1.4797970574685693,1.4854513998254235,1.5732402201909899,1.656395640401462,1.785121105660757,1.894966319174238,2.030030252171672,2.1208528640562174,2.1945574310096645,2.5637843047734994,2.6512028598235777,2.7082311449722565,2.866297139600375,2.676010701334176,2.597623664210814,2.542137411383276,2.4568758058696143,2.375096150351611,2.3050068909531625,2.289130648372194,1.9880190834265512,1.9531031318936332,1.8838100090835443,1.8607151388031409
52-2805689,,0,0.998167119431807,0.9884536397926339,0.9909002702468416,0.9963749775174436,0.9945097106677233,0.9967199161658957,0.9974360260234203,0.9987266757276341,0.9987220007517643,0.9976173105101971,0.9979831458129628,1.0155548959658438,1.0625961223801892,1.0559197916891818,1.0537168538824626,1.048675318845995,1.047013158166484,1.0467507236500866,1.0464123732194108,1.1203419900479692,1.1106452340750637,1.213041572772443,1.3256897068640292,1.5030905250612219,1.5099421574054523,1.514896389988484,1.6089222937314027,1.698588981139247,1.837708029721806,1.9578517311877628,2.1059782301385357,2.206156151772594,2.2862440721595085,2.698312585455051,2.7938186094885555,2.8532545733539965,3.027563770231361,2.805459699193751,2.7141428799762286,2.6504428528715085,2.5534073966792565,2.4601048314643164,2.3815869483506558,2.357423033347103,2.0273548637468526,1.9898829915774925,1.9151163497244448,1.8908036505049974
53-2802832,,,0,0.9799256160542034,0.9877547374131992,0.9957910534080753,0.9935489417989419,0.996414359331395,0.9972982785566993,0.9988251031982908,0.9988124685466307,0.9975364845308552,0.9979610760083929,1.017436779037384,1.0695627506027534,1.0614645695253777,1.0591373707297709,1.0531115061219054,1.0513320899226704,1.0509355703944183,1.0499297155615959,1.130235534405887,1.1188646659548995,1.229683667048181,1.3523358169960877,1.54710457588061,1.5543340794858351,1.5572713005822176,1.6614306172563418,1.7609959908771886,1.916638162808857,2.052236833320892,2.220348917605788,2.3353712136146663,2.4253732905946297,2.907111888107563,3.0153798313213858,3.0800295673400457,3.280621690287715,3.0023173051687975,2.890554221270751,2.8133825101268854,2.695818490426614,2.586063505778161,2.494237840737575,2.4561117928426532,2.083430258973811,2.041285391976329,1.9593336570861621,1.9322005994491236
54-2802807,,,,0,0.995367316374044,1.0051365761712852,0.9993666728331904,1.0016250635499713,1.0020260993347974,1.0035887352813395,1.0031205416332685,1.0010789956404487,1.0007717832463454,1.022713594520759,1.0821572942163125,1.071188718171085,1.0682600175815138,1.0609889690085175,1.0588786467661875,1.057983877972027,1.0568975872384463,1.1451338261333537,1.1314825733897247,1.253483651565561,1.3896478638094842,1.6100356740449568,1.6168099313516873,1.6164037560395823,1.734478144290762,1.8481873328996326,2.028318938011501,2.186774099280067,2.3856988624898556,2.52348132507119,2.628209084033215,3.2206310060073555,3.3483190336974022,3.4183237872838785,3.6599344264206364,3.287817284780628,3.144949700525751,3.046301923154403,2.8973531148551004,2.7594045357761066,2.648353781232703,2.5897477192681726,2.1556990455532015,2.108186799499104,2.015387517697881,1.9853216476204305
55-2802780,,,,,0,1.0201501187146456,1.0024996002322861,1.004638121989954,1.0046141177806802,1.0064656517420565,1.005497150979324,1.0025690541923007,1.0018033233317314,1.0273391032297294,1.0968170444803678,1.0821475822230504,1.078393359992377,1.0694603018208892,1.0663441246675738,1.065371921485749,1.06341310708915,1.1618500168369996,1.145505383304043,1.2812294306737264,1.4353504574432792,1.6882109715425875,1.6946206966709705,1.6900127366278779,1.8266051544389912,1.9594205904237953,2.1720258764710425,2.3625289076251215,2.6065856554419375,2.777899849245117,2.903605013401833,3.66774817902246,3.824191750520943,3.8977653550278446,4.202140582393478,3.6786774629868715,3.4835060040664225,3.3522556073033782,3.156706535021822,2.9805338314575116,2.840880090749439,2.7521621511201633,2.2388004966594623,2.1843312316236285,2.0792015623472793,2.0453047841650185
56-2802769,,,,,,0,0.9841486191411348,0.9975607477761976,0.9993550081881543,1.0024310599304467,1.001846284475907,0.9989744095259059,0.9992015730649618,1.0282281975675698,1.1062839793166805,1.0885836590308162,1.0845420975859759,1.0743075676453437,1.0706289950611305,1.0691325369824254,1.0667472142750447,1.1731474411967584,1.1547864682788875,1.301413779545857,1.469618139762485,1.7493836900748987,1.755330140776148,1.7459929838582375,1.8977882138142563,2.047156684704291,2.2872149737635517,2.5065731669079905,2.7894980313948823,2.991463381852073,3.135789703793654,4.065967376155647,4.24912525121504,4.32663963382189,4.6917969568213485,4.0120812368983545,3.767201032644903,3.6051419288986963,3.3665764887824237,3.155564121700273,2.991557383177569,2.876256762475363,2.299245365156946,2.239394107789368,2.124642411637436,2.087572047590689
57-2802761,,,,,,,0,1.0080464800341513,1.0066946452782777,1.0096662802691283,1.0074241515950944,1.0026037333064388,1.0015784776122965,1.034179092231864,1.1227442502674512,1.1005868624195465,1.094767129585748,1.0826720266440117,1.0784457637270388,1.076842370207858,1.0733590765425312,1.18918320715415,1.1671600864476555,1.3264623710796684,1.5109653143475885,1.8220187222860893,1.8277644809832188,1.8125818297269487,1.9831802917242827,2.151299301283106,2.426773315282407,2.680655909153544,3.014675755348979,3.25707804751287,3.4252298486672768,4.5872074151025455,4.806223825014455,4.880261517204191,5.329450089223285,4.4231967846059685,4.110320549540227,3.9071729119172214,3.612528332960546,3.35736251402918,3.1632586135546408,3.0147498564498534,2.3643056409464243,2.2984596393921257,2.1730868302838213,2.132834060832676
58-2802762,,,,,,,,0,1.0045136166544655,1.0113264868077798,1.0070021715251065,1.000122343614275,0.9999415650113033,1.0396324177018599,1.146627993892713,1.1153946688145846,1.108797673425899,1.0936205449255318,1.0876466623085104,1.0850853264441287,1.0808070323694747,1.210327410918121,1.1838497887400694,1.3618086665700142,1.5724334663770614,1.9354792592925252,1.9389500856738704,1.9138198807601698,2.113718234120674,2.3141490820319026,2.649227617485627,2.965747962917258,3.395461576398852,3.715147445386395,3.927415634696941,5.57494631925705,5.86625329696679,5.047961645515174,5.542429586530044,4.528436227182269,4.186628558603989,3.966926341894292,3.6511590960489975,3.3806459628910077,3.176712635535871,3.021052491265046,2.3534495389040626,2.2866940600339363,2.1599987845552286,2.1194315334995375
59-2805451,,,,,,,,,0,1.023193173330114,1.0087928460332451,0.9983938974924682,0.999090150822209,1.0448495651530412,1.1676874261391028,1.1286086642074236,1.1199988833547747,1.1021681256157443,1.094974669450456,1.0922543156410445,1.0866099342280187,1.2266902367895043,1.1963200402893752,1.3885295184782047,1.618983338256681,2.023518515408308,2.026094204984544,1.9914697623952557,2.21555436260459,2.4427105663829747,2.8285087297698404,3.198540715687898,3.714168584123172,4.106775646100554,4.359432541654075,6.518034231655835,6.883157078347093,5.5077607121839645,4.698115598386801,3.958392060175699,3.6989529608258698,3.5292143552030217,3.2824352616624695,3.06689557680192,2.9006609709237057,2.7993149178370973,2.2271534865491684,2.1688228121808732,2.057464347067522,2.021895579924587
60-2803139,,,,,,,,,,0,0.9986563280046735,0.9911536784044901,0.9962086932984459,1.0468688443398881,1.1811249243134891,1.1360057894628175,1.126360848808681,1.106771423081033,1.0988009731209325,1.0957567585251875,1.0895056369296408,1.2368699587312681,1.2038970111491125,1.4049194050382134,1.6477904991968264,2.0818488467025245,2.082296150631189,2.040915115275552,2.2813273601129387,2.5268098360245386,2.946666493429134,3.3594783221246054,3.9371727977841076,4.385691131258468,4.66878624403847,7.25646844106464,7.6828990778076625,5.9620279768915125,4.677611820039345,3.934971226986902,3.675353306673652,3.505722690281766,3.2595106226862347,3.0447727508918048,2.879242275264275,2.8594641222314174,2.254631183384685,2.193685952058769,2.077717883122438,2.040490613400851
