순번_정류장ID,1-2805045,2-2805996,3-2803524,4-2803525,5-2803666,6-2804907,7-2803796,8-2802358,9-2804867,10-2802347,11-2803527,12-2806624,13-2805010,14-2805397,15-2805059,16-2805587,17-2804865,18-2805205,19-2805308,20-2805204,21-2802589,22-2802362,23-2802595,24-2802598,25-2805538,26-2802587,27-2802580,28-2802572,29-2802561,30-2802550,31-2802544,32-2802548,33-2802573,34-2802308,35-2802315,36-2802317,37-2802320,38-2802321,39-2802322,40-2802324,41-2805421,42-2806664,43-2806665,44-2805423,45-2805016,46-2804853,47-2805042,48-2804900,49-2804957,50-2803810,51-2801820,52-2801828,53-2801904,54-2804910,55-2801833,56-2802219,57-2802216,58-2802209,59-2805660,60-2806528,61-2806527,62-2806526,63-2806525,64-2807112,65-2806514,66-2804814,67-2802156,68-2802151,69-2802130,70-2802126,71-2802120,72-2802068,73-2802032,74-2802007,75-2802006,76-2802016,77-2802028,78-2802036,79-2802075,80-2802115,81-2801849,82-2802136,83-2802158,84-2802168,85-2802175,86-2801848,87-2802825,88-2802870,89-2802378,90-2802395,91-2802399,92-2802406,93-2802409,94-2802413,95-2802417,96-2802427,97-2802444,98-2802457,99-2802494,100-2802512,101-2802523,102-2802541,103-2802547,104-2802552,105-2802566,106-2802366,107-2802349,108-2802577,109-2802581,110-2804851,111-2802597,112-2802594,113-2802591,114-2802590,115-2805039,116-2805309,117-2805206,118-2804866,119-2805586,120-2805058,121-2805396,122-2805653,123-2806625,124-2803519,125-2802348,126-2802345,127-2802359,128-2803795,129-2804906,130-2805203,131-2803522,132-2803523,133-2805995
24-2802598,,,,,,,,,,,,,,,,,,,,,,,,0,0.957033123976421,0.9928942593322156,0.9997460744728578,0.9952659000911827,0.9941561647472112,0.9976898021354291,1.0211801283606798,1.1545827736043048,1.7774983224787844,1.6636890640358308,1.5484404979598239,1.4852838464939297,1.433195955309984,1.5002497817650668,1.4404333097933932,1.4599727304739254,1.5345139750005385,1.5088761320525264,1.4873856442775075,1.4700475053909212,1.456622030579836,1.446142379632469,1.4249608663133058,1.4130306706773497,1.4261782630617335,1.447016336064674,1.5464000247393017,1.593122104769236,1.5983196767737795,1.5710043741155282,1.5329161939471696,1.5120434816250434,1.5028539677671788,1.4914693171089322,1.4348923659765374,1.4154323935420499,1.4095356709356546,1.4004124461528393,1.3955684156930956,1.4517564700967043,1.5138696109524241,1.804609452422672,1.8735188784321772,1.8475810664318288,1.810181542769569,1.8532662456423539,1.937099457473346,1.9037010059016457,1.8853033819591978,1.8567838522659215,1.9016777254559138,1.962838855309023,2.065610155819704,2.122953757417377,2.284941390662581,2.39639795907556,2.477076631897348,2.6422610417719814,2.9229642931045254,3.073769849420872,3.244601237638077,3.3805356239870337,3.503731771745619,3.7000499631158714,4.095431378261549,4.465237697225291,4.927002288569162,5.3557889269665795,5.491072511549687,5.302616408110087,5.561741880129804,6.138028757549324,6.189008422393659,6.290221329127437,7.180662788041861,7.447065054974726,7.918320916553495,9.274219380293575,9.83524063790039,10.44227028365844,11.663861257463996,13.235541068904741,14.290705572125887,14.00500213189429,15.11043434918323,21.632755457463684,117.04856416478877,159.95162738398238,87.32303854746488,57.16336979969182,36.01800827827763,27.861252684576606,21.974003531981918,17.942634395117466,17.682175614194723,19.701773359127284,22.375474605982387,20.93228718249766,20.450884929378304,27.89028119664804,29.447548104962628,20.281915095207932,15.618319061060054,15.825206394383287,17.906921924800248,15.525914028330293,13.523470588235295,12.633895441255296,11.596267991545465
25-2805538,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0016179655172914,1.0075070877661996,1.0007627045177645,0.9991924422469031,1.0028419354230094,1.0284822353271368,1.1794379817493208,1.9137002360251991,1.7611749964300194,1.614257589150497,1.5366006326898316,1.4738554884161834,1.546441528018152,1.47679791695315,1.496501995523106,1.575451986787327,1.5459583790718894,1.5210655656854095,1.5019110732490861,1.4865738829169521,1.4748766999199716,1.4511054927092322,1.4382252592170222,1.449785738284536,1.4713152057500436,1.576893109540888,1.6264740773165784,1.631531089228427,1.600839231757119,1.5590790670723527,1.5362320338238864,1.5262159416385301,1.5137807703547945,1.4516242236982089,1.4307088965756085,1.424523839505171,1.414718092518037,1.409318996103167,1.4674383764788952,1.5319880722534367,1.8355499031167166,1.9075623016429686,1.8796269631770772,1.8394882789743665,1.884276039610876,1.9713849633514675,1.9355690130807366,1.9159008758670864,1.8854527930086449,1.931991391648753,1.9958225914950092,2.10327286751039,2.163335542032922,2.333437472652047,2.450820897108944,2.5358259006464094,2.7106247214871035,3.009190036996926,3.17032467984256,3.3534571575264067,3.499654459472585,3.631383608115216,3.8444613580681475,4.275345982504018,4.6819333308381665,5.194338785691384,5.671947359954921,5.821782170226675,5.605331849202148,5.894115389038414,6.546027395458065,6.600235098982387,6.567920486635982,7.530673924429534,7.825954320946929,8.600601351068393,10.226869757859001,10.918319514848896,11.672698808112754,13.221692574986863,15.281134435488886,16.69642286052414,16.28657872302977,17.802341053747675,27.617125387157955,100.820872356759,61.392742668193314,46.547067018829864,36.32692431246843,26.467664944000894,21.785917554319962,18.016636801470835,15.217767847169691,15.042112736449205,16.50801390728223,18.382056346960773,17.403944225320817,17.087889042260567,22.090109924133447,23.10809177876106,17.057570937751787,13.710290314162934,14.599018109426508,15.406442702640083,13.622616813111408,12.064960918206374,11.350304479676444,10.886332430004396
26-2802587,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0240461791072177,0.99954075655951,0.995847258018769,1.003300592087865,1.0506422383272689,1.3472401063292492,3.4940038879417186,2.6080725687477635,2.068185523510051,1.837518648172964,1.6942491602526366,1.628579233010906,1.5271117812011719,1.4751791386482451,1.4275306750924042,1.4038294560019093,1.3841883715817744,1.3687383970494587,1.3572232872665606,1.3474560826946944,1.3734986552748598,1.4504810486281918,1.4756406399624118,1.563147939689249,1.6982262531662768,1.761432789332412,1.7644916228181382,1.7193475521316308,1.6589525316436724,1.627236708013221,1.6132298506962526,1.5962754395694543,1.5219614655770768,1.4941000323138938,1.4859609957386462,1.472964737245965,1.4651125535963014,1.5317599301924898,1.607387611481562,1.9706454304265537,2.057286905959797,2.019488811571523,1.9660031505429234,2.0186431052702387,2.1208547205043398,2.0733022993206847,2.047527736771452,2.0078802595670324,2.0618900659106494,2.1380833689144025,2.26738320452398,2.3402501800690017,2.5490163695090646,2.6950367620063926,2.8010678175640495,3.0233577944052707,3.412265809260085,3.6267896648735496,3.87453574948211,4.07548689980272,4.255314145042608,4.558794807126665,5.190305982964617,5.814615287306947,6.641119438160943,7.4328194091925885,7.676394308709111,7.26833139169918,7.315915216874595,8.369854122991942,8.429703565648,8.34393354008459,9.993421630534415,10.530087582578034,12.00898714834214,15.491700632378267,17.15119089400362,19.116302697330276,23.7100272268186,31.381055607544898,37.892867265667064,46.67791378684996,61.925813754341235,253.76149768667455,20.0300133428513,17.769791223681935,16.273440865339452,14.814304010158573,12.871883740202335,11.65913383891637,10.494335294099033,9.480206878693433,9.433970536497885,10.034623574679767,10.750530514337834,10.419221204127117,10.332490338898417,12.112502782802611,12.455359870216213,10.4710688149177,9.112725553413043,9.540295539107918,9.9157900240256,9.175445512872926,8.441983638567521,8.090215375250198,7.8622263388937315
27-2802580,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9762720099711639,0.9799340354829067,0.9940854335204335,0.9935354423638454,1.1286978324965147,3.596613438735178,2.534565609919115,1.9700507829679563,1.7452311408100645,1.6097488204041897,1.5503847368005683,1.4564277805130084,1.4103140087552253,1.367980459588426,1.3464018234152875,1.3297150586487265,1.3160495260805132,1.3062296319515,1.2975490422668428,1.3249395757991511,1.40253754343274,1.4321904422168952,1.5206080160617839,1.6570061800427902,1.7213825417833593,1.7254932547281452,1.6814861040929763,1.623177985780458,1.5924747446422187,1.5789019300264513,1.5627961475768437,1.4924633836660968,1.4659142591296188,1.457797182293214,1.4457263795325992,1.438337273324577,1.5059194412077674,1.5820587783802107,1.9487833301971076,2.036695495904383,1.9989329590339266,1.9455686690595397,1.999000055383626,2.1028527737726206,2.0552504830395564,2.029467740760455,1.9898572488433008,2.044624797471383,2.1216883772184327,2.2526130499274966,2.326476317501758,2.538418527355594,2.68695309090841,2.794975269026394,3.021800138505416,3.419977190208187,3.6403390133885334,3.8948158695443897,4.102890303708165,4.289474617274443,4.603443333402212,5.261694678488424,5.9169932159232514,6.791463097360111,8.049715032363805,8.333026743168997,7.840592700016369,8.101755310886318,9.423738372163536,9.483863108467157,9.354818768567995,11.492468976465526,12.212406869027678,14.259450242655616,17.95459150723727,20.22989759896145,23.063675416224672,30.134804474708165,43.86392968948243,75.74145245341026,158.39700344683308,108.38737086225193,52.553755404212545,15.38990193866019,14.021914232068363,13.080104310662264,12.120470281543275,10.792124595621193,9.922734154719553,9.070817327192287,8.309031084369252,8.277674649796658,8.747553063448242,9.30210136503794,9.054132593000439,8.996800158232096,10.362840204539848,10.620203873072843,9.150516549127396,8.098851925067326,8.444449935428146,8.750474139850889,8.178445255397321,7.592010256410258,7.311174934579388,7.125457519241054
28-2802572,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9851394267892929,1.0102537451962537,1.0039232986220143,1.0051180944354141,3.683382235804737,2.4204814922462954,1.850755266814665,1.6402662070378882,1.5170422898431601,1.46608893926795,1.3818767605134672,1.3427386936537222,1.3062623011199932,1.2880613042807263,1.2738071078351787,1.2621530233346128,1.2542142504242797,1.2462669833389723,1.2757044586296138,1.353615651038497,1.3879619510165748,1.4774889342571034,1.6150604799833874,1.6804314212883098,1.6856607216061597,1.6430453957763698,1.5868882980853787,1.557128476623667,1.544288697559382,1.5284635523725036,1.485110895556444,1.4578541223754669,1.449800691337421,1.4374748036019762,1.4303062629431684,1.5141224491868706,1.5934951650260598,1.9783888631150963,2.0709714321266417,2.0302246241124413,1.972907761631842,2.028822089240185,2.1374933144434167,2.086372054112639,2.0587853772932974,2.0164971434758514,2.0735889948712907,2.154447456171823,2.292176758607787,2.37008154909245,2.5944559895794534,2.752406497002752,2.867444271204628,3.110424919666204,3.540437556199759,3.780236992418873,4.059453384365075,4.287773860765622,4.492993475267314,4.841659205882601,5.584739731436702,6.336431656466794,7.359674695531385,9.230086006047252,9.593261060183917,8.924982279042013,9.251467613082488,11.02646993279208,11.082723184899391,10.879179527861085,13.889709586170163,14.95855209862367,18.15832640404187,24.55225328403374,29.07781893490436,35.28010296244885,36.001828615113084,35.89985884950701,55.341049086343865,90.53931626647866,71.55403462631244,29.368649085946835,12.513696922180257,11.596383948238074,10.939643571221154,10.263936057082088,9.432876618819137,8.767256203510474,8.302967928569442,8.039962721325354,7.693281308749897,7.844300131981015,8.298814509860726,8.105029056290263,8.024989836255592,9.064265449581724,9.275168290087445,8.134277675796547,7.296937289503635,7.588249863345726,7.841841955410273,7.387588907045588,6.908431050508439,6.672941445607078,6.5229341325159185
29-2802561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0380555309145747,1.011016822986452,1.0105663478466904,2.217207637552244,1.7378823152075595,1.4720308706038725,1.364669579678714,1.2978869714676566,1.2750076261333214,1.2241456923611997,1.2041754518781655,1.183079560474878,1.1729796084454311,1.165277265216032,1.1584862825980682,1.154783071020928,1.1492921245199703,1.1798979114127381,1.2521440440443121,1.3885546374453057,1.486423287384285,1.6313447796939806,1.7003165946112524,1.7052881160004472,1.6591384037962689,1.5996665041187887,1.5680553107111008,1.5544664857166315,1.5375024903269683,1.5052297701162134,1.4757197593163527,1.4670363032579596,1.4538723044393707,1.4457278186070504,1.5329248386612304,1.6158697143638379,2.020826666541174,2.1184451537363467,2.0740706004314777,2.011948253540046,2.0704653801001327,2.184144699674028,2.1288203980633527,2.099081595838826,2.05359128006887,2.113095561727374,2.198070991269113,2.3431854741763742,2.4254820395387595,2.6633943700564546,2.831621778592721,2.9542908747184473,3.215001637527271,3.6802250178759985,3.941681878154663,4.247914643009661,4.499813109066816,4.726011426471493,5.11648820024599,5.956157890076075,6.8226699022964175,8.028284927517863,10.31370405858545,10.758764176165384,9.905929780152816,10.300229700042165,12.554769095619314,12.597097479907157,12.31419947156527,16.32473248538552,17.8246890148663,22.571170783533773,27.947949800145633,24.53962678339121,28.90112744229974,29.44677138211318,25.59649982710636,34.399138946046726,45.67372211707698,40.32635216936911,22.309685403604615,11.035412400625857,10.3172611121781,9.798141847191877,9.25048938817521,8.91526853529866,8.316993382068869,7.898518624582673,7.662262956594184,7.346156549666774,7.487022907737422,7.906283060323387,7.730678766929135,7.659971448415037,8.321756530686725,8.503445256585964,7.535374993439103,6.81452833992788,7.074576380097132,7.298773359735118,6.910187591575644,6.4891673426488286,6.281647544488139,6.150504309076074
30-2802550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9877458993292373,0.9973813138790363,1.4981499000386795,1.3322344483127455,1.2240589572700264,1.1772587144826543,1.1455895318496725,1.1404897406448737,1.1117036178281103,1.1045173835839692,1.0940984394466076,1.0893574299186777,1.0861734769727964,1.0827643986426827,1.0819952538200321,1.0782447728157882,1.1093542893407133,1.1769703354400554,1.401083026817459,1.5027881474546143,1.6543278704165636,1.7261064531463302,1.7309213680998026,1.6817039030935452,1.6173023209627353,1.5837794439389448,1.5696612894495594,1.551950546535234,1.5162373847765913,1.4855631443472923,1.4766754259911339,1.4625814297886706,1.454118881643055,1.5433715327232285,1.6284914827917867,2.0458049540065546,2.1465522077290093,2.09990985734998,2.034801941573795,2.0949238318679364,2.2116942043219017,2.153759703003712,2.122690370271649,2.0752275852119415,2.136210134862541,2.2237172859175907,2.3733917069252968,2.458409602475607,2.704757301072145,2.879429758541722,3.0069018566612566,3.2788475300028255,3.766632430383598,4.042115103844017,4.365140896849427,4.633394949751332,4.872416434209957,5.290003504669217,6.197168665924504,7.143583667135038,8.479744784900012,11.07671510966487,11.584558005568821,10.588301863016886,11.033624467215022,13.666213213024623,13.70562292888319,13.34654318276927,18.19688436243241,20.083442004760123,26.3285972467892,33.874944821800405,28.156013770638292,24.277005209313586,24.706574715446614,21.953725930622223,28.22836939241924,35.51357139316987,32.20991527071469,19.569586130279763,10.323783466377504,9.696056792382892,9.234157377797079,8.746284364865495,8.451792117654335,7.912826856707045,7.5348696754023425,7.3222620206756694,7.033485572768321,7.165069614963247,7.5524828424857535,7.393066557148154,7.3305587822566896,7.9412120682610725,8.11338665171231,7.227107392233378,6.5623971557579885,6.805710848087751,7.02106453238093,6.661313214399408,6.269674822648003,6.075169460269491,5.952611969070557
31-2802544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0095869153362085,0.9995144364776419,1.0022960630136424,1.0012370100766974,1.038929368551837,1.0301998291485903,1.0374126784364606,1.0238717049933876,1.0259485882437656,1.023325194271047,1.0225558819812741,1.0229501161273675,1.0218864922931519,1.0233598276652298,1.020899092708457,1.052814358283972,1.117806834745328,1.4222110004319894,1.5302854606998006,1.6922235868587847,1.768922599473669,1.772801475893173,1.7177041042066648,1.6472180994732473,1.61024185019579,1.5948629208465572,1.5753153727157823,1.5033023863732076,1.4728518103995887,1.4640900501460594,1.4502394039745745,1.442117872783042,1.5321632887823662,1.6179660788682413,2.039610667436965,2.1417020620954386,2.094601337577893,2.028942298284828,2.089817874139434,2.2081077214609217,2.1495986839848067,2.1182497105470177,2.070403618346089,2.1320857527495205,2.220573378895961,2.3720636970492217,2.458191836428121,2.7080791158503446,2.885551756921324,3.0151952714935346,3.2922416004425323,3.790662688047368,4.072976296303985,4.404757963757547,4.680906057810227,4.928169154455403,5.358921774295579,6.301783650168888,7.292650098167816,8.704084912840468,11.490170916192604,12.037448780202423,10.951981716322807,11.428905962296572,14.294861698986121,14.328552102718456,13.931221270892916,19.348728089354466,21.5110947089943,28.89828920186079,38.26842106649735,31.05426438949241,26.260332560235124,20.81784337934111,18.256322481826356,22.48559942295389,26.9694450133838,25.0354915379123,17.431418467496172,9.69365736989501,9.130228355028622,8.723859492397661,8.286505253936786,7.966650499254676,7.486274473906234,7.148703092325173,6.95978578449193,6.698635310491522,6.822048051135161,7.175882353530368,7.032757003197818,6.979819132629926,7.587240699468546,7.742845766537999,6.934091241597691,6.3189581681491065,6.549270825865293,6.749457329963102,6.420739181652147,6.056079094276591,5.8736351893388745,5.761508482059467
32-2802548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9969120170724152,1.0010735938194177,1.0003020433472156,1.0411604105071444,1.0313882735891164,1.0389489858792669,1.024407928960973,1.0265313506076246,1.0237294001225365,1.022904126249847,1.0230977955181098,1.0221768837579985,1.0236942941425324,1.0211361572748805,1.0541895195884146,1.1216322160478536,1.4389849749823134,1.552545867444431,1.7235281229459454,1.804937932243727,1.807533757253476,1.74787257877347,1.6712084987166251,1.631776159755499,1.6150366706981414,1.5943822818809406,1.5060500758381818,1.475026018097176,1.4658802819286414,1.4518883113287926,1.443564181982479,1.5191425861777914,1.6051533265140234,2.028413825613368,2.1311578870203896,2.0840948153393803,2.0185360947487787,2.079810269184838,2.1989357762527515,2.1404209687962696,2.109082039783902,2.0612804528813684,2.1233359883774487,2.2122474850438776,2.3645510223085817,2.4511890955498083,2.702753708982439,2.881600662970312,3.0123518210129765,3.2920070815589315,3.796045950372422,4.082067124155152,4.418682334182845,4.699247408280902,4.949560629015338,5.3907591080282975,6.3531970665410755,7.3706257830256,8.828117309269894,10.405105020600823,10.86947639708834,9.977948253400113,10.383749621676731,12.748638145020543,12.79648483839909,12.49487234167182,16.772245191551757,18.39896500868961,23.64545425663903,29.755101703921127,25.203602530005153,21.96887753374247,18.029465035659197,16.07484000047431,19.31962853492203,22.592173453908245,22.9170985974115,19.601423586037885,10.261882723104605,9.630630175898869,9.17147205373814,8.683885472641368,7.977640743701435,7.4930795957882514,6.992128327185468,6.642793380745909,6.5183933360711785,6.829135293143575,7.187347371535758,7.042872126923304,7.019283959161143,7.884854099060112,8.055426151217716,7.173404832832254,6.509208062922676,6.754479695024263,6.965881848062678,6.610723135088414,6.221006736801757,6.0293674571311335,5.907624434981795
33-2802573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9996803651940206,0.9991374288449042,1.0000423841126633,0.9964287396388536,1.0113506926310027,0.9984696474462516,1.0044689050261955,1.004065580077449,1.0044242747060177,1.0055413080865934,1.00530619271175,1.0077831714678904,1.0052585026934868,1.0433197444487758,1.1201443255175592,1.1783360158008294,1.2535052992521662,1.3889654928012014,1.4560589716815089,1.467454780000559,1.4363411907202086,1.3958170692143101,1.3743389201390679,1.364960665739264,1.3540960385003007,1.3022136673411493,1.2853708246068876,1.2802210174423638,1.272926735045288,1.2710773301218967,1.3400805914053489,1.4150396693626155,1.779120934663705,1.868849797276516,1.8353624202321437,1.7881240033405972,1.843244969757114,1.95106112982239,1.9078524280316047,1.8844304196978299,1.8486302640928496,1.9050691327236104,1.9825649897669784,2.1147086767365315,2.189515353949133,2.4051682697964596,2.557302130096609,2.6688031286197273,2.903502186022625,3.3199732743020114,3.553043154422477,3.824494646665565,4.04825243993994,4.25052014396887,4.593299764661155,5.324566472503278,6.070057560266935,7.09306380415236,8.105670167385936,8.419692906465274,7.873679064250061,7.7363432138355614,9.06825727078193,9.134177733452312,9.012169675380074,11.195242830676863,11.939802134979745,14.083757992478148,18.0447450250758,20.584966096759427,23.77596736225716,24.21233319274567,21.558275306826527,27.92653391024792,35.43361767699073,44.54574204427481,32.80098388435468,12.63742103188301,11.649021255103206,10.958745539646907,10.242175886197678,9.236157258169438,8.566400514516268,7.889766523704801,7.283531463158525,7.2624178378949615,7.654218114990534,8.109673177877763,7.917993669653449,7.881196853333289,8.993395811183712,9.214522005669169,8.038108182035392,7.186640067790194,7.484300099135963,7.7407302234956115,7.285470719343876,6.797521991845234,6.5621288560528965,6.408367192956684
34-2802308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9971496376196594,0.9993046300561571,0.9949184527050438,1.0134698771075563,0.9978608829461051,1.004845968973844,1.0043396093335706,1.004181344284754,1.0056895851221177,1.0054220909117428,1.0081406007296896,1.0053609408946333,1.0472413708326611,1.131811741474419,1.1940617297731067,1.2766125915541702,1.42720914295419,1.5015042941128662,1.5129928171092126,1.4754519580991718,1.4278408248270615,1.4028685109820578,1.3920708172287888,1.3792738420286563,1.314345474139349,1.2957542235906214,1.2901564347339924,1.2821900345229154,1.2800662173253234,1.2727930048781837,1.3342220569341345,1.6356082912435475,1.712955670940867,1.6869879263091423,1.649990408550861,1.7012109048059616,1.801775299437573,1.7672411782361974,1.7483376092429737,1.7194160725193692,1.772232495460917,1.8427321777160992,1.9625655468316516,2.03017542771702,2.224119060668662,2.360215677383752,2.4601467126265364,2.668190328902563,3.03352275152698,3.2361124502656415,3.470475738260437,3.662280304084925,3.8361781218233584,4.12541490037941,4.734018054736906,5.3399882635844325,6.150716717995108,6.9414848400624125,7.189215203261722,6.789392866857262,6.699219015701741,7.715576989763417,7.782496746192719,7.709167963917678,9.316369944019552,9.843680290411937,11.309308572958859,13.850844092557189,15.342470954346522,17.108425951044936,17.39312771078998,15.986604180073302,19.362448247456978,22.817547141239725,26.42565780736,21.90078201833814,10.614099093956352,9.91293844758609,9.40741677489716,8.87490383705007,8.11054801186867,7.591198733560306,7.059976348359966,6.570012466018835,6.558315674924404,6.884841079592439,7.2627056619425705,7.109534837603353,7.084077504811583,8.000917225647019,8.182098791680854,7.243994567540939,6.545460656075259,6.801826570528689,7.024571002535962,6.650167599802407,6.243539680874027,6.043440473201084,5.918083307044232
35-2802315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0019257645070685,0.9935125368158998,1.0210477081384473,0.9980945456764547,1.0068877371085438,1.0055745350419596,1.0059197836921545,1.007868222332389,1.007140315185241,1.010475707623702,1.0069217422462184,1.0549589772209713,1.153561491273763,1.2223450976315153,1.3178391956809425,1.4957292865266558,1.5838669433643788,1.594368480016,1.5445757230283907,1.4827530858648024,1.4512235190167169,1.4378017185193142,1.4218195955868442,1.341952106350268,1.319996491487603,1.3134574172706068,1.3040509890238219,1.300931219650305,1.292104932703292,1.358453567878551,1.6875214088220822,1.71438452423635,1.687170734572811,1.6485609235276115,1.7020063388890112,1.8070327437501092,1.7707984050205925,1.7510267907251384,1.7208544783836541,1.7757873892176617,1.84926393061054,1.974498035448563,2.04534665963691,2.2493610728151947,2.3932023490855756,2.4990585325612145,2.7206407918901263,3.113052519899304,3.332416724666969,3.387566721454969,3.2781280988868073,3.352225796516425,3.5849460868410437,4.0653063080120315,4.5321613974110475,5.1396065357054646,5.725203260821232,5.911969856752021,5.641473844069131,5.59034229190531,6.319587504547735,6.384337892603336,6.351095138109348,7.464640037813131,7.815803883274125,8.759759574458204,10.30249007652956,11.150210295070464,12.09985479178258,12.28722971957614,11.593362209405313,13.357980143116002,14.994052166436076,16.543800446396066,14.72277066941505,8.59643593736261,8.132974334885361,7.791448777874554,7.425141501724586,6.88619585540012,6.5103356331006665,6.115926198089414,5.748351740448721,5.746279838694926,6.002993918105567,6.3005923945985,6.186680192829861,6.174977297252836,6.885361764958942,7.029899070787135,6.331000867124577,5.79430928065539,6.0038426922734764,6.1845475630979925,5.902077262894761,5.582155038391808,5.422071402749236,5.325681504739798
36-2802317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9844939703415586,1.0328412041935173,0.9966775158396243,1.0082709606257283,1.0068210240592657,1.0067109610948817,1.008935107873589,1.0083367022887664,1.011808778523392,1.007966716049961,1.0626444885866728,1.1767605709405295,1.2518351174245663,1.2947393297872696,1.4866866688866502,1.5827304469033203,1.594209331835988,1.5403992739559342,1.4747261002419594,1.4416758393996785,1.4276839926640217,1.4111342287550503,1.3299227095731394,1.307840896557012,1.301278411979183,1.291931212295806,1.2891705076249944,1.2806194041606636,1.3492413742643083,1.6915373458048422,1.6598931825550465,1.6346173523119878,1.598698550809315,1.652055426774207,1.7571072759468498,1.7229558633147395,1.7042804565826324,1.6758188280398818,1.7306965045496732,1.8034235003199148,1.9274375074593524,1.9976220371757745,2.1998192624164723,2.3425051402776975,2.4146228550569826,2.6294536986883372,3.0094369496350497,3.221693651546851,3.2765550042105374,3.1728469608705447,3.219376774986163,3.4413071337747327,3.898358965199537,4.34098365518614,4.914823359689277,5.468534700483885,5.646274338916032,5.396160058348587,5.076414106500758,5.511681284508212,5.575041418178437,5.558916238086482,6.432729748933256,6.702124899972801,7.41351846485647,8.452311389646123,9.034651814063302,9.673650627271483,9.819012982386655,9.386290304368682,10.557854631965004,11.59509884670203,12.531176671968275,11.498491862612621,7.424477987353753,7.076118720659122,6.81895979596466,6.535943182289944,6.117279723897496,5.821462209308723,5.504894068929215,5.207141429773893,5.207278594871302,5.427578733645123,5.675534937665074,5.586772676649552,5.579916507031533,6.1727669013530635,6.2962734370732,5.7296730566695695,5.289808683595012,5.472180591201725,5.6290154679608815,5.4010277034039325,5.131053388016647,4.998320063214852,4.916775861303399
37-2802320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0922113659472235,1.0008901318295118,1.015138237983602,1.0115587047740553,1.0112691539636385,1.0130014515592503,1.0115614713467638,1.0153768302429356,1.0107601206091417,1.0741634580386537,1.2079386726190084,1.2892026748741408,1.337616040170944,1.5632808550763306,1.6769144818228983,1.6861127903826607,1.6155321774931355,1.5316176533770007,1.490629250609776,1.473547696930175,1.4532929724914436,1.3556310905271993,1.3300894791460465,1.3225748329821232,1.3117788283354066,1.3080039871593805,1.2979138377947357,1.3711884402630368,1.7404557430068541,1.7041853550980752,1.675474726558007,1.634996023681188,1.6918951262172492,1.8039126728561596,1.765490292804519,1.7446183092293401,1.7129027153101435,1.7711005158480655,1.8490335181905853,1.9824413836093362,2.0582395570064924,2.277847012985047,2.4338695380012343,2.4687121093797444,2.3979732899324397,2.728565628028025,2.911491139177324,2.9626440681930735,2.8792440271051243,2.923283911967577,3.114312335216297,3.503561613850629,3.8747448338571693,4.348229184158949,4.80362727511837,4.952094988621538,4.76057100016168,4.512360364871922,4.871049099716644,4.92916917649745,4.927398617106917,5.6308246143524805,5.8454180478667,6.401131329227483,7.202138634746104,7.634556239272328,8.103351987115625,8.225803604139138,7.924319796372442,8.778296083591949,9.507158550482202,10.154234603853478,9.493732070723084,6.542291704536978,6.27312288456116,6.070249698862128,5.845667088421295,5.510988660828501,5.27130473828929,5.012955418273168,4.766653088574979,4.770412270963652,4.957960376601116,5.17197550515253,5.098339517877832,5.098023950103212,5.604734429496763,5.709709114775514,5.244111271260777,4.874985308759129,5.035673613676652,5.17338040124101,4.9849886454647425,4.757225816463026,4.64260600443066,4.573730032228695
