순번_정류장ID,1-2805045,2-2805996,3-2803524,4-2803525,5-2803666,6-2804907,7-2803796,8-2802358,9-2804867,10-2802347,11-2803527,12-2806624,13-2805010,14-2805397,15-2805059,16-2805587,17-2804865,18-2805205,19-2805308,20-2805204,21-2802589,22-2802362,23-2802595,24-2802598,25-2805538,26-2802587,27-2802580,28-2802572,29-2802561,30-2802550,31-2802544,32-2802548,33-2802573,34-2802308,35-2802315,36-2802317,37-2802320,38-2802321,39-2802322,40-2802324,41-2805421,42-2806664,43-2806665,44-2805423,45-2805016,46-2804853,47-2805042,48-2804900,49-2804957,50-2803810,51-2801820,52-2801828,53-2801904,54-2804910,55-2801833,56-2802219,57-2802216,58-2802209,59-2805660,60-2806528,61-2806527,62-2806526,63-2806525,64-2807112,65-2806514,66-2804814,67-2802156,68-2802151,69-2802130,70-2802126,71-2802120,72-2802068,73-2802032,74-2802007,75-2802006,76-2802016,77-2802028,78-2802036,79-2802075,80-2802115,81-2801849,82-2802136,83-2802158,84-2802168,85-2802175,86-2801848,87-2802825,88-2802870,89-2802378,90-2802395,91-2802399,92-2802406,93-2802409,94-2802413,95-2802417,96-2802427,97-2802444,98-2802457,99-2802494,100-2802512,101-2802523,102-2802541,103-2802547,104-2802552,105-2802566,106-2802366,107-2802349,108-2802577,109-2802581,110-2804851,111-2802597,112-2802594,113-2802591,114-2802590,115-2805039,116-2805309,117-2805206,118-2804866,119-2805586,120-2805058,121-2805396,122-2805653,123-2806625,124-2803519,125-2802348,126-2802345,127-2802359,128-2803795,129-2804906,130-2805203,131-2803522,132-2803523,133-2805995
11-2803527,,,,,,,,,,,0,0.9808489440204955,0.9956425108473101,1.0369785489609653,1.0288065735195573,1.0262778323034003,1.0223150100079248,1.0906555029580616,1.7073774333744849,2.490470533312262,2.9743003134641306,2.901186399594177,3.0053700159489636,2.66950883038987,2.3361510692905427,1.7700932761210968,1.6719946359125655,1.5936173580065043,1.548958021616026,1.5292128522830917,1.5253699756273644,1.6387366321829,2.1098165137614675,2.001451067980221,1.8787912974926317,1.8030973692501546,1.73887169121842,1.7871121383358304,1.716839127063924,1.7222766499346505,1.778777754181487,1.7489732046250248,1.723194948186098,1.702721229092388,1.6856078535415202,1.6735105562041195,1.6473991656664464,1.6330452004194127,1.630999345850532,1.6472619853773605,1.7367105290448481,1.7774691476157407,1.7791971941288536,1.7489366406039357,1.7064635010616356,1.6828908403941956,1.672524671884139,1.6593165365840479,1.5887841072839677,1.5653855461203634,1.5583111087485968,1.5470712269611369,1.5512721651970163,1.6502009653974405,1.711793849201598,1.9970674309673784,2.0625643438569985,2.033763344633942,1.9921251502744741,2.0326300894684386,2.110866946561177,2.074489517852985,2.0544612342064266,2.023218301105489,2.0655215914512293,2.1248142157631618,2.2239837608711284,2.2790802147303473,2.4338325273040766,2.5394703096242504,2.6152365910064623,2.769961924124631,3.029772841733371,3.1676850540544406,3.3221715070215043,3.4447665349596286,3.60383354457499,3.782726027616402,3.8338968171796806,4.116450301711156,4.459093182810419,4.771594326992501,4.906718358204567,5.116833129717542,5.44974129651241,5.933176510257562,6.444263570943148,7.01694664831931,7.982826506951273,8.271483671143752,8.056675258407177,8.264950834579341,8.661779502930484,9.081386732837547,9.179233103108045,9.30649614203904,9.78332633554857,9.679789395673087,10.153044041244218,12.492424183974736,26.89034428501755,32.02558117213143,37.945355840127064,39.054275534441814,37.67542542292752,29.94038386666438,23.751588637088627,26.839908216453058,31.74455386893744,37.92754185847308,47.64489079241374,58.55912331746235,98.51918613542524,121.55493370424941,150.33747169569375,47.531607603360364,28.6748740689607,29.12400013610879,35.96818594867156,27.730659466349458,22.19520968117292,20.00795284384281,17.63434319901728
12-2806624,,,,,,,,,,,,0,1.0149454290779074,1.0100882502245305,1.004925383085351,1.0089984575901285,1.007115812074508,1.0968351504452178,1.9765669438090745,2.016440330845837,2.0350827660010475,1.830291393052858,1.9400748035268194,1.8168154780143237,1.6824514635162566,1.4293084513595102,1.38218793058308,1.3476692721813854,1.3660732017193626,1.3543264320740938,1.349126217835569,1.4060826273816174,1.7942390797485244,1.7244865662423778,1.643333249916328,1.592773560266723,1.5481954648837808,1.594369550747135,1.5438411478499237,1.5546552770208975,1.6086264615968708,1.587206946581928,1.568348082141539,1.5529694464685653,1.5405704399492541,1.5310769752835414,1.5114895600762888,1.5008328766990136,1.5060986451591842,1.522491766532027,1.6031484284542774,1.640537001498442,1.6441406193317756,1.6204682163580282,1.5868665179404982,1.5684123405890096,1.559951153571175,1.5496218729072497,1.4946938916504158,1.475813642588719,1.4700652323082726,1.4608685654648206,1.513196745903305,1.6103736316757638,1.6708717854870203,1.9510948153449028,2.0156863735578647,1.988256184199713,1.9485575437561808,1.9886682992127156,2.066249085818893,2.0314618450906754,2.0121203892861907,1.982373989455019,2.0243047539041443,2.082465492380324,2.1801783338191836,2.234174040149074,2.386508371518696,2.490126710085512,2.5646878790272742,2.7167085304789262,2.971854351802577,3.107263963362356,3.2592951430172272,3.3796530334027435,3.5354234600186243,3.7108525110945543,3.683123275002564,3.8482176546373226,4.155036536462804,4.621946128876088,4.815136747617634,5.020875019860392,5.34667144787044,5.8184577265088055,6.317710438806304,6.876575066250498,7.817790524134127,8.098709870573158,7.8915489310403215,8.096440495222186,8.482688314820088,8.890825698145479,8.987412132686828,8.428974822838628,8.643980733684574,8.565849101710164,8.943691296981369,10.764596358060103,20.391392692970452,23.287660297662402,26.344363689169544,30.866344515007388,36.08130669114773,42.29268975609359,30.740542088030253,36.12475724331157,45.62524305884177,59.443429267762205,87.41908691688106,149.85202286795953,217.1462498497537,85.46536017506499,58.567090782811036,31.7954230994335,22.087567784207295,23.880655831789856,28.38461875026577,23.00362120290975,19.054031465985805,17.41728680567169,15.59350498663712
13-2805010,,,,,,,,,,,,,0,1.0033121257485031,0.9978316825811042,1.0030823226611552,1.0021669100885873,1.118855472495152,2.3905824168372702,2.3651577223179725,1.9293622640805397,1.7331198114206947,1.851599211483916,1.73459028126777,1.608638311460657,1.3778639341523353,1.335936557793995,1.3119949279846197,1.3321534870446252,1.3214618448672844,1.3177893905585847,1.3690576883208405,1.7596401095330645,1.6914679738915228,1.6122538313205028,1.56334532315691,1.5208705080650888,1.567852221491268,1.5186084713052654,1.5308375113381498,1.5855544127813666,1.5643366521231448,1.5460623094865318,1.5313238134190006,1.5195376727672376,1.5102662287045572,1.4912567892367083,1.480755587552204,1.487354029834292,1.5038172526669882,1.584749425325636,1.6224669623254118,1.6261890132186019,1.6029809925938991,1.5700877983190118,1.551729976345279,1.5437310901900196,1.5332186140318427,1.48027424868856,1.4618428661996876,1.4562277147905625,1.4474886902736317,1.5022258857436428,1.5999068176644897,1.6606801006620353,1.9422979453912672,2.0073693861240383,1.9797400494590152,1.9400352890498689,1.9806156929005847,2.0586417440380056,2.0239774577505365,2.00461028723125,1.9746838700095108,2.017073981836895,2.075589641843567,2.173759220347718,2.2283125833883894,2.38179217366528,2.4864936015392844,2.5617249730656,2.715192555942777,2.9730593777573695,3.1100623688056523,3.2640027422135107,3.3855711069349512,3.5434934213251963,3.721521123691353,3.6927176451208186,3.8602376989516074,4.17204685087582,4.647524830675773,4.845246946203618,5.054619395461321,5.387794520172454,5.872313178128574,6.385436642555265,6.961472780930392,7.93557187061954,8.227305200328553,8.01071282232491,8.21988402470918,8.623196220992616,9.048250835543467,9.147700755940258,8.564145179667246,8.739252502589945,8.658206230561284,9.047233213994097,10.930241482711594,21.11706338024425,24.26022967317142,27.61806454985477,32.744161986762386,48.540846505912775,60.40350245239299,39.10623804655761,48.06534766403189,66.49889721612197,101.07637646935227,221.8162717483087,331.0414702307688,139.12992632327285,53.73336573727397,41.696149027641866,26.07246754998344,19.16746721328194,20.535936323574386,23.830280270062524,19.940036070463478,16.903955335366515,15.60422481513458,14.125514169751789
14-2805397,,,,,,,,,,,,,,0,0.9874404234426268,1.0006257077151164,1.0002971317779434,1.0142850795124094,2.424002177799885,2.3885432434685114,1.9070429610046267,1.702975406964081,1.8300893551908004,1.7096117555236163,1.5821241981782874,1.3552908234883352,1.3147660157649768,1.2926308785384006,1.3139639410069928,1.303768822025395,1.3005173110833255,1.3526582471762025,1.7490938735837716,1.6805208619767937,1.6014614806898484,1.552927985425938,1.510579452269794,1.55861019851363,1.5096209863111076,1.5219118883918152,1.577637802524185,1.5562299672339126,1.538005128310881,1.5234969647734296,1.5114032575187515,1.5023270481753725,1.4833972832085416,1.4731114627499509,1.4800563886518636,1.496408126441395,1.578289462755545,1.6159914952243433,1.620023662500854,1.5966444536661288,1.5642614650916393,1.5456228230905418,1.5374928591669457,1.5274344706176042,1.4742885060395143,1.4560723505154594,1.4503746419067782,1.4418078079524945,1.4971935877902596,1.5953200487297592,1.6564716444564205,1.9399538041689848,2.005750778539546,1.9781015914269442,1.9379618670758674,1.9787009179748392,2.0577224698409218,2.022631776270077,2.0032983371586193,1.9730175329185065,2.0157307133143747,2.074859658812451,2.173827317640673,2.2288462804756763,2.383291840698918,2.4889839608164177,2.5649552934980204,2.7200355410511206,2.9808917588375423,3.119962785600914,3.2756129606892372,3.398885674911189,3.5595501830846907,3.7404105980331637,3.7107629686072445,3.880909071654208,4.198728301935438,4.682908848552047,4.884719478402659,5.099546988339286,5.440714211915618,5.936824944831131,6.46450256440604,7.0585241081225485,8.067048440634641,8.370111033527136,8.143474516492821,8.360803487193087,8.778107570963515,9.220875681519402,9.323197776465436,8.71313582823411,8.894263200537344,8.808943549245654,9.211343281809848,11.17657183844991,22.157920686007373,25.657229313920197,29.45681432638552,35.38488439336934,54.66631618819617,70.20733697519415,42.86714134741583,63.26587019627851,99.62469688757032,204.404946444258,451.3048358043511,189.28015801344372,81.87890180038995,43.89666190987899,36.254211459695455,23.82634088553237,17.92070740617736,18.92795846127014,21.719205268325915,18.44969153345223,15.819628735232103,14.675551634542728,13.360126525104596
15-2805059,,,,,,,,,,,,,,,0,1.0131632885447506,1.0061603078624235,1.0068166768853464,1.5399564806361252,1.650437200445975,1.458363935124699,1.3708807811400048,1.4930223628141401,1.4269813290073303,1.3544135008666027,1.224353157591794,1.201055293918644,1.190351593876151,1.2145332259764838,1.2085068660544735,1.2092910263108303,1.2589440721096643,1.623465333105881,1.5689025047959781,1.5052347445546745,1.4662461863383407,1.4313144290216377,1.4784719700948212,1.4369075545951542,1.4513427951730686,1.5059044541372166,1.4878788735496233,1.4724175743694987,1.4598388443582166,1.44982523722456,1.4418719100921753,1.4255722206413939,1.4165484685633052,1.4266407557954461,1.4430475139676944,1.5212202121561718,1.5576794037476773,1.5624553693397258,1.541693526133326,1.512699320707672,1.49635173109783,1.4890680113138575,1.4799984921653764,1.4336388937911462,1.417082230467109,1.4120529259979175,1.4043239473002476,1.4580875247266183,1.5531033722470584,1.6122642345113245,1.8860409702048953,1.9496149651528192,1.9240032562143679,1.8868855524776658,1.9265912038037605,2.003542971655971,1.9708559709842577,1.9528013067963583,1.9246626495139563,1.9662162941247547,2.023398269989029,2.1190280170887323,2.1721446106269946,2.3212650185441643,2.4230579181563354,2.4962985375674656,2.645332658176649,2.8954207943858465,3.0281728692437815,3.1768965806398937,3.2948962679107994,3.4481001678774783,3.61958661067911,3.5942163837518657,3.7565226803111744,4.057310546941585,4.515011776888307,4.705367928563539,4.907077179213763,5.226446706822598,5.6889132773439774,6.178268807743886,6.7259754440126205,7.648182604966634,7.923339328082762,7.722386859723676,7.923565079497375,8.303864566247023,8.703818790162094,8.79991376172012,8.255205883722226,8.422191027310795,8.345916235688756,8.714609506936851,10.47686511919856,19.741686183375688,22.505366654503582,25.410831518593497,29.753619808528097,42.48877536836253,51.47965017648162,47.457508050017076,92.16501293643812,196.81501566983852,289.962453040356,183.46124673990195,97.8888996774977,58.324775474188975,36.09302199098674,30.76576231541158,21.3187657320993,16.4662194901318,17.33528554287435,19.6717946537318,16.962795039584023,14.714672827334795,13.720595396790385,12.564984704587348
16-2805587,,,,,,,,,,,,,,,,0,0.9955198969283475,1.0027941991888782,0.9993514615277713,1.1511143101830386,1.1109877700273485,1.096222334983295,1.2121735686223667,1.1840929709173456,1.1520283042559563,1.0998107703704527,1.0916809719422629,1.129479910140851,1.1556161693328812,1.1518493459540997,1.1551444517194436,1.1668444805090237,1.5013193213423675,1.4597336840184343,1.4101956301684426,1.3800865868195618,1.351954141445484,1.3982057207795635,1.3639215857151825,1.3805481446184034,1.4339350892692038,1.4189470845796348,1.406146992864102,1.3957807538417382,1.3874314547091948,1.3807257963703015,1.3669768461068057,1.3593416383021388,1.372039967911647,1.3886132065063919,1.4632763824846535,1.4983283520082495,1.503823696563019,1.485630676232418,1.4602778796745746,1.4458888067842324,1.439443030788139,1.4314929044983298,1.3915172346576719,1.3769643154526738,1.372389394269076,1.366698139134097,1.435668134223184,1.5294368277659218,1.587811066360212,1.8577744209146898,1.9204548411112978,1.895918967014893,1.8599224506930774,1.899442512822642,1.9756292735138812,1.9441675293259015,1.9266777465683498,1.899422218532625,1.9406495975438054,1.9971021521235865,2.09149382619084,2.1439106219276325,2.2910156650642257,2.3911882734065566,2.463688499893728,2.6105906400005394,2.8569493172499594,2.9876693397964775,3.1344251551367033,3.249837248176534,3.4009664133074273,3.569115603798129,3.5456115233104413,3.705434683092789,4.000980259117409,4.450261751243525,4.635792306924438,4.834145119192833,5.146894940085461,5.5993162267731265,6.077441895525381,6.611827452461685,7.509782393539108,7.777229559408062,7.583545999891686,7.780996685125932,8.150607216633778,8.538936192937655,8.633472826744557,8.106756850454694,7.968968129086915,7.904439554105186,8.238526083198181,9.818519618215205,17.679960473306814,19.89256822709491,22.157354883393577,25.428244856977653,34.319776283445016,40.06256179205377,63.16002196935122,178.27226357513987,225.02550428055255,187.5585124331329,93.30215639963407,64.59066101318042,44.71326413890897,30.334344401120838,26.467828183925175,19.173409790013967,15.163175919797228,15.905833413764528,17.872673690082063,15.618658888752282,13.693266648504638,12.829049786925127,11.814024456293106
17-2804865,,,,,,,,,,,,,,,,,0,1.0048454418296209,1.000531247542013,1.0030801646971022,0.9998644544022607,1.0025992708609226,1.1248122794135063,1.1059878439987607,1.0844548126058455,1.055101132269686,1.0516221024092463,1.134630296493638,1.1618707438725986,1.1576794088616504,1.1606489426834838,1.1546085778076398,1.4692117634617419,1.4296267424744515,1.3828614938489894,1.3546603732334757,1.3284970887907661,1.375337986701219,1.3425106427213283,1.3599821719849623,1.4137123254207205,1.3991556919603343,1.386915979283736,1.3768153793513875,1.3692001476249498,1.3623979608483336,1.3492147931640726,1.3418917935043129,1.356036614658812,1.3725015565959557,1.4471011011593577,1.4822074652296156,1.487961880674713,1.4702389502699778,1.4455868185926755,1.431580678246931,1.425298941719453,1.4175782788521394,1.3854488351970262,1.3712119391159734,1.3665629826022534,1.3724743107173505,1.4428314835184195,1.538600687076523,1.5982840950106862,1.8749731584348341,1.9392384930026632,1.9136799572413956,1.876414520436538,1.9164982823297712,1.994537283434303,1.961831651237243,1.9436803983777333,1.9154142721469358,1.9575053635889252,2.0153525018615146,2.111988452468452,2.1657932142058893,2.3169916803984814,2.4205532256360742,2.4949825379567643,2.6463261682126937,2.9014826650710015,3.0370348947486865,3.189457473518565,3.309896076046061,3.4665012577202914,3.6434445954141244,3.616012130649424,3.783088024240863,4.092789606250224,4.565735506203435,4.762152930700165,4.970752384493141,5.303869041676314,5.786873788987992,6.30023755328711,6.877641541574326,7.856703562333008,8.150557502419813,7.9332819361791485,8.144979355066031,8.55164903630408,8.980863352415644,9.081901543354439,8.493728274616423,8.019389115111363,7.951586370466419,8.291812923707054,9.90518678828763,18.057706676635338,20.385004932656592,22.783019409753674,26.36324899065964,36.10542804486832,50.985500482556326,99.40242176057686,272.91341475589877,167.81966345860386,90.0460696247217,60.63820171750008,47.04975835859092,35.54224665449175,25.82105447223145,22.980742334415677,17.27031833836812,13.94519700938729,14.589008707215273,16.246227029844917,14.372337074078349,12.72669952345226,11.977594682749329,11.089077276673455
18-2805205,,,,,,,,,,,,,,,,,,0,0.9968149885152373,1.0022316832159772,0.9982946317783339,1.00205661714381,1.1527545135186528,1.1262960368630592,1.0977428641858173,1.0605151800555117,1.0560635319636726,1.112305129275332,1.1418957315855407,1.1383104230917303,1.1422872086030662,1.1444415002606638,1.5081219716760874,1.4619470428016217,1.4083135083135085,1.3764625206454506,1.3465422713254993,1.3960640407817926,1.359893589141686,1.3776239931036356,1.43390373684015,1.4184641442218835,1.4048141463125057,1.3939444665912528,1.3853872634893292,1.3778824689150426,1.3635806287670948,1.3556590078872117,1.3694189939483667,1.3867369956085631,1.4647482517138908,1.5014326925707366,1.506805058375104,1.488018982836948,1.4611961040828303,1.4464815737182593,1.4397734855605564,1.431245764876264,1.3900639672779622,1.375203076028707,1.3706080421252718,1.3694541459112703,1.4410002500866435,1.5385067919798892,1.599342952840802,1.8820852057581516,1.9480436534887713,1.9215185834338417,1.883173000169208,1.924287090423097,2.004020173563594,1.9701665617426825,1.9515020478534457,1.9224615151500648,1.9654003678484457,2.024530018791172,2.1235883442496477,2.178702224147889,2.333791413309061,2.439959239820184,2.516455636041096,2.6725865179609762,2.9357979599748028,3.0761119950311833,3.234160986971849,3.3592557449923928,3.5225821595953355,3.7062262560789665,3.677207952725729,3.8513000740214682,4.175590437133836,4.6732610558023016,4.880477564369181,5.10228151645065,5.455598312430991,5.971726428541107,6.523764399810481,7.149036712268957,8.220049658825298,8.544279693807391,8.299773677756002,8.529830843530453,8.977180351569904,9.454025219574795,9.562554827702208,8.90274067889535,8.625516567229583,8.546549127180155,8.937324676318394,10.847990325314253,21.473275311201583,24.849537589766896,28.509772659998184,34.35795767991483,52.995403901588794,92.73838264869094,234.32778949330668,111.16587119026066,67.72128575664857,50.21861384299316,41.739198386792076,37.046170674822775,29.462148761262306,22.46754219037385,20.577015613546834,15.877583453553774,13.012403445698222,13.455583589937687,14.873786968962715,13.292879904372272,11.87048692617913,11.215304875890748,10.431592152734767
19-2805308,,,,,,,,,,,,,,,,,,,0,1.009045156342931,0.9991483386371756,1.0040961751287643,1.210544433404819,1.1656522459151417,1.1220013949214014,1.0687067026569634,1.062625859790215,1.0665271777138667,1.0995187718058013,1.0975857435438043,1.103637327815908,1.1576507733098043,1.5626859360084298,1.506206781331169,1.442533474234404,1.4048865648271138,1.3715058547654815,1.4240308861305688,1.3827606878152727,1.4011345905714927,1.460486041562572,1.4426985307675104,1.4274009314451153,1.4152921053294643,1.405881863982454,1.397656352374083,1.3820349570871195,1.3731543842905187,1.3865108531992543,1.404542290981479,1.4868805858566818,1.5255652465852136,1.5308177626789612,1.510238214523543,1.4811076404268668,1.4646794999023525,1.4575718130132744,1.4487531401456215,1.4036919722911232,1.3877750233598152,1.3828696581666726,1.3753135205167084,1.4318467372950061,1.530650906350664,1.5923633041471665,1.8800107208287031,1.9472469435010102,1.9200556600189513,1.8810658604357242,1.9229277263298412,2.004138570717837,1.9698409026331896,1.950684385842609,1.9211711055741365,1.9650060619328722,2.025002772710362,2.126065796108007,2.1820559837181572,2.340330162680096,2.44907935660717,2.5270874461923203,2.6870451223763596,2.9573779416385984,3.101818826419129,3.265173549866962,3.3939758606101784,3.5628899019054012,3.7537790348724536,3.7221833721283266,3.902556462342721,4.239954868643843,4.759413750494553,4.977336447540839,5.210659675159552,5.58258174020271,6.131020655191968,6.72012144199536,7.391913350883655,8.55404217393022,8.908827952110322,8.636827238465202,8.88098272661463,9.37363546819565,9.899028059307993,10.01510143348662,9.282218402147116,9.473565985444152,9.37174171122587,9.847506710142746,12.220314919503402,27.676921857525347,33.55724380851409,40.59910418703445,53.61653824890923,118.80280791708687,232.6216664306618,108.40433237572675,51.42605797649852,39.87573085727972,50.83405341295245,71.35392627226577,58.37596622353761,41.29126192288168,28.566516377599417,25.516497382785428,18.558780529681197,14.706811019451214,15.264103034006721,17.117989641641802,15.007278888412579,13.190250450588499,12.372100959798459,11.409002006092875
20-2805204,,,,,,,,,,,,,,,,,,,,0,0.9882314515223581,1.0005266512542401,1.2930771303995183,1.214385116472178,1.147865171421974,1.0758171025830432,1.0680540118293098,1.0713970825122245,1.1069816247724713,1.1045442287811345,1.1107148685550978,1.1692639414922468,1.6135582872552539,1.5472284700828025,1.4734931466678627,1.430410961250868,1.39264490552414,1.4477770842822835,1.402872419722145,1.4207505314296036,1.4834217449671019,1.4638194616811613,1.446999670456651,1.433556171262659,1.423216586669781,1.4147157440575537,1.3975767735786728,1.3879761313977517,1.401090697126713,1.4194109723120476,1.5055178136058838,1.5459460583476428,1.5512589675974853,1.5289025729374894,1.4977669793367945,1.480349575345241,1.472614530966014,1.4628988799007439,1.4149710344537187,1.398142902210366,1.3929707523661394,1.3849837416091575,1.4431036763700882,1.5452671406927077,1.60897523646112,1.9077074603026734,1.9773882049187115,1.9486289496711342,1.9074017104085745,1.9505359494306207,2.0345194254305143,1.9981165353835115,1.9780133641061766,1.9466335196791151,1.9917072016559467,2.0541588681750413,2.1590367986539536,2.217529749957488,2.3829145991670218,2.496440990771638,2.5780657608578803,2.746050680752311,3.0315017264028508,3.184057853223259,3.3574516006407156,3.4949734744178427,3.6746841161702894,3.879223164890757,3.8425808585013894,4.035347872166081,4.398944864155363,4.964027856224092,5.2008902009772715,5.45713628466528,5.869107430385236,6.479104728401006,7.142576990382477,7.908385220689703,9.25700748872965,9.675083972758475,9.344711707281828,9.623451539739651,10.202893749879873,10.829729710872964,10.960420425271051,10.073192587973576,10.296597255552964,10.167006599889957,10.733680755570719,13.62073112508457,36.103318723803326,46.808188810171416,61.75363695502313,97.98726456299521,668.881841546927,122.83537470542029,56.43715026691944,35.795964916216164,34.49007644216473,42.51246331297656,56.188131620938805,47.802479948318805,36.48020432638921,35.90929353962799,31.66456695179569,21.490840833774843,16.430079480424073,16.976676034207344,19.305458942035276,16.61475421462604,14.389082332481514,13.407826576793711,12.269262781473081
21-2802589,,,,,,,,,,,,,,,,,,,,,0,1.014344432748102,1.5901734334044575,1.3510269590233943,1.20972339918502,1.090650994196157,1.079299829591318,1.0644238594154125,1.0575479831269916,1.05712925186581,1.0741836053107912,1.1880161431665883,1.691101607801544,1.6081484056728794,1.518640461434227,1.4669313019571564,1.4229911054068554,1.4819070949127993,1.4304908248512873,1.4486015998569814,1.5150916866146227,1.4926679102760336,1.4741405427391303,1.459067624956322,1.447193462406729,1.4378154216344605,1.418803926607282,1.4082027984280423,1.4204632004295903,1.439537536399111,1.5306022640658892,1.5733170834883086,1.5786245168274164,1.5538776916524968,1.5198000494951212,1.5008539153357412,1.4924718449965364,1.4820775036732492,1.4299062799790738,1.4118642054007304,1.4062189402897705,1.3980069012958019,1.3934761430786777,1.4873522350359445,1.5486990090134853,1.8348406270688298,1.902006094569383,1.8759874245573507,1.838581847621618,1.8804866753233034,1.9622307749039192,1.9288513433639105,1.9104521179199352,1.8818806668006698,1.9259333486533206,1.9858027426572442,2.086710869773531,2.142840551315295,2.3008780308871573,2.4094785364645617,2.4881786563639685,2.648266817244694,2.9199812084548933,3.0652545981709527,3.2289717313397257,3.359603440103743,3.530107277168806,3.722471746811742,3.852594037127526,4.171466206494659,4.564054120467139,4.926521853682594,5.0418395277213595,5.202502372954669,5.583704966269689,6.146379470407979,6.753250291307788,7.4484702163017245,8.65917477912282,9.030872864701102,8.744440419154268,9.000868879719029,9.515385561229465,10.06866400484806,10.189677017393121,10.81558768857077,11.510475265154271,11.33880688505217,12.049486408321364,15.81844313932784,57.174478783869866,89.64655137451184,167.09037466271513,189.29452932233383,97.7071088069187,54.58015178906341,35.849272666741875,26.261181122147146,25.56746972759663,29.82021815261429,36.10379361688937,32.468272159882574,31.15720205587005,41.27615480073538,44.56483371294977,26.562263700778765,19.140844641402122,19.408983009621284,22.521079516280857,18.87150578265465,16.01267333066199,14.788354248082166,13.394894457576902
22-2802362,,,,,,,,,,,,,,,,,,,,,,0,1.0744986427448884,1.0198623160408835,0.9938240993811528,0.9994773828077607,1.0038726820649535,0.9994967093250616,0.9984312040396214,1.0012660261129598,1.0212683609339996,1.1362820879520512,1.6505698891748974,1.5694964615011615,1.4828880847447232,1.4335308992140618,1.3912777949768798,1.4523581086575323,1.402597701250313,1.4225490192782324,1.4904934944244124,1.468924067785802,1.4505363659179973,1.4361406528209226,1.424733785577831,1.4155737998185156,1.3969898921144699,1.3871033802699162,1.400783211905607,1.4202842642792484,1.5121797832490127,1.5554216242839,1.5611229010543837,1.5367293559459159,1.5034055722660844,1.4846190344993153,1.4763786374806105,1.4663496562763478,1.4156619131307786,1.3980338939045647,1.3925112142870417,1.3844146566092081,1.3801890841184823,1.4337667399533283,1.492786928782457,1.7673685487330664,1.8323552071669802,1.8088158274202752,1.774718709294972,1.8156202610311463,1.8952445088748697,1.8647766469820175,1.8479248475598915,1.8217554006592522,1.8645266610743088,1.9223048337782354,2.0191641698797627,2.0730814393167902,2.2248858015587634,2.3289379182441854,2.4042138791999372,2.557476620312733,2.816212258027331,2.954407994506313,3.1103027558146827,3.2338410924737393,3.3461019986579257,3.5234508147048116,3.876396843805958,4.203327808251814,4.606948892309378,4.980234486962565,5.0989220564558675,4.941447082573032,5.190473163069708,5.6844791261743435,6.212758653449285,6.810908039534058,7.834881646832986,8.144638869712916,7.915717194746485,8.226101202334242,8.662724310515618,9.12852653013044,10.046132841376773,11.186817870947241,11.936294167155982,11.747250651255493,12.51325426439905,16.66634929847654,71.54692892183412,131.51693460057237,141.1976477424516,107.79141775756898,51.29320579763305,36.25660582844415,26.917993870700982,21.11797553725642,20.752161064433892,23.522986064785474,27.34278259914315,25.217075320215024,24.49509922140343,35.653510924642774,38.1360656727229,24.097030490825965,17.806641367738873,18.058767675982306,20.749530639714088,17.617108086427933,15.091539738677373,13.995451491919468,12.736926093464598
23-2802595,,,,,,,,,,,,,,,,,,,,,,,0,0.9609087221095335,0.9586013086057408,0.9894211119146675,0.9962812689432208,0.9927317773895303,0.9922641297214518,0.9956516124717957,1.017393206010697,1.1410539815000886,1.7057056495142138,1.6103936405201573,1.511155067038138,1.4558550972515656,1.4093375304518294,1.4735805144749967,1.4189285134789928,1.4390921546937987,1.5100822814507053,1.4866364965550356,1.4669391502115348,1.4511739947790971,1.4388363828957305,1.429058990901959,1.409370060557875,1.3986187751979464,1.4121586273835578,1.4322540311131833,1.527859433107219,1.5728346686909667,1.5784303945557625,1.5524450957161564,1.5168600131001961,1.4971677714112674,1.4884743058281746,1.4777200589775328,1.4242003357644755,1.405521992643629,1.3998893768642902,1.3914302179400226,1.386809303268688,1.4417586275794,1.502319999431043,1.7849455012219408,1.8518944380516675,1.827191519372394,1.7914912671032865,1.8334917196676115,1.9152380852943125,1.883342407327783,1.8657367573644994,1.8384216720522277,1.8822636754460902,1.941731239637354,2.041541738610235,2.0971687379303248,2.2540504392505363,2.3617916611484273,2.43976148592268,2.598955306171616,2.8686006735237366,3.0130489531599762,3.175954226399816,3.306012188992209,3.4236901561608715,3.6101672772637037,3.984226931243067,4.332180384048393,4.764200538122836,5.164539499070793,5.291331553894475,5.118891378592886,5.359170829049491,5.891036787122726,6.09070944044551,6.672048567200092,7.664847169473558,7.9645361845070175,7.745215641475892,8.730707725755268,9.228039600898766,9.756876434216766,10.818009704027169,12.15106093218609,13.042974377793755,12.803562727742854,13.726077548749004,18.8999444171557,146.2324184975336,230.93408482756888,210.9398218627161,92.75997763975153,47.48349540452389,34.25461549813903,25.779270342555346,20.376096734959212,20.037041250320264,22.634205571964007,26.18513176203031,24.22108235162198,23.55624530784094,33.79600051021132,36.047084321843634,23.21510118411773,17.290742919490217,17.541595212494723,20.08404380546464,17.13330034145023,14.720185687950394,13.6668030063203,12.462700516946597
