순번_정류장ID,1-2803778,2-2803779,3-2803781,4-2807182,5-2807183
1-2803778,0,1.4666821551523854,1.1065778343455295,1.062463681724769,1.6245103971228048
2-2803779,,0,0.9913267530203014,0.9888321944459648,1.6139622224468229
3-2803781,,,0,0.9851553195541778,2.574518676504496
4-2807182,,,,0,1.5823746109294354
5-2807183,,,,,0
