순번_정류장ID,1-2807441,2-2806808,3-2806914,4-2802920,5-2807167,6-2802898,7-2802895,8-2802894,9-2802887,10-2802862,11-2802803,12-2802774,13-2802760,14-2802617,15-2802733,16-2807110
1-2807441,0,1.0071971811540699,1.000230131221762,1.243335899351703,1.8980763946778934,1.5252982167174456,1.4072108432026766,1.3578075491857637,1.3109537346326523,1.2726573375338852,1.2425667644474552,1.2172830152044605,1.1941458452024498,1.1844697261257875,1.1675051542653878,1.1672000220156507
2-2806808,,0,0.9885696780074277,1.0175529128206904,1.0071194182658232,1.0078282852373004,1.0054560043327683,1.0054504262450563,1.0039850869637026,1.0007035875737622,1.003556711406645,1.0038849675491424,1.0027776596072402,1.0038579542816244,1.0026570274217417,1.0162096757543886
3-2806914,,,0,1.0661715455613925,1.0204498571523966,1.0143594827520126,1.0096595253322629,1.0090515119159043,1.0067914835326872,1.0026307674940054,1.0056176147067812,1.0057442789695055,1.0043102525938576,1.0054067173966748,1.0039531208118826,1.018936247979077
4-2802920,,,,0,0.9861795240982117,1.0012297785758053,0.9998113315587243,1.0007285981207446,0.9995619991711834,0.9959845604078447,1.0002099202754393,1.0010294497571326,1.00005934267995,1.0015009079098358,1.0000977675512916,1.0160221328609427
5-2807167,,,,,0,1.0024501241887669,1.000114342994681,1.0011880417971941,0.9997086247086246,0.9955355363335591,1.000398644523349,1.0012854901897572,1.000184925308954,1.0017512751472164,1.0004704003803437,1.0038680833947407
6-2802898,,,,,,0,0.9966880100793561,1.0000505486697033,0.9980197707040575,0.9922970548577851,0.9996549316311509,1.0009403281080218,0.9996234746852262,1.0015930522460186,1.0000786407080453,1.0041093940382289
7-2802895,,,,,,,0,1.0054086853598423,0.9989822852970859,0.9858917847106318,0.9975491836381468,0.9996372216522267,0.9983118156210721,1.0007704757462885,0.998776507778542,1.003844351373161
8-2802894,,,,,,,,0,0.9936340498796052,0.9778050237842116,0.9955188597051685,0.9985500047274786,0.9972760920913744,1.0001721518301772,0.9984638044833217,1.0037044721580413
9-2802887,,,,,,,,,0,0.9621310877851985,0.9963671278411642,0.9999872336622792,0.9980500349628334,1.001371807271666,0.9991858503969796,1.0049192046502005
10-2802862,,,,,,,,,,0,1.0248828030525237,1.0158426832550147,1.0078622946558844,1.0102949688397367,1.005221623989281,1.0104203957814828
11-2802803,,,,,,,,,,,0,1.0066987638256344,0.9995554779804636,1.0048166764256299,1.0005879128743842,1.007532752549875
12-2802774,,,,,,,,,,,,0,0.9928951180628521,1.0037052632873107,0.9973954534837717,1.007737871211714
13-2802760,,,,,,,,,,,,,0,1.0096777131125145,0.9971745000587015,1.0112965910609737
14-2802617,,,,,,,,,,,,,,0,0.9895705104483699,1.0117260767389251
15-2802733,,,,,,,,,,,,,,,0,1.0288693971923386
16-2807110,,,,,,,,,,,,,,,,0
