순번_정류장ID,1-2800727,2-2800691,3-2800667,4-2800340,5-2800624,6-2806214,7-2807582,8-2803502,9-2807466,10-2803415,11-2805157,12-2805159,13-2805161,14-2805168,15-2805163,16-2805165,17-2803466,18-2803486,19-2803483
1-2800727,0,0.9775736671894736,1.0013735829340227,0.9992302264082897,0.9997097310729436,0.9997489360189176,1.0019337008416465,1.033949279480691,1.0236803294264414,1.0186850542489732,1.0158471744298716,1.0160968865545499,1.0159107395850981,1.015409646299491,1.0149726940001906,1.0155069850958935,1.01466636618528,1.0139296843376429,1.013720486369822
2-2800691,,0,1.0169935801524457,1.0085289450747557,1.0064716086062695,1.004608401816136,1.003976388429568,1.036754815990208,1.025286736804231,1.0197422396058555,1.0168672857163286,1.0170106891846518,1.0168806122406076,1.016233909205545,1.0158041855712139,1.016264067557395,1.0155032097284904,1.0146317460039858,1.0143282246083225
3-2800667,,,0,0.9925132929446135,0.9973102475305932,0.9983998986164804,1.0020696076769817,1.0016914624047966,1.0007087011548796,1.0016216306936194,1.0002572192887278,1.0009750871120753,1.0011679176879036,1.0009072800317642,1.0007901012982412,1.0015872039954758,1.0009722339204565,1.0010489024007487,1.001263050645051
4-2800340,,,,0,1.0013994824486168,1.0005211209303444,1.002508901167802,1.00190368839509,1.0008242284297182,1.0017719352699448,1.000324528278287,1.001012886070838,1.0012485790992096,1.000981547064174,1.0008603073423838,1.0015948901532334,1.0010064017542333,1.0010820767555095,1.0012983040603174
5-2800624,,,,,0,0.9998788891714808,1.0026302004345042,1.0019308993554517,1.0008034823771437,1.0017816295777469,1.0003425227825877,1.0010040854101405,1.001245216302564,1.0009724308600214,1.0008879198458192,1.001675937108198,1.0010361231779186,1.0010759816794272,1.0013304327441155
6-2806214,,,,,,0,1.0031118289073593,1.0020940598932588,1.0008515088629406,1.00185171142049,1.00031321627443,1.001083361673084,1.0012458115048994,1.0009646547191349,1.0008778408535475,1.001689129031331,1.001030641786566,1.0011081996378965,1.001333126797141
7-2807582,,,,,,,0,1.001050791592413,0.999798455160795,1.0014531280981596,0.9996028878616754,1.0004699433289652,1.0008384631456493,1.0004583006023438,1.0004188978080504,1.0013547159088454,1.0005264431486298,1.0007013629567638,1.0009835534188416
8-2803502,,,,,,,,0,0.9985104050895803,1.0016425714937345,0.9991127004702564,1.0003279292378597,1.0007629444888866,1.0002550069399134,1.0001474662503085,1.0015146243810518,1.0004242719425742,1.0006037614866197,1.0010175354816497
9-2807466,,,,,,,,,0,1.0042895882673337,0.9993590744306255,1.0014574086858579,1.0018468801758034,1.0011279345261341,1.000913277324398,1.002779116753741,1.001342459573531,1.00138420792897,1.0018115441396718
10-2803415,,,,,,,,,,0,0.9866616982795443,0.9959129260467746,0.9980520456081966,0.9967856626108207,0.9969367575150353,1.0012441190824795,0.9982307640559466,0.9992249669851001,1.000223992963503
11-2805157,,,,,,,,,,,0,1.0214341055144212,1.0171294703609777,1.008876256678223,1.005868839959942,1.0122262032409501,1.0058102666303848,1.0045071191083126,1.0049381308109477
12-2805159,,,,,,,,,,,,0,1.0065763194609272,0.9973808436701813,0.9975565786570229,1.0078198081426275,1.0001634657548997,1.0010123272757423,1.0021977188166464
13-2805161,,,,,,,,,,,,,0,0.9883653627903457,0.993717237062798,1.0082199192186785,0.9985379016002884,1.0002765259564506,1.0017454438474152
14-2805168,,,,,,,,,,,,,,0,0.9978236851007362,1.0179448101430006,1.0020846440673046,1.0021330505778312,1.0033212406338763
15-2805163,,,,,,,,,,,,,,,0,1.053424717156485,1.00562988491302,1.0032313232255659,1.004317818383179
16-2805165,,,,,,,,,,,,,,,,0,0.9629074448291723,0.9947513475217795,0.9986911186740581
17-2803466,,,,,,,,,,,,,,,,,0,1.002172730472625,1.0039521449285798
18-2803486,,,,,,,,,,,,,,,,,,0,0.9997040713269553
19-2803483,,,,,,,,,,,,,,,,,,,0
