순번_정류장ID,1-2801795,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801659,12-2801647,13-2806781,14-2801568,15-2801498,16-2801479,17-2801473,18-2801486,19-2801519,20-2801571,21-2801610,22-2807616,23-2807617,24-2806090,25-2800225,26-2800217,27-2800210,28-2800187,29-2800177,30-2800143,31-2801030,32-2801024,33-2801003,34-2800959,35-2800841,36-2800840,37-2800839,38-2800981,39-2800535,40-2800544,41-2804975,42-2800560,43-2800569,44-2807222
1-2801795,0,1.0185415530997572,1.0109883908669386,1.0081365911567106,1.0023051873960873,1.0027204604874285,1.0048096874817698,1.0051558239373497,1.0087483945098012,1.006840116348786,1.0057115959808223,1.0056836265111988,1.0054376728131929,1.0311249925215769,1.0711292920971482,1.0648089352702856,1.0623661306633914,1.0957129692179346,1.1990476932530392,1.2107336868358025,1.2002197075115457,1.1941591976176331,1.1871774909994777,1.170813310546427,1.1598022780443469,1.1545844715956195,1.1443928690100518,1.2491848442507676,1.22884939976304,1.2271521686090947,1.6270511861940646,1.7119976800654504,1.68452125390138,1.6480038865527316,1.714046667576366,1.7882314578563963,1.8508519692002545,1.876952764736026,2.21930203124468,2.38429315722236,2.343448149246763,2.222482381251213,2.2333149516348074,2.198430223926156
2-2801793,,0,0.9979817891673707,1.0011439970958793,0.9955967792298203,0.9988154434833071,1.0015590604109517,1.003196816457213,1.0076266439032195,1.00531624476604,1.0042218578533777,1.0045834513449112,1.0042219641443384,1.0324896802572043,1.075542599419719,1.068322378318045,1.065761818336916,1.1014251915726292,1.212867570140605,1.2252243750701315,1.213112754554234,1.205551821842239,1.1979011479200725,1.179427264863613,1.167449945201618,1.1615455011802664,1.1505306628371974,1.2604756385828535,1.2380504947528348,1.2362758039441482,1.6544808854308655,1.7434671121888843,1.7135467900764874,1.6737214169836585,1.7427021416061743,1.8200332906516907,1.8860924884527395,1.913167054886188,2.093540867864677,2.247565452907598,2.2122092812373926,2.108528614847903,2.121640191483483,2.0911516742100322
3-2801779,,,0,1.0031680139829582,0.99484388195884,0.9989861991996217,1.0021291976168762,1.0038051822294856,1.0085725380838957,1.0059163046066049,1.0046730456861404,1.005017057491017,1.0045773034364156,1.0343965550165237,1.0795166600099644,1.0715673863888904,1.0687663783850239,1.1059070063901495,1.222696793113873,1.2354628926709244,1.2222044705390178,1.213677893392816,1.205430509805913,1.1855906822831548,1.172837950338979,1.1665547473583318,1.154876509535881,1.267895416849978,1.2442627481502406,1.2423053196145548,1.6720087080298083,1.7636448551935426,1.7321276840673898,1.6901436477585945,1.7606606793243798,1.8405568638806729,1.9084800788527374,1.936151334602163,2.0958916210769907,2.2516848052967178,2.216003730840311,2.1164083146058883,2.060814143189565,2.0322026417984023
4-2801766,,,,0,0.9867431742496525,0.9970181826594469,1.0017847651145881,1.0039464402986888,1.0095504762883705,1.0063190773858839,1.0048647135237783,1.0052284977172556,1.0047149255570353,1.037346972160712,1.086159615871762,1.0768802103143194,1.0736474822263744,1.1133657994173394,1.2395926628359695,1.2530521018329566,1.2376891116482733,1.2273916492766654,1.2180758916512626,1.1958140106530024,1.1817059589142187,1.1747648722133384,1.1619429546820053,1.2805594806366507,1.2549545449084147,1.2520071869171672,1.701122392027052,1.7972232954542713,1.7629512968532335,1.7172568814073705,1.7908209606930277,1.874214536524408,1.9455958299761777,1.97425404568049,2.0330328872714047,2.1847664086817513,2.151035011598864,2.059285897204901,2.0045499598009577,1.977787247446397
5-2801756,,,,,0,1.0066402847258518,1.0095565239963795,1.0090501876191098,1.0147598653558387,1.0097893326196112,1.0075932316794027,1.0076898359690396,1.0067194869865708,1.0427877339295595,1.0959213908227186,1.0846986095345414,1.080842422396767,1.1235739180032045,1.2613068113734018,1.2755216199397903,1.2573466310738917,1.2446572550658734,1.2339579586308376,1.208589871726202,1.1927714914397178,1.185002294362265,1.170750422132658,1.2955433474961522,1.2673929709782306,1.2637203367343741,1.7345721323605727,1.8357444101515714,1.7982100400304133,1.747939619691224,1.8248969553755814,1.9122289960101437,1.9877677306595638,2.0175113027033587,1.927457096258129,2.0702001245238,2.041189818303297,1.9626302802568458,1.9150740656197027,1.8918430872109717
6-2801749,,,,,,0,1.0131474506510898,1.0101676801647141,1.0173791564132106,1.0105247678180536,1.00777532523948,1.0078633872094238,1.0067301961647406,1.0474764927423381,1.1063793810670097,1.092666788277959,1.088038811779092,1.1345888561080781,1.287019300236086,1.302146447376366,1.2802326606431726,1.2644058318420295,1.2519415516267056,1.2226879017455976,1.2047804500337136,1.1960129225411138,1.1800599591349439,1.3121823223624847,1.2808129214787038,1.2765994898641073,1.7728846747604796,1.8800742814711509,1.838563825872826,1.7829783384434545,1.8636818147177552,1.9561290036078378,2.036118184406148,2.067116615323699,1.8364968614078536,1.9721420523951245,1.9462097022098053,1.8735704123403067,1.8244498388168344,1.803898847274935
7-2801743,,,,,,,0,0.993649814930688,1.0100893318392565,1.0041487206150117,1.002257640900178,1.0032155272305907,1.0029051327907252,1.0484917720756102,1.11331078069471,1.0974224239442305,1.092152107113797,1.142328360024018,1.3086155688347982,1.3245786619392688,1.2990681420370092,1.2802911883153338,1.2662057222010634,1.2334636697865264,1.2137309489573105,1.2041061145538468,1.1867155215309986,1.325062067159279,1.291064485537849,1.286311122495827,1.8048326329576885,1.9172926427676429,1.8722301422403522,1.8121568942857922,1.895872043687281,1.992572839964655,2.0766428095075513,2.1087170005527707,1.8600628590872452,2.000630080636324,1.9733271781791268,1.8959700785685372,1.8440242517169618,1.8226102678062308
8-2801185,,,,,,,,0,1.017751171940942,1.003833957208991,1.0012096943742743,1.0027188164354404,1.0024575296900187,1.0591176098517578,1.1362379740805977,1.1137770324050713,1.1066056624490161,1.1642519582824387,1.3614536516989026,1.3788326154054034,1.3441480999084714,1.317821462177619,1.299824166664494,1.2588074410877794,1.2348525754897788,1.2232525093145448,1.2025797957782212,1.353684032555974,1.3139160640044698,1.3069920512501936,1.868882600917173,1.9916533780450183,1.939226949777815,1.8692246576561722,1.9590583123008207,2.0642630172247762,2.1563405191965836,2.1904110912674537,1.8230867644453546,1.9636954036988128,1.9370242697578361,1.8626517515629675,1.8124623967215896,1.7915843080706249
9-2801687,,,,,,,,,0,0.9925479518975455,0.9937308529163453,0.9978065411742344,0.9990457805190908,1.0677172564940587,1.1571211207105696,1.1275194451041677,1.1184140271579108,1.1829310896921144,1.4098592888729575,1.4282726199450948,1.3839704909856632,1.3499424381909053,1.3281583969341184,1.279387573328828,1.2516315821800759,1.2382865878590463,1.214771395518038,1.3762553224309988,1.3315497420331024,1.3233844177980059,1.9201822934195232,2.0514695467196162,1.992694883600514,1.9144150961497113,2.009451910081563,2.1208269105003357,2.2198076381867646,2.2554516680727947,1.8490719930066244,1.9106826722800523,1.8860272791872768,1.8172089579828719,1.769826185078458,1.750168745514433
10-2801184,,,,,,,,,,0,0.9952193752007412,1.0013558820979505,1.0015114505769251,1.0936392629340892,1.2028342801795158,1.1564491399928056,1.1430886677077619,1.218457251239808,1.4975868356272746,1.5168082381738626,1.453305353869842,1.4043053059462203,1.3756183276299694,1.3131466708301425,1.2789305340584751,1.2626593784857765,1.2344516184616348,1.4111945713602259,1.3584176733958475,1.3481487108405186,1.9946792742478667,2.1382596722746476,2.069788078062066,1.9789866804483105,2.080931253356163,2.202192502029058,2.28835562379575,2.3258902022274563,1.8785154265269115,1.8603403772026432,1.836954485205681,1.7727097679014472,1.7280209633991945,1.7096114525741202
